index,file,missing,t_img,t_exposure_start,segment,cycle,axis,target_N,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_s_corr,Fy_s_corr,Fz_s_corr,Tx_s_corr,Ty_s_corr,Tz_s_corr,Fx_base,Fy_base,Fz_base,ft_chunks,tcp_x,tcp_y,tcp_z,rx,ry,rz,pose_gap_s,height_above_plane_mm,depth_mm
1,000001.png,False,1788876319.785878,1788876319.725878,normal_load,1,,2.0,0.0016,0.00506,0.00142,-3e-05,4e-05,-2e-05,0.00159,0.00461,0.00105,-7e-05,4e-05,-2e-05,-0.00115,0.0052,0.00133,3,37.8981,362.8727,37.1461,179.7741,-0.2749,-96.4238,0.0096,24.835,-0.021
2,000002.png,False,1788876320.173836,1788876320.113836,normal_load,1,,2.0,-0.00913,-0.02237,-0.01867,0.00058,-0.00011,0.00011,-0.00915,-0.02285,-0.01906,0.00054,-0.00011,0.00011,0.00339,-0.02424,-0.01826,3,37.9147,362.8109,37.1299,179.7763,-0.2829,-96.4249,0.01,24.8178,-0.0038
3,000003.png,False,1788876320.757829,1788876320.697829,normal_load,1,,2.0,-0.0086,-0.02435,-0.03546,0.00069,-0.00018,0.00013,-0.00862,-0.02488,-0.0359,0.00065,-0.00019,0.00013,0.00496,-0.02595,-0.03502,3,37.9204,362.799,37.1134,179.7758,-0.2808,-96.4253,0.0127,24.8011,0.0129
4,000004.png,False,1788876321.149820,1788876321.089820,normal_load,1,,2.0,-0.00993,-0.02293,-0.13907,0.00071,-7e-05,0.00019,-0.00995,-0.0235,-0.13954,0.00067,-7e-05,0.0002,0.00381,-0.02705,-0.13864,3,37.9204,362.7991,37.0335,179.7767,-0.2844,-96.4254,0.0091,24.7211,0.0929
5,000005.png,False,1788876321.345839,1788876321.285839,normal_load,1,,2.0,-0.00383,-0.0146,-0.24332,0.00039,-0.00018,-6e-05,-0.00384,-0.01518,-0.2438,0.00034,-0.00018,-6e-05,0.00566,-0.01845,-0.24302,3,37.9191,362.8097,36.9732,179.7753,-0.2798,-96.4256,0.0058,24.6611,0.1529
6,000006.png,False,1788876321.541845,1788876321.481845,normal_load,1,,2.0,-0.00198,-0.0214,-0.32484,0.0006,-0.00024,0.00028,-0.002,-0.022,-0.32533,0.00055,-0.00024,0.00028,0.01123,-0.02473,-0.32441,3,37.9219,362.8035,36.9455,179.7763,-0.2822,-96.4258,0.0007,24.6332,0.1808
7,000007.png,False,1788876321.929808,1788876321.869808,normal_load,1,,2.0,0.00649,-0.00401,-0.58719,0.00031,-0.0001,1e-05,0.00647,-0.00465,-0.58772,0.00026,-0.00011,1e-05,0.0117,-0.00964,-0.58705,4,37.9245,362.8096,36.8691,179.7758,-0.2808,-96.4264,0.0063,24.557,0.257
8,000008.png,False,1788876322.125715,1788876322.065716,normal_load,1,,2.0,0.01737,0.0136,-0.82735,-0.0001,5e-05,-4e-05,0.01736,0.01294,-0.82789,-0.00016,5e-05,-4e-05,0.01399,0.0072,-0.82749,3,37.9222,362.822,36.823,179.774,-0.2754,-96.4264,0.001,24.511,0.303
9,000009.png,False,1788876322.321826,1788876322.261827,normal_load,1,,2.0,0.01473,0.00713,-0.95497,0.0002,0.00011,0.00023,0.01472,0.00646,-0.95552,0.00014,0.00011,0.00023,0.01582,-0.00176,-0.95497,3,37.9254,362.8193,36.7963,179.7745,-0.2771,-96.4269,0.0043,24.4843,0.3297
10,000010.png,False,1788876322.513823,1788876322.453823,normal_load,1,,2.0,0.02424,0.01878,-1.15159,-5e-05,8e-05,0.00024,0.02423,0.01809,-1.15216,-0.00011,7e-05,0.00024,0.0196,0.00993,-1.15178,3,37.9248,362.8254,36.7697,179.774,-0.2747,-96.4269,0.0064,24.4578,0.3562
11,000011.png,False,1788876322.709815,1788876322.649815,normal_load,1,,2.0,0.02624,0.0243,-1.4291,-1e-05,0.00019,0.00015,0.02622,0.02359,-1.42968,-8e-05,0.00019,0.00015,0.0205,0.01126,-1.42936,2,37.9255,362.826,36.7246,179.7738,-0.2748,-96.4269,0.001,24.4127,0.4013
12,000012.png,False,1788876322.905704,1788876322.845705,normal_load,1,,2.0,0.02947,0.02415,-1.40852,-0.00013,0.00013,7e-05,0.02945,0.02342,-1.40912,-0.00019,0.00013,7e-05,0.02323,0.01308,-1.40878,3,37.9256,362.8264,36.7236,179.7738,-0.2748,-96.4269,0.0043,24.4117,0.4023
13,000013.png,False,1788876323.297827,1788876323.237827,normal_load,1,,2.0,0.03604,0.03439,-1.69041,-0.00023,0.00024,0.00017,0.03602,0.03363,-1.69103,-0.00029,0.00023,0.00017,0.02576,0.02071,-1.69082,3,37.9292,362.8286,36.686,179.7737,-0.2744,-96.4277,0.0006,24.3741,0.4399
14,000014.png,False,1788876323.489819,1788876323.429819,normal_load,1,,2.0,0.04228,0.04367,-1.99305,-0.00042,0.0002,0.00023,0.04226,0.04289,-1.99369,-0.00049,0.0002,0.00023,0.02862,0.02702,-1.99359,3,37.9299,362.8328,36.6501,179.7733,-0.2731,-96.4277,0.0089,24.3383,0.4757
15,000015.png,False,1788876323.685704,1788876323.625705,normal_load,1,,2.0,0.0431,0.042,-1.97178,-0.00046,6e-05,0.00035,0.04308,0.0412,-1.97244,-0.00053,6e-05,0.00035,0.03002,0.02632,-1.97229,3,37.9293,362.8327,36.6503,179.7735,-0.2728,-96.4279,0.0056,24.3385,0.4755
16,000016.png,False,1788876323.881748,1788876323.821748,normal_unload,1,,0.0,0.04274,0.03997,-1.94112,-0.00034,0.00023,0.00039,0.04272,0.03915,-1.94179,-0.00041,0.00022,0.00039,0.03051,0.02487,-1.9416,3,37.931,362.8312,36.649,179.7738,-0.2732,-96.4279,0.0002,24.3371,0.4769
17,000017.png,False,1788876324.269808,1788876324.209808,normal_unload,1,,0.0,0.04707,0.04275,-1.86894,-0.00041,0.00036,0.00039,0.04705,0.0419,-1.86964,-0.00048,0.00035,0.00039,0.03237,0.03061,-1.86949,3,37.9301,362.8348,36.6544,179.7734,-0.2726,-96.4277,0.0032,24.3426,0.4714
18,000018.png,False,1788876324.465830,1788876324.405830,normal_unload,1,,0.0,0.04293,0.03623,-1.8256,-0.00022,0.00024,0.00022,0.04291,0.03537,-1.82632,-0.0003,0.00024,0.00022,0.03174,0.02359,-1.82604,3,37.9318,362.8318,36.6545,179.7737,-0.2737,-96.4282,0.0024,24.3427,0.4713
19,000019.png,False,1788876324.661796,1788876324.601796,normal_unload,1,,0.0,0.04019,0.02876,-1.79677,-6e-05,0.00028,0.00041,0.04016,0.02787,-1.7975,-0.00014,0.00027,0.00041,0.0329,0.0162,-1.79708,3,37.9317,362.8294,36.6591,179.7741,-0.2749,-96.4284,0.0079,24.3473,0.4667
20,000020.png,False,1788876324.857753,1788876324.797753,normal_unload,1,,0.0,0.03413,0.00864,-1.6858,0.00033,0.00013,0.00026,0.03411,0.00773,-1.68655,0.00025,0.00012,0.00026,0.03694,-0.00247,-1.68576,3,37.9334,362.82,36.667,179.7752,-0.2785,-96.4288,0.0065,24.355,0.459
21,000021.png,False,1788876325.049679,1788876324.989679,normal_unload,1,,0.0,0.03099,0.00067,-1.61776,0.00057,0.00011,0.00023,0.03097,-0.00025,-1.61852,0.00049,0.00011,0.00023,0.03773,-0.00985,-1.61759,3,37.9336,362.8151,36.672,179.7758,-0.2808,-96.4284,0.0081,24.3599,0.4541
