axis,offset_mm,force_N,achieved_x_mm,achieved_y_mm,height_mm,steps,file,Fx,Fy,Fz,Tx_Nmm,Ty_Nmm,Tz_Nmm,cop_x_mm,cop_y_mm,rotate_deg
x,-1.5,1.40586102368828,-1.498419392792366,0.012967248097138713,25.206061811477642,9,ball8_x-1.50.png,0.08246711938919944,0.06149756117347671,-1.40586102368828,0.415621147288589,-0.5895497179858711,-0.003172412092178334,-1.937254898062035,-1.4275689536619875,0.0
x,-0.75,1.3184786205619161,-0.7348817791274251,0.01043335473011537,25.222813070583317,9,ball8_x-0.75.png,0.0558990260507997,-0.003987050943391068,-1.3184786205619161,2.0330850578872464,-0.045279393058961226,-0.08405088600835775,-1.1314185984154659,-1.4637431769294698,0.0
x,0.0,1.3874431552559856,0.01251001170607316,0.009568483503957708,25.225878703641346,8,ball8_x+0.00.png,0.035854098728031046,0.003382454824895653,-1.3874431552559856,1.987826587714803,0.48887436339349327,0.1187646450682589,-0.3163406476852455,-1.495810991619822,0.0
x,0.75,1.3179666464209219,0.7617701633154256,0.011957675406141918,25.24234126220694,8,ball8_x+0.75.png,0.033765498793961866,0.015465148434128296,-1.3179666464209219,1.5979280376739209,1.4673723880631928,0.005713115864924845,0.4504203820186547,-1.5160566832828242,0.0
x,1.5,1.4805663220409258,1.5120037139195712,-0.004374320331621159,25.24532354211345,6,ball8_x+1.50.png,0.03444206719005827,-0.025968991862864322,-1.4805663220409258,2.870414654304096,2.6877269573121034,0.2687696962138997,1.213377848998369,-1.4848559514266084,0.0
y,-1.5,1.3343761862735222,0.0030088650447949797,-1.4842417255535099,25.20130773536258,10,ball8_y-1.50.png,0.02901184311666043,0.026141213539488107,-1.3343761862735222,3.417282694389806,0.5181239138261406,0.6108944262918303,-0.17431471443958843,-3.067895075158695,0.0
y,-0.75,1.3593617310942592,0.0037560818009525748,-0.7333204128047501,25.20395895202272,10,ball8_y-0.75.png,0.010705117877921212,0.02144606318593052,-1.3593617310942592,2.81402981999051,0.09072278142662205,0.3601759860532905,-0.137041031575753,-2.478353673306422,0.0
y,0.0,1.322652737861239,-0.00010160170924509429,0.020943732922948335,25.225043000106382,9,ball8_y+0.00.png,0.011390322813981158,0.031006116855787625,-1.322652737861239,1.6285038337893132,0.2677749416246378,0.13712349409611413,-0.020388486680860185,-1.8378474795425666,0.0
y,0.75,1.320174682430465,-0.0011432671991937115,0.7669075202885908,25.24886680183365,8,ball8_y+0.75.png,-0.0009777687296583792,0.03578911212415736,-1.320174682430465,0.4733289077823444,0.10778329086102434,0.11209910094898135,0.10080827732412057,-1.060031168223644,0.0
y,1.5,1.3194179743479737,-0.00406850195367701,1.5167577135583703,25.27444766521345,6,ball8_y+1.50.png,0.005497509142645995,0.011002595652192327,-1.3194179743479737,0.059140798706092124,0.38079465708701354,0.12848299505874294,0.18079054425037128,-0.2606070313134028,0.0
