t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788890456.891061,2026-09-09T03:00:56.891053,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788890681.190125,2026-09-09T03:04:41.190112,between normal and shear blocks,-0.03941,-0.01684,-0.02503,0.00162,0.00144,-0.00031
1788890838.283866,2026-09-09T03:07:18.283853,end of collect,-0.05845,-0.02523,-0.01126,0.0023,0.00166,-0.00068
