t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788897025.852944,2026-09-09T04:50:25.852933,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788897268.146073,2026-09-09T04:54:28.146058,between normal and shear blocks,-0.02588,-0.01607,0.04226,0.0012,0.00106,-0.00039
1788897453.822470,2026-09-09T04:57:33.822458,end of collect,-0.04019,-0.03656,0.03632,0.00193,0.00136,-0.00057
