t,Fx,Fy,Fz,Tx,Ty,Tz
1788777693.224567,-0.00046,0.00078,-0.02535,-0.0001,-2e-05,0.00015
1788777693.238585,-0.00033,-0.00393,-0.03164,-6e-05,-3e-05,0.0003
1788777693.259006,0.00054,0.00327,-0.01463,-2e-05,-0.00012,0.00011
1788777693.279335,-0.00051,-0.01018,-0.00939,-6e-05,7e-05,0.00021
1788777693.298646,-0.00241,0.00265,-0.02311,1e-05,0.00011,0.00024
1788777693.319060,0.00065,0.0005,-0.01797,-0.00012,-2e-05,0.00026
1788777693.339454,0.0018,-0.00198,-0.03181,-9e-05,-0.00012,0.00026
1788777693.358755,-0.00179,-0.00093,-0.00633,0.00012,0.00018,-1e-05
1788777693.379086,0.00471,-0.00348,-0.01766,-9e-05,-8e-05,0.00016
1788777693.399408,0.00074,0.0035,-0.00172,8e-05,0.0,-1e-05
1788777693.418680,-0.00236,-0.00358,-0.00154,0.0,3e-05,-5e-05
1788777693.438990,0.00136,0.00098,-0.00931,0.00014,0.0001,1e-05
1788777693.459393,0.00252,-0.00123,-0.01514,-1e-05,-7e-05,0.0001
1788777693.478750,-0.00028,-0.00234,-0.00196,-0.0,-5e-05,3e-05
1788777693.499187,-0.00201,0.00374,-0.00782,-7e-05,2e-05,0.00012
1788777693.519549,-0.0004,0.00092,-0.02467,-6e-05,-9e-05,0.00017
1788777693.538777,-0.00189,-0.00075,-0.01299,6e-05,2e-05,7e-05
1788777693.559122,0.00421,-0.0027,0.00144,-0.00014,-0.0001,1e-05
1788777693.579477,0.00271,-0.00064,-0.00754,-0.00014,-0.00011,0.00015
1788777693.598733,0.00061,-0.00046,-0.00086,-4e-05,-0.00019,7e-05
1788777693.619103,-0.00191,-0.00252,-0.01833,-0.00014,-0.00011,0.00025
1788777693.639398,-0.00195,-0.00115,-0.01005,-0.00012,-0.00014,8e-05
1788777693.658679,0.00186,-0.0016,-0.01194,5e-05,0.0001,0.00017
1788777693.679132,-0.00698,0.00554,-0.00451,6e-05,7e-05,8e-05
1788777693.699093,0.00115,-0.00513,-0.01265,-9e-05,-0.0002,7e-05
1788777693.718669,0.00122,0.00053,-0.0171,-7e-05,-4e-05,0.00018
1788777693.739130,-0.00209,-0.00189,-0.01122,6e-05,-0.00011,9e-05
1788777693.759541,-0.00098,0.00104,-0.01351,-0.00011,6e-05,0.00015
1788777693.778862,-0.00477,0.00043,-0.01411,6e-05,1e-05,0.00014
1788777693.799239,-0.00067,0.00046,-0.0242,0.0001,0.0001,0.00016
1788777693.819560,-0.00342,0.00177,-0.004,7e-05,4e-05,1e-05
1788777693.838867,0.00011,-0.00019,-0.0287,5e-05,3e-05,0.00022
1788777693.859231,-0.00223,0.00403,-0.01957,-8e-05,0.00013,0.00015
1788777693.878521,-0.00134,-0.00046,-0.00784,4e-05,-0.00012,8e-05
1788777693.898932,0.00058,-7e-05,-0.02417,-0.00012,-2e-05,0.0002
1788777693.919384,-0.00224,-0.00084,-0.02081,-4e-05,-3e-05,0.00026
1788777693.938841,0.00255,-0.00035,-0.0094,-0.0002,-7e-05,0.00021
1788777693.959561,-0.00237,0.00012,-0.00886,-0.00011,8e-05,0.00018
1788777693.978997,-0.0035,-0.00042,-0.01672,1e-05,0.00015,0.00013
