t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788776642.808629,2026-09-07T19:24:02.808620,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788776895.293192,2026-09-07T19:28:15.293180,between normal and shear blocks,0.00718,-0.03341,-0.03702,0.00336,-0.00045,-0.00095
1788777397.578810,2026-09-07T19:36:37.578801,end of collect,0.15584,0.01174,-0.06338,0.00582,-0.00527,-0.00076
