probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,rung_depth_mm,surface_offset_mm,force_wanted_N,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,2,1,0.4668995908826721,-0.7038787416859804,960.0,540.0,0.15,0.32374951974713184,0.3,0.0,0.0,0.4624447514964203,ball4_x+0.47_y-0.70_d0.15.png,1789085964.1107743,-0.009576070240807866,-0.01126925569671009,-0.4624447514964203,38.68413925170898,362.358642578125,36.1800308227539,83038,162.5786465958233,"[882.1848912546063, 526.2881813145789]",12
ball4,2,1,0.4668995908826721,-0.7038787416859804,960.0,540.0,0.3,0.4190539391406993,0.44999999999999996,0.0,0.0,0.6927867004985189,ball4_x+0.47_y-0.70_d0.30.png,1789085965.4747665,-0.0015813814204292953,0.028940470177416522,-0.6927867004985189,38.68364334106445,362.3539123535156,36.01929855346679,110265,187.3457755062966,"[884.0342447739537, 533.3855076406838]",12
ball4,0,0,-6.1985802018090155,0.09660776156222894,368.83788591384825,284.83788591384825,0.15,0.3373991965332479,0.3,0.0,0.4624447514964203,0.3395429465944176,ball4_x-6.20_y+0.10_d0.15.png,1789085970.3550484,-0.015501588193218651,-0.028409193414313805,-0.3395429465944176,32.52576828002929,359.6906127929687,36.13619232177734,1699,23.255289648298522,"[312.03237198351974, 223.72807533843437]",12
ball4,0,0,-6.1985802018090155,0.09660776156222894,368.83788591384825,284.83788591384825,0.3,0.4743607770230085,0.44999999999999996,0.0,0.6927867004985189,0.6071007892607042,ball4_x-6.20_y+0.10_d0.30.png,1789085971.7190292,0.002820048110733708,0.019850519676488255,-0.6071007892607042,32.51557159423828,359.7255859375,35.99960327148437,12544,63.189233357348705,"[319.8738042091837, 244.80939094387756]",12
ball4,1,0,-3.534855629086999,-1.453373568879168,664.4189429569242,284.83788591384825,0.15,0.3294473215406555,0.3,0.0,0.4624447514964203,0.3204377759336978,ball4_x-3.53_y-1.45_d0.15.png,1789085974.6472275,-0.002967592775230443,0.007635147194274694,-0.3204377759336978,35.59355545043945,359.7128295898437,36.16696166992187,17814,75.30187456151438,"[644.9418434938813, 270.514819804648]",12
ball4,1,0,-3.534855629086999,-1.453373568879168,664.4189429569242,284.83788591384825,0.3,0.5224167202931618,0.44999999999999996,0.0,0.6927867004985189,0.6678136247632495,ball4_x-3.53_y-1.45_d0.30.png,1789085975.8152933,0.006620884868837251,-0.011991105229908072,-0.6678136247632495,35.6022834777832,359.7037048339843,36.00453948974609,55053,132.37792173952658,"[596.2882131763937, 261.3893520789058]",12
ball4,2,0,-0.8711310563649831,-3.003354899320564,960.0,284.83788591384825,0.15,0.33087559439972125,0.3,0.0,0.4624447514964203,0.2913629586863323,ball4_x-0.87_y-3.00_d0.15.png,1789085978.7434046,0.007305035452296238,-0.0007142165054231598,-0.2913629586863323,38.68458175659179,359.6971435546875,36.18048858642578,46588,121.77611004433686,"[909.3273589765605, 279.7926933974414]",12
ball4,2,0,-0.8711310563649831,-3.003354899320564,960.0,284.83788591384825,0.3,0.5325716418906197,0.44999999999999996,0.0,0.6927867004985189,0.6703336006316419,ball4_x-0.87_y-3.00_d0.30.png,1789085979.9114554,0.015131970392675952,-0.02324012122579795,-0.6703336006316419,38.68197631835937,359.7159423828125,36.02693557739258,84871,164.36325121603215,"[904.0442436167831, 289.93961423807895]",12
ball4,3,0,1.7925935163570328,-4.55333622976196,1255.5810570430758,284.83788591384825,0.15,0.4581798753688666,0.3,0.07458469877613494,0.4624447514964203,0.4747560535813193,ball4_x+1.79_y-4.55_d0.15.png,1789085983.4236212,-0.0031976927849555635,-0.015093144683340932,-0.4747560535813193,41.75833892822265,359.6840209960937,36.10955429077148,90778,169.98686669267173,"[1218.8542267950384, 268.48908325805814]",12
ball4,3,0,1.7925935163570328,-4.55333622976196,1255.5810570430758,284.83788591384825,0.3,0.5451558962841148,0.44999999999999996,0.07458469877613494,0.6927867004985189,0.6996117094443945,ball4_x+1.79_y-4.55_d0.30.png,1789085984.9836752,0.016086943693910883,0.006082409884174922,-0.6996117094443945,41.7639808654785,359.6853942871093,35.95296478271484,0,0.0,None,12
ball4,4,0,4.456318089079049,-6.103317560203356,1551.1621140861516,284.83788591384825,0.15,0.4107515419439167,0.3,0.07458469877613494,0.4624447514964203,0.4062115931474892,ball4_x+4.46_y-6.10_d0.15.png,1789085987.9117966,0.012683394906160573,-0.02004005628608141,-0.4062115931474892,44.84928131103515,359.6704711914062,36.1238327026367,52473,129.23882798030183,"[1576.976502201132, 258.44253234997046]",12
ball4,4,0,4.456318089079049,-6.103317560203356,1551.1621140861516,284.83788591384825,0.3,0.6279348677220327,0.44999999999999996,0.07458469877613494,0.6927867004985189,0.9062274074235888,ball4_x+4.46_y-6.10_d0.30.png,1789085989.0837898,0.013512972470321927,-0.04143525999519433,-0.9062274074235888,44.8503189086914,359.6676940917968,35.9763603210449,225,8.462843753216344,"[1453.9644444444446, 154.61777777777777]",12
ball4,0,1,-4.86054955456136,2.396083919196813,368.83788591384825,540.0,0.15,0.33575997510072497,0.3,0.07458469877613494,0.4624447514964203,0.5416938492714053,ball4_x-4.86_y+2.40_d0.15.png,1789085995.1320164,-0.009569744072149788,-0.0018395648903481998,-0.5416938492714053,32.52882766723633,362.3742065429687,36.07851791381836,10193,56.96079941390727,"[338.0842735210438, 523.5181987638575]",12
ball4,0,1,-4.86054955456136,2.396083919196813,368.83788591384825,540.0,0.3,0.5500909596838923,0.44999999999999996,0.07458469877613494,0.6927867004985189,1.0820014101785431,ball4_x-4.86_y+2.40_d0.30.png,1789085996.3001509,-0.005243789954308298,-0.0015339733811416067,-1.0820014101785431,32.5257453918457,362.3761291503906,35.92459106445312,21738,83.18305299676877,"[345.51122458367837, 523.8024657282178]",12
ball4,1,1,-2.1968249818393435,0.8461025887554159,664.4189429569242,540.0,0.15,0.34016075493380526,0.3,0.07458469877613494,0.4624447514964203,0.4889503379267069,ball4_x-2.20_y+0.85_d0.15.png,1789085999.2282724,-0.003951584375225891,0.005444244749256732,-0.4889503379267069,35.602970123291,362.367706298828,36.08623886108398,31820,100.64104817800846,"[666.4860465116279, 544.9539912005029]",12
ball4,1,1,-2.1968249818393435,0.8461025887554159,664.4189429569242,540.0,0.3,0.5490468841253282,0.44999999999999996,0.07458469877613494,0.6927867004985189,1.0251141375632842,ball4_x-2.20_y+0.85_d0.30.png,1789086000.3963678,0.015248874081398966,-0.027133289053622712,-1.0251141375632842,35.61219024658203,362.3661499023437,35.94205474853515,73548,153.00671720236807,"[596.9375373905476, 539.1304590199597]",12
ball4,3,1,3.130624163604688,-2.2538600721273765,1255.5810570430758,540.0,0.15,0.3616102003304533,0.3,0.07458469877613494,0.4624447514964203,0.45105694973237576,ball4_x+3.13_y-2.25_d0.15.png,1789086004.6885152,0.008286667376020063,-0.012755409632680959,-0.45105694973237576,41.77940368652343,362.3407897949218,36.11185073852539,119119,194.72225176473017,"[1192.1301639536935, 534.5353721908343]",12
ball4,3,1,3.130624163604688,-2.2538600721273765,1255.5810570430758,540.0,0.3,0.5562677111295358,0.44999999999999996,0.07458469877613494,0.6927867004985189,0.9285881658063175,ball4_x+3.13_y-2.25_d0.30.png,1789086006.2526424,0.009264315110378974,-0.02957218884229622,-0.9285881658063175,41.7776641845703,362.3430786132812,35.9705467224121,166823,230.4374321650858,"[1175.680026135485, 542.6661131858317]",12
ball4,4,1,5.794348736326704,-3.803841402568773,1551.1621140861516,540.0,0.15,0.3731172847125066,0.3,0.07458469877613494,0.4624447514964203,0.4468179910102833,ball4_x+5.79_y-3.80_d0.15.png,1789086009.7647104,0.0008560023875226364,-0.008801140083523507,-0.4468179910102833,44.85815048217773,362.33154296875,36.1366844177246,65452,144.3399413554733,"[1606.1298967182056, 535.2542932225142]",12
ball4,4,1,5.794348736326704,-3.803841402568773,1551.1621140861516,540.0,0.3,0.5710049210324293,0.44999999999999996,0.07458469877613494,0.6927867004985189,0.8487936577728192,ball4_x+5.79_y-3.80_d0.30.png,1789086010.9328132,-0.01268845857092522,-0.04707932418256533,-0.8487936577728192,44.85862731933593,362.3304748535156,35.9825210571289,96861,175.58990257314954,"[1583.701551708118, 538.6537822240117]",12
