sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_soft_3mm_r1,1,2026-09-02T12:43:36.808296,0001.png,N0.10,0.00265,-0.00938,-0.11606,0.000366,-0.00012,-0.000484,0.00779,-0.00866,-0.11589,0.11647,37.8229,363.0881,39.4379,-0.0,0.2411,-1.035,-3.152,0.0837,0.072
9DTact_soft_3mm_r1,2,2026-09-02T12:43:39.408412,0002.png,N0.20,0.00245,-0.00653,-0.22183,0.000373,-0.000137,-0.000291,0.00692,-0.00798,-0.22168,0.22194,37.8249,363.0773,39.2316,0.2064,0.4475,-0.618,-1.684,0.0314,0.072
9DTact_soft_3mm_r1,3,2026-09-02T12:43:42.017791,0003.png,N0.30,0.00119,-0.00336,-0.32208,0.00054,-0.000186,-0.000407,0.00494,-0.00747,-0.32198,0.3221,37.8263,363.0698,39.0286,0.4095,0.6506,-0.578,-1.676,0.0111,0.072
9DTact_soft_3mm_r1,4,2026-09-02T12:43:44.404260,0004.png,N0.40,0.00019,-0.00389,-0.42334,0.000549,-0.000185,-0.000374,0.00505,-0.01006,-0.42321,0.42336,37.827,363.0627,38.8656,0.5726,0.8137,-0.436,-1.298,0.0092,0.072
9DTact_soft_3mm_r1,5,2026-09-02T12:43:47.911041,0005.png,N0.50,-0.00154,-0.00789,-0.54398,0.000809,-0.000269,-0.000327,0.00637,-0.01631,-0.54376,0.54404,37.8326,363.0424,38.6953,0.7432,0.9843,-0.494,-1.487,0.0148,0.072
9DTact_soft_3mm_r1,6,2026-09-02T12:43:50.218897,0006.png,N0.60,-0.00334,0.00386,-0.61976,0.000617,-0.000108,-0.000529,-0.00053,-0.00826,-0.61972,0.61978,37.828,363.0674,38.5962,0.8419,1.083,-0.175,-0.996,0.0082,0.072
9DTact_soft_3mm_r1,7,2026-09-02T12:43:52.504247,0007.png,N0.70,-0.00394,0.00907,-0.72179,0.000296,-0.000111,-0.000324,-0.00294,-0.00568,-0.72183,0.72186,37.8264,363.0738,38.4776,0.9603,1.2014,-0.154,-0.411,0.0137,0.072
9DTact_soft_3mm_r1,8,2026-09-02T12:43:54.803517,0008.png,N0.80,-0.00092,0.0133,-0.82359,0.00026,-0.000105,-0.000491,-0.00173,-0.00213,-0.8237,0.8237,37.8258,363.0767,38.3365,1.1014,1.3425,-0.128,-0.316,0.0162,0.072
9DTact_soft_3mm_r1,9,2026-09-02T12:43:57.008447,0009.png,N0.90,-0.00309,0.01431,-0.9389,0.000201,-0.000142,-0.000294,-0.00332,-0.00419,-0.939,0.93901,37.8272,363.0765,38.2345,1.2034,1.4445,-0.151,-0.214,0.0156,0.072
9DTact_soft_3mm_r1,10,2026-09-02T12:43:59.108043,0010.png,N1.00,-0.00799,0.01724,-1.02669,0.000246,-9.9e-05,-0.000228,-0.00841,-0.00551,-1.02682,1.02687,37.8285,363.0692,38.1475,1.2905,1.5316,-0.096,-0.24,0.0185,0.072
9DTact_soft_3mm_r1,11,2026-09-02T12:44:01.302202,0011.png,N1.10,-0.00772,0.02179,-1.11468,0.000166,-5.5e-05,-0.000363,-0.00984,-0.00284,-1.11487,1.11492,37.8278,363.0763,38.0455,1.3924,1.6334,-0.049,-0.149,0.0207,0.072
9DTact_soft_3mm_r1,12,2026-09-02T12:44:03.518056,0012.png,N1.20,-0.00839,0.0267,-1.26386,5.8e-05,-3.9e-05,-0.000198,-0.01185,-0.00131,-1.26411,1.26417,37.8291,363.0763,37.9235,1.5144,1.7554,-0.031,-0.046,0.0221,0.072
9DTact_soft_3mm_r1,13,2026-09-02T12:44:05.613237,0013.png,N1.30,-0.01041,0.0294,-1.34886,3.2e-05,2e-05,-0.000204,-0.01435,-0.00135,-1.34914,1.34922,37.8298,363.0798,37.8518,1.586,1.8271,0.015,-0.023,0.0231,0.072
9DTact_soft_3mm_r1,14,2026-09-02T12:44:08.517603,0014.png,N1.40,-0.01141,0.03113,-1.42249,2e-05,-3.3e-05,-0.000179,-0.01557,-0.00153,-1.42279,1.42287,37.8277,363.0811,37.7809,1.6568,1.8979,-0.023,-0.014,0.0233,0.072
9DTact_soft_3mm_r1,15,2026-09-02T12:44:10.699300,0015.png,N1.50,-0.00837,0.04496,-1.53813,-0.000299,3.4e-05,-0.000159,-0.01905,0.01012,-1.53866,1.53881,37.8269,363.0959,37.6873,1.7502,1.9913,0.022,0.195,0.0297,0.072
9DTact_soft_3mm_r1,16,2026-09-02T12:44:11.997098,0016.png,N1.60,-0.00577,0.05009,-1.59669,-0.000331,4.1e-05,-0.000304,-0.01895,0.01492,-1.5973,1.59748,37.8247,363.0977,37.6457,1.7917,2.0328,0.025,0.207,0.0316,0.072
9DTact_soft_3mm_r1,17,2026-09-02T12:44:14.209974,0017.png,N1.70,-0.00256,0.04819,-1.74704,-0.000403,-3e-05,7.7e-05,-0.01418,0.01247,-1.7476,1.7477,37.8272,363.0987,37.561,1.8764,2.1175,-0.017,0.23,0.0276,0.072
9DTact_soft_3mm_r1,18,2026-09-02T12:44:15.300803,0018.png,N1.80,-0.00176,0.04649,-1.76852,-0.000198,-3e-06,-0.000149,-0.01249,0.01105,-1.76905,1.76913,37.8289,363.0923,37.5212,1.9164,2.1574,-0.002,0.112,0.0263,0.072
