index,file,missing,t_img,t_exposure_start,segment,cycle,axis,target_N,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_s_corr,Fy_s_corr,Fz_s_corr,Tx_s_corr,Ty_s_corr,Tz_s_corr,Fx_base,Fy_base,Fz_base,ft_chunks,tcp_x,tcp_y,tcp_z,rx,ry,rz,pose_gap_s,height_above_plane_mm,depth_mm
1,000001.png,False,1788874368.103012,1788874368.043012,normal_load,1,,2.0,0.0016,0.0032,0.02231,7e-05,4e-05,-0.00011,0.00186,0.00276,0.02232,3e-05,4e-05,-0.00012,-0.00037,0.00392,0.02225,3,37.9044,362.8508,36.9499,179.2621,0.361,-95.7486,0.0069,24.6385,-0.0254
2,000002.png,False,1788874368.687064,1788874368.627064,normal_load,1,,2.0,-0.00233,-0.00688,0.00725,0.0003,0.00013,-0.00014,-0.00203,-0.00737,0.00727,0.00026,0.00012,-0.00015,0.00137,-0.00701,0.00738,3,37.925,362.777,36.9215,179.2642,0.3541,-95.7495,0.0067,24.6088,0.0044
3,000003.png,False,1788874368.883099,1788874368.823099,normal_load,1,,2.0,-0.00726,-0.01193,-0.06005,0.00037,-0.00011,-0.00015,-0.00695,-0.01244,-0.06003,0.00032,-0.00011,-0.00016,9e-05,-0.01492,-0.05982,3,37.929,362.7613,36.8317,179.2646,0.352,-95.7497,0.0011,24.5188,0.0944
4,000004.png,False,1788874369.075105,1788874369.015105,normal_load,1,,2.0,-0.00284,-0.00522,-0.06966,0.00025,2e-05,-0.00017,-0.00251,-0.00575,-0.06964,0.0002,2e-05,-0.00018,0.00064,-0.00705,-0.06955,3,37.9277,362.767,36.8263,179.2643,0.3537,-95.7499,0.0083,24.5134,0.0998
5,000005.png,False,1788874369.271139,1788874369.211139,normal_load,1,,2.0,-0.00636,-0.01526,-0.24111,0.0005,-0.00014,-0.00016,-0.00603,-0.0158,-0.2411,0.00045,-0.00014,-0.00017,0.00378,-0.02025,-0.2408,3,37.9312,362.7563,36.733,179.2657,0.3482,-95.7499,0.0064,24.4199,0.1932
6,000006.png,False,1788874369.467141,1788874369.407141,normal_load,1,,2.0,0.00215,0.00477,-0.30382,0.0001,-4e-05,-0.0002,0.0025,0.00421,-0.30381,4e-05,-4e-05,-0.00021,0.00159,0.00034,-0.30386,3,37.9281,362.7693,36.7157,179.2647,0.3525,-95.7497,0.001,24.4029,0.2103
7,000007.png,False,1788874369.663160,1788874369.603160,normal_load,1,,2.0,0.00881,0.02751,-0.65256,-0.00029,-2e-05,-0.00021,0.00916,0.02693,-0.65254,-0.00034,-2e-05,-0.00022,-0.00159,0.01777,-0.65295,3,37.9276,362.7766,36.6183,179.2638,0.3547,-95.7501,0.0063,24.3056,0.3075
8,000008.png,False,1788874369.859246,1788874369.799247,normal_load,1,,2.0,0.01187,0.02881,-0.69335,-0.0004,1e-05,-0.00012,0.01223,0.02822,-0.69334,-0.00046,1e-05,-0.00013,0.0007,0.01978,-0.69377,3,37.9274,362.7796,36.6087,179.2637,0.3558,-95.7501,0.0083,24.2961,0.3171
9,000009.png,False,1788874370.051198,1788874369.991199,normal_load,1,,2.0,0.01721,0.04759,-0.97885,-0.00069,7e-05,-0.00012,0.01758,0.04697,-0.97883,-0.00074,7e-05,-0.00013,-0.00208,0.03413,-0.97956,3,37.9272,362.7888,36.5511,179.2629,0.3588,-95.7499,0.0024,24.2386,0.3745
10,000010.png,False,1788874370.247223,1788874370.187223,normal_load,1,,2.0,0.01589,0.04483,-0.95489,-0.00074,1e-05,-0.00011,0.01628,0.0442,-0.95487,-0.0008,1e-05,-0.00012,-0.00201,0.03147,-0.95555,3,37.9265,362.7881,36.5537,179.2626,0.3589,-95.7504,0.0074,24.2412,0.3719
11,000011.png,False,1788874370.443245,1788874370.383245,normal_load,1,,2.0,0.02546,0.07096,-1.20942,-0.0013,2e-05,-0.00016,0.02586,0.07032,-1.2094,-0.00136,2e-05,-0.00017,-0.00501,0.05481,-1.21052,3,37.9245,362.7983,36.5125,179.2616,0.3625,-95.7501,0.0073,24.2002,0.413
12,000012.png,False,1788874370.639294,1788874370.579294,normal_load,1,,2.0,0.02173,0.06198,-1.27357,-0.00105,-6e-05,-0.00013,0.02214,0.06131,-1.27356,-0.00111,-6e-05,-0.00014,-0.00331,0.04413,-1.2745,3,37.9256,362.7919,36.4841,179.2626,0.36,-95.7501,0.0024,24.1717,0.4414
13,000013.png,False,1788874370.831294,1788874370.771294,normal_load,1,,2.0,0.02515,0.07412,-1.56436,-0.00108,-8e-05,6e-05,0.02556,0.07344,-1.56434,-0.00115,-8e-05,5e-05,-0.0044,0.0517,-1.56546,3,37.925,362.7976,36.4623,179.2619,0.3616,-95.7506,0.0069,24.15,0.4632
14,000014.png,False,1788874371.027231,1788874370.967231,normal_load,1,,2.0,0.02285,0.06771,-1.74964,-0.00099,-0.00022,0.00021,0.02327,0.06702,-1.74962,-0.00106,-0.00022,0.0002,-0.00191,0.04203,-1.7506,3,37.9258,362.7916,36.4346,179.2622,0.3604,-95.7501,0.0082,24.1222,0.4909
15,000015.png,False,1788874371.223371,1788874371.163371,normal_load,1,,2.0,0.02769,0.07821,-1.80324,-0.00124,-0.00016,-2e-05,0.02813,0.0775,-1.80321,-0.00131,-0.00017,-3e-05,-0.00259,0.05269,-1.80437,3,37.9261,362.7937,36.421,179.262,0.3612,-95.7504,0.003,24.1086,0.5045
16,000016.png,False,1788874371.419351,1788874371.359351,normal_load,1,,2.0,0.02899,0.07927,-1.88329,-0.00121,-0.00019,-5e-05,0.02944,0.07854,-1.88326,-0.00128,-0.00019,-6e-05,-0.00144,0.05297,-1.88443,3,37.9245,362.7948,36.4089,179.2616,0.3625,-95.7504,0.0024,24.0965,0.5166
17,000017.png,False,1788874371.611295,1788874371.551295,normal_load,1,,2.0,0.03001,0.08255,-1.89431,-0.00122,-8e-05,-6e-05,0.03047,0.0818,-1.89429,-0.00129,-9e-05,-7e-05,-0.00212,0.05615,-1.89551,3,37.9248,362.795,36.4058,179.2617,0.3622,-95.7504,0.0084,24.0935,0.5197
18,000018.png,False,1788874372.199368,1788874372.139368,normal_unload,1,,0.0,0.03751,0.08614,-2.00313,-0.00122,-8e-05,3e-05,0.038,0.08534,-2.00311,-0.0013,-9e-05,1e-05,0.00334,0.06125,-2.0044,3,37.9278,362.7994,36.3885,179.2616,0.3636,-95.751,0.004,24.0762,0.5369
19,000019.png,False,1788874372.395461,1788874372.335461,normal_unload,1,,0.0,0.04618,0.09548,-1.95627,-0.00155,0.00017,0.00011,0.04668,0.09466,-1.95625,-0.00163,0.00016,0.0001,0.00586,0.07443,-1.95772,3,37.9272,362.8029,36.3926,179.2614,0.3635,-95.751,0.0015,24.0804,0.5328
20,000020.png,False,1788874372.783510,1788874372.723511,normal_unload,1,,0.0,0.03867,0.08074,-1.91129,-0.00103,9e-05,0.00013,0.0392,0.07988,-1.91126,-0.00111,8e-05,0.00011,0.00641,0.05863,-1.91248,3,37.931,362.7961,36.3937,179.2618,0.362,-95.7514,0.0044,24.0813,0.5318
21,000021.png,False,1788874372.979523,1788874372.919523,normal_unload,1,,0.0,0.0334,0.05632,-1.8079,-0.00059,-5e-05,2e-05,0.03393,0.05545,-1.80787,-0.00067,-5e-05,1e-05,0.01332,0.0365,-1.80866,3,37.9318,362.7916,36.402,179.2624,0.3597,-95.7514,0.0006,24.0896,0.5236
22,000022.png,False,1788874373.175558,1788874373.115558,normal_unload,1,,0.0,0.03209,0.05363,-1.76362,-0.00051,4e-05,9e-05,0.03263,0.05274,-1.76359,-0.00059,4e-05,7e-05,0.01323,0.03423,-1.76434,3,37.9312,362.7893,36.4083,179.2631,0.3572,-95.7512,0.0056,24.0959,0.5173
23,000023.png,False,1788874373.367599,1788874373.307600,normal_unload,1,,0.0,0.0321,0.05133,-1.71248,-0.00052,-1e-05,-2e-05,0.03265,0.05043,-1.71245,-0.00061,-1e-05,-4e-05,0.01403,0.03306,-1.71317,3,37.9326,362.7872,36.4088,179.2631,0.3574,-95.7517,0.0001,24.0963,0.5169
