t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788872186.006610,2026-09-08T21:56:26.006601,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788872440.559710,2026-09-08T22:00:40.559696,between normal and shear blocks,-0.04624,-0.00282,-0.06662,0.0017,0.00075,9e-05
