t,x,y,z,rx,ry,rz
1788785479.171056,37.5343,363.6497,93.3142,179.1104,-0.4,-123.1774
1788785479.191212,37.5343,363.65,93.3156,179.1103,-0.3998,-123.1772
1788785479.211386,37.5347,363.6503,93.3169,179.1103,-0.3995,-123.1772
1788785479.231547,37.5343,363.6497,93.3142,179.1104,-0.4,-123.177
1788785479.251715,37.5343,363.65,93.3156,179.1103,-0.3998,-123.1772
1788785479.271800,37.5341,363.6511,93.3166,179.1103,-0.3998,-123.1772
1788785479.291878,37.5343,363.65,93.3156,179.1103,-0.3998,-123.1774
1788785479.311947,37.5329,363.6499,93.3142,179.1104,-0.4,-123.1772
1788785479.336698,37.5345,363.6517,93.3162,179.1103,-0.3995,-123.1772
1788785479.357040,37.5348,363.6498,93.3142,179.1106,-0.3998,-123.1774
1788785479.377187,37.5345,363.6517,93.3162,179.1103,-0.3995,-123.1772
1788785479.397332,37.5354,363.6512,93.3148,179.1103,-0.3998,-123.1776
1788785479.417480,37.534,363.6514,93.3148,179.1103,-0.3998,-123.1772
1788785479.437635,37.534,363.6516,93.3162,179.1102,-0.3997,-123.1774
1788785479.457712,37.5347,363.6503,93.3169,179.1103,-0.3995,-123.1772
1788785479.477795,37.533,363.6494,93.3146,179.1106,-0.4002,-123.177
1788785479.497878,37.5333,363.6507,93.3152,179.1103,-0.3995,-123.177
1788785479.517970,37.534,363.6516,93.3162,179.1102,-0.3997,-123.1774
1788785479.538053,37.5348,363.6501,93.3156,179.1105,-0.3997,-123.1772
1788785479.558138,37.534,363.6516,93.3162,179.1102,-0.3997,-123.1772
1788785479.578289,37.534,363.6514,93.3148,179.1103,-0.3998,-123.1772
1788785479.598436,37.5344,363.6522,93.3158,179.1102,-0.3994,-123.1772
1788785479.618579,37.5328,363.6506,93.3152,179.1102,-0.3997,-123.177
1788785479.638724,37.5344,363.6493,93.3146,179.1106,-0.4002,-123.1772
1788785479.658911,37.5349,363.6496,93.316,179.1106,-0.3998,-123.1772
1788785479.679100,37.534,363.6514,93.3148,179.1103,-0.3998,-123.1772
1788785479.699260,37.5326,363.6518,93.3162,179.1102,-0.3997,-123.177
1788785479.719429,37.5348,363.6501,93.3156,179.1105,-0.3997,-123.1772
1788785479.739574,37.5335,363.6495,93.3146,179.1107,-0.4,-123.1772
1788785479.759654,37.5343,363.6497,93.3142,179.1104,-0.4,-123.1774
1788785479.779719,37.5349,363.6496,93.316,179.1106,-0.3998,-123.1774
1788785479.799868,37.5326,363.6518,93.3162,179.1102,-0.3997,-123.1772
1788785479.820082,37.5348,363.6501,93.3156,179.1105,-0.3997,-123.1772
1788785479.840223,37.5342,363.6502,93.3169,179.1102,-0.3997,-123.1772
1788785479.860365,37.5343,363.6497,93.3142,179.1104,-0.4,-123.1772
1788785479.880510,37.5342,363.6505,93.3152,179.1101,-0.3997,-123.177
1788785479.900646,37.5343,363.65,93.3156,179.1103,-0.3998,-123.1772
1788785479.920819,37.5348,363.6498,93.3142,179.1106,-0.3998,-123.1772
1788785479.940980,37.534,363.6514,93.3148,179.1103,-0.3998,-123.1772
1788785479.961147,37.5343,363.6497,93.3142,179.1104,-0.4,-123.1772
1788785479.981219,37.534,363.6514,93.3148,179.1103,-0.3998,-123.1772
