t,x,y,z,rx,ry,rz
1788783181.195355,37.5324,363.6526,93.3573,179.2221,0.5507,-122.8813
1788783181.215530,37.5319,363.6523,93.356,179.2221,0.5504,-122.8813
1788783181.235701,37.5319,363.6523,93.356,179.2221,0.5504,-122.8815
1788783181.255823,37.5324,363.6524,93.356,179.2223,0.5505,-122.8813
1788783181.275907,37.5334,363.6517,93.3564,179.2222,0.5502,-122.8815
1788783181.295986,37.5341,363.6507,93.3554,179.2224,0.5504,-122.8818
1788783181.316161,37.533,363.6525,93.356,179.2224,0.5507,-122.8815
1788783181.336301,37.5324,363.653,93.3556,179.2221,0.5507,-122.8813
1788783181.358560,37.5328,363.6506,93.3541,179.2225,0.5502,-122.8813
1788783181.378721,37.5337,363.6501,93.3558,179.2224,0.55,-122.8815
1788783181.398936,37.5339,363.6521,93.3547,179.2224,0.5504,-122.8818
1788783181.419102,37.5324,363.6524,93.356,179.2223,0.5505,-122.8813
1788783181.439240,37.5325,363.6519,93.3564,179.2224,0.5504,-122.8813
1788783181.459378,37.534,363.6512,93.355,179.2223,0.5505,-122.8815
1788783181.479458,37.5334,363.652,93.3547,179.2222,0.5502,-122.8815
1788783181.499619,37.5341,363.6507,93.3554,179.2224,0.5504,-122.8815
1788783181.519742,37.5333,363.6522,93.356,179.2221,0.5504,-122.8815
1788783181.539830,37.5337,363.6498,93.3544,179.2225,0.5499,-122.8815
1788783181.559907,37.5323,363.6505,93.3541,179.2224,0.55,-122.8813
1788783181.579984,37.5322,363.6507,93.3554,179.2222,0.5502,-122.8813
1788783181.600144,37.5341,363.651,93.3537,179.2224,0.5504,-122.8815
1788783181.620313,37.5324,363.653,93.3556,179.2221,0.5507,-122.8813
1788783181.640492,37.5339,363.6521,93.3547,179.2224,0.5504,-122.8818
1788783181.660637,37.5339,363.6518,93.3564,179.2224,0.5504,-122.8813
1788783181.680855,37.5335,363.6511,93.355,179.2221,0.5504,-122.8815
1788783181.701023,37.5324,363.6524,93.356,179.2223,0.5505,-122.8813
1788783181.721152,37.5334,363.652,93.3547,179.2222,0.5502,-122.8815
1788783181.761409,37.5347,363.6519,93.3547,179.2222,0.5502,-122.8817
1788783181.781621,37.5333,363.6522,93.356,179.2221,0.5504,-122.8817
1788783181.801728,37.5339,363.6521,93.3547,179.2224,0.5504,-122.8815
1788783181.821796,37.5338,363.6523,93.356,179.2223,0.5505,-122.8815
1788783181.841957,37.5326,363.6486,93.3552,179.2225,0.5499,-122.8815
1788783181.862036,37.5325,363.6524,93.356,179.2223,0.5505,-122.8815
1788783181.882113,37.5335,363.6539,93.3566,179.2221,0.5507,-122.8815
1788783181.902265,37.5337,363.6528,93.3556,179.2221,0.5507,-122.8818
1788783181.922428,37.5336,363.6534,93.357,179.2223,0.5505,-122.8815
1788783181.942590,37.533,363.6538,93.3566,179.2219,0.5505,-122.8815
1788783181.962785,37.5332,363.6555,93.3572,179.222,0.5508,-122.8813
1788783181.982936,37.5327,363.6555,93.3572,179.2218,0.5507,-122.8815
1788783182.003117,37.5319,363.6555,93.3559,179.2221,0.5507,-122.8813
1788783182.023305,37.533,363.6572,93.3578,179.2218,0.551,-122.8818
1788783182.043461,37.5322,363.6541,93.3566,179.2221,0.5507,-122.8815
1788783182.063616,37.533,363.6572,93.3578,179.2218,0.551,-122.8818
1788783182.083818,37.5332,363.6555,93.3572,179.222,0.5508,-122.8815
1788783182.103989,37.5329,363.6572,93.3578,179.2218,0.551,-122.8815
1788783182.124145,37.5332,363.6555,93.3572,179.222,0.5508,-122.8815
1788783182.144221,37.5328,363.655,93.3576,179.2219,0.5505,-122.8815
1788783182.164373,37.5341,363.6553,93.3572,179.2218,0.5507,-122.8818
1788783182.184444,37.5328,363.6552,93.3559,179.2219,0.5505,-122.8815
1788783182.204525,37.533,363.657,93.3565,179.222,0.5508,-122.8815
1788783182.224604,37.5327,363.6555,93.3572,179.2218,0.5507,-122.8815
1788783182.244755,37.5324,363.6571,93.3578,179.2216,0.5508,-122.8815
1788783182.264901,37.5323,363.6576,93.3574,179.2215,0.551,-122.8815
1788783182.285074,37.532,363.6566,93.3551,179.2218,0.5504,-122.8817
1788783182.305148,37.5314,363.6556,93.3572,179.2218,0.5507,-122.8813
1788783182.325224,37.5327,363.6555,93.3572,179.2218,0.5507,-122.8815
1788783182.345293,37.5326,363.656,93.3568,179.2216,0.5508,-122.8815
1788783182.365367,37.531,363.6575,93.3561,179.2216,0.5508,-122.8813
1788783182.385428,37.5324,363.6574,93.3561,179.2216,0.5508,-122.8813
1788783182.405487,37.5327,363.6555,93.3572,179.2218,0.5507,-122.8813
1788783182.425638,37.5321,363.6546,93.3562,179.222,0.5508,-122.8813
1788783182.445801,37.5339,363.6518,93.3564,179.2224,0.5504,-122.8815
1788783182.466011,37.5338,363.6526,93.3543,179.2223,0.5505,-122.8815
1788783182.486168,37.5338,363.6523,93.356,179.2223,0.5505,-122.8815
1788783182.506320,37.5333,363.6524,93.3573,179.2219,0.5505,-122.8815
1788783182.526492,37.5336,363.6506,93.3554,179.2222,0.5502,-122.8815
1788783182.546680,37.5335,363.6515,93.355,179.2224,0.55,-122.8815
1788783182.566796,37.5341,363.6507,93.3554,179.2224,0.5504,-122.8815
1788783182.586956,37.5322,363.6507,93.3554,179.2222,0.5502,-122.8815
1788783182.607121,37.5336,363.6506,93.3554,179.2222,0.5502,-122.8815
1788783182.627288,37.5342,363.6505,93.3541,179.2225,0.5502,-122.8813
1788783182.647439,37.5341,363.6507,93.3554,179.2224,0.5504,-122.8813
1788783182.667593,37.5327,363.6508,93.3554,179.2224,0.5504,-122.8811
1788783182.687752,37.5342,363.6505,93.3541,179.2225,0.5502,-122.8815
1788783182.707899,37.5339,363.6489,93.3548,179.2224,0.55,-122.8815
1788783182.728078,37.5341,363.6507,93.3554,179.2224,0.5504,-122.8813
1788783182.748263,37.533,363.6492,93.3548,179.2225,0.5502,-122.8811
1788783182.768460,37.5337,363.6501,93.3558,179.2224,0.55,-122.8815
1788783182.788638,37.5339,363.6489,93.3548,179.2224,0.55,-122.8815
1788783182.808814,37.5344,363.6493,93.3561,179.2224,0.5504,-122.8813
1788783182.828940,37.5339,363.6489,93.3548,179.2224,0.55,-122.8815
1788783182.849018,37.5344,363.649,93.3548,179.2225,0.5502,-122.8813
1788783182.869097,37.5355,363.6505,93.3554,179.2224,0.5504,-122.8818
1788783182.889170,37.5336,363.6506,93.3554,179.2222,0.5502,-122.8815
