t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788877906.781445,2026-09-08T23:31:46.781436,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788878136.403322,2026-09-08T23:35:36.403309,between normal and shear blocks,-0.02931,-0.00649,0.15609,0.00212,0.00034,-0.00107
1788878287.279130,2026-09-08T23:38:07.279120,end of collect,-0.03171,-0.0276,0.18939,0.00302,0.00013,-0.00139
