t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788794205.139314,2026-09-08T00:16:45.139306,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788794393.421868,2026-09-08T00:19:53.421857,between normal and shear blocks,0.00656,0.01256,0.04022,0.00096,-0.00064,-0.00088
1788794589.790363,2026-09-08T00:23:09.790352,end of collect,0.04993,0.06462,-0.01089,0.00175,-0.00215,-0.00017
