t,x,y,z,rx,ry,rz
1788787557.878857,37.5363,363.6534,93.3415,179.3454,0.3508,-123.3335
1788787557.919009,37.5371,363.6518,93.3409,179.3457,0.3507,-123.3333
1788787557.939188,37.538,363.6514,93.3395,179.3457,0.3504,-123.3335
1788787557.959422,37.5366,363.6515,93.3395,179.3457,0.3504,-123.3333
1788787557.979505,37.5366,363.6517,93.3409,179.3456,0.3506,-123.3333
1788787557.999586,37.5365,363.6519,93.3422,179.3454,0.3508,-123.3333
1788787558.019655,37.5366,363.6512,93.3413,179.3457,0.3504,-123.3333
1788787558.045649,37.5361,363.6514,93.3396,179.3455,0.3503,-123.3333
1788787558.065884,37.5366,363.6515,93.3395,179.3457,0.3504,-123.3333
1788787558.085963,37.5369,363.6499,93.339,179.3459,0.3503,-123.3331
1788787558.106161,37.5353,363.6514,93.3413,179.3457,0.3504,-123.3331
1788787558.126246,37.5364,363.6529,93.3419,179.3456,0.3506,-123.3333
1788787558.146396,37.5353,363.6514,93.3413,179.3457,0.3504,-123.3333
1788787558.166482,37.5368,363.6501,93.3403,179.3457,0.3504,-123.3333
1788787558.186567,37.5366,363.6517,93.3409,179.3456,0.3506,-123.3335
1788787558.206650,37.5366,363.6512,93.3413,179.3457,0.3504,-123.3333
1788787558.226732,37.5366,363.6517,93.3409,179.3456,0.3506,-123.3333
1788787558.246811,37.5356,363.6522,93.3422,179.3456,0.3509,-123.3331
1788787558.266897,37.5379,363.6516,93.3409,179.3456,0.3506,-123.3335
1788787558.286971,37.5349,363.6535,93.3415,179.3454,0.3508,-123.3333
1788787558.307038,37.537,363.6494,93.3393,179.346,0.3501,-123.3333
1788787558.327119,37.5366,363.6517,93.3409,179.3456,0.3506,-123.3333
1788787558.347191,37.5366,363.6515,93.3395,179.3457,0.3504,-123.3333
1788787558.367260,37.536,363.6516,93.3409,179.3454,0.3505,-123.3333
1788787558.387399,37.5366,363.6515,93.3395,179.3457,0.3504,-123.3333
1788787558.407541,37.5366,363.6517,93.3409,179.3456,0.3506,-123.3333
1788787558.427732,37.5353,363.6514,93.3413,179.3457,0.3504,-123.3331
1788787558.447811,37.5382,363.65,93.3403,179.3457,0.3504,-123.3335
1788787558.467895,37.5364,363.6529,93.3419,179.3456,0.3506,-123.3335
1788787558.487977,37.5367,363.651,93.3399,179.3459,0.3503,-123.3333
1788787558.508049,37.5361,363.6511,93.3413,179.3455,0.3503,-123.3333
1788787558.528770,37.5366,363.6517,93.3409,179.3456,0.3506,-123.3333
1788787558.548842,37.5369,363.6499,93.339,179.3459,0.3503,-123.3333
1788787558.569005,37.5366,363.6517,93.3409,179.3456,0.3506,-123.3333
1788787558.589168,37.5363,363.6534,93.3415,179.3454,0.3508,-123.3333
1788787558.609242,37.5366,363.6512,93.3413,179.3457,0.3504,-123.3335
1788787558.629407,37.5366,363.6517,93.3409,179.3456,0.3506,-123.3335
1788787558.649482,37.5371,363.6518,93.3409,179.3457,0.3507,-123.3333
1788787558.669557,37.5347,363.6518,93.3409,179.3454,0.3505,-123.3331
1788787558.689819,37.5357,363.652,93.3409,179.3457,0.3507,-123.3333
1788787558.709993,37.5366,363.6512,93.3413,179.3457,0.3504,-123.3335
1788787558.730069,37.5366,363.6512,93.3413,179.3457,0.3504,-123.3333
1788787558.750240,37.5366,363.6512,93.3413,179.3457,0.3504,-123.3335
1788787558.770426,37.537,363.652,93.3422,179.3456,0.3509,-123.3333
1788787558.790587,37.5366,363.6517,93.3409,179.3456,0.3506,-123.3333
1788787558.810834,37.5366,363.6515,93.3395,179.3457,0.3504,-123.3335
1788787558.830999,37.5352,363.6519,93.3409,179.3456,0.3506,-123.3331
