t,Fx,Fy,Fz,Tx,Ty,Tz
1788787561.286470,0.0004,-0.00146,-0.00562,-9e-05,-7e-05,1e-05
1788787561.307108,-0.00082,-0.00067,0.0067,2e-05,0.00012,-8e-05
1788787561.326502,-0.00203,0.00364,-0.01455,0.0001,0.00017,-0.0
1788787561.347382,-0.00214,-0.00792,-0.00993,-0.00019,-6e-05,0.00016
1788787561.366872,-0.00284,-0.00012,-0.0004,-0.00028,-0.00012,0.00023
1788787561.387304,0.00229,0.00613,-0.03049,-0.00013,9e-05,0.00019
1788787561.406625,-0.0054,-0.00016,-0.0105,4e-05,2e-05,-1e-05
1788787561.427062,-0.00314,-0.00268,-0.04146,0.00027,0.00016,0.00018
1788787561.446362,-0.0032,0.0053,-0.0182,-3e-05,1e-05,0.0001
1788787561.466731,0.00147,-0.00456,-0.0377,-9e-05,-4e-05,0.00038
1788787561.487111,0.00379,0.00142,-0.04238,0.0001,6e-05,0.00026
1788787561.506355,-0.00418,-8e-05,-0.02291,-3e-05,6e-05,0.00016
1788787561.526692,-0.0044,0.00387,-0.03989,0.00016,8e-05,0.00028
1788787561.547044,0.0038,0.00023,-0.02761,-5e-05,-4e-05,0.00019
1788787561.566327,0.00101,0.00325,-0.02566,9e-05,-1e-05,0.0002
1788787561.586691,0.0,0.00088,-0.02934,6e-05,0.00016,0.00018
1788787561.607021,-0.00598,-0.00027,0.00042,3e-05,0.00013,-5e-05
1788787561.627339,0.001,-0.00259,-0.00829,5e-05,-8e-05,-3e-05
1788787561.647103,-0.00017,-0.00185,-0.00558,9e-05,8e-05,-4e-05
1788787561.666436,-0.00153,0.00185,-0.0235,7e-05,9e-05,0.00017
1788787561.686816,0.00176,-0.00133,-0.00599,-2e-05,-0.00016,1e-05
1788787561.707185,0.0028,-0.00128,0.00209,-5e-05,7e-05,1e-05
1788787561.726499,0.00159,-0.00834,0.00907,-9e-05,1e-05,-2e-05
1788787561.746852,-0.00255,-0.00095,-0.02207,9e-05,5e-05,2e-05
1788787561.767211,-0.00074,0.00342,-0.01063,-1e-05,-5e-05,2e-05
1788787561.786474,-0.00414,0.00106,0.0025,-1e-05,8e-05,-2e-05
1788787561.806786,-0.00248,0.00338,0.00582,8e-05,0.00019,-5e-05
1788787561.827227,-0.0034,-0.00181,0.00592,-7e-05,-8e-05,-7e-05
1788787561.846546,-0.00309,-0.00313,0.02902,-0.0002,2e-05,-0.00015
1788787561.867048,-0.00529,-0.00114,0.03267,-0.00016,-0.00014,-0.00025
1788787561.886737,0.00132,-0.00192,0.01579,3e-05,-3e-05,-0.00022
1788787561.907085,-0.00211,-0.00424,0.00194,7e-05,0.0001,-0.0001
1788787561.926352,-0.0022,0.0009,-0.02687,0.00026,0.00027,7e-05
1788787561.946643,-0.00183,-0.00209,-0.00407,-2e-05,-7e-05,4e-05
1788787561.966959,0.00197,-0.00125,-0.01847,-4e-05,-1e-05,0.00015
1788787561.987292,0.00041,-0.00093,0.00624,-3e-05,5e-05,-6e-05
1788787562.006524,-0.0003,-0.00069,-0.01268,-1e-05,-6e-05,-4e-05
1788787562.026834,-0.00383,-0.00376,-0.007,5e-05,0.00016,-2e-05
1788787562.047172,-0.00545,-0.00139,0.00182,-0.0001,3e-05,-0.0
1788787562.066396,0.00031,-0.00262,0.00425,7e-05,7e-05,-0.00011
1788787562.086740,-0.0001,-0.00405,0.00692,7e-05,8e-05,-9e-05
1788787562.107096,0.00395,-0.00427,0.01267,0.0,-4e-05,-8e-05
1788787562.126357,-0.00301,-0.00299,-0.01988,0.0001,-0.0,1e-05
1788787562.146708,0.00018,0.00074,0.00991,-0.00025,-0.00016,-3e-05
1788787562.167129,-0.00025,-0.00406,0.00339,-3e-05,-8e-05,-1e-05
1788787562.186512,-0.0018,0.0013,-0.01935,2e-05,0.0002,0.00014
1788787562.206870,-0.002,-0.00176,-0.00584,-0.00022,-0.0,0.00015
1788787562.227233,0.00252,0.00204,0.00113,-0.0002,4e-05,4e-05
1788787562.246561,-9e-05,0.00268,0.0038,-0.00011,-0.0001,4e-05
1788787562.266928,0.00232,-0.00122,0.00149,-7e-05,-6e-05,-1e-05
1788787562.287274,-0.00695,-0.00058,-0.00896,0.00012,0.00016,-1e-05
1788787562.306647,-0.00374,-0.00113,0.00458,-8e-05,3e-05,-6e-05
1788787562.326973,-0.0054,6e-05,-0.01092,0.00018,0.00013,-2e-05
1788787562.347301,0.00192,-0.00362,0.0169,-2e-05,-6e-05,-9e-05
1788787562.366545,0.00044,-0.00383,0.00764,3e-05,7e-05,-0.00012
1788787562.386859,-0.00544,-0.00356,-0.00946,0.00026,0.00017,-0.0001
1788787562.407145,-0.00457,-0.00074,0.00692,9e-05,0.0,-0.0001
1788787562.426418,-0.00325,0.00073,-0.0097,0.00024,0.00016,-4e-05
1788787562.446812,-0.00339,0.00306,-0.01549,-5e-05,-3e-05,5e-05
1788787562.467148,0.00162,0.00272,-0.029,0.00027,0.00013,0.00015
1788787562.486398,-0.0019,-0.0048,-0.00475,-3e-05,-8e-05,-1e-05
1788787562.506730,-0.00224,-0.00126,-0.02575,-8e-05,0.00014,0.00025
1788787562.527100,-0.00414,-0.00029,-0.05175,0.00019,0.00016,0.00031
1788787562.546400,0.00082,0.001,-0.04066,6e-05,6e-05,0.00032
1788787562.566735,-0.0051,0.00236,-0.01288,0.00013,9e-05,-2e-05
1788787562.587054,-0.00711,-0.00441,0.00944,-0.00019,-6e-05,-4e-05
1788787562.606802,0.00109,0.00327,-0.0322,-0.00024,-1e-05,0.00024
1788787562.627094,0.00101,-0.00283,-0.00773,-5e-05,-2e-05,0.00012
1788787562.647224,-0.00233,0.0014,-0.00626,2e-05,7e-05,-0.0
1788787562.666994,-0.00169,-0.00467,-0.01303,2e-05,6e-05,0.00013
1788787562.687329,0.00258,-0.00225,-0.01311,0.0,-0.00012,5e-05
1788787562.706450,-0.00063,-0.00499,0.01524,-0.00024,-9e-05,-3e-05
1788787562.726647,0.0024,-0.00195,-0.00633,5e-05,-6e-05,-2e-05
1788787562.747050,-0.00013,0.00218,0.00304,-0.00017,4e-05,5e-05
1788787562.766531,-0.00571,-0.00049,-0.01483,6e-05,0.00013,5e-05
1788787562.786837,0.00133,0.0001,-0.00637,-2e-05,3e-05,1e-05
1788787562.807014,-0.00084,-0.00199,-0.00478,2e-05,4e-05,3e-05
1788787562.826483,-0.00031,-0.00332,-0.01349,0.0,0.00014,-1e-05
1788787562.846644,-0.00368,-0.00159,-0.01906,0.00023,0.00011,4e-05
1788787562.866809,-0.00194,-0.00116,-0.02376,1e-05,3e-05,0.00022
1788787562.886871,-0.00433,0.00387,0.00662,6e-05,9e-05,-6e-05
1788787562.907074,-0.00093,-0.00473,-0.00266,-3e-05,-3e-05,-3e-05
1788787562.926405,-0.00031,-0.00341,0.00212,-0.00011,-6e-05,3e-05
1788787562.947201,0.00106,-0.0008,0.0008,0.0001,2e-05,-4e-05
1788787562.967307,0.00253,-0.00258,0.0016,6e-05,3e-05,-9e-05
1788787562.987438,-0.00086,-0.00043,0.00661,-0.00015,-2e-05,-2e-05
1788787563.006680,-0.00187,-0.00516,-0.00773,-0.00011,-1e-05,-8e-05
1788787563.026553,-0.00038,-0.00321,0.004,-5e-05,-4e-05,-8e-05
1788787563.046933,-0.00079,-0.00149,0.00023,5e-05,-1e-05,-0.00017
1788787563.067193,0.00295,-0.00165,-0.00301,-5e-05,-0.0,-6e-05
1788787563.087360,-0.00075,0.00174,-0.02265,8e-05,0.0,0.00015
1788787563.107126,0.00017,0.00068,-0.01281,8e-05,7e-05,9e-05
1788787563.127229,-0.00341,-0.0044,-0.00722,-5e-05,0.0,0.0
1788787563.147111,-0.00375,0.0007,-0.02516,6e-05,0.00014,0.00011
1788787563.167038,0.00026,-0.00109,-0.00888,-5e-05,1e-05,7e-05
1788787563.187175,-0.00114,-0.00107,-0.01991,-0.0,9e-05,0.00018
1788787563.207426,-0.00301,-0.00049,-0.02559,0.00021,1e-05,-2e-05
1788787563.226316,-0.00156,-0.0019,-0.0021,-0.00015,0.00016,0.00016
1788787563.246628,-0.00044,-0.00509,-0.00361,-1e-05,-8e-05,-8e-05
1788787563.267306,-0.00172,-0.00213,-0.00544,-0.00034,-9e-05,0.00017
1788787563.286786,-0.00274,0.00016,-0.03391,0.00015,0.00014,0.00019
1788787563.306910,-0.00057,-0.0011,-0.0293,-5e-05,3e-05,0.00027
1788787563.326871,0.00038,-0.00221,-0.03352,-4e-05,-4e-05,0.00033
1788787563.347068,-0.0005,-0.00092,-0.01402,-6e-05,4e-05,0.00017
1788787563.367194,-0.00429,0.0009,-0.00511,-9e-05,4e-05,-1e-05
1788787563.387366,-0.00399,-0.00372,-0.01295,4e-05,0.00019,7e-05
1788787563.406453,0.0009,0.00091,-0.01979,-9e-05,-0.0001,0.00025
1788787563.426503,-0.00382,0.00045,-0.02484,-0.00011,-5e-05,0.0002
1788787563.447357,-0.00554,0.00244,-0.01321,-1e-05,0.00016,8e-05
1788787563.467102,-0.00228,0.00167,-0.021,-8e-05,-9e-05,0.00014
1788787563.486800,-0.00048,0.0025,-0.03223,0.0001,0.00011,0.00019
1788787563.507280,-0.00129,-0.00078,-0.02235,-6e-05,4e-05,0.00022
1788787563.527008,-0.00199,0.00032,0.00133,-2e-05,5e-05,-1e-05
1788787563.546504,-0.00447,0.00188,-0.0087,-8e-05,1e-05,4e-05
1788787563.567008,-0.00052,-0.00232,-0.01666,-7e-05,6e-05,0.00013
1788787563.586448,0.00202,0.00259,-0.02131,-0.00012,6e-05,0.00025
1788787563.606940,-0.00341,-0.00384,-0.02242,-6e-05,3e-05,0.0001
1788787563.626407,0.00107,0.00187,-0.00659,1e-05,7e-05,1e-05
1788787563.646981,-0.00255,-0.00192,-0.01633,-5e-05,-7e-05,3e-05
1788787563.666558,0.00012,-0.00063,-0.00534,-7e-05,7e-05,5e-05
1788787563.687339,-0.00472,-0.00249,-0.02299,8e-05,8e-05,4e-05
1788787563.706790,-0.00268,-0.00431,-0.0225,-1e-05,0.0002,8e-05
1788787563.727368,-0.00235,-0.00398,-0.03059,0.00016,0.00016,0.00013
1788787563.746879,-0.00165,0.00136,0.00627,-9e-05,1e-05,0.0
1788787563.767001,0.002,0.0003,-0.00997,-8e-05,-0.0,0.00013
1788787563.787173,-0.00073,-0.00174,-0.01377,0.0,-8e-05,8e-05
1788787563.807325,-8e-05,-0.00078,-0.00539,7e-05,0.0001,-8e-05
1788787563.827024,-0.00187,-0.00056,-0.00382,-1e-05,4e-05,1e-05
1788787563.846541,-0.00285,-0.00525,-0.00071,1e-05,1e-05,-2e-05
1788787563.867196,0.00105,0.00018,0.00444,-3e-05,-2e-05,-4e-05
1788787563.886786,-0.0012,-0.00372,0.00507,-0.00014,-2e-05,1e-05
1788787563.906535,-0.00441,-0.00139,-0.0024,7e-05,0.00015,-0.00011
1788787563.926995,0.00041,-0.00012,-0.00474,6e-05,5e-05,-4e-05
1788787563.946677,-0.00281,-0.00362,-0.01546,0.00024,1e-05,-0.00018
1788787563.967254,-0.00038,-0.00376,-0.00387,9e-05,-3e-05,-7e-05
1788787563.986772,-0.00202,-0.00258,0.01458,-0.00016,-0.00016,-9e-05
1788787564.007178,-0.00266,-0.00218,-0.00833,-0.00011,-0.00018,3e-05
1788787564.026586,-0.00227,-0.00122,0.00543,-0.0,0.0,-7e-05
1788787564.047004,0.00336,-0.00337,-0.01676,3e-05,6e-05,8e-05
1788787564.066304,0.00148,0.0039,-0.01432,2e-05,4e-05,5e-05
1788787564.086685,-0.00097,0.0006,-0.00578,-0.00011,-6e-05,0.00012
1788787564.107135,-0.00397,0.00115,0.01453,-0.00034,-6e-05,3e-05
1788787564.126407,-0.00072,6e-05,0.00607,-6e-05,0.00014,-0.00012
1788787564.146730,-0.00229,0.00038,-0.02047,0.00019,0.00017,6e-05
1788787564.167042,-0.0035,0.00118,0.00591,3e-05,-2e-05,-0.00012
1788787564.186279,-0.00552,-0.00156,-0.00979,1e-05,-0.0,2e-05
1788787564.206592,-0.00229,-0.00288,-0.01104,0.00013,4e-05,-2e-05
