approach,depth_mm,force_N,force_N_raw,area_px,base_height_mm,step_mm,fine
1,0.3962001835115423,0.11117811443174185,0.10731854049028015,16585,25.81617410173635,0.4,False
1,0.41960868142659535,0.17684867623879572,0.17470724602755183,68412,25.81617410173635,0.02,True
1,0.4440618773273606,0.033885560540258534,0.03336265808169969,70813,25.81617410173635,0.02,True
1,0.45663974163230137,0.0716528403041554,0.0727154066558228,68612,25.81617410173635,0.02,True
1,0.4724886940745314,0.1261658388561536,0.12883130796668923,69493,25.81617410173635,0.02,True
1,0.49702805332691113,0.06068158054223273,0.06484875564982247,69467,25.81617410173635,0.02,True
1,0.5149539275763217,0.04657714432746075,0.052273130842462476,67189,25.81617410173635,0.02,True
1,0.5323778892715509,0.09456850670801245,0.101854751270443,67890,25.81617410173635,0.02,True
1,0.5615004879818493,0.031943737823127975,0.04085044802505422,66867,25.81617410173635,0.02,True
1,0.5769977232219006,-0.022255346960618566,-0.01177131879416038,67030,25.81617410173635,0.02,True
1,0.5961044463081215,0.024570801570882594,0.03685074289692523,70505,25.81617410173635,0.02,True
1,0.6149168448630746,0.09052200902883725,0.10422996820595927,65320,25.81617410173635,0.02,True
1,0.6253964907520384,0.17920211457904417,0.19437714627772779,65479,25.81617410173635,0.02,True
1,0.6354716855204394,0.11914894148162593,0.13585616885698643,66206,25.81617410173635,0.02,True
1,0.655935819773692,0.14947623212682365,0.16788341678980884,71341,25.81617410173635,0.02,True
1,0.6798354907846544,0.16429574803860322,0.18463000016514286,58188,25.81617410173635,0.02,True
2,0.3986117352029588,-0.0037936497537390847,0.012846117203108066,64034,25.815731252382154,0.4,False
2,0.7799298782019619,0.23150701120027278,0.24831956878588243,61926,25.815731252382154,0.4,False
2,0.7863099328655032,0.29898918397418456,0.3159201395953488,56905,25.815731252382154,0.02,True
2,0.7938818441288369,0.36324473352445147,0.3802976385895704,58512,25.815731252382154,0.02,True
2,0.8321759447945816,0.23173414776600076,0.24889887498208338,61153,25.815731252382154,0.02,True
2,0.8915465463149879,0.15072373967445282,0.1680066681707501,45794,25.815731252382154,0.02,True
2,0.8861944033156313,0.11004548617015966,0.12744260412567882,51947,25.815731252382154,0.02,True
2,0.8981324477644286,0.23164783905147465,0.2491491100323941,42479,25.815731252382154,0.02,True
2,0.9085042000918904,0.3335178941627006,0.35116426328659145,49506,25.815731252382154,0.02,True
2,0.906728832624843,0.311568267697768,0.3293710420250676,48228,25.815731252382154,0.02,True
2,0.9356095153172248,0.5905711016688057,0.6084798764063265,48635,25.815731252382154,0.02,True
2,1.0023719642984545,0.46628976156658275,0.4843285390817499,55043,25.815731252382154,0.02,True
2,0.9977979745234435,0.44634978001206854,0.4645077707466697,48093,25.815731252382154,0.02,True
2,1.0040649371385193,0.5214978138225618,0.5397823397130906,50404,25.815731252382154,0.02,True
2,1.006269765712755,0.5373837496999505,0.5558019117791559,48634,25.815731252382154,0.02,True
2,1.0169988294128451,0.6255897602126195,0.6441276626983324,54611,25.815731252382154,0.02,True
2,1.055141950587938,0.7422519282497371,0.7609141048615868,53429,25.815731252382154,0.02,True
3,0.4005802207092266,0.09374808812964307,0.10898236475815679,49306,25.818086626053915,0.4,False
3,0.41362621575038716,0.15887649746641636,0.1752178011128592,77071,25.818086626053915,0.02,True
3,0.43203794801167916,0.22565082468149095,0.24316353804645702,76928,25.818086626053915,0.02,True
3,0.4536185919279383,0.08198874383051172,0.10072316275687854,78788,25.818086626053915,0.02,True
3,0.45542450001080326,0.11071560459916222,0.1306640878361776,76985,25.818086626053915,0.02,True
3,0.4639337263073813,0.11143882453411638,0.13262925666880676,75239,25.818086626053915,0.02,True
3,0.4962936153843245,0.07436861181108145,0.09665748243698431,75241,25.818086626053915,0.02,True
3,0.5480259134523386,0.0024500008677953086,0.025900747583438032,76133,25.818086626053915,0.02,True
3,0.5464578007455287,0.009870876082826725,0.03458184167669458,69688,25.818086626053915,0.02,True
3,0.5537023327280579,0.026877648109930888,0.05272376117666511,70265,25.818086626053915,0.02,True
3,0.5632076747454065,0.06561120154464324,0.09282453002173838,71439,25.818086626053915,0.02,True
3,0.5730247777573965,0.07723563321070484,0.10566297762922261,69694,25.818086626053915,0.02,True
3,0.6064896738486638,0.07315895818440493,0.10267602213355076,73883,25.818086626053915,0.02,True
3,0.6694232805057645,0.030659462419560544,0.06136896365713369,71150,25.818086626053915,0.02,True
3,0.6507533630549034,0.020233307729746616,0.05229743098774975,65394,25.818086626053915,0.02,True
3,0.6583192651432839,0.04579761806523604,0.07884743712696718,60758,25.818086626053915,0.02,True
