t,Fx,Fy,Fz,Tx,Ty,Tz
1788781600.058173,0.00069,-0.00271,-0.00091,-2e-05,-9e-05,4e-05
1788781600.078979,-0.00029,0.0037,0.01061,-2e-05,-8e-05,-8e-05
1788781600.098376,0.00356,-0.00314,0.01066,0.00013,3e-05,-0.00016
1788781600.118739,0.00076,0.00022,0.01923,-2e-05,-0.0001,-0.00021
1788781600.139095,0.00136,-0.00062,0.02767,-0.00017,-9e-05,-0.00015
1788781600.158377,0.00349,0.00576,0.00757,-7e-05,1e-05,-0.0
1788781600.178735,0.00095,0.00023,-0.00426,3e-05,2e-05,7e-05
1788781600.199136,-0.00029,-0.00028,0.00883,0.0,-8e-05,-0.0
1788781600.218446,0.00222,-0.00204,0.00047,4e-05,-3e-05,-1e-05
1788781600.238832,0.00784,-0.00135,0.03382,-0.0002,-0.00028,-0.00019
1788781600.258123,0.00279,0.00325,0.02747,9e-05,4e-05,-0.00028
1788781600.278504,-0.00325,0.00177,0.03219,-0.00012,-0.00012,-0.00017
1788781600.298873,0.00434,-0.00445,0.00563,-2e-05,-3e-05,3e-05
1788781600.318240,0.00168,0.00026,0.00701,0.00011,-0.00011,-5e-05
1788781600.338680,0.00231,0.00775,0.01423,-1e-05,8e-05,-4e-05
1788781600.359058,0.00322,0.00075,-0.00955,0.00025,-6e-05,-3e-05
1788781600.378396,0.00012,-0.00597,0.00921,9e-05,-1e-05,-9e-05
1788781600.398805,-0.00079,-0.00025,-0.0073,5e-05,9e-05,1e-05
1788781600.418120,0.00176,0.00104,-0.00656,0.00012,-1e-05,-6e-05
1788781600.438477,0.00165,-0.00026,0.02108,9e-05,0.00016,-0.0002
1788781600.458807,0.00221,-0.00199,0.00192,-1e-05,-7e-05,-3e-05
1788781600.478103,-0.00086,-0.00115,-0.01169,0.00012,-3e-05,3e-05
1788781600.498438,0.00281,-0.00023,0.01518,0.0001,6e-05,-0.00015
1788781600.518734,0.00502,-0.00103,-0.00189,7e-05,-4e-05,-0.00011
1788781600.539119,-0.00322,0.00165,0.00347,5e-05,-2e-05,-4e-05
1788781600.558383,0.00199,0.00124,0.00401,-0.00016,-0.00015,7e-05
1788781600.578716,0.00095,0.00367,-0.00447,-5e-05,7e-05,8e-05
1788781600.599027,0.00303,-0.00013,-0.01662,-0.00011,-0.00012,0.00012
1788781600.618298,-0.00426,0.00029,0.00113,8e-05,0.00019,-4e-05
1788781600.638590,0.0018,0.00046,2e-05,8e-05,0.00019,-0.00011
1788781600.658901,0.00164,0.00136,0.02864,-1e-05,-9e-05,-0.00012
1788781600.678169,0.00196,-0.00164,0.00017,-4e-05,-9e-05,6e-05
1788781600.698569,0.00223,-0.0003,0.00263,5e-05,-7e-05,-6e-05
1788781600.718905,0.00204,0.00014,0.00586,0.00011,-0.00013,-4e-05
1788781600.738165,0.0037,-0.00069,-7e-05,-4e-05,2e-05,-6e-05
1788781600.758512,-0.00397,0.00065,0.02661,-6e-05,9e-05,-0.00013
1788781600.778872,0.00129,-0.0001,0.00493,-0.00025,-0.00012,6e-05
1788781600.798159,0.00245,0.00246,0.01117,0.0,-0.0,-0.0002
1788781600.818453,0.00195,-0.00243,-0.00495,0.00019,6e-05,-3e-05
1788781600.838982,0.00289,0.0026,0.01974,-3e-05,-0.00014,-0.00014
1788781600.858908,0.00242,-0.00182,0.00968,-0.00018,-2e-05,-0.00019
1788781600.878246,0.00175,0.00092,0.00787,0.00026,0.00013,-0.0002
1788781600.898607,0.00275,0.00051,-0.00042,-3e-05,-1e-05,2e-05
1788781600.918974,5e-05,0.00059,0.00904,9e-05,7e-05,-0.00022
1788781600.938236,0.00314,0.00157,0.03274,-4e-05,-8e-05,-0.00016
1788781600.958550,0.00248,-0.00124,0.01911,9e-05,2e-05,-0.0001
1788781600.978866,0.00269,-0.00362,0.0281,-4e-05,0.0,-0.00018
1788781600.998171,0.00073,-0.00012,0.00455,0.00011,0.00014,-0.00014
1788781601.018529,0.00159,0.00299,0.01139,-0.0001,-0.00013,-8e-05
1788781601.038882,0.0063,0.00361,-0.01003,-2e-05,0.00011,0.00014
1788781601.058179,0.00042,-0.00203,-0.01109,8e-05,-4e-05,1e-05
1788781601.078957,0.00476,0.00109,-0.001,-0.00017,-0.00012,0.00014
1788781601.098435,0.00485,-0.00475,-0.00186,-1e-05,-2e-05,1e-05
1788781601.118809,0.00551,-0.00363,-0.01322,-7e-05,-0.00013,0.0001
1788781601.138171,-0.0002,0.00258,-0.02218,7e-05,9e-05,0.00016
1788781601.158460,0.00293,6e-05,-0.01665,7e-05,0.0,0.00021
1788781601.178860,-6e-05,0.00376,0.00947,-4e-05,-2e-05,-6e-05
1788781601.198087,0.00149,-0.00194,0.02737,-2e-05,-1e-05,-0.00027
1788781601.218407,0.00695,0.00511,-0.00513,4e-05,-4e-05,1e-05
1788781601.238705,-0.00271,0.00124,0.02702,-2e-05,-8e-05,-0.0002
1788781601.259051,0.00026,0.00754,0.00354,6e-05,0.00014,6e-05
1788781601.278334,0.00087,-0.00126,-0.01352,-2e-05,-0.0001,0.00012
1788781601.298674,0.00253,0.00174,-0.00432,-2e-05,5e-05,0.0001
1788781601.319189,0.00238,-0.00143,0.00427,4e-05,-5e-05,-0.00018
1788781601.339038,0.00023,0.00117,-0.0121,-2e-05,-0.00013,0.00017
1788781601.359089,0.00184,0.00504,-0.02086,8e-05,8e-05,0.00018
1788781601.378798,0.00065,0.00081,-0.03312,4e-05,6e-05,0.00029
1788781601.398154,0.00267,-0.00061,-0.03883,2e-05,-7e-05,0.00035
1788781601.418586,0.00525,0.00101,-0.03595,-2e-05,-0.0,0.00041
1788781601.438995,0.00115,-0.00044,-0.02376,5e-05,7e-05,0.00019
1788781601.458274,0.00353,-0.00069,-0.01285,-0.00013,-6e-05,0.00023
1788781601.478611,0.0078,-0.0016,-0.0237,-3e-05,-6e-05,0.00028
1788781601.498981,0.00248,0.00041,-0.03911,8e-05,5e-05,0.00037
1788781601.518273,-0.00277,0.00048,-0.02162,6e-05,-1e-05,0.00013
1788781601.538623,-0.00037,0.00099,-0.01773,0.00011,7e-05,0.00016
1788781601.558967,0.00302,-0.00105,0.01646,-0.0,2e-05,-6e-05
1788781601.578301,0.00343,0.00248,-0.01724,-8e-05,-9e-05,0.00028
1788781601.598674,0.00115,0.00079,-0.02171,0.00022,6e-05,0.00016
1788781601.619054,0.00213,0.00069,-0.01577,8e-05,-8e-05,0.00012
1788781601.638342,0.0017,0.00249,-0.02892,-1e-05,2e-05,0.00022
1788781601.658671,0.00347,-0.00396,-0.02707,-5e-05,-0.00015,0.00026
1788781601.678966,0.00384,-0.00241,-0.01986,0.0002,0.00014,0.00013
1788781601.698242,0.00075,-0.00308,-0.01021,-0.00016,-2e-05,0.00014
1788781601.718621,0.00424,-0.00125,-0.0025,-2e-05,-3e-05,4e-05
1788781601.738974,0.00363,0.00063,-0.01461,-6e-05,-5e-05,6e-05
1788781601.758243,0.00186,0.00334,0.00635,0.00013,4e-05,2e-05
1788781601.778605,0.00263,0.0028,0.00873,2e-05,5e-05,-8e-05
1788781601.798921,0.00294,0.00075,-0.00616,3e-05,-0.0001,3e-05
1788781601.818237,0.00167,0.00019,0.00305,-4e-05,-0.0001,0.0001
1788781601.838600,-0.00096,-0.00147,0.00288,-0.0001,-6e-05,2e-05
1788781601.858926,0.00409,0.00183,-0.00642,-1e-05,-7e-05,4e-05
1788781601.878257,0.00572,-0.0044,-0.00915,3e-05,-6e-05,0.00014
1788781601.898862,0.00028,0.00073,-0.01066,0.00015,-0.0,5e-05
1788781601.918731,-3e-05,0.00202,-0.00192,0.00018,0.00011,0.0
1788781601.938414,0.00461,0.0003,-0.00182,-5e-05,-5e-05,8e-05
1788781601.958789,0.00088,0.00227,0.00464,5e-05,4e-05,-0.00011
1788781601.978098,-0.00015,0.00388,0.01378,-2e-05,4e-05,-0.00014
1788781601.998470,0.00278,-0.00085,0.00221,0.0002,-0.00011,-0.00017
1788781602.018765,0.00097,-0.00106,-0.01566,5e-05,-9e-05,2e-05
1788781602.039125,0.00284,-0.00255,-0.01662,-8e-05,1e-05,0.00021
1788781602.058409,0.00433,-0.00056,-0.01946,-4e-05,-8e-05,0.0002
1788781602.078710,0.00107,-0.00414,0.02055,-0.00022,-0.00018,-8e-05
1788781602.099058,0.00063,0.00292,-0.01357,8e-05,8e-05,0.00024
1788781602.118347,0.00315,-0.00152,-0.00853,5e-05,-0.0001,6e-05
