probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,surface_offset_mm,force_wanted_N,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,2,1,0.892204015876619,-0.8653123456438284,960.0,540.0,0.15,0.1622779627220119,0.0,0.0,0.03748485880594217,ball4_x+0.89_y-0.87_d0.15.png,1789049004.5247822,1.2059788932461402e-05,0.008595478913572308,-0.03748485880594217,39.12464523315429,362.4503479003906,37.39081573486328,27521,93.59597415308045,"[903.4181170742343, 552.2631445078304]",12
ball4,2,1,0.892204015876619,-0.8653123456438284,960.0,540.0,0.3,0.3252212434443713,0.0,0.0,0.16929345158031026,ball4_x+0.89_y-0.87_d0.30.png,1789049005.892836,0.0028894342935849695,0.014371678723043502,-0.16929345158031026,39.12429809570312,362.4523010253906,37.24045181274414,48028,123.643791650188,"[900.8364079287082, 549.2606812692596]",12
ball4,0,0,-6.062911791841375,-0.7678290590624774,456.6167082918152,316.0704668184769,0.15,0.07795087101671427,-0.10313502221814044,0.03748485880594217,0.043057365077095254,ball4_x-6.06_y-0.77_d0.15.png,1789049010.9650705,-0.00474745497762683,-0.002807756922188709,-0.043057365077095254,33.0599784851074,359.0501708984375,37.49608993530273,0,0.0,None,12
ball4,0,0,-6.062911791841375,-0.7678290590624774,456.6167082918152,316.0704668184769,0.3,0.2203195189370284,-0.10313502221814044,0.16929345158031026,0.16477114633321718,ball4_x-6.06_y-0.77_d0.30.png,1789049012.3291423,-0.00469331416441463,0.010565855435990913,-0.16477114633321718,33.05303573608398,359.0624694824218,37.35449981689453,0,0.0,None,12
ball4,1,0,-3.17794446195792,-2.0999454151540213,708.3083541459076,316.0704668184769,0.15,0.07590254519287143,-0.10313502221814044,0.03748485880594217,0.047201462502718526,ball4_x-3.18_y-2.10_d0.15.png,1789049015.2572649,0.010719385473845123,0.008539390834551597,-0.047201462502718526,36.23381423950195,359.3425903320312,37.48450088500976,0,0.0,None,12
ball4,1,0,-3.17794446195792,-2.0999454151540213,708.3083541459076,316.0704668184769,0.3,0.25846782514869204,-0.10313502221814044,0.16929345158031026,0.14316651304241362,ball4_x-3.18_y-2.10_d0.30.png,1789049016.6214194,0.010720630111360308,0.006848460683821856,-0.14316651304241362,36.225040435791,359.3465881347656,37.34095764160156,6088,44.02125153930676,"[728.59691195795, 253.6557161629435]",12
ball4,2,0,-0.2929771320744652,-3.432061771245565,960.0,316.0704668184769,0.15,0.18945323493098343,-0.06182317930694359,0.03748485880594217,0.03562623006695276,ball4_x-0.29_y-3.43_d0.15.png,1789049020.3294985,0.009011245387507217,0.0011179397778130705,-0.03562623006695276,39.3968162536621,359.6312255859375,37.43213272094726,2697,29.299859437165964,"[931.3997033741194, 320.2480533926585]",12
ball4,2,0,-0.2929771320744652,-3.432061771245565,960.0,316.0704668184769,0.3,0.30193283403913185,-0.06182317930694359,0.16929345158031026,0.11899438311361621,ball4_x-0.29_y-3.43_d0.30.png,1789049021.6936812,0.008697758869268667,0.010681299155214319,-0.11899438311361621,39.38584518432617,359.6327209472656,37.27077102661133,13600,65.79524642479541,"[911.2, 328.70588235294116]",12
ball4,3,0,2.5919901978089914,-4.764178127337109,1211.6916458540925,316.0704668184769,0.15,0.1954787736588095,-0.06182317930694359,0.03748485880594217,0.023831475060268302,ball4_x+2.59_y-4.76_d0.15.png,1789049025.0097184,0.00913454886147349,0.007541500504230925,-0.023831475060268302,42.55543518066406,359.9286499023437,37.41222763061523,236,8.667244841319219,"[927.9491525423729, 579.8728813559322]",12
ball4,3,0,2.5919901978089914,-4.764178127337109,1211.6916458540925,316.0704668184769,0.3,0.3695809591502659,-0.06182317930694359,0.16929345158031026,0.11376284858822601,ball4_x+2.59_y-4.76_d0.30.png,1789049026.3778782,0.0050851328696484895,0.005877934395093298,-0.11376284858822601,42.55673217773437,359.9208374023437,37.264347076416,6121,44.14039888051514,"[1226.829929750041, 345.4531939225617]",12
ball4,4,0,5.476957527692445,-6.096294483428652,1463.3832917081847,316.0704668184769,0.15,0.3398723212643091,0.019578949000742737,0.03748485880594217,0.052032654224720434,ball4_x+5.48_y-6.10_d0.15.png,1789049030.4740999,0.003131245774006075,0.0029695899459524,-0.052032654224720434,45.72272491455078,360.2069702148437,37.31283950805664,382,11.026984017500345,"[887.1256544502618, 658.303664921466]",12
