approach,depth_mm,force_N,force_N_raw,area_px,base_height_mm,step_mm,fine
1,0.22544632487217342,-0.004467771926738754,0.015130473066631112,0,28.49626156186373,0.2,False
1,0.33729975810261337,0.009525383944958186,0.029252044276182686,0,28.49626156186373,0.2,False
1,0.627259533839787,-0.01350184480780702,0.006353450801762505,0,28.49626156186373,0.2,False
1,0.7375878228087309,0.009534601711302899,0.02951854801190166,0,28.49626156186373,0.2,False
1,1.0283967903477205,0.09656139822121979,0.11667394121889459,0,28.49626156186373,0.2,False
1,0.9964699947615401,0.0883164423499413,0.1085577156047691,0,28.49626156186373,0.02,True
1,1.015187029139657,0.0789751085916103,0.09934522147913469,0,28.49626156186373,0.02,True
1,1.0560100176148062,0.1063674182697782,0.12686602459930613,0,28.49626156186373,0.02,True
1,1.062989718566488,0.11900735313371233,0.13963482211584619,0,28.49626156186373,0.02,True
1,1.081242656222397,0.1116714033142617,0.1324276976314735,0,28.49626156186373,0.02,True
1,1.10918875035307,0.15438976905506285,0.17527462453592763,0,28.49626156186373,0.02,True
1,1.124345182529602,0.1195562618066125,0.1405698424153286,0,28.49626156186373,0.02,True
1,1.1486963529105942,0.15663478391991248,0.1777769428890707,0,28.49626156186373,0.02,True
1,1.1618695026797816,0.15634512192876115,0.17761614788689145,0,28.49626156186373,0.02,True
1,1.1866096380117384,0.17270952744727386,0.19410936005693885,0,28.49626156186373,0.02,True
1,1.2062007112840014,0.16500258892232275,0.1865308746333966,0,28.49626156186373,0.02,True
1,1.21569391912859,0.1758017523563594,0.19745915475675702,0,28.49626156186373,0.02,True
1,1.2436547685212815,0.19983423262002611,0.22162023741672385,522,28.49626156186373,0.02,True
1,1.2674468490432673,0.2153782944314581,0.23729337884774396,1867,28.49626156186373,0.02,True
1,1.2894942579156528,0.22689004880732674,0.24893400070816937,2264,28.49626156186373,0.02,True
1,1.3014666320293742,0.22353513603839936,0.24570773072569524,4241,28.49626156186373,0.02,True
2,0.22715908389101358,0.010655020735279332,0.05548966598861114,0,28.49502624255479,0.2,False
2,0.3304219562343711,-0.019324194644373464,0.025241589252357245,0,28.49502624255479,0.2,False
2,0.6348327003603771,0.013582165269236175,0.05787942380522111,0,28.49502624255479,0.2,False
2,0.736953493736717,0.0010512872327653952,0.04507875585402417,0,28.49502624255479,0.2,False
2,1.0354383065008328,0.11270548732110465,0.15646483435657216,0,28.49502624255479,0.2,False
2,1.0003116056791193,0.10179567985482829,0.14528536932345162,0,28.49502624255479,0.02,True
2,1.017252243223144,0.09013753157564613,0.13335925935294596,0,28.49502624255479,0.02,True
2,1.052239354195951,0.10926811653946678,0.15222031935670088,0,28.49502624255479,0.02,True
2,1.0708119178396842,0.10738271400026944,0.15006564428150854,0,28.49502624255479,0.02,True
2,1.0841090264244393,0.1363923605118023,0.17880647878210992,0,28.49502624255479,0.02,True
2,1.0925190796253155,0.12797839045855225,0.17012347655235943,0,28.49502624255479,0.02,True
2,1.1340012504895753,0.1713211164408373,0.21319760706473118,0,28.49502624255479,0.02,True
2,1.1459675245658438,0.15025508264861986,0.1918624075054282,0,28.49502624255479,0.02,True
2,1.1627302680765474,0.16323515310677678,0.2046180488873688,0,28.49502624255479,0.02,True
2,1.1675537193684598,0.1732414397011867,0.2144005984876401,0,28.49502624255479,0.02,True
2,1.2029998864228943,0.19641406121939053,0.23730350076985757,0,28.49502624255479,0.02,True
2,1.2285464352489868,0.21807846535641057,0.2586991411024712,282,28.49502624255479,0.02,True
2,1.2356117926178243,0.21200436132719835,0.2523558242905722,285,28.49502624255479,0.02,True
2,1.2403989630655445,0.2252582286435479,0.2653403168585953,641,28.49502624255479,0.02,True
2,1.2794332220490503,0.24835498184130883,0.28816875740496073,1944,28.49502624255479,0.02,True
