sensor,width_px,height_px,split,seed,fz_mae,fz_rmse,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,rep,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds
hard_1mm_r1,1920,1080,cycle,0,0.13621468842029572,0.17058058083057404,0.44370797276496887,0.8706129789352417,0.028822222724556923,0.1702663004398346,0.9616230726242065,0.03585251420736313,0.10515283793210983,88,70,none,inpaint,619,116,158,1.9168399572372437,0.0008057060767896473,0.0005840184167027473,0.00016473019786644727,30,30,29,0.16238941355745318,0.2261194422327239,64,4,16,226.8
hard_1mm_r1,1280,720,cycle,0,0.12170914560556412,0.15502740442752838,0.44370797276496887,0.8931318521499634,0.03757821023464203,0.1702663004398346,0.9382144808769226,0.047100577503442764,0.0749785527586937,88,70,none,inpaint,619,116,158,1.9168399572372437,0.0006287642754614353,0.0006382047431543469,0.00015051972877699882,30,30,30,0.20048452665809668,0.22651413905209508,64,11,6,100.4
hard_1mm_r1,854,480,cycle,0,0.1048864796757698,0.13175158202648163,0.44370797276496887,0.9228131771087646,0.03401615843176842,0.1702663004398346,0.9492415189743042,0.03937917575240135,0.07554738223552704,88,70,none,inpaint,619,116,158,1.9168399572372437,0.0006859227432869375,0.0006567163509316742,0.0001433463185094297,30,30,25,0.19813918817024045,0.23259213875079976,64,24,3,46.9
hard_1mm_r1,640,360,cycle,0,0.18192774057388306,0.21178148686885834,0.44370797276496887,0.8005622029304504,0.0271192267537117,0.1702663004398346,0.9612603783607483,0.037840597331523895,0.15922999382019043,88,70,none,inpaint,619,116,158,1.9168399572372437,0.000628359557595104,0.0007089012069627643,0.0001528280263300985,30,30,30,0.2113534033009617,0.23858692728239914,64,44,1,26.3
hard_1mm_r1,426,240,cycle,0,0.10151829570531845,0.12904787063598633,0.44370797276496887,0.9259486198425293,0.029280204325914383,0.1702663004398346,0.965437650680542,0.034981586039066315,0.07422211766242981,88,70,none,inpaint,619,116,158,1.9168399572372437,0.000734820612706244,0.00064280437072739,0.00015082384925335646,30,30,26,0.1519935003967778,0.24514255852534853,64,64,1,13.2
hard_1mm_r1,320,180,cycle,0,0.10878998786211014,0.136014923453331,0.44370797276496887,0.9177370071411133,0.038268692791461945,0.1702663004398346,0.9431928396224976,0.04620056226849556,0.08250350505113602,88,70,none,inpaint,619,116,158,1.9168399572372437,0.0007159733795560896,0.0006782427662983537,0.00015584200446028262,30,30,25,0.18443415584779901,0.24343585968017578,64,64,1,8.1
hard_1mm_r1,160,90,cycle,0,0.09478587657213211,0.12162218987941742,0.44370797276496887,0.9342255592346191,0.029531892389059067,0.1702663004398346,0.9622681140899658,0.037036217749118805,0.09082522988319397,88,70,none,inpaint,619,116,158,1.9168399572372437,0.0005604702746495605,0.0009327100124210119,0.0001561489189043641,30,30,13,0.3222041199396038,0.24150545843716326,64,64,1,3.4
hard_1mm_r1,80,45,cycle,0,0.08254424482584,0.10536850243806839,0.44370797276496887,0.9506311416625977,0.02883230336010456,0.1702663004398346,0.9691346287727356,0.028875919058918953,0.06723364442586899,88,70,none,inpaint,619,116,158,1.9168399572372437,0.0008149844943545759,0.0005799076170660555,0.00015041699225548655,30,30,30,0.2551121919721317,0.22544340429634885,64,64,1,2.7
hard_1mm_r1,48,27,cycle,0,0.10005412250757217,0.12946128845214844,0.44370797276496887,0.9254733920097351,0.024502020329236984,0.1702663004398346,0.9695262312889099,0.03733417019248009,0.06648144125938416,88,70,none,inpaint,619,116,158,1.9168399572372437,0.0005866996943950653,0.0005574863171204925,0.00014847451529931277,30,30,30,0.24837173591330286,0.20071912633961644,64,64,1,2.6
hard_1mm_r1,32,18,cycle,0,0.10050811618566513,0.13192705810070038,0.44370797276496887,0.922607421875,0.026844799518585205,0.1702663004398346,0.9627590179443359,0.03767592832446098,0.07269241660833359,88,70,none,inpaint,619,116,158,1.9168399572372437,0.0007327990606427193,0.0007313383975997567,0.00014361549983732402,30,30,28,0.3186850848221047,0.21363636543010844,64,64,1,2.9
