sensor,width_px,height_px,split,seed,fz_mae,fz_rmse,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,rep,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds
hard_1mm_r1,1920,1080,cycle,0,0.15436619520187378,0.183392733335495,0.44370797276496887,0.8504468202590942,0.034413475543260574,0.1702663004398346,0.9424182176589966,0.046619534492492676,0.12318229675292969,88,70,none,raw,619,116,158,1.9168399572372437,0.0005955271772108972,0.0008256282890215516,0.0001521594967925921,30,30,30,0.1501998558568261,0.2358269552732336,64,4,16,231.3
hard_1mm_r1,1280,720,cycle,0,0.103309266269207,0.13152751326560974,0.44370797276496887,0.9230754971504211,0.030243081972002983,0.1702663004398346,0.9560691714286804,0.03971773013472557,0.08409765362739563,88,70,none,raw,619,116,158,1.9168399572372437,0.0005877708317711949,0.0007780242594890296,0.00013787690841127187,30,30,30,0.1828173646441569,0.22340863840333347,64,11,6,101.9
hard_1mm_r1,854,480,cycle,0,0.1239980161190033,0.14792685210704803,0.44370797276496887,0.9026972055435181,0.03330643102526665,0.1702663004398346,0.9576377272605896,0.038581594824790955,0.10832423716783524,88,70,none,raw,619,116,158,1.9168399572372437,0.0006551399128511548,0.0006442622398026288,0.00013960112119093537,30,30,25,0.18505576700694343,0.23094582557678223,64,24,3,46.9
hard_1mm_r1,640,360,cycle,0,0.1519245207309723,0.1787143349647522,0.44370797276496887,0.8579797744750977,0.02526060678064823,0.1702663004398346,0.9698135256767273,0.031663715839385986,0.12112726271152496,88,70,none,raw,619,116,158,1.9168399572372437,0.0004892168799415231,0.0005638065631501377,0.00015798640379216522,30,30,30,0.19467287629794613,0.2261021712730671,64,44,1,26.4
hard_1mm_r1,426,240,cycle,0,0.10270106792449951,0.13076066970825195,0.44370797276496887,0.9239698648452759,0.029345590621232986,0.1702663004398346,0.9613534808158875,0.04004271328449249,0.07440698146820068,88,70,none,raw,619,116,158,1.9168399572372437,0.0007459900225512683,0.0010941039072349668,0.00014827671111561358,30,30,26,0.1695823053165861,0.23456839857430295,64,64,1,13.2
hard_1mm_r1,320,180,cycle,0,0.08573867380619049,0.11050322651863098,0.44370797276496887,0.945702314376831,0.03794259577989578,0.1702663004398346,0.9502620697021484,0.030430512502789497,0.07094810903072357,88,70,none,raw,619,116,158,1.9168399572372437,0.0006771193002350628,0.0006003176094964147,0.000149786559632048,30,30,26,0.15865366601404735,0.2347391884902428,64,64,1,8.2
hard_1mm_r1,160,90,cycle,0,0.08408518135547638,0.10437982529401779,0.44370797276496887,0.951553225517273,0.027129538357257843,0.1702663004398346,0.9706941843032837,0.02783920057117939,0.08408696949481964,88,70,none,raw,619,116,158,1.9168399572372437,0.0005974152591079473,0.0004888360854238272,0.00014258426381275058,30,30,11,0.3614951720723043,0.21652195371430497,64,64,1,3.4
hard_1mm_r1,80,45,cycle,0,0.08410942554473877,0.10899064689874649,0.44370797276496887,0.9471786022186279,0.023189302533864975,0.1702663004398346,0.9768285751342773,0.03066721372306347,0.06913968175649643,88,70,none,raw,619,116,158,1.9168399572372437,0.0011055517243221402,0.0004291808872949332,0.00015369094035122544,30,30,25,0.2945445250232308,0.21029195292242642,64,64,1,2.7
hard_1mm_r1,48,27,cycle,0,0.10917706787586212,0.13554221391677856,0.44370797276496887,0.9183077812194824,0.027196601033210754,0.1702663004398346,0.9640897512435913,0.03964212164282799,0.09414442628622055,88,70,none,raw,619,116,158,1.9168399572372437,0.0007495761965401471,0.0005635976558551192,0.00015305929991882294,30,30,23,0.28545647869202545,0.21474074495249781,64,64,1,2.6
hard_1mm_r1,32,18,cycle,0,0.08700018376111984,0.1068812683224678,0.44370797276496887,0.949203372001648,0.02847023867070675,0.1702663004398346,0.9640153646469116,0.03905680403113365,0.06306056678295135,88,70,none,raw,619,116,158,1.9168399572372437,0.000663117622025311,0.0007124827243387699,0.0001420008484274149,30,30,29,0.32404680668055913,0.2163839915703083,64,64,1,2.9
hard_1mm_r1,16,9,cycle,0,0.12961283326148987,0.1635187268257141,0.44370797276496887,0.8811042308807373,0.034162845462560654,0.1702663004398346,0.9457213282585144,0.04859144985675812,0.09742026031017303,88,70,none,raw,619,116,158,1.9168399572372437,0.0007728516939096153,0.0008312211721204221,0.00015125866048038006,30,30,30,0.29006518146718263,0.26445605014932566,64,64,1,3.4
hard_1mm_r1,8,5,cycle,0,0.20869594812393188,0.2719413936138153,0.44370797276496887,0.6711620092391968,0.09445352852344513,0.1702663004398346,0.5092201232910156,0.15126575529575348,0.16212975978851318,88,70,none,raw,619,116,158,1.9168399572372437,0.001240168116055429,0.0020307747181504965,0.0001630230835871771,30,30,30,0.36591888514011855,0.37323078615912075,64,64,1,3.5
hard_1mm_r2,1920,1080,cycle,0,0.08714498579502106,0.11525930464267731,0.44007453322410583,0.9364100098609924,0.03505982831120491,0.18528111279010773,0.9502257108688354,0.05496066063642502,0.07572098076343536,62,71,none,raw,697,112,133,1.8397700786590576,0.0008497706148773432,0.0005443621193990111,0.00012532068649306893,30,30,30,0.14200759457806433,0.24778927782816546,64,4,16,254.9
