step,depth_mm,commanded_mm,force_N,img_mean_abs_diff,slope_levels_per_N,area_px,radius_px,region_mean_diff,dark_area_px,dark_radius_px,dark_mean_diff,bright_area_px,bright_radius_px
1,0.10922994938137265,0.1,-0.005417653831702296,9.654402732849121,nan,7889,50.111342948517404,17.893247604370117,7528,48.95137202562944,-28.25713348388672,7889,50.111342948517404
2,0.18380646031716807,0.2,0.002182450585556239,9.66402816772461,nan,7897,50.13674472074742,18.08308219909668,4751,38.88817647125138,-18.98667335510254,7897,50.13674472074742
3,0.3347972324643784,0.30000000000000004,0.015541750307431813,9.702774047851562,nan,8213,51.13002146711336,17.83957290649414,4724,38.77751800118501,-18.824050903320312,8213,51.13002146711336
4,0.3483384382190309,0.4,0.04867074358906791,9.852632522583008,nan,10922,58.96253536695451,15.759210586547852,10415,57.577751472284675,-15.842713356018066,7613,49.22695565965052
5,0.5276058661469278,0.5,0.503021210990795,10.445144653320312,1.4288158640530024,27019,92.73842145949995,19.529693603515625,16612,72.71701196614951,-19.462785720825195,7816,49.8789541832275
6,0.5178700380624193,0.6,0.5040255239900603,10.875601768493652,1.777390138354683,38195,110.26262332626538,21.433197021484375,19387,78.55618221021913,-20.425779342651367,7850,49.98732445873411
7,0.7195308953827393,0.7,1.4430256433063846,12.267768859863281,1.7112671531476535,8050,50.62010059037333,22.251619338989258,21291,82.32336112391845,-21.993724822998047,26178,91.28371267931247
8,0.7134590958442324,0.7999999999999999,1.5362518187832195,12.890424728393555,1.7613579534543184,66187,145.14811895731393,26.163087844848633,27239,93.11521352475263,-21.64695167541504,32764,102.12299011939338
9,0.9000230345638833,0.8999999999999999,2.842724143403288,14.795401573181152,1.6558475548233391,10562,57.98266135555695,14.645730018615723,10557,57.96893537440789,-14.646687507629395,49172,125.10768850645972
10,0.9240925509768623,1.04232093028738,3.3264554618047355,16.180757522583008,1.758616732902774,10161,56.87131749408921,18.43828582763672,7030,47.304529380092646,-19.929222106933594,59768,137.9302188696618
11,1.139498646867704,1.1694720211368763,5.332407528232136,19.140363693237305,1.6664061976954292,9011,53.55642243841665,23.00244140625,7518,48.91884835449153,-20.81060218811035,80530,160.10463807891594
12,1.1318661904557175,1.2694720211368764,5.333825284566996,19.95940589904785,1.6791875212099587,8995,53.508853718082925,23.163110733032227,7481,48.798322292277,-20.535057067871094,84530,164.0327244153307
13,1.3016269312037316,1.3694720211368765,7.770367416436827,22.33222198486328,1.1417346020443486,9217,54.16513842829166,23.1378231048584,7918,50.2033632220318,-20.73678207397461,95023,173.91595761988702
14,1.263546622652136,1.3944720211368764,6.53275979466828,22.20551300048828,0.9691622550191501,9106,53.837996095597745,23.342926025390625,7838,49.94910297401297,-20.982187271118164,95713,174.54625214054056
15,1.2831404615535362,1.4194720211368763,7.102858610463864,22.448652267456055,0.09456438824196521,9023,53.59207127025735,23.044485092163086,7948,50.298379450920365,-21.218185424804688,97512,176.17898178146507
16,1.332441386514052,1.4444720211368762,8.264472606226523,23.019672393798828,0.47329749180509784,8976,53.452310879752474,23.109699249267578,8227,51.17358140324015,-21.11636734008789,100632,178.9753068622798
17,1.3353565910984173,1.4694720211368761,7.919540783464521,23.04204750061035,0.5339789090441244,9098,53.81434143887787,22.745288848876953,7924,50.22238084878452,-21.131664276123047,101835,180.0419041765731
18,1.360206302045647,1.494472021136876,8.620506912663828,23.44966697692871,0.5848692421688093,9066,53.71961865224144,23.002973556518555,8098,50.77079335913845,-21.35400390625,103188,181.2339938740329
19,1.3937847520662174,1.519472021136876,9.369032517562934,23.882701873779297,0.5799485825690422,9158,53.9914987537034,22.906206130981445,8369,51.613326161681776,-21.394920349121094,104835,182.67462034469293
20,1.409856240338467,1.5444720211368759,9.317504830416102,24.197664260864258,0.7907123392855113,9141,53.94136325312914,23.21490478515625,8287,51.359848391570175,-21.501108169555664,106333,183.97512094732
21,1.4355220521786016,1.5694720211368758,9.969987639129812,24.53081703186035,0.7480790156670885,47844,123.40671859577695,21.02725601196289,44843,119.47372190628249,-20.09600830078125,107310,184.81838081311767
22,1.4732478961077717,1.5944720211368757,10.72102470031977,24.889612197875977,0.49262696940126716,49074,124.98295625637658,20.447589874267578,46047,121.06698694980811,-19.79277801513672,108142,185.53346790185185
23,1.477606307652561,1.6194720211368756,10.549661446988688,25.023591995239258,0.5725553477008666,51070,127.49935641957644,20.334989547729492,47652,123.15885147414292,-19.691783905029297,108628,185.94990270600525
24,1.5036489490391034,1.6444720211368755,11.3423728796601,25.312808990478516,0.44955482061972574,51508,128.044935930925,20.057233810424805,48659,124.45336778013309,-19.752994537353516,109069,186.32697329205953
25,1.535979777885121,1.6694720211368754,11.94305348198679,25.58550453186035,0.4012737380391329,52937,129.8089767501128,19.927114486694336,50158,126.35579634985714,-19.85542106628418,109779,186.93245035405266
26,1.5509492424881195,1.6944720211368753,11.910447289685777,25.6936092376709,0.5501125174147391,52061,128.73045865145642,19.848661422729492,52034,128.6970730735061,-19.85207748413086,110243,187.32708502125269
27,1.5752936647203413,1.7194720211368753,12.56442504405656,25.937822341918945,0.4603351372594146,53625,130.64979007486303,19.868022918701172,53517,130.51816034137903,-19.881511688232422,110680,187.6979973330082
28,1.6044847333502865,1.7444720211368752,13.441184422469979,26.054712295532227,0.23024060727078363,54760,132.02518459530506,20.01917839050293,54607,131.84061572534566,-20.038711547851562,110918,187.8996965291155
