probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,surface_offset_mm,force_wanted_N,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,0,0,-4.532444831218632,-0.17927597279897833,474.46252737505847,331.866184014248,0.15,0.2745058395010709,0.08756777620709952,0.23366549203705914,0.27547747931625394,ball4_x-4.53_y-0.18_d0.15.png,1789046680.9619174,-0.008750226535300243,-0.014943188668106977,-0.27547747931625394,34.09783935546875,360.29736328125,35.5205841064453,9634,55.376867404130394,"[445.2686319285863, 248.49418725347726]",12
ball4,0,0,-4.532444831218632,-0.17927597279897833,474.46252737505847,331.866184014248,0.3,0.39069328538514014,0.08756777620709952,0.6973353853682078,0.7398416272730742,ball4_x-4.53_y-0.18_d0.30.png,1789046682.3260183,0.00484094331612539,0.018560035076524706,-0.7398416272730742,34.09574890136718,360.3039245605468,35.3678855895996,20079,79.94588297519975,"[452.48936700034864, 239.81139498979033]",12
ball4,1,0,-2.385858518397346,-1.3367836340598083,717.2312636875292,331.866184014248,0.15,0.25876769910344066,0.08756777620709952,0.23366549203705914,0.2893201115782432,ball4_x-2.39_y-1.34_d0.15.png,1789046685.2542493,0.003136611014352297,-0.008061281586935466,-0.2893201115782432,36.5350341796875,360.3643493652343,35.50774765014648,22717,85.0355554132339,"[635.0763745212836, 391.58770964475946]",12
ball4,1,0,-2.385858518397346,-1.3367836340598083,717.2312636875292,331.866184014248,0.3,0.43061970972565433,0.08756777620709952,0.6973353853682078,0.8354180380466204,ball4_x-2.39_y-1.34_d0.30.png,1789046686.6183214,0.017719217589884907,-0.004626076195254747,-0.8354180380466204,36.54183959960937,360.3710632324218,35.3733329772949,93793,172.78668685647133,"[691.7949847003508, 372.09881334427945]",12
ball4,2,0,-0.2392722055760611,-2.4942912953206386,960.0,331.866184014248,0.15,0.27156264941700314,0.08756777620709952,0.23366549203705914,0.27259159372667907,ball4_x-0.24_y-2.49_d0.15.png,1789046690.3264742,0.025540355867974186,-0.0076953001104064,-0.27259159372667907,38.979248046875,360.4468994140625,35.51468276977539,42017,115.64785552609409,"[918.7772806245091, 414.70728514648835]",12
ball4,2,0,-0.2392722055760611,-2.4942912953206386,960.0,331.866184014248,0.3,0.45578884243738216,0.08756777620709952,0.6973353853682078,0.8555821546404531,ball4_x-0.24_y-2.49_d0.30.png,1789046692.0827065,0.024503574932786164,-0.008370225229572804,-0.8555821546404531,38.9791793823242,360.4427185058593,35.3740234375,117993,193.7997378751685,"[940.2512013424525, 392.9058249218174]",12
ball4,3,0,1.907314107245224,-3.6517989565814686,1202.7687363124708,331.866184014248,0.15,0.2853735637297774,0.08756777620709952,0.23366549203705914,0.30326955865910465,ball4_x+1.91_y-3.65_d0.15.png,1789046697.1550224,0.018067163755997484,-0.0012662997647577613,-0.30326955865910465,41.41935729980468,360.5118103027343,35.51527404785156,75387,154.9078028691177,"[1225.2406117765663, 339.0910369161792]",12
ball4,3,0,1.907314107245224,-3.6517989565814686,1202.7687363124708,331.866184014248,0.3,0.470900147758595,0.08756777620709952,0.6973353853682078,0.8829748757472998,ball4_x+1.91_y-3.65_d0.30.png,1789046698.9110572,0.018565089854774897,-0.006648320721433265,-0.8829748757472998,41.41999053955078,360.5081176757812,35.37387084960937,114609,191.00046530215067,"[1224.5582284113814, 352.8672879093265]",12
ball4,4,0,4.053900420066509,-4.8093066178422985,1445.5374726249415,331.866184014248,0.15,0.29754584465926825,0.08756777620709952,0.23366549203705914,0.2840369705478139,ball4_x+4.05_y-4.81_d0.15.png,1789046702.0313623,0.028003152791730556,-0.005767257934918923,-0.2840369705478139,43.85868835449218,360.5805358886718,35.51640701293945,31270,99.76748037796251,"[1513.0685641189639, 396.4748001279181]",12
ball4,4,0,4.053900420066509,-4.8093066178422985,1445.5374726249415,331.866184014248,0.3,0.4875432383068343,0.08756777620709952,0.6973353853682078,0.8682153371197131,ball4_x+4.05_y-4.81_d0.30.png,1789046703.399447,0.028574795646127173,-0.010562084286423357,-0.8682153371197131,43.8595733642578,360.5797729492187,35.3715133666992,53322,130.28015870074802,"[1511.1787067251792, 406.21899028543567]",12
