t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788898974.102686,2026-09-09T05:22:54.102671,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788899243.743350,2026-09-09T05:27:23.743341,between normal and shear blocks,0.01208,0.04736,0.0586,0.00185,-0.00085,-0.00034
1788899391.462226,2026-09-09T05:29:51.462213,end of collect,0.02939,0.07816,0.10232,0.00204,-0.00158,2e-05
