unit,principle,hardness,hard,thickness_mm,marker,run,n_frames,n_frames_le2N,hertz_k,hertz_n,px_per_mm,scale_trusted,tilt_deg,hertz_a_ball8,zero_r2,d_2N_mm,a_2N_mm,mu,shear_max_N,creep_mm_per_cycle,fz_noise_mae,lat_noise_mae,fz_rate_per_frame,lat_rate_per_frame,fz_sd_0N,lat_sd_0N,ft_rate_hz,reference_used,pedestal_ratio,img_slope_lvl_per_N,img_slope_lvl_per_mm,imprint_area_slope_pct_per_N,img_resp_at_2N,bw_normal_f90,bw_shear_f90,shear_snr,fz_rate_per_s,lat_rate_per_s
medium_3mm_r2,9DTact,medium,1,3,0,9DTact_medium_3mm_r2,1000,994,0.3672156220425261,0.7699192855693914,79.2102836584373,True,2.85017304304826,1.0131898251937996,0.9956771883340044,1.2413,2.896476188405491,0.4705655583754368,0.6364916799141996,1.4468065979378362e-16,0.0303938552259976,0.0440685128620829,0.03935,0.0598849229011924,0.0181133920612239,0.0019889305079002,49.5493626622878,reference.png,1.0,1.8435089433002427,3.227759745078664,5.715970234168036,7.930103302001953,0.2,0.3,2.939279716808304,0.09550828544296876,0.14534958856867242
soft_1mm_r1,9DTact,soft,0,1,0,9DTact_soft_1mm_r1,1000,998,1.76656079848322,1.973011880001012,99.87153374153418,True,3.5436620492881934,1.5759284973550576,0.9969692021980932,0.8990499999999999,2.5266794607745555,0.5926880151859895,0.6809748219280944,0.0073006060606061,0.0468966886205275,0.0700658459923773,0.055625,0.0679177920298223,0.0134198652628656,0.0020765176888247,49.52215879237976,reference.png,1.0,0.9659414954014208,2.1809443853695303,2.891030467969708,4.547440052032471,0.3,0.4,8.637056574206541,0.1350101239584533,0.16484655318527208
soft_1mm_r2,9DTact,soft,0,1,0,9DTact_soft_1mm_r2,1000,974,0.6871490044973615,1.2176141602618196,98.94444329998736,True,0.9283683088730263,1.248516450660352,0.966462455040891,0.9623,2.602379432365696,0.4329468653491817,0.6799906761860783,-0.0004999999999999,0.0622294594146842,0.0751956920173658,0.0811324999999999,0.0720040689483161,0.0133493904824871,0.0020280751615946,49.49031268436578,reference.png,1.0,0.9132674412372426,2.1360198026067554,3.659532892529109,4.613423824310303,0.3,0.4,9.624845060403011,0.19692060911567097,0.1747645532444975
soft_2mm_r1,9DTact,soft,0,2,0,9DTact_soft_2mm_r1,1000,996,0.419654304836384,0.931543404869195,88.66521416832653,True,3.6652818051472047,1.0054327520999982,0.9962913783543428,1.1613,2.8181168020506178,0.5509348757054989,0.6593147844542847,0.0018730769230769,0.0333775752316964,0.043377126637665,0.0507850000000001,0.0524631777665231,0.0139571956771629,0.0022198007711453,49.597994465860985,reference.png,1.0,2.205337196558479,3.9328492503101855,4.845355947309036,8.028606414794922,0.2,0.3,9.005231355522632,0.12326272620638318,0.12733591251258705
soft_2mm_r2,9DTact,soft,0,2,0,9DTact_soft_2mm_r2,1000,999,0.3573564545336467,1.2201682222681942,91.3939522077672,False,2.992321041185684,0.7638972380305671,0.9927190869244572,1.19155,2.8482641375932816,0.5282725199129322,0.579203273557738,0.0043895604395604,0.0372632939602832,0.0564832886814542,0.0517299999999999,0.0667671057722305,0.0097708934690576,0.0020564444643946,49.54175426992039,reference.png,1.0,2.771101404915432,4.871724363251047,5.838692045175508,8.757144927978516,0.2,0.3,8.033416120208592,0.12555638134599145,0.16205366699606294
soft_3mm_r1,9DTact,soft,0,3,0,9DTact_soft_3mm_r1,1000,989,0.2579186789835674,0.7759670167273944,80.26533462794193,True,1.318710890302577,0.6740994560145771,0.991826812917072,1.46185,3.0915683038710307,0.5463412325446794,0.6345644147759942,0.0010160839160838,0.0331505661822947,0.064235697767447,0.0435,0.0779870839172424,0.0136923778264226,0.0022030922529209,49.66494576801023,reference.png,1.0,2.3382966107748464,3.5631822181384964,5.518338015343272,7.733412265777588,0.2,0.2,9.940112282554312,0.10558095087088032,0.18928621783056532
soft_3mm_r2,9DTact,soft,0,3,0,9DTact_soft_3mm_r2,1000,996,0.541015885941096,1.7766700669693312,84.0282293785372,False,2.661722329775626,0.7721430836550949,0.8998311788110196,1.4919,3.115996532411421,0.6573682560998424,0.6423473914479609,0.0034781818181818,0.0324103717818522,0.0614960730064005,0.0462475,0.0814283535910248,0.0125254019455229,0.0016985373812381,49.61559572253241,reference.png,1.0,2.3431035346375086,3.651339504696433,5.899876060251256,8.295554161071777,0.2,0.3,6.626140765905003,0.11224954081381695,0.1976386896549577
hard_1mm_r1,DIGIT,hard,2,1,0,DIGIT_hard_1mm_r1,1000,979,5.734391454523482,1.6239618772070592,111.14024742437104,True,2.932626209079701,8.608014245743764,0.998775107004553,0.3237,1.5763306474214096,0.5106209499028663,0.6885774571535144,0.0061285714285714,0.0445046411372054,0.009373275508503,0.08372,0.0351941644480163,0.0161798071405944,0.0026749166902793,49.824533894026594,reference_collect.png,1.1248613428074037,0.9149456774278968,6.806953509860081,2.1073436375516805,4.271094799041748,0.8,1.3,13.33899006767493,0.4271156242762755,0.17955061537382203
hard_1mm_r2,DIGIT,hard,2,1,0,DIGIT_hard_1mm_r2,1000,954,6.436095102811135,1.7077683963735713,115.06941802049924,True,2.489143769812503,8.444338970435728,0.9943568502705324,0.4424,1.8285191385380688,0.5043240129860252,0.7386379926594624,0.0011797202797202,0.110002789364284,0.0874191376510098,0.1442875,0.0794234144494912,0.0150332352671977,0.002104249456558,49.85058980834943,reference_collect.png,1.124753392268781,0.9964537082911886,7.581002884962792,2.557146707058919,4.465336799621582,0.8,1.0,14.923428681892064,0.7361137797152784,0.40519566704189913
hard_2mm_r1,DIGIT,hard,2,2,0,DIGIT_hard_2mm_r1,1000,979,2.443931799452986,1.5240446495503714,101.11007474342124,True,2.504955433049476,4.497324114585334,0.9974381789397128,0.5097,1.9539206508965503,0.5300892900195048,0.681419180534273,0.0097714285714285,0.0309794902736561,0.0077130997669291,0.0590875,0.0425064155484222,0.016431769845428,0.003400395338612,49.82601361384668,reference_collect.png,1.1183164299536223,1.1384735923721747,5.431615069486852,3.488502480819462,4.587725162506104,0.5,1.0,10.090030000497253,0.30144761645275236,0.21685564038116495
hard_2mm_r2,DIGIT,hard,2,2,0,DIGIT_hard_2mm_r2,1000,994,2.4357895369011087,1.5154242147280494,103.86899785578782,True,1.8299890256981093,4.714399900517974,0.9994977643697072,0.4916,1.9212312302271168,0.7419272600496583,0.7133778990829475,0.0006612121212121,0.0646202994030627,0.0782290920874102,0.09513,0.0951028186436501,0.0155428782021594,0.0025203108433452,49.850293565333146,reference_collect.png,1.1212390193317896,1.2145136883622345,6.165747504590975,3.53335161306139,4.954315662384033,0.6000000000000001,1.2000000000000002,4.244577433464095,0.4853261984878415,0.4851875269399907
hard_3mm_r1,DIGIT,hard,2,3,0,DIGIT_hard_3mm_r1,1000,985,2.384707060866137,2.453268752546101,87.37464478459978,False,2.5344574776444166,2.796396278624199,0.9972286590353124,0.725,2.2966007489330837,0.616953813104532,0.7830562882066653,0.0068321428571428,0.0410475831136055,0.0445169329821148,0.0619474999999999,0.0520400954119275,0.0148041639913534,0.0031305262882975,49.81595325193596,reference_collect.png,1.0914643276405789,0.8016832585145748,2.7585179428308173,3.114065454952817,3.875439405441284,0.4,0.9,2.115212882350011,0.3160385228721277,0.2654937630107782
hard_3mm_r2,DIGIT,hard,2,3,0,DIGIT_hard_3mm_r2,1000,986,2.014269654777044,1.753555609145641,95.86756291535792,True,2.2398165939247723,3.549234133060738,0.9974966498650631,0.602,2.1103544725945924,0.555260518747543,0.7003834079274008,0.0062321428571428,0.0400743421890435,0.0134999813402544,0.05327,0.0407828185040231,0.0157507678396081,0.002503821629226,49.87044611433464,reference_collect.png,0.9680024268364372,1.2447742765222585,4.554562445870536,4.016769931675423,4.580092430114746,0.5,1.1,3.8146160089955,0.2717683863497037,0.20806233857013695
medium_1mm_r1,DIGIT,medium,1,1,0,DIGIT_medium_1mm_r1__2,1000,967,4.658379137218636,1.5774083465958637,110.13704879845966,True,1.9862806542031712,7.759989280603919,0.9990914443643494,0.3599,1.6582134934923187,0.5173165784886042,0.7171818385876765,-0.0062964285714285,0.0416791029691218,0.0102721510383013,0.0914674999999999,0.0408453636611159,0.0153490257578175,0.002411395690345,49.4733837388976,reference_collect.png,1.11971837351154,0.921938471416372,6.500270746506749,2.3982677927616805,4.213598251342773,0.8,1.1,5.70445594008423,0.4666411653546367,0.20838142616948177
medium_1mm_r2,DIGIT,medium,1,1,0,DIGIT_medium_1mm_r2,1000,876,5.216954284215644,1.5307161369221616,111.79794098147342,True,2.22436960572278,8.931284989896636,0.9948828472150067,0.3709,1.6821513576369993,0.3911697646141522,0.843608449459819,0.0003443956043955,0.132186886468572,0.1405144718941302,0.1690124999999999,0.1658896148972561,0.0147986373856335,0.0026461163218555,49.823646104320346,reference_collect.png,1.1282149376270731,0.9559021106105436,7.301791276230341,2.479513116453285,4.32590913772583,0.8,1.2000000000000002,21.710773452837564,0.8622536962254415,0.8463216247944633
medium_2mm_r1,DIGIT,medium,1,2,0,DIGIT_medium_2mm_r1,1000,992,1.4169559976755122,1.2174892679149678,100.01727465504976,True,2.428870078021634,3.253280968961115,0.99605019754099,0.6381,2.1674012987907894,0.5068569843358791,0.7494944913073077,-0.0113333333333334,0.047681560333884,0.0563807235931009,0.0630124999999999,0.0550237412689076,0.0157552676836295,0.0029577193024906,49.7958447109106,reference_collect.png,1.081224308918214,1.4383337346082063,5.7942274692737215,3.8116153287667407,5.364961624145508,0.5,1.1,5.691398178814245,0.3214718499129093,0.2807154754190842
medium_2mm_r2,DIGIT,medium,1,2,0,DIGIT_medium_2mm_r2,1000,995,2.448045700008337,1.3607448016470658,104.14484284382507,True,2.279674482728535,4.272765388829054,0.9898844775878464,0.4891,1.9166588611435265,0.5473665699216755,0.7136729548609783,0.0018571428571428,0.0350668606578284,0.0117298793801667,0.0656249999999999,0.0400748359549126,0.014729592012406,0.0029305005326577,49.84081564750338,reference_collect.png,1.125619654282737,1.0743434058068333,5.681496583786522,2.7970295577618485,4.747264862060547,0.6000000000000001,1.2000000000000002,7.984189519069426,0.3348000817383007,0.2044504130034857
medium_3mm_r1,DIGIT,medium,1,3,0,DIGIT_medium_3mm_r1,1000,995,1.4051442495100008,1.7473781274856983,88.71822578833242,False,2.446147854973046,2.776172657393744,0.9965181257095252,0.72505,2.2966720483125145,0.5516846530350128,0.6837248578924128,-0.0026599999999999,0.0241281639635249,0.0068823929036717,0.0378749999999999,0.0352175457383971,0.0170651183257999,0.0026808149684629,49.79111564851967,reference_collect.png,1.1331850249155404,1.04659973337752,3.5491989935357275,3.5699365446016755,4.3644700050354,0.4,1.1,3.081606241034851,0.19322747574610477,0.17966990006609845
medium_3mm_r2,DIGIT,medium,1,3,0,DIGIT_medium_3mm_r2,1000,977,1.154779646702678,1.196358614045293,89.4599249424395,True,2.4030119967223595,2.4791113771157938,0.9973998687712992,0.8158,2.420923451908383,0.5284432961632514,0.7026340598775439,0.0005885714285713,0.0290318009295881,0.0077756814401737,0.0494349999999999,0.035178854790203,0.0151938359396916,0.0030779133901152,49.78816044063008,reference_collect.png,1.1134095626585925,1.1900145489233167,3.8544805291730353,4.09459311177128,4.769546508789063,0.4,1.1,3.469426594459863,0.2522033072873583,0.1794725098547778
soft_1mm_r1,DIGIT,soft,0,1,0,DIGIT_soft_1mm_r1,1000,943,11.388608101577692,1.75721576632761,114.43941305092626,True,1.8133504521055528,10.405755640793863,0.99518384616726,0.2751,1.457779129360823,0.4928391135184475,0.7169872707377726,0.0105799999999999,0.0807125845167601,0.0463923202774504,0.1193424999999999,0.0577520025810382,0.0157470700086879,0.0033884522032806,49.89476939914112,reference_collect.png,1.148659401542065,0.6920938122919007,6.797153296644166,2.2267801730042622,3.861995220184326,0.9,1.4,13.569730892239408,0.6088514857882389,0.2946342885284902
soft_1mm_r2,DIGIT,soft,0,1,0,DIGIT_soft_1mm_r2,1000,965,4.568942678208093,1.5580201051573634,109.46611343280809,True,2.029155012304486,8.844983683373217,0.9987411232770522,0.3417,1.6176653269449772,0.4126785777541624,0.7511410400850163,0.0031249999999999,0.0456517613336496,0.0123151263688142,0.0913999999999999,0.0473171405766505,0.0146193017590911,0.0030542114696957,49.92505832500119,reference_collect.png,1.1290023368521236,0.8481936681243603,5.971053201192976,2.252408286625458,4.06249475479126,0.7000000000000001,1.3,10.035259977927012,0.4662967995562773,0.24139859097425181
soft_2mm_r1,DIGIT,soft,0,2,0,DIGIT_soft_2mm_r1,1000,991,2.9155356033193307,1.906652347068539,102.74450351991818,True,2.3676432716448623,3.982192811796831,0.9922384025314462,0.5513,2.026442278970709,0.4880353866892099,0.6955626741710627,0.0111228571428571,0.0368587831541686,0.0083276008976857,0.04802,0.0363085374448476,0.0146384406581217,0.0029426918561048,49.94527138059968,reference_collect.png,1.1168148603953914,1.093345367152598,4.8612209294201945,2.960150964317229,4.759101867675781,0.5,1.2000000000000002,4.961377484477175,0.2449843798106396,0.18523582939936223
soft_2mm_r2,DIGIT,soft,0,2,0,DIGIT_soft_2mm_r2,1000,992,1.8308559456861329,1.6229351491287425,100.77340297180864,True,2.432439356831578,3.603876447072523,0.9937683535859858,0.621,2.1406445291079974,0.5947382279375414,0.681611640892378,0.0276892857142856,0.0456288189297207,0.0168019323394931,0.0725549999999999,0.0466633024426036,0.0150350669302675,0.0035099702305794,49.912581961848325,reference_collect.png,1.1156525830136277,1.2283861945638623,4.635357694748975,3.6403552901242415,4.796541213989258,0.5,1.1,4.408784678094005,0.3701549703698653,0.23806289481086104
soft_3mm_r1,DIGIT,soft,0,3,0,DIGIT_soft_3mm_r1,1000,995,1.539110391614518,1.3029018767486171,92.61911913935278,True,2.3383833281380206,3.050744218553378,0.9976525682511485,0.6529,2.1901875695930704,0.6883515297504035,0.7500415938466346,0.0027190909090909,0.0523738856848129,0.0774519505389485,0.068975,0.1157557974638588,0.0148869045007458,0.0037565373255706,49.8751902587519,reference_collect.png,1.088089597600346,0.8772558645001622,3.3079539946039023,3.573493953889605,4.156139850616455,0.4,1.0,2.796443915468727,0.3518908287679897,0.590553149753633
soft_3mm_r2,DIGIT,soft,0,3,0,DIGIT_soft_3mm_r2,1000,992,1.370408600299578,1.2274125746091995,90.30643458573026,True,1.7123585251607203,2.973737165170384,0.996071191564152,0.67535,2.22411833711698,0.5664523428956858,0.6989172232818418,0.0082371428571428,0.0271010165147309,0.0077586860822652,0.0561725,0.0379271814311193,0.0170343094003009,0.0038524421536043,49.82838134838135,reference_collect.png,1.0888222896717918,0.9799502635580946,3.440898547993316,3.368724244633873,4.404421806335449,0.4,0.9,4.366794006719418,0.2865761156791577,0.19349369056368945
hard_1mm_r1,DIGIT_Marker,hard,2,1,1,DIGIT_Marker_hard_1mm_r1__2,1000,893,9.409014285972164,1.7844020594160743,109.59370954358714,False,1.9146385211623944,11.76757336929739,0.9948611562271216,0.2807,1.472007985712034,0.3937524489182228,0.7177240888391583,0.0125366666666666,0.090804827255582,0.0219647363896447,0.13756,0.0526279382245935,0.0160255479498906,0.002650466967056,49.78875145414401,reference_collect.png,1.136232766742554,0.4510182339220833,4.463434018101812,1.3578887237825248,3.0482945442199707,1.5,1.7000000000000002,7.036249988391501,0.7017864399906342,0.2684906470680757
hard_1mm_r2,DIGIT_Marker,hard,2,1,1,DIGIT_Marker_hard_1mm_r2,1000,942,14.04688684134443,1.6905136269128824,116.85507771801971,False,1.9289897709228567,13.948653433304246,0.99045568591962,0.2618,1.4233273551787025,0.3371228875410579,0.7750118061681383,0.0021115384615384,0.146383404520777,0.0663071466182521,0.166145,0.0585657971287173,0.0158274313668854,0.0023362577520045,49.85503387614406,reference_collect.png,1.1203181263728743,0.3299551080906335,3.8749959668018574,0.9716945519940609,2.56523060798645,1.5,1.6,4.875362812557136,0.8476178254742942,0.29878367455783816
hard_2mm_r1,DIGIT_Marker,hard,2,2,1,DIGIT_Marker_hard_2mm_r1,1000,985,4.954044472368507,2.371191251308643,96.95203120755916,False,1.8064001533010208,6.23027919823399,0.9992704896892712,0.4625,1.8671083926756904,0.7045310094429851,0.7801835492369729,-0.0050872727272726,0.0853336676660148,0.0829006800735866,0.10731,0.0834256582249978,0.0159746119980464,0.0022584331916773,49.912581961848325,reference_collect.png,1.1180658375137085,0.5358988403962407,3.726573102657974,1.5516381993925512,3.2722508907318115,1.0,1.8,3.0831829522978493,0.5474607653052846,0.42561061129395594
hard_2mm_r2,DIGIT_Marker,hard,2,2,1,DIGIT_Marker_hard_2mm_r2,1000,987,3.677996398808068,1.366382986465427,91.2134140949101,False,1.0385466460577633,6.414272082581347,0.9996885249378974,0.4516,1.8463091398788016,0.5858397158295968,0.765135960859245,0.0047357142857142,0.0501653774329218,0.0171638804561486,0.0879875,0.0423513441878022,0.0157460321598704,0.002556795420026,49.91020621868939,reference_collect.png,1.101303072848613,0.7555839758951284,4.957243915553574,2.1122965912433487,3.690252780914306,1.2000000000000002,2.1,4.807750376731667,0.4488836463265188,0.21606280216905893
hard_3mm_r1,DIGIT_Marker,hard,2,3,1,DIGIT_Marker_hard_3mm_r1,1000,998,2.460661547274419,1.5797108540900295,82.82859802821872,False,1.6114286309035837,3.636623662119563,0.9978003113193932,0.72955,2.3030755084234644,0.7248924341360234,0.8504438037283827,0.0054418181818182,0.0640008544969829,0.0815946322643474,0.089485,0.1016022672603617,0.0153995726117869,0.0022487309262239,49.84792374794989,reference_collect.png,1.0970976622560025,0.6987826418364269,3.1088806743943387,2.145792762483224,3.664457321166992,1.6,2.3000000000000003,2.8160143017832424,0.4565234049328431,0.5183417667608767
hard_3mm_r2,DIGIT_Marker,hard,2,3,1,DIGIT_Marker_hard_3mm_r2,1000,994,2.407448589384328,1.8023199390783589,85.22867961477,False,2.5240364374738102,4.489527546298807,0.9995097596474214,0.5644,2.048573318190003,0.5746595414083427,0.6927865567402417,0.01168,0.039153023547057,0.0112766132386932,0.0729199999999999,0.0391344693207905,0.0158269770539777,0.0029761121211452,49.88527456320841,reference_collect.png,1.1265388729597,0.497011337223454,2.331288407610616,1.726614725775585,3.123751640319824,1.5,2.3000000000000003,2.693177580542685,0.3720141553076256,0.1996513514507143
medium_1mm_r1,DIGIT_Marker,medium,1,1,1,DIGIT_Marker_medium_1mm_r1,1000,931,4.2584208054383526,1.652728362617891,98.17513265018174,False,1.5628460163926814,6.300875357589917,0.9981047544615358,0.44995,1.8431345576218792,0.7152953247284222,0.8919947287960843,0.0021599999999999,0.1727732065137125,0.1633546667514316,0.2275049999999999,0.146863763945809,0.0151157259516511,0.002588183327084,49.69201241617895,reference_collect.png,1.1130728567615498,0.8031668996892073,5.253069883404286,1.7369465782017637,3.852497577667236,0.6000000000000001,1.2000000000000002,8.024189752767187,1.1606566155137334,0.74925122174436
medium_1mm_r2,DIGIT_Marker,medium,1,1,1,DIGIT_Marker_medium_1mm_r2,1000,897,9.434903148038412,2.2867782658121056,103.8973401138131,True,2.1819073381964795,9.448823352678083,0.995911542322733,0.31755,1.5619097277051577,0.4829046545422,0.881735608728603,0.0127551515151515,0.1135648994479792,0.0547667158311316,0.1699625,0.0683833499820452,0.0152318447799838,0.00229827618423,49.83311749260399,reference_collect.png,1.1100251827686531,0.6370972782460383,6.028921564741655,1.848216585280292,3.483591318130493,1.7000000000000002,1.8,2.963002805081265,0.8670934705358255,0.3488696404371409
medium_2mm_r1,DIGIT_Marker,medium,1,2,1,DIGIT_Marker_medium_2mm_r1,1000,992,3.1920033461662336,1.8604268378387427,90.95340615734834,False,1.8164202306345756,5.405151423111949,0.994802159154604,0.4737,1.888175921359024,0.7413263183749172,0.7225485227304806,0.0111928571428571,0.0406032249743514,0.0160445232650258,0.061035,0.0607169851771615,0.0161902642317343,0.0023106159951077,49.81447412958663,reference_collect.png,1.1195720853390312,0.6087986280209648,3.729099095268411,1.8130674165250376,3.453373432159424,1.5,2.3000000000000003,3.838909258011934,0.3113807456006714,0.30975833726696916
medium_2mm_r2,DIGIT_Marker,medium,1,2,1,DIGIT_Marker_medium_2mm_r2,1000,996,2.88534943968907,1.6136876201273012,90.34144297921408,False,1.9523690663823996,4.9000514931367976,0.9974111165920424,0.5205,1.973088885478807,0.8218663200924033,0.8831282355920911,0.0050783333333333,0.0471695824777869,0.0464383301589333,0.06772,0.0668919975128643,0.0113803639096267,0.0023880092794191,49.78106937273752,reference_collect.png,1.1258978000744075,0.7235086130400122,3.984396915113937,2.0253659493169827,3.546959638595581,1.7000000000000002,2.4000000000000004,5.874857980555491,0.34548544428733463,0.3412612445363143
medium_3mm_r1,DIGIT_Marker,medium,1,3,1,DIGIT_Marker_medium_3mm_r1,1000,997,1.731196388646229,1.306765435404841,,False,3.062899775293102,3.419565319914587,0.9877734881828872,0.7018,2.2631563710888383,0.5843122101397953,0.7856311390213604,0.0058642857142857,0.0350270133246888,0.0151913325102187,0.0514899999999999,0.0564134330917813,0.0153928909390631,0.0022827130388978,49.85562647838439,reference_collect.png,1.110392724114143,0.827307721344374,4.150425978297543,1.930408143922604,4.880215167999268,0.8,2.4000000000000004,6.276272456545363,0.26268525585284735,0.2878030123373876
medium_3mm_r2,DIGIT_Marker,medium,1,3,1,DIGIT_Marker_medium_3mm_r2,1000,981,2.2582729322523987,1.4486631272147612,83.27704604480881,False,0.7973934472699908,4.251184426357648,0.9984668211321702,0.7014,2.262573322568796,1.0286045214211958,0.8195200803519094,-0.0035262237762237,0.099161899760414,0.092109045327059,0.1111525,0.0859865535100541,0.0151279523820521,0.0024345716989543,49.89773727664232,reference_collect.png,1.1226691328225933,0.4163751074044355,1.938573172520772,1.4426291266666913,3.0233194828033447,1.1,1.7000000000000002,3.81638397991213,0.5670639522467212,0.4386754672498186
