principle,dataset,pass_key,probe,unit,hardness,thickness_mm,rep,folder,shape_ball4/ladder.csv,scale_ball4/scale.yaml,ok,need,shape_cube4/ladder.csv,shape_cyl4/ladder.csv,shape_pair025/ladder.csv,shape_pair050/ladder.csv,shape_pair075/ladder.csv,shape_pair100/ladder.csv,stream/frames.csv,shape_pair010/ladder.csv,calibgrid_ball4/grid.csv,characterize/steps.csv
DIGIT_Marker,20260910_passA_cube4,passA_cube4,정육면체 4 mm,medium_3mm_r1,medium,3,1,True,,,True,shape_cube4/ladder.csv,3.0,,,,,,,,,
DIGIT_Marker,20260910_passA_cube4,passA_cube4,정육면체 4 mm,medium_3mm_r2,medium,3,2,True,,,True,shape_cube4/ladder.csv,3.0,,,,,,,,,
DIGIT_Marker,20260910_passA_cube4,passA_cube4,정육면체 4 mm,hard_1mm_r1,hard,1,1,True,,,True,shape_cube4/ladder.csv,8.0,,,,,,,,,
DIGIT_Marker,20260910_passA_cube4,passA_cube4,정육면체 4 mm,hard_1mm_r2,hard,1,2,True,,,True,shape_cube4/ladder.csv,8.0,,,,,,,,,
DIGIT_Marker,20260910_passA_cube4,passA_cube4,정육면체 4 mm,hard_2mm_r1,hard,2,1,True,,,True,shape_cube4/ladder.csv,7.0,,,,,,,,,
DIGIT_Marker,20260910_passA_cube4,passA_cube4,정육면체 4 mm,hard_2mm_r2,hard,2,2,True,,,True,shape_cube4/ladder.csv,4.0,,,,,,,,,
DIGIT_Marker,20260910_passA_cube4,passA_cube4,정육면체 4 mm,hard_3mm_r1,hard,3,1,True,,,True,shape_cube4/ladder.csv,6.0,,,,,,,,,
DIGIT_Marker,20260910_passA_cube4,passA_cube4,정육면체 4 mm,hard_3mm_r2,hard,3,2,True,,,True,shape_cube4/ladder.csv,2.0,,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_1mm_r1,soft,1,1,True,,,True,shape_cyl4/ladder.csv,,2.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_1mm_r2,soft,1,2,True,,,True,shape_cyl4/ladder.csv,,8.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_2mm_r1,soft,2,1,True,,,True,shape_cyl4/ladder.csv,,4.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_2mm_r2,soft,2,2,True,,,True,shape_cyl4/ladder.csv,,5.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_3mm_r1,soft,3,1,True,,,True,shape_cyl4/ladder.csv,,4.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,soft_3mm_r2,soft,3,2,True,,,True,shape_cyl4/ladder.csv,,5.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_1mm_r1,medium,1,1,True,,,True,shape_cyl4/ladder.csv,,8.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_1mm_r2,medium,1,2,True,,,True,shape_cyl4/ladder.csv,,6.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_2mm_r1,medium,2,1,True,,,True,shape_cyl4/ladder.csv,,6.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_2mm_r2,medium,2,2,True,,,True,shape_cyl4/ladder.csv,,5.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_3mm_r1,medium,3,1,True,,,True,shape_cyl4/ladder.csv,,3.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,medium_3mm_r2,medium,3,2,True,,,True,shape_cyl4/ladder.csv,,4.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_1mm_r1,hard,1,1,True,,,True,shape_cyl4/ladder.csv,,8.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_1mm_r2,hard,1,2,True,,,True,shape_cyl4/ladder.csv,,8.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_2mm_r1,hard,2,1,True,,,True,shape_cyl4/ladder.csv,,4.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_2mm_r2,hard,2,2,True,,,True,shape_cyl4/ladder.csv,,4.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_3mm_r1,hard,3,1,True,,,True,shape_cyl4/ladder.csv,,7.0,,,,,,,,
DIGIT_Marker,20260910_passA_cyl4,passA_cyl4,원기둥 ⌀4 mm,hard_3mm_r2,hard,3,2,True,,,True,shape_cyl4/ladder.csv,,3.0,,,,,,,,
