unit,principle,hardness,hard,thickness_mm,marker,run,n_frames,n_frames_le2N,hertz_k,hertz_n,px_per_mm,scale_trusted,tilt_deg,hertz_a_ball8,zero_r2,d_2N_mm,a_2N_mm,mu,shear_max_N,creep_mm_per_cycle,fz_noise_mae,lat_noise_mae,fz_rate_per_frame,lat_rate_per_frame,fz_sd_0N,lat_sd_0N,ft_rate_hz,reference_used,pedestal_ratio,img_slope_lvl_per_N,img_slope_lvl_per_mm,imprint_area_slope_pct_per_N,img_resp_at_2N,bw_normal_f90,bw_shear_f90,shear_snr,fz_best,fz_knee,fz_res_loss,fz_seeds,sh_best,sh_knee,sh_res_loss,sh_seeds,n_resolved,dip_175_max,um_per_level,cyl4_corrected_rms_after_linear
medium_3mm_r2,9DTact,medium,1,3,0,9DTact_medium_3mm_r2,1000,994,0.3672156220425261,0.7699192855693919,79.2102836584373,True,2.85017304304826,1.0131898251937996,0.9956771883340044,1.2413,2.896476188405491,0.4705655583754368,0.6364916799141996,3.945836176194101e-17,0.0303938552259976,0.0440685128620829,0.03935,0.0598849229011924,0.0181133920612239,0.0019889305079002,49.5493626622878,reference.png,1.0,1.843508943300241,3.2277597450786653,5.715970234168033,7.930103302001953,0.2,0.3,2.939279794692993,0.038093488663434934,16,0.0859853265186151,3,0.039209989209969764,48,0.0845576400558154,3,1.0,0.6155735178311894,49.0937996499608,0.039499740862761
soft_1mm_r1,9DTact,soft,0,1,0,9DTact_soft_1mm_r1,1000,998,1.7665607984832212,1.9730118800010128,99.87153374153418,True,3.5436620492881934,1.5759284973550576,0.9969692021980932,0.8990499999999999,2.5266794607745555,0.5926880151859895,0.6809748219280944,0.007300606060606,0.0468966886205275,0.0700658459923773,0.055625,0.0679177920298223,0.0134198652628656,0.0020765176888247,49.52215879237976,reference.png,1.0,0.96594149540142,2.180944385369532,2.8910304679697068,4.547440052032471,0.3,0.4,8.637056350708008,0.03844680140415823,48,0.04531379540761311,3,0.0398696102201938,48,0.014282797773679107,3,3.0,0.5792340080558382,63.650420480006005,0.030581084337633
soft_1mm_r2,9DTact,soft,0,1,0,9DTact_soft_1mm_r2,1000,974,0.6871490044973613,1.21761416026182,98.94444329998736,True,0.9283683088730263,1.248516450660352,0.966462455040891,0.9623,2.602379432365696,0.4329468653491817,0.6799906761860783,-0.0004999999999999,0.0622294594146842,0.0751956920173658,0.0811324999999999,0.0720040689483161,0.0133493904824871,0.0020280751615946,49.49031268436578,reference.png,1.0,0.9132674412372416,2.136019802606752,3.659532892529109,4.613423824310303,0.3,0.4,9.624848365783691,0.05134201546510057,16,0.027579973141352333,3,0.058179038266340834,80,0.03907043735186257,3,2.0,0.5281492904140821,54.356021426326095,0.0050631261247349
soft_2mm_r1,9DTact,soft,0,2,0,9DTact_soft_2mm_r1,1000,996,0.419654304836384,0.931543404869195,88.66521416832653,True,3.6652818051472047,1.0054327520999982,0.9962913783543428,1.1613,2.8181168020506178,0.5509348757054989,0.6593147844542847,0.0018730769230769,0.0333775752316964,0.043377126637665,0.0507850000000001,0.0524631777665231,0.0139571956771629,0.0022198007711453,49.597994465860985,reference.png,1.0,2.2053371965584807,3.932849250310191,4.845355947309035,8.028606414794922,0.2,0.3,9.005230903625488,0.03366762834290657,16,0.03185704536736013,3,0.031794299681981365,48,0.019332117090622568,3,2.0,0.3686326334788363,33.6794968449302,0.0200326655021825
soft_2mm_r2,9DTact,soft,0,2,0,9DTact_soft_2mm_r2,1000,999,0.3573564545336469,1.2201682222681949,91.3939522077672,False,2.992321041185684,0.7638972380305671,0.9927190869244572,1.19155,2.8482641375932816,0.5282725199129322,0.579203273557738,0.0043895604395604,0.0372632939602832,0.0564832886814542,0.0517299999999999,0.0667671057722305,0.0097708934690576,0.0020564444643946,49.54175426992039,reference.png,1.0,2.771101359022416,4.871724267723572,5.838692045175508,8.7571439743042,0.2,0.3,8.033417701721191,0.030658898875117233,16,0.06663871494432297,3,0.03313710230092203,48,0.02840026281774044,3,3.0,0.5177612856474495,37.5766269581888,0.0298924972859688
soft_3mm_r1,9DTact,soft,0,3,0,9DTact_soft_3mm_r1,1000,989,0.2579186789835673,0.7759670167273942,80.26533462794193,True,1.318710890302577,0.6740994560145771,0.991826812917072,1.46185,3.0915683038710307,0.5463412325446794,0.6345644147759942,0.0010160839160839,0.0331505661822947,0.064235697767447,0.0435,0.0779870839172424,0.0136923778264226,0.0022030922529209,49.66494576801023,reference.png,1.0,2.3382966107748437,3.563182218138497,5.51833801534327,7.733412265777588,0.2,0.2,9.940109252929688,0.034491091966628966,320,0.04171163837114971,3,0.051500850667556074,80,0.03213844324151673,3,1.0,0.2270803275282727,39.6713417411664,0.0305645507832693
soft_3mm_r2,9DTact,soft,0,3,0,9DTact_soft_3mm_r2,1000,996,0.5410158859410963,1.7766700669693314,84.0282293785372,False,2.661722329775626,0.7721430836550949,0.8998311788110196,1.4919,3.115996532411421,0.6573682560998424,0.6423473914479609,0.0034781818181818,0.0324103717818522,0.0614960730064005,0.0462475,0.0814283535910248,0.0125254019455229,0.0016985373812381,49.61559572253241,reference.png,1.0,2.343103410130174,3.651339417836731,5.899876060251255,8.295553207397461,0.2,0.3,6.626141548156738,0.03430414820710817,32,0.055632552752892125,3,0.03883534297347063,80,0.0557068573931853,3,2.0,0.3948990693137235,41.9588679567674,0.0446026963950784
hard_1mm_r1,DIGIT,hard,2,1,0,DIGIT_hard_1mm_r1,1000,979,5.734391454523481,1.6239618772070594,111.14024742437104,True,2.932626209079701,8.608014245743764,0.998775107004553,0.3237,1.5763306474214096,0.5106209499028663,0.6885774571535144,0.0061285714285713,0.0445046411372054,0.009373275508503,0.08372,0.0351941644480163,0.0161798071405944,0.0026749166902793,49.824533894026594,reference_collect.png,1.1248613428074037,0.914945959438358,6.806955388203086,2.10734363755168,4.271093845367432,0.8,1.3,13.3389892578125,0.052952982485294266,640,0.035206424693266604,1,0.039227788647015864,48,0.041931882500648505,1,,,,
hard_1mm_r2,DIGIT,hard,2,1,0,DIGIT_hard_1mm_r2,1000,954,6.436095102811137,1.7077683963735726,115.06941802049924,True,2.489143769812503,8.444338970435728,0.9943568502705324,0.4424,1.8285191385380688,0.5043240129860252,0.7386379926594624,0.0011797202797202,0.110002789364284,0.0874191376510098,0.1442875,0.0794234144494912,0.0150332352671977,0.002104249456558,49.85058980834943,reference_collect.png,1.124753392268781,0.9964537889427186,7.581003364980517,2.557146707058919,4.465337753295898,0.8,1.0,14.923428535461426,0.0606600021322568,32,0.06875357031822202,1,0.0715080251296361,80,0.05671300242344539,1,,,,
hard_2mm_r1,DIGIT,hard,2,2,0,DIGIT_hard_2mm_r1,1000,979,2.443931799452987,1.5240446495503714,101.11007474342124,True,2.504955433049476,4.497324114585334,0.9974381789397128,0.5097,1.9539206508965503,0.5300892900195048,0.681419180534273,0.0097714285714285,0.0309794902736561,0.0077130997669291,0.0590875,0.0425064155484222,0.016431769845428,0.003400395338612,49.82601361384668,reference_collect.png,1.1183164299536223,1.1384737580514288,5.431615828750302,3.488502480819462,4.587723731994629,0.5,1.0,10.0900297164917,0.060084792474905634,48,0.024356675644715574,1,0.028825797761479966,32,0.05778340684870881,1,,,,
hard_2mm_r2,DIGIT,hard,2,2,0,DIGIT_hard_2mm_r2,1000,994,2.4357895369011087,1.5154242147280494,103.86899785578782,True,1.8299890256981093,4.714399900517974,0.9994977643697072,0.4916,1.9212312302271168,0.7419272600496583,0.7133778990829475,0.0006612121212121,0.0646202994030627,0.0782290920874102,0.09513,0.0951028186436501,0.0155428782021594,0.0025203108433452,49.850293565333146,reference_collect.png,1.1212390193317896,1.214513557036197,6.165747182258639,3.5333516130613893,4.954315185546875,0.6000000000000001,1.2000000000000002,4.244578361511231,0.0631183609366417,48,0.0368020931879679,1,0.053099013864994,32,0.04184798647960026,1,,,,
hard_3mm_r1,DIGIT,hard,2,3,0,DIGIT_hard_3mm_r1,1000,985,2.384707060866138,2.4532687525461023,87.37464478459978,False,2.5344574776444166,2.796396278624199,0.9972286590353124,0.725,2.2966007489330837,0.616953813104532,0.7830562882066653,0.0068321428571428,0.0410475831136055,0.0445169329821148,0.0619474999999999,0.0520400954119275,0.0148041639913534,0.0031305262882975,49.81595325193596,reference_collect.png,1.0914643276405789,0.8016834558142258,2.7585187426153146,3.1140654549528173,3.8754398822784415,0.4,0.9,2.1152126789093018,0.06448649242520327,48,0.044334075103203474,1,0.039989794294039364,16,0.0284818435708682,1,,,,
hard_3mm_r2,DIGIT,hard,2,3,0,DIGIT_hard_3mm_r2,1000,986,2.0142696547770425,1.7535556091456408,95.86756291535792,True,2.2398165939247723,3.549234133060738,0.9974966498650631,0.602,2.1103544725945924,0.555260518747543,0.7003834079274008,0.0062321428571428,0.0400743421890435,0.0134999813402544,0.05327,0.0407828185040231,0.0157507678396081,0.002503821629226,49.87044611433464,reference_collect.png,0.9680024268364372,1.24477402530642,4.554561655667352,4.016769931675423,4.58009147644043,0.5,1.1,3.8146169185638423,0.05668903887271876,80,0.0350757837295532,1,0.028527148688832864,48,0.03211758099496363,1,,,,
medium_1mm_r1,DIGIT,medium,1,1,0,DIGIT_medium_1mm_r1,1000,967,4.658379137218635,1.5774083465958637,110.13704879845966,True,1.9862806542031712,7.759989280603919,0.9990914443643494,0.3599,1.6582134934923187,0.5173165784886042,0.7171818385876765,-0.0062964285714285,0.0416791029691218,0.0102721510383013,0.0914674999999999,0.0408453636611159,0.0153490257578175,0.002411395690345,49.4733837388976,reference_collect.png,1.11971837351154,0.9219385796277936,6.500271095831723,2.3982677927616805,4.213599681854248,0.8,1.1,5.704456329345703,0.0460566096007823,854,0.03968126699328431,1,0.0296579729765653,80,0.056580213829875,1,,,,
medium_1mm_r2,DIGIT,medium,1,1,0,DIGIT_medium_1mm_r2,1000,876,5.216954284215638,1.5307161369221611,111.79794098147342,True,2.22436960572278,8.931284989896636,0.9948828472150067,0.3709,1.6821513576369993,0.3911697646141522,0.843608449459819,0.0003443956043955,0.132186886468572,0.1405144718941302,0.1690124999999999,0.1658896148972561,0.0147986373856335,0.0026461163218555,49.823646104320346,reference_collect.png,1.1282149376270731,0.955902278680314,7.30179170665596,2.4795131164532846,4.325908660888672,0.8,1.2000000000000002,21.710773468017575,0.06391183783610656,48,0.0264444500207901,1,0.08927973856528597,160,0.06365037709474562,1,,,,
medium_2mm_r1,DIGIT,medium,1,2,0,DIGIT_medium_2mm_r1,1000,992,1.416955997675514,1.2174892679149694,100.01727465504976,True,2.428870078021634,3.253280968961115,0.99605019754099,0.6381,2.1674012987907894,0.5068569843358791,0.7494944913073077,-0.0113333333333333,0.047681560333884,0.0563807235931009,0.0630124999999999,0.0550237412689076,0.0157552676836295,0.0029577193024906,49.7958447109106,reference_collect.png,1.081224308918214,1.4383335170071256,5.794226754543725,3.811615328766741,5.364961624145508,0.5,1.1,5.691398143768311,0.053054810812075866,160,0.016089209665854802,1,0.043255736430486,80,0.052203148603439345,1,,,,
medium_2mm_r2,DIGIT,medium,1,2,0,DIGIT_medium_2mm_r2,1000,995,2.448045700008338,1.360744801647067,104.14484284382507,True,2.279674482728535,4.272765388829054,0.9898844775878464,0.4891,1.9166588611435265,0.5473665699216755,0.7136729548609783,0.0018571428571428,0.0350668606578284,0.0117298793801667,0.0656249999999999,0.0400748359549126,0.014729592012406,0.0029305005326577,49.84081564750338,reference_collect.png,1.125619654282737,1.0743434510292786,5.681497065708103,2.797029557761848,4.747265815734863,0.6000000000000001,1.2000000000000002,7.984189987182617,0.0503194170693556,80,0.03827070320645969,1,0.0280077401548624,32,0.04686480822662506,1,,,,
medium_3mm_r1,DIGIT,medium,1,3,0,DIGIT_medium_3mm_r1,1000,995,1.4051442495100013,1.7473781274856994,88.71822578833242,False,2.446147854973046,2.776172657393744,0.9965181257095252,0.72505,2.2966720483125145,0.5516846530350128,0.6837248578924128,-0.00266,0.0241281639635249,0.0068823929036717,0.0378749999999999,0.0352175457383971,0.0170651183257999,0.0026808149684629,49.79111564851967,reference_collect.png,1.1331850249155404,1.0465993103716318,3.549197566367829,3.569936544601676,4.364470481872559,0.4,1.1,3.08160662651062,0.05675232907136277,48,0.04100880771875383,1,0.03610105812549586,48,0.04188665002584461,1,,,,
medium_3mm_r2,DIGIT,medium,1,3,0,DIGIT_medium_3mm_r2,1000,977,1.1547796467026776,1.196358614045293,89.4599249424395,True,2.4030119967223595,2.4791113771157938,0.9973998687712992,0.8158,2.420923451908383,0.5284432961632514,0.7026340598775439,0.0005885714285713,0.0290318009295881,0.0077756814401737,0.0494349999999999,0.035178854790203,0.0151938359396916,0.0030779133901152,49.78816044063008,reference_collect.png,1.1134095626585925,1.1900142491309442,3.8544795165249166,4.094593111771278,4.769548416137695,0.4,1.1,3.4694271087646484,0.061771549284458105,854,0.05739979694286983,1,0.0381266996264457,1280,0.07205532242854436,1,,,,
soft_1mm_r1,DIGIT,soft,0,1,0,DIGIT_soft_1mm_r1,1000,943,11.388608101577674,1.7572157663276078,114.43941305092626,True,1.8133504521055528,10.405755640793863,0.99518384616726,0.2751,1.457779129360823,0.4928391135184475,0.7169872707377726,0.0105799999999999,0.0807125845167601,0.0463923202774504,0.1193424999999999,0.0577520025810382,0.0157470700086879,0.0033884522032806,49.89476939914112,reference_collect.png,1.148659401542065,0.6920932669003493,6.7971476267345965,2.226780173004262,3.8619961738586426,0.9,1.4,13.569730758666992,0.05902178213000294,48,0.033384532978137337,1,0.0372512005269527,160,0.035717858622471496,1,,,,
soft_1mm_r2,DIGIT,soft,0,1,0,DIGIT_soft_1mm_r2,1000,965,4.568942678208094,1.558020105157364,109.46611343280809,True,2.029155012304486,8.844983683373217,0.9987411232770522,0.3417,1.6176653269449772,0.4126785777541624,0.7511410400850163,0.003125,0.0456517613336496,0.0123151263688142,0.0913999999999999,0.0473171405766505,0.0146193017590911,0.0030542114696957,49.92505832500119,reference_collect.png,1.1290023368521236,0.8481937316547834,5.971053840513307,2.252408286625458,4.062495231628418,0.7000000000000001,1.3,10.035260200500488,0.0508814044296741,1920,0.02444601679841677,1,0.0437835939228534,1280,0.06809209659695628,1,,,,
soft_2mm_r1,DIGIT,soft,0,2,0,DIGIT_soft_2mm_r1,1000,991,2.9155356033193307,1.906652347068539,102.74450351991818,True,2.3676432716448623,3.982192811796831,0.9922384025314462,0.5513,2.026442278970709,0.4880353866892099,0.6955626741710627,0.011122857142857,0.0368587831541686,0.0083276008976857,0.04802,0.0363085374448476,0.0146384406581217,0.0029426918561048,49.94527138059968,reference_collect.png,1.1168148603953914,1.0933452128112235,4.861219986260307,2.960150964317229,4.759100437164307,0.5,1.2000000000000002,4.961376667022705,0.0629716590046882,320,0.024848463634649945,1,0.043287079781293834,80,0.06131673728426298,1,,,,
soft_2mm_r2,DIGIT,soft,0,2,0,DIGIT_soft_2mm_r2,1000,992,1.8308559456861333,1.6229351491287427,100.77340297180864,True,2.432439356831578,3.603876447072523,0.9937683535859858,0.621,2.1406445291079974,0.5947382279375414,0.681611640892378,0.0276892857142857,0.0456288189297207,0.0168019323394931,0.0725549999999999,0.0466633024426036,0.0150350669302675,0.0035099702305794,49.912581961848325,reference_collect.png,1.1156525830136277,1.228385944762182,4.635356762903528,3.6403552901242415,4.796539306640625,0.5,1.1,4.40878438949585,0.06619655092557264,426,0.03723772615194319,1,0.028399632001916503,32,0.026698128009835898,1,,,,
soft_3mm_r1,DIGIT,soft,0,3,0,DIGIT_soft_3mm_r1,1000,995,1.5391103916145186,1.3029018767486182,92.61911913935278,True,2.3383833281380206,3.050744218553378,0.9976525682511485,0.6529,2.1901875695930704,0.6883515297504035,0.7500415938466346,0.0027190909090909,0.0523738856848129,0.0774519505389485,0.068975,0.1157557974638588,0.0148869045007458,0.0037565373255706,49.8751902587519,reference_collect.png,1.088089597600346,0.8772561832877499,3.307955285018106,3.573493953889607,4.156139373779297,0.4,1.0,2.7964441776275635,0.0552513127525647,48,0.0325219084819158,1,0.07511314749717707,32,0.04687872529029846,1,,,,
soft_3mm_r2,DIGIT,soft,0,3,0,DIGIT_soft_3mm_r2,1000,992,1.370408600299578,1.2274125746091995,90.30643458573026,True,1.7123585251607203,2.973737165170384,0.996071191564152,0.67535,2.22411833711698,0.5664523428956858,0.6989172232818418,0.0082371428571428,0.0271010165147309,0.0077586860822652,0.0561725,0.0379271814311193,0.0170343094003009,0.0038524421536043,49.82838134838135,reference_collect.png,1.0888222896717918,0.9799500469983168,3.440897936187472,3.368724244633873,4.404422283172607,0.4,0.9,4.366793155670166,0.0493875704705715,320,0.03062224015593524,1,0.045831332604090336,48,0.04097005476554233,1,,,,
hard_1mm_r1,DIGIT_Marker,hard,2,1,1,DIGIT_Marker_hard_1mm_r1,1000,893,9.409014285972164,1.7844020594160743,109.59370954358714,False,1.9146385211623944,11.76757336929739,0.9948611562271216,0.2807,1.472007985712034,0.3937524489182228,0.7177240888391583,0.0125366666666666,0.090804827255582,0.0219647363896447,0.13756,0.0526279382245935,0.0160255479498906,0.002650466967056,49.78875145414401,reference_collect.png,1.136232766742554,0.4510182905007456,4.4634341908112685,1.3578887237825246,3.048295497894287,1.5,1.7000000000000002,7.036250591278076,0.06277975936730697,48,0.04586918900410336,1,0.0313096859802802,80,0.06764186484118298,1,,,,
hard_1mm_r2,DIGIT_Marker,hard,2,1,1,DIGIT_Marker_hard_1mm_r2,1000,942,14.04688684134443,1.6905136269128824,116.85507771801971,False,1.9289897709228567,13.948653433304246,0.99045568591962,0.2618,1.4233273551787025,0.3371228875410579,0.7750118061681383,0.0021115384615384,0.146383404520777,0.0663071466182521,0.166145,0.0585657971287173,0.0158274313668854,0.0023362577520045,49.85503387614406,reference_collect.png,1.1203181263728743,0.3299550212350728,3.874995284439292,0.9716945519940604,2.565230131149292,1.5,1.6,4.875362873077393,0.0646598786115646,1280,0.06986812005440397,1,0.0304212123155593,160,0.0753759567936262,1,,,,
hard_2mm_r1,DIGIT_Marker,hard,2,2,1,DIGIT_Marker_hard_2mm_r1,1000,985,4.95404447236851,2.371191251308644,96.95203120755916,False,1.8064001533010208,6.23027919823399,0.9992704896892712,0.4625,1.8671083926756904,0.7045310094429851,0.7801835492369729,-0.0050872727272727,0.0853336676660148,0.0829006800735866,0.10731,0.0834256582249978,0.0159746119980464,0.0022584331916773,49.912581961848325,reference_collect.png,1.1180658375137085,0.5358988752466314,3.726573245766137,1.5516381993925517,3.2722513675689697,1.0,1.8,3.0831832885742188,0.0665698498487472,640,0.045559518039226574,1,0.0343310870230197,640,0.08012322460611662,1,,,,
hard_2mm_r2,DIGIT_Marker,hard,2,2,1,DIGIT_Marker_hard_2mm_r2,1000,987,3.677996398808068,1.3663829864654282,91.2134140949101,False,1.0385466460577633,6.414272082581347,0.9996885249378974,0.4516,1.8463091398788016,0.5858397158295968,0.765135960859245,0.0047357142857142,0.0501653774329218,0.0171638804561486,0.0879875,0.0423513441878022,0.0157460321598704,0.002556795420026,49.91020621868939,reference_collect.png,1.101303072848613,0.7555841605847166,4.957244967498905,2.112296591243349,3.690254211425781,1.2000000000000002,2.1,4.807749271392822,0.05179325987895327,160,0.10865903894106546,1,0.0362618453800678,854,0.12604371334115663,1,,,,
hard_3mm_r1,DIGIT_Marker,hard,2,3,1,DIGIT_Marker_hard_3mm_r1,1000,998,2.460661547274417,1.5797108540900278,82.82859802821872,False,1.6114286309035837,3.636623662119563,0.9978003113193932,0.72955,2.3030755084234644,0.7248924341360234,0.8504438037283827,0.0054418181818181,0.0640008544969829,0.0815946322643474,0.089485,0.1016022672603617,0.0153995726117869,0.0022487309262239,49.84792374794989,reference_collect.png,1.0970976622560025,0.6987823723957053,3.108879120804327,2.1457927624832225,3.6644580364227295,1.6,2.3000000000000003,2.816014528274536,0.05335492019851997,640,0.04842421039938929,1,0.05034927775462463,80,0.061406244834264136,1,,,,
hard_3mm_r2,DIGIT_Marker,hard,2,3,1,DIGIT_Marker_hard_3mm_r2,1000,994,2.4074485893843294,1.8023199390783604,85.22867961477,False,2.5240364374738102,4.489527546298807,0.9995097596474214,0.5644,2.048573318190003,0.5746595414083427,0.6927865567402417,0.0116799999999999,0.039153023547057,0.0112766132386932,0.0729199999999999,0.0391344693207905,0.0158269770539777,0.0029761121211452,49.88527456320841,reference_collect.png,1.1265388729597,0.4970115868126097,2.33128943323964,1.7266147257755844,3.123753070831299,1.5,2.3000000000000003,2.6931777000427246,0.05771077796816823,48,0.07540176436305043,1,0.028352761641144697,160,0.09227115722994013,1,,,,
