principle,unit,n,n_normal,n_shear,fz_max,fz_p99,over2N_pct,lat_max_shear,lat_p99,over05_pct,fz_in_shear_max
9DTact,hard_1mm_r1,1000,500,500,2.15413,2.1110117,3.8,0.5883801720826425,0.5664086436461635,5.6000000000000005,1.37517
9DTact,hard_1mm_r2,1000,499,500,2.26012,2.1953503999999997,4.809619238476954,0.5163521996660806,0.5079197993858576,2.1999999999999997,1.39391
9DTact,hard_2mm_r1,1000,499,500,2.26053,2.1939868,2.6052104208416833,0.6002695891014302,0.5798745881321952,5.800000000000001,1.46258
9DTact,hard_2mm_r2,1000,500,500,2.21927,2.1748027999999997,5.6000000000000005,0.5983594753991952,0.5678704757501875,14.6,1.45065
9DTact,hard_3mm_r1,1000,499,500,2.10878,2.0602154,4.408817635270541,0.5687167268508989,0.5460054205201497,5.4,1.55912
9DTact,hard_3mm_r2,1000,500,500,2.23577,2.2130704000000003,10.0,0.9124664134092827,0.8926081902517277,23.599999999999998,1.72215
9DTact,medium_1mm_r1,1000,497,500,2.1499,2.0631384,3.420523138832998,0.6451328336087073,0.5765021352174591,7.6,1.60869
9DTact,medium_1mm_r2,1000,495,500,2.17805,2.1004622,4.444444444444445,0.6595701510074573,0.6175763623615376,8.0,1.51157
9DTact,medium_2mm_r2,1000,497,500,2.15228,2.0089492000000004,1.4084507042253522,0.6299348198821844,0.5890121999858066,9.8,1.44973
9DTact,medium_3mm_r1,1000,498,500,2.00675,1.9861341999999997,0.4016064257028112,0.6902504174573166,0.6599244130210745,10.0,1.4483
9DTact,medium_3mm_r2,1000,498,500,2.08207,2.0006287,1.2048192771084338,0.6364916799141996,0.5741825876121867,6.4,1.41145
9DTact,soft_1mm_r1,1000,497,500,2.05036,1.9777440000000002,0.4024144869215292,0.6809748219280944,0.635112463788957,10.4,1.43911
9DTact,soft_1mm_r2,1000,497,500,2.25375,2.1354580000000003,5.23138832997988,0.6799906761860783,0.6455395314070964,11.799999999999999,1.57061
9DTact,soft_2mm_r1,1000,498,500,2.0402,1.9965803,0.8032128514056224,0.6593147844542847,0.5589695688756452,7.3999999999999995,1.39386
9DTact,soft_2mm_r2,1000,498,500,2.01983,1.9511872,0.2008032128514056,0.579203273557738,0.5479024755947728,4.6,1.37619
9DTact,soft_3mm_r1,1000,499,500,2.10396,2.0261037999999996,2.2044088176352705,0.6345644147759942,0.6136741135310891,11.799999999999999,1.47165
9DTact,soft_3mm_r2,1000,500,500,2.06465,1.9600342999999998,0.8,0.6495094922324077,0.6268456871816538,12.8,1.30238
DIGIT,hard_1mm_r1,1000,495,500,2.02451,1.9893498,0.40404040404040403,0.6960318136407272,0.6815503120682315,25.2,2.77689
DIGIT,hard_1mm_r2,1000,500,500,2.10485,1.9992974,1.0,0.7386379926594624,0.6868938876910391,20.200000000000003,3.39415
DIGIT,hard_2mm_r1,1000,499,500,2.0605,1.9788838,0.6012024048096193,0.6879442733971989,0.6760118886744659,23.400000000000002,2.4149
DIGIT,hard_2mm_r2,1000,497,500,2.09652,2.0020300000000004,1.2072434607645874,0.7133778990829475,0.692666457421361,28.799999999999997,1.69919
DIGIT,hard_3mm_r1,1000,498,500,2.05196,2.0095079,1.6064257028112447,0.7830562882066653,0.7190511961130153,27.0,2.1172
DIGIT,hard_3mm_r2,1000,495,500,2.05545,2.0168126,2.0202020202020203,0.7003834079274008,0.6754361290636912,22.400000000000002,2.19866
DIGIT,medium_1mm_r1,1000,497,500,2.00482,1.9768788000000002,0.4024144869215292,0.7171818385876765,0.6644275831072748,23.400000000000002,3.13304
DIGIT,medium_1mm_r2,1000,498,500,2.15881,2.0805708999999997,3.614457831325301,0.843608449459819,0.8265044213730505,28.599999999999998,3.13087
DIGIT,medium_2mm_r1,1000,497,500,2.06374,2.0315228000000003,1.6096579476861168,0.7494944913073077,0.7199593182806089,27.6,1.79934
DIGIT,medium_2mm_r2,1000,497,500,2.05981,1.9991844,1.0060362173038229,0.7136729548609783,0.6995619110370331,22.6,1.96553
DIGIT,medium_3mm_r1,1000,498,500,2.08469,1.9972974999999997,1.0040160642570282,0.6837248578924128,0.6644770335324055,25.8,1.51275
DIGIT,medium_3mm_r2,1000,500,500,2.14265,2.0478661999999996,4.6,0.7026340598775439,0.6605688796166673,24.2,1.87617
DIGIT,soft_1mm_r1,1000,498,500,2.0627,2.0217068,2.0080321285140563,0.7169872707377726,0.6842104699615936,17.0,2.96677
DIGIT,soft_1mm_r2,1000,494,500,2.12279,2.0256722,1.8218623481781375,0.7643988056636405,0.6963901678065544,22.6,2.49918
DIGIT,soft_2mm_r1,1000,496,500,2.04863,2.0005545,1.2096774193548387,0.6955626741710627,0.6861961326600079,23.599999999999998,2.16517
DIGIT,soft_2mm_r2,1000,498,500,2.05192,2.005252999999999,1.6064257028112447,0.689861270256564,0.6627466984076896,17.4,1.99699
DIGIT,soft_3mm_r1,1000,494,500,2.02694,1.9908336999999998,1.0121457489878543,0.7500415938466346,0.6934916619005767,26.8,1.50531
DIGIT,soft_3mm_r2,1000,500,500,2.03107,2.0047575999999996,1.6,0.7189667503438528,0.6789371399705636,23.799999999999997,1.93906
DIGIT_Marker,hard_1mm_r1,1000,497,500,2.11499,2.0104764,1.2072434607645874,0.7177240888391583,0.6713435812004385,16.6,3.8976
DIGIT_Marker,hard_1mm_r2,1000,499,500,2.09155,2.0498906,2.404809619238477,0.7750118061681383,0.7050781738350421,20.599999999999998,3.22296
DIGIT_Marker,hard_2mm_r1,1000,500,500,2.04617,2.0087249999999996,1.4000000000000001,0.7801835492369729,0.6871393992214366,21.0,2.85214
DIGIT_Marker,hard_2mm_r2,1000,499,500,2.06812,2.0224748,2.2044088176352705,0.765135960859245,0.6758231585646552,17.4,2.13673
DIGIT_Marker,hard_3mm_r1,1000,498,500,2.02086,1.9588573,0.4016064257028112,0.8504438037283827,0.7609713751352761,26.8,1.90885
DIGIT_Marker,hard_3mm_r2,1000,498,500,2.03557,2.0004636999999996,1.2048192771084338,0.6969401306425108,0.6772556465895466,21.6,1.99779
DIGIT_Marker,medium_1mm_r1,1000,498,500,2.07137,2.039013,3.413654618473896,0.8919947287960843,0.764538104489371,32.800000000000004,3.90462
DIGIT_Marker,medium_1mm_r2,1000,499,500,2.09005,2.0041629999999997,1.6032064128256511,0.881735608728603,0.7662059994107489,30.599999999999998,6.08038
DIGIT_Marker,medium_2mm_r1,1000,499,500,2.04354,1.9840604,0.8016032064128256,0.7386147690102061,0.701186902343633,22.8,2.1892
DIGIT_Marker,medium_2mm_r2,1000,495,500,2.14032,1.991696,0.8080808080808081,0.8831282355920911,0.7183448782299268,22.400000000000002,1.8729
DIGIT_Marker,medium_3mm_r1,1000,499,500,2.22126,1.9838514,0.6012024048096193,0.7856311390213604,0.7153403924863226,17.0,1.97433
DIGIT_Marker,medium_3mm_r2,1000,499,500,2.06587,2.0179804,2.004008016032064,0.8195200803519094,0.7359029706359208,30.8,2.21719
DIGIT_Marker,soft_1mm_r1,1000,499,500,2.75414,2.6377441999999998,26.052104208416832,0.8179299756091593,0.6837168427614253,24.2,3.10834
DIGIT_Marker,soft_1mm_r2,1000,499,500,2.6243,2.5707286000000003,13.827655310621243,0.6671121348019388,0.6460572828876873,18.6,2.25997
DIGIT_Marker,soft_2mm_r1,1000,500,500,2.03519,2.007559,1.7999999999999998,0.8986732732200284,0.7600042332796325,28.199999999999996,3.20569
DIGIT_Marker,soft_2mm_r2,1000,500,500,2.10813,2.0317608,1.7999999999999998,0.7047911050800798,0.6693388256161195,19.400000000000002,2.34901
DIGIT_Marker,soft_3mm_r1,1000,498,500,2.04144,2.0202377,2.0080321285140563,0.9360817622408846,0.8312579046683081,30.8,3.30519
DIGIT_Marker,soft_3mm_r2,1000,499,500,2.1565,2.0714623999999997,3.6072144288577155,0.7857067393118122,0.7267204192158437,24.8,3.20041
