scope,x,y,n,rho,p,q
9DTact,img_slope_lvl_per_N,sh_best,17,0.2034313725490196,0.4335552308263205,0.7201804623500218
9DTact,img_slope_lvl_per_N,sh_knee,17,0.34748984156286655,0.17173548752766224,0.5511510995073812
9DTact,img_slope_lvl_per_N,sh_res_loss,17,-0.49019607843137264,0.04575998028099109,0.3700840920316504
9DTact,img_slope_lvl_per_mm,fz_best,17,-0.590686274509804,0.012536389668570057,0.2883369623771113
9DTact,img_slope_lvl_per_mm,fz_knee,17,-0.13131262174257,0.6154137473420791,0.8088294965067325
9DTact,img_slope_lvl_per_mm,fz_res_loss,17,-0.19117647058823534,0.46232612062451384,0.7201804623500218
9DTact,img_slope_lvl_per_mm,sh_best,17,0.056372549019607844,0.8298485835353617,0.8904955056700313
9DTact,img_slope_lvl_per_mm,sh_knee,17,0.29463967554570053,0.25096425636822794,0.6790797525257932
9DTact,img_slope_lvl_per_mm,sh_res_loss,17,-0.5514705882352942,0.021746579686423562,0.33344755519182795
9DTact,imprint_area_slope_pct_per_N,fz_best,17,-0.4436274509803922,0.07446849073261608,0.4533176633196986
9DTact,imprint_area_slope_pct_per_N,fz_knee,17,-0.1976063725252267,0.44711324495669,0.7201804623500218
9DTact,imprint_area_slope_pct_per_N,fz_res_loss,17,-0.12254901960784316,0.639378272107459,0.8111544296580729
9DTact,imprint_area_slope_pct_per_N,sh_best,17,0.2034313725490196,0.4335552308263205,0.7201804623500218
9DTact,imprint_area_slope_pct_per_N,sh_knee,17,0.3659873996688746,0.14852593890473897,0.5410190551825139
9DTact,imprint_area_slope_pct_per_N,sh_res_loss,17,-0.22058823529411767,0.3948890883363402,0.7201804623500218
9DTact,img_resp_at_2N,fz_best,17,-0.4460784313725491,0.07269184178908122,0.4533176633196986
9DTact,img_resp_at_2N,fz_knee,17,-0.16063485766566815,0.5379691715462844,0.7498964209433056
9DTact,img_resp_at_2N,fz_res_loss,17,-0.01715686274509804,0.947890881823222,0.9954798428793417
9DTact,img_resp_at_2N,sh_best,17,0.07598039215686275,0.7719448512425434,0.8731835202579589
9DTact,img_resp_at_2N,sh_knee,17,0.09777280713175714,0.7089118305610513,0.8361524155335477
9DTact,img_resp_at_2N,sh_res_loss,17,-0.11029411764705883,0.6734589975422935,0.8297976934003259
9DTact,bw_shear_f90,fz_best,17,0.5699587188353825,0.016909577910378885,0.3333602502331838
9DTact,bw_shear_f90,fz_knee,17,-0.08270170292779873,0.7523396911696221,0.8593237982439678
9DTact,bw_shear_f90,fz_res_loss,17,0.0026948402781814774,0.9918100928243072,0.9954798428793417
9DTact,bw_shear_f90,sh_best,17,-0.21962948267179042,0.39699903237675016,0.7201804623500218
9DTact,bw_shear_f90,sh_knee,17,-0.16924096106369213,0.5161073172438118,0.7497137871541687
9DTact,bw_shear_f90,sh_res_loss,17,0.25331498614905884,0.3265853408746926,0.7153774133445647
9DTact,shear_snr,fz_best,17,0.10784313725490197,0.6803504180481621,0.8308704220411184
9DTact,shear_snr,fz_knee,17,-0.21163005057540407,0.4148392609555511,0.7201804623500218
9DTact,shear_snr,fz_res_loss,17,-0.5539215686274511,0.02104982486706772,0.33344755519182795
9DTact,shear_snr,sh_best,17,0.31127450980392163,0.2239239360724044,0.6415187787471179
9DTact,shear_snr,sh_knee,17,0.4637602068006318,0.06078216128908176,0.4414704346259622
9DTact,shear_snr,sh_res_loss,17,-0.5098039215686275,0.036568145531216414,0.3700840920316504
9DTact,fz_noise_mae,fz_best,17,0.4926470588235295,0.04452452620889914,0.3700840920316504
9DTact,fz_noise_mae,fz_knee,17,-0.14151166032451717,0.5879810925266993,0.7802056804681202
9DTact,fz_noise_mae,fz_res_loss,17,-0.35539215686274517,0.16154091235760826,0.5410190551825139
9DTact,fz_noise_mae,sh_best,17,0.6838235294117648,0.0024702894922090123,0.11363331664161457
9DTact,fz_noise_mae,sh_knee,17,0.21140066406866406,0.415357004511115,0.7201804623500218
9DTact,fz_noise_mae,sh_res_loss,17,-0.3137254901960785,0.22010439650726998,0.6415187787471179
9DTact,lat_noise_mae,fz_best,17,0.5098039215686275,0.036568145531216414,0.3700840920316504
9DTact,lat_noise_mae,fz_knee,17,-0.1274879822743398,0.6258290553436305,0.8111544296580729
9DTact,lat_noise_mae,fz_res_loss,17,-0.2916666666666667,0.2560026072263,0.6793915345621039
9DTact,lat_noise_mae,sh_best,17,0.7990196078431374,0.00011939706384386553,0.016476794810453443
9DTact,lat_noise_mae,sh_knee,17,0.4294075988894739,0.08540767569791423,0.4533176633196986
9DTact,lat_noise_mae,sh_res_loss,17,-0.2058823529411765,0.4279148531427077,0.7201804623500218
9DTact,fz_rate_per_frame,fz_best,17,0.43627450980392163,0.0799888724598653,0.4533176633196986
9DTact,fz_rate_per_frame,fz_knee,17,-0.16063485766566815,0.5379691715462844,0.7498964209433056
9DTact,fz_rate_per_frame,fz_res_loss,17,-0.24019607843137256,0.3530886590520008,0.7163427998326057
9DTact,fz_rate_per_frame,sh_best,17,0.6004901960784315,0.01080788975245045,0.2883369623771113
9DTact,fz_rate_per_frame,sh_knee,17,0.32634977515600017,0.2010965478953667,0.6166960802124579
9DTact,fz_rate_per_frame,sh_res_loss,17,-0.35294117647058826,0.16465797331641727,0.5410190551825139
9DTact,lat_rate_per_frame,fz_best,17,0.25490196078431376,0.32346003406511037,0.7153774133445647
9DTact,lat_rate_per_frame,fz_knee,17,-0.010199038581947185,0.969010530386326,0.9954798428793417
9DTact,lat_rate_per_frame,fz_res_loss,17,-0.2058823529411765,0.4279148531427077,0.7201804623500218
9DTact,lat_rate_per_frame,sh_best,17,0.7107843137254903,0.001382391202690408,0.09538499298563816
9DTact,lat_rate_per_frame,sh_knee,17,0.6090981633478384,0.009451521528429254,0.2883369623771113
9DTact,lat_rate_per_frame,sh_res_loss,17,-0.2377450980392157,0.35817139991630287,0.7163427998326057
9DTact,fz_sd_0N,fz_best,17,0.26960784313725494,0.2953357994714052,0.70269552288024
9DTact,fz_sd_0N,fz_knee,17,-0.24350204614398904,0.3462980346091524,0.7163427998326057
9DTact,fz_sd_0N,fz_res_loss,17,-0.058823529411764705,0.8225588681711514,0.8904955056700313
9DTact,fz_sd_0N,sh_best,17,-0.09803921568627452,0.708151309718605,0.8361524155335477
9DTact,fz_sd_0N,sh_knee,17,-0.49943406886221886,0.041234709704874854,0.3700840920316504
9DTact,fz_sd_0N,sh_res_loss,17,0.43627450980392163,0.0799888724598653,0.4533176633196986
9DTact,lat_sd_0N,fz_best,17,0.21813725490196081,0.4002950907115109,0.7201804623500218
9DTact,lat_sd_0N,fz_knee,17,-0.1759334155385889,0.4993976029030719,0.7410416043077841
9DTact,lat_sd_0N,fz_res_loss,17,-0.12254901960784316,0.639378272107459,0.8111544296580729
9DTact,lat_sd_0N,sh_best,17,0.25000000000000006,0.3331701359154763,0.7163427998326057
9DTact,lat_sd_0N,sh_knee,17,-0.33163479175771676,0.1934682711913304,0.6067868505546271
9DTact,lat_sd_0N,sh_res_loss,17,0.14705882352941177,0.5732772908660002,0.7680802537816313
9DTact,thickness_mm,fz_best,17,-0.1857901339043846,0.47526601141363534,0.7287412175009075
9DTact,thickness_mm,fz_knee,17,-0.044602577508753946,0.8650282456635745,0.9182607530890253
9DTact,thickness_mm,fz_res_loss,17,0.014291548761875737,0.9565849896492908,0.9954798428793417
9DTact,thickness_mm,sh_best,17,0.271539426475639,0.29175446787643544,0.70269552288024
9DTact,thickness_mm,sh_knee,17,-0.09245003270420486,0.7241605015214264,0.8397827664702255
9DTact,thickness_mm,sh_res_loss,17,0.35728871904689347,0.15915649358937012,0.5410190551825139
9DTact,hard,fz_best,17,-0.1143323900950059,0.6621581876325044,0.8259375578775208
9DTact,hard,fz_knee,17,0.260181702134398,0.313188680188518,0.7153774133445647
9DTact,hard,fz_res_loss,17,0.35728871904689347,0.15915649358937012,0.5410190551825139
9DTact,hard,sh_best,17,-0.4859126579037751,0.04798090829766871,0.3700840920316504
9DTact,hard,sh_knee,17,-0.48536267169707553,0.04827183809108484,0.3700840920316504
9DTact,hard,sh_res_loss,17,0.4859126579037751,0.04798090829766871,0.3700840920316504
DIGIT,hertz_k,fz_best,18,-0.011351909184726523,0.9643420040748253,0.9773379627440553
DIGIT,hertz_k,fz_knee,18,-0.1533486324763496,0.5435148819868372,0.9280673918447259
DIGIT,hertz_k,fz_res_loss,18,-0.038183694530443756,0.8804304907652736,0.9570359319232322
DIGIT,hertz_k,sh_best,18,0.10835913312693499,0.6686595229846739,0.9570359319232322
DIGIT,hertz_k,sh_knee,18,0.27327380791514366,0.2725448395590097,0.9280673918447259
DIGIT,hertz_k,sh_res_loss,18,0.17440660474716205,0.48883870995933687,0.9280673918447259
DIGIT,hertz_n,fz_best,18,0.31888544891640863,0.1971279138888988,0.894666851074855
DIGIT,hertz_n,fz_knee,18,-0.22789310659679735,0.36308311897879086,0.9280673918447259
DIGIT,hertz_n,fz_res_loss,18,0.22187822497420018,0.3762254210655622,0.9280673918447259
DIGIT,hertz_n,sh_best,18,-0.18059855521155832,0.4732892668249995,0.9280673918447259
DIGIT,hertz_n,sh_knee,18,-0.060141339965881044,0.8126149988932894,0.9570359319232322
DIGIT,hertz_n,sh_res_loss,18,-0.3622291021671827,0.13962500641700293,0.894666851074855
DIGIT,hertz_a_ball8,fz_best,18,-0.07120743034055728,0.7788829476841138,0.9570359319232322
DIGIT,hertz_a_ball8,fz_knee,18,-0.05218113188431341,0.8370787902238647,0.9570359319232322
DIGIT,hertz_a_ball8,fz_res_loss,18,-0.25696594427244585,0.30330908061762435,0.9280673918447259
DIGIT,hertz_a_ball8,sh_best,18,0.15583075335397317,0.5369306230900768,0.9280673918447259
DIGIT,hertz_a_ball8,sh_knee,18,0.34924181629309864,0.15545378539746865,0.894666851074855
DIGIT,hertz_a_ball8,sh_res_loss,18,0.21362229102167182,0.3946884572555506,0.9280673918447259
DIGIT,d_2N_mm,fz_best,18,0.23219814241486067,0.3538383254251315,0.9280673918447259
DIGIT,d_2N_mm,fz_knee,18,-0.0575057371786311,0.8206977531786643,0.9570359319232322
DIGIT,d_2N_mm,fz_res_loss,18,0.2053663570691434,0.4136353714020946,0.9280673918447259
DIGIT,d_2N_mm,sh_best,18,-0.03611971104231166,0.8868532969155285,0.9570359319232322
DIGIT,d_2N_mm,sh_knee,18,-0.3228640356063087,0.1912849965671055,0.894666851074855
DIGIT,d_2N_mm,sh_res_loss,18,-0.17027863777089783,0.49934109695673956,0.9280673918447259
DIGIT,a_2N_mm,fz_best,18,0.23219814241486067,0.3538383254251315,0.9280673918447259
DIGIT,a_2N_mm,fz_knee,18,-0.0575057371786311,0.8206977531786643,0.9570359319232322
DIGIT,a_2N_mm,fz_res_loss,18,0.2053663570691434,0.4136353714020946,0.9280673918447259
DIGIT,a_2N_mm,sh_best,18,-0.03611971104231166,0.8868532969155285,0.9570359319232322
DIGIT,a_2N_mm,sh_knee,18,-0.3228640356063087,0.1912849965671055,0.894666851074855
DIGIT,a_2N_mm,sh_res_loss,18,-0.17027863777089783,0.49934109695673956,0.9280673918447259
DIGIT,mu,fz_best,18,0.10629514963880288,0.6746395315456968,0.9570359319232322
DIGIT,mu,fz_knee,18,-0.19488055377202762,0.43838382199447834,0.9280673918447259
DIGIT,mu,fz_res_loss,18,0.32714138286893707,0.18513284759128762,0.894666851074855
DIGIT,mu,sh_best,18,-0.1826625386996904,0.46816133789331504,0.9280673918447259
DIGIT,mu,sh_knee,18,-0.819821423745431,3.1196075477148746e-05,0.004679411321572312
DIGIT,mu,sh_res_loss,18,-0.6429308565531475,0.004002006540262521,0.30015049051968906
DIGIT,creep_mm_per_cycle,fz_best,18,0.2631578947368421,0.29139239227836833,0.9280673918447259
DIGIT,creep_mm_per_cycle,fz_knee,18,0.02875286858931555,0.9098299210767771,0.9679041713582733
DIGIT,creep_mm_per_cycle,fz_res_loss,18,-0.21568627450980388,0.3900270258208054,0.9280673918447259
DIGIT,creep_mm_per_cycle,sh_best,18,-0.22187822497420018,0.3762254210655622,0.9280673918447259
DIGIT,creep_mm_per_cycle,sh_knee,18,-0.29015558755468923,0.24281052489108068,0.9280673918447259
DIGIT,creep_mm_per_cycle,sh_res_loss,18,-0.38906088751289986,0.11054194705770316,0.894666851074855
DIGIT,px_per_mm,fz_best,18,-0.1042311661506708,0.6806381463141873,0.9570359319232322
DIGIT,px_per_mm,fz_knee,18,-0.0575057371786311,0.8206977531786643,0.9570359319232322
DIGIT,px_per_mm,fz_res_loss,18,-0.10629514963880288,0.6746395315456968,0.9570359319232322
DIGIT,px_per_mm,sh_best,18,0.15583075335397317,0.5369306230900768,0.9280673918447259
DIGIT,px_per_mm,sh_knee,18,0.40094226643920694,0.09915415163178025,0.894666851074855
DIGIT,px_per_mm,sh_res_loss,18,0.27966976264189886,0.2610264770684414,0.9280673918447259
DIGIT,tilt_deg,fz_best,18,0.32094943240454077,0.19408223512614617,0.894666851074855
DIGIT,tilt_deg,fz_knee,18,-0.15547847459407668,0.5378628945294537,0.9280673918447259
DIGIT,tilt_deg,fz_res_loss,18,0.24871001031991744,0.31964521777772886,0.9280673918447259
DIGIT,tilt_deg,sh_best,18,-0.1867905056759546,0.4579894347688285,0.9280673918447259
DIGIT,tilt_deg,sh_knee,18,-0.3270844805161951,0.18521381295374115,0.894666851074855
DIGIT,tilt_deg,sh_res_loss,18,0.013415892672858616,0.9578637574487228,0.9773379627440553
DIGIT,pedestal_ratio,fz_best,18,-0.025799793601651185,0.9190604851409846,0.9708122241653524
DIGIT,pedestal_ratio,fz_knee,18,-0.13418005341680592,0.5955440144733777,0.9570359319232322
DIGIT,pedestal_ratio,fz_res_loss,18,0.12074303405572755,0.6331873816566362,0.9570359319232322
DIGIT,pedestal_ratio,sh_best,18,-0.009287925696594427,0.9708223763257615,0.9773379627440553
DIGIT,pedestal_ratio,sh_knee,18,0.3175884794689508,0.1990578239230512,0.894666851074855
DIGIT,pedestal_ratio,sh_res_loss,18,0.1991744066047472,0.428158031919205,0.9280673918447259
DIGIT,img_slope_lvl_per_N,fz_best,18,0.2053663570691434,0.4136353714020946,0.9280673918447259
DIGIT,img_slope_lvl_per_N,fz_knee,18,0.08838844788567372,0.727267716070556,0.9570359319232322
DIGIT,img_slope_lvl_per_N,fz_res_loss,18,-0.07327141382868937,0.7726309674360764,0.9570359319232322
DIGIT,img_slope_lvl_per_N,sh_best,18,-0.3065015479876161,0.21606379461125766,0.9259876911911041
DIGIT,img_slope_lvl_per_N,sh_knee,18,-0.13188890343394966,0.6018971149210839,0.9570359319232322
DIGIT,img_slope_lvl_per_N,sh_res_loss,18,-0.013415892672858616,0.9578637574487228,0.9773379627440553
DIGIT,img_slope_lvl_per_mm,fz_best,18,-0.0629514963880289,0.8040167566657793,0.9570359319232322
DIGIT,img_slope_lvl_per_mm,fz_knee,18,-0.050051289766586335,0.843649483921271,0.9570359319232322
DIGIT,img_slope_lvl_per_mm,fz_res_loss,18,-0.07946336429308565,0.7539561864360347,0.9570359319232322
DIGIT,img_slope_lvl_per_mm,sh_best,18,0.17440660474716205,0.48883870995933687,0.9280673918447259
DIGIT,img_slope_lvl_per_mm,sh_knee,18,0.4600284951776164,0.05474298282046051,0.8711751550150315
DIGIT,img_slope_lvl_per_mm,sh_res_loss,18,0.32301341589267285,0.19106788357348967,0.894666851074855
DIGIT,imprint_area_slope_pct_per_N,fz_best,18,0.26109391124871,0.2953326016338095,0.9280673918447259
DIGIT,imprint_area_slope_pct_per_N,fz_knee,18,-0.03727223706022386,0.8832659571068143,0.9570359319232322
DIGIT,imprint_area_slope_pct_per_N,fz_res_loss,18,0.05882352941176471,0.8166542035684891,0.9570359319232322
DIGIT,imprint_area_slope_pct_per_N,sh_best,18,-0.17027863777089783,0.49934109695673956,0.9280673918447259
DIGIT,imprint_area_slope_pct_per_N,sh_knee,18,-0.27432891914261526,0.27062344390092374,0.9280673918447259
DIGIT,imprint_area_slope_pct_per_N,sh_res_loss,18,-0.15995872033023736,0.5260613631447346,0.9280673918447259
DIGIT,img_resp_at_2N,fz_best,18,0.2425180598555212,0.3322310909053102,0.9280673918447259
DIGIT,img_resp_at_2N,fz_knee,18,0.11075179012180804,0.6617509393636896,0.9570359319232322
DIGIT,img_resp_at_2N,fz_res_loss,18,-0.05882352941176471,0.8166542035684891,0.9570359319232322
DIGIT,img_resp_at_2N,sh_best,18,-0.17440660474716205,0.48883870995933687,0.9280673918447259
DIGIT,img_resp_at_2N,sh_knee,18,-0.12450312484164847,0.6225617399615859,0.9570359319232322
DIGIT,img_resp_at_2N,sh_res_loss,18,0.08152734778121776,0.7477594697936525,0.9570359319232322
DIGIT,bw_normal_f90,fz_best,18,-0.12405167498234781,0.6238338021618587,0.9570359319232322
DIGIT,bw_normal_f90,fz_knee,18,-0.009846921430972424,0.9690670869380122,0.9773379627440553
DIGIT,bw_normal_f90,fz_res_loss,18,-0.06361624358069119,0.8019859172924817,0.9570359319232322
DIGIT,bw_normal_f90,sh_best,18,0.04135055832744927,0.8705896080625966,0.9570359319232322
DIGIT,bw_normal_f90,sh_knee,18,0.39892073541936285,0.10102937884247637,0.894666851074855
DIGIT,bw_normal_f90,sh_res_loss,18,0.16646250403614193,0.5091453142671887,0.9280673918447259
DIGIT,bw_shear_f90,fz_best,18,-0.06785732648607061,0.7890580923333217,0.9570359319232322
DIGIT,bw_shear_f90,fz_knee,18,0.2811843119733236,0.2583441622580269,0.9280673918447259
DIGIT,bw_shear_f90,fz_res_loss,18,-0.2152349574480052,0.39104371878372857,0.9280673918447259
DIGIT,bw_shear_f90,sh_best,18,-0.0699778679387603,0.7826135704240743,0.9570359319232322
DIGIT,bw_shear_f90,sh_knee,18,0.4455337561341254,0.06388617803443565,0.8711751550150315
DIGIT,bw_shear_f90,sh_res_loss,18,0.17282412839421105,0.49285210175831007,0.9280673918447259
DIGIT,shear_snr,fz_best,18,-0.12487100103199174,0.62152591689147,0.9570359319232322
DIGIT,shear_snr,fz_knee,18,-0.03727223706022386,0.8832659571068143,0.9570359319232322
DIGIT,shear_snr,fz_res_loss,18,-0.27966976264189886,0.2610264770684414,0.9280673918447259
DIGIT,shear_snr,sh_best,18,0.08565531475748193,0.7354104124232369,0.9570359319232322
DIGIT,shear_snr,sh_knee,18,0.4463120492204857,0.06336813063099661,0.8711751550150315
DIGIT,shear_snr,sh_res_loss,18,0.37048503611971106,0.13016560662863333,0.894666851074855
DIGIT,fz_noise_mae,fz_best,18,0.24871001031991744,0.31964521777772886,0.9280673918447259
DIGIT,fz_noise_mae,fz_knee,18,-0.3248009229533794,0.18848256667386185,0.894666851074855
DIGIT,fz_noise_mae,fz_res_loss,18,-0.1331269349845201,0.5984607651208833,0.9570359319232322
DIGIT,fz_noise_mae,sh_best,18,0.5252837977296182,0.02518359155961345,0.7555077467884035
DIGIT,fz_noise_mae,sh_knee,18,0.21418757917673423,0.3934087616573031,0.9280673918447259
DIGIT,fz_noise_mae,sh_res_loss,18,0.04850361197110423,0.848430360162973,0.9570359319232322
DIGIT,lat_noise_mae,fz_best,18,0.33952528379772956,0.1680708348883216,0.894666851074855
DIGIT,lat_noise_mae,fz_knee,18,-0.4472668447226864,0.06273688256956024,0.8711751550150315
DIGIT,lat_noise_mae,fz_res_loss,18,-0.003095975232198142,0.990272385227047,0.990272385227047
DIGIT,lat_noise_mae,sh_best,18,0.5067079463364293,0.031873132260511465,0.7968283065127867
DIGIT,lat_noise_mae,sh_knee,18,0.02321244700437514,0.9271560147813314,0.9708122241653524
DIGIT,lat_noise_mae,sh_res_loss,18,-0.09184726522187822,0.717002841661774,0.9570359319232322
DIGIT,fz_rate_per_frame,fz_best,18,0.05056759545923632,0.8420557303322881,0.9570359319232322
DIGIT,fz_rate_per_frame,fz_knee,18,-0.20233500118407238,0.42071196764243035,0.9280673918447259
DIGIT,fz_rate_per_frame,fz_res_loss,18,0.021671826625386997,0.9319797351987382,0.9708122241653524
DIGIT,fz_rate_per_frame,sh_best,18,0.36016511867905054,0.1420624863236748,0.894666851074855
DIGIT,fz_rate_per_frame,sh_knee,18,0.1962506883097171,0.43510717360357687,0.9280673918447259
DIGIT,fz_rate_per_frame,sh_res_loss,18,0.0608875128998968,0.8103299008966292,0.9570359319232322
DIGIT,lat_rate_per_frame,fz_best,18,0.3003095975232198,0.22595992422709757,0.9280673918447259
DIGIT,lat_rate_per_frame,fz_knee,18,-0.572927529668584,0.012944763385552427,0.6472381692776213
DIGIT,lat_rate_per_frame,fz_res_loss,18,-0.20743034055727552,0.4088537259590216,0.9280673918447259
DIGIT,lat_rate_per_frame,sh_best,18,0.5314757481940144,0.023216334307843867,0.7555077467884035
DIGIT,lat_rate_per_frame,sh_knee,18,-0.06330667364829583,0.802931521107638,0.9570359319232322
DIGIT,lat_rate_per_frame,sh_res_loss,18,-0.038183694530443756,0.8804304907652736,0.9570359319232322
DIGIT,fz_sd_0N,fz_best,18,-0.2425180598555212,0.3322310909053102,0.9280673918447259
DIGIT,fz_sd_0N,fz_knee,18,-0.09690781635658204,0.7020676407553545,0.9570359319232322
DIGIT,fz_sd_0N,fz_res_loss,18,-0.03199174406604747,0.8997186782888817,0.963984298166659
DIGIT,fz_sd_0N,sh_best,18,-0.2549019607843137,0.307345280412546,0.9280673918447259
DIGIT,fz_sd_0N,sh_knee,18,-0.1529911279833816,0.5444662032155725,0.9280673918447259
DIGIT,fz_sd_0N,sh_res_loss,18,-0.35810113519091846,0.1445292896615503,0.894666851074855
DIGIT,lat_sd_0N,fz_best,18,0.052631578947368425,0.8356904320597222,0.9570359319232322
DIGIT,lat_sd_0N,fz_knee,18,0.09903765847430913,0.695812407229672,0.9570359319232322
DIGIT,lat_sd_0N,fz_res_loss,18,-0.3333333333333333,0.17646319681352732,0.894666851074855
DIGIT,lat_sd_0N,sh_best,18,-0.03611971104231166,0.8868532969155285,0.9570359319232322
DIGIT,lat_sd_0N,sh_knee,18,-0.233179581271223,0.35174971911306474,0.9280673918447259
DIGIT,lat_sd_0N,sh_res_loss,18,-0.1847265221878225,0.4630613329179911,0.9280673918447259
DIGIT,thickness_mm,fz_best,18,0.10491859671528449,0.6786381997869619,0.9570359319232322
DIGIT,thickness_mm,fz_knee,18,-0.09473309334313419,0.7084735390611965,0.9570359319232322
