sensor,width_px,height_px,split,seed,fz_mae,fz_rmse,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,lat_r2,lat_mae_shear,fz_mae_normal,n_test_shear,n_test_normal,norm,rep,n_train,n_val,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,epochs_run,best_epoch,train_loss,val_loss,batch,micro_batch,accum,seconds
soft_1mm_r2,1920,1080,cycle,0,0.11113934218883514,0.14078675210475922,0.4096854329109192,0.8679269552230835,0.024661492556333542,0.16013869643211365,0.9671163558959961,0.027077525854110718,0.09922602772712708,107,59,none,colour,620,142,166,1.860610008239746,0.0006088462541811168,0.0005324480589479208,0.00013886677334085107,30,30,28,0.1248294675302121,0.22118651657037333,64,4,16,534.9
soft_1mm_r2,1280,720,cycle,0,0.12055093795061111,0.1452234834432602,0.4096854329109192,0.8594715595245361,0.04527747631072998,0.16013869643211365,0.8919042944908142,0.059534426778554916,0.12573930621147156,107,59,none,colour,620,142,166,1.860610008239746,0.0009398391121067107,0.0007660899427719414,0.00014442871906794608,30,30,21,0.2023664048602504,0.2463670398148013,64,11,6,223.9
soft_1mm_r2,854,480,cycle,0,0.0929621234536171,0.11677000671625137,0.4096854329109192,0.9091441035270691,0.04862039163708687,0.16013869643211365,0.8803656697273254,0.06354536861181259,0.0938226506114006,107,59,none,colour,620,142,166,1.860610008239746,0.0009328582091256976,0.0008707566885277629,0.00013863985077477992,30,30,29,0.16196897183695147,0.24696069032373563,64,24,3,101.2
soft_1mm_r2,640,360,cycle,0,0.11719394475221634,0.14352183043956757,0.4096854329109192,0.8627455234527588,0.04386996477842331,0.16013869643211365,0.9054960608482361,0.05404197424650192,0.1132984533905983,107,59,none,colour,620,142,166,1.860610008239746,0.0008743098587729037,0.0006145875668153167,0.00012731263996101916,30,30,29,0.18044020687380144,0.23469121355405995,64,44,1,55.4
soft_1mm_r2,426,240,cycle,0,0.10505973547697067,0.13415129482746124,0.4096854329109192,0.8800830841064453,0.03496863692998886,0.16013869643211365,0.9353351593017578,0.04391726478934288,0.09881717711687088,107,59,none,colour,620,142,166,1.860610008239746,0.0007463592919521034,0.0007943405071273446,0.00014672751422040164,30,30,30,0.13323662434854816,0.24705314300429654,64,64,1,26.9
soft_1mm_r2,320,180,cycle,0,0.10514117032289505,0.13208293914794922,0.4096854329109192,0.8837524056434631,0.037850622087717056,0.16013869643211365,0.9248248934745789,0.04556296765804291,0.0973219946026802,107,59,none,colour,620,142,166,1.860610008239746,0.0008764035301283002,0.0007544058607891202,0.0001336259301751852,30,30,30,0.1499737847235895,0.2564329832372531,64,64,1,14.9
soft_1mm_r2,160,90,cycle,0,0.11769303679466248,0.14241106808185577,0.4096854329109192,0.8648618459701538,0.03349451348185539,0.16013869643211365,0.9413828253746033,0.04077370837330818,0.11190945655107498,107,59,none,colour,620,142,166,1.860610008239746,0.0007100902148522437,0.0010747072519734502,0.0001622794079594314,30,30,23,0.19086037758857974,0.2588500573601521,64,64,1,5.0
soft_1mm_r2,80,45,cycle,0,0.07990808039903641,0.10160616040229797,0.4096854329109192,0.931209146976471,0.0377974770963192,0.16013869643211365,0.924583911895752,0.04960102587938309,0.08670955896377563,107,59,none,colour,620,142,166,1.860610008239746,0.0006500203162431717,0.0008551094797439873,0.00014595927495975047,30,30,29,0.247568513501075,0.23222255370986294,64,64,1,3.2
soft_1mm_r2,48,27,cycle,0,0.10343427211046219,0.1273277848958969,0.4096854329109192,0.8919718265533447,0.0442613922059536,0.16013869643211365,0.8903589844703674,0.059342965483665466,0.08156581968069077,107,59,none,colour,620,142,166,1.860610008239746,0.0008037773659452796,0.0008506276644766331,0.000132817353005521,30,30,30,0.22766646569774998,0.23052090322467642,64,64,1,3.0
soft_1mm_r2,32,18,cycle,0,0.09630580246448517,0.1258639097213745,0.4096854329109192,0.894441545009613,0.06203550472855568,0.16013869643211365,0.7803357243537903,0.08685871958732605,0.07631385326385498,107,59,none,colour,620,142,166,1.860610008239746,0.0011166962794959545,0.0011110483901575208,0.00013844892964698374,30,30,30,0.26283454279745777,0.2411140992607869,64,64,1,3.6
