t,Fx,Fy,Fz,Tx,Ty,Tz
1788793589.191246,0.00283,0.00023,4e-05,-2e-05,5e-05,2e-05
1788793589.205656,-0.00328,0.00111,-0.00337,-1e-05,3e-05,3e-05
1788793589.226032,0.00453,-0.00082,0.0066,-5e-05,-0.0,-2e-05
1788793589.245275,-0.00198,-0.00507,0.00703,6e-05,6e-05,-6e-05
1788793589.265594,0.0019,-0.00114,0.00823,5e-05,5e-05,-0.00014
1788793589.285894,0.00012,-0.00251,0.02691,1e-05,-5e-05,-0.00028
1788793589.305348,-0.00371,0.00012,0.02596,-8e-05,-0.00024,-0.00022
1788793589.325235,0.00206,-0.00165,0.01028,2e-05,5e-05,-3e-05
1788793589.345778,-0.0016,-0.00127,-0.00897,-0.0001,-0.00011,6e-05
1788793589.365227,0.00056,0.00344,-0.00133,8e-05,0.0001,2e-05
1788793589.386090,-0.00406,0.00565,0.01572,-8e-05,0.00018,-7e-05
1788793589.406206,-0.00446,0.00276,0.00289,0.00019,0.00014,-0.00011
1788793589.426181,0.0045,-0.00357,0.03156,-0.00024,-0.00027,-0.00016
1788793589.446220,-0.00085,0.00098,0.00654,3e-05,-7e-05,-9e-05
1788793589.465347,-0.00338,0.00084,0.00376,-3e-05,-6e-05,-9e-05
1788793589.485668,-0.0017,0.00284,-0.00634,-0.00015,3e-05,8e-05
1788793589.505915,9e-05,-0.00056,0.01698,-0.00021,-5e-05,-3e-05
1788793589.525890,-0.00616,0.00282,0.0074,8e-05,0.00015,-0.00011
1788793589.545902,0.00018,0.00289,0.00966,-7e-05,3e-05,-0.0
1788793589.566177,0.00284,-0.00428,-0.01593,-4e-05,-0.00011,0.00024
1788793589.585393,-0.00295,-0.00028,-0.01708,-6e-05,0.0,0.00015
1788793589.605643,-0.00227,0.00116,-0.01195,3e-05,4e-05,7e-05
1788793589.625583,-0.00018,0.00161,0.00982,-0.00013,4e-05,3e-05
1788793589.645961,-0.00258,-0.00429,0.00605,2e-05,5e-05,-3e-05
1788793589.666169,-0.00181,0.00233,-0.00705,-3e-05,4e-05,-2e-05
1788793589.686409,-0.00049,0.00176,-0.02302,4e-05,0.0,0.00023
1788793589.705754,-0.00025,-0.00441,-0.00133,0.00017,0.0001,-6e-05
1788793589.725908,-0.00314,-0.00184,-0.00597,-2e-05,-9e-05,-5e-05
1788793589.746040,-0.00032,0.00312,-0.00293,-0.00018,-0.0001,0.00011
1788793589.766180,-0.00278,0.00122,0.00263,-0.00011,-0.00016,3e-05
1788793589.786228,-0.00347,-0.00149,-0.00366,-0.00022,-6e-05,0.00015
1788793589.806338,-0.00183,-0.00043,-0.02697,0.00014,0.00015,0.00013
1788793589.825826,-0.00398,0.00106,-0.02308,5e-05,0.0,5e-05
1788793589.846064,-0.00294,0.00167,-0.02539,9e-05,0.00012,0.00015
1788793589.866186,-0.00564,0.00048,-0.02317,1e-05,0.00017,0.00011
1788793589.886227,-0.00062,-0.00123,-0.00625,-9e-05,-0.00016,7e-05
1788793589.905645,-0.00156,-0.0,0.0007,-6e-05,0.0,-2e-05
1788793589.925944,-0.00091,0.0006,-0.01611,-2e-05,-3e-05,0.00011
1788793589.946087,0.00019,-0.00331,-0.01214,4e-05,-0.00017,6e-05
1788793589.966065,-0.00231,-0.00078,-0.01139,0.00022,5e-05,-7e-05
