t,x,y,z,rx,ry,rz
1788793585.784291,37.8544,362.8623,43.873,178.1339,0.3006,-124.0199
1788793585.804576,37.855,362.862,43.8716,178.1342,0.3006,-124.0199
1788793585.824728,37.853,362.8625,43.873,178.1339,0.3006,-124.0197
1788793585.844935,37.8552,362.8607,43.8725,178.1342,0.3006,-124.0201
1788793585.865149,37.8535,362.8631,43.8726,178.1339,0.3009,-124.0197
1788793585.885226,37.8537,362.8616,43.872,178.1343,0.3004,-124.0197
1788793585.905287,37.8539,362.8604,43.8711,178.1343,0.3004,-124.0197
1788793585.925347,37.8542,362.8586,43.8707,178.1345,0.3003,-124.0197
1788793585.951611,37.8547,362.8606,43.8725,178.134,0.3004,-124.0199
1788793585.972557,37.8539,362.8608,43.8725,178.1342,0.3006,-124.0199
1788793585.992774,37.8538,362.8608,43.8725,178.1342,0.3006,-124.0197
1788793586.012883,37.8535,362.8598,43.8715,178.1343,0.3001,-124.0195
1788793586.032959,37.8524,362.8615,43.8721,178.134,0.3008,-124.0195
1788793586.053039,37.852,362.8604,43.8712,178.1342,0.3003,-124.0195
1788793586.073122,37.8532,362.8612,43.8721,178.1339,0.3006,-124.0197
1788793586.093202,37.8548,362.8602,43.8712,178.1342,0.3003,-124.0199
1788793586.113279,37.8538,362.8608,43.8725,178.1342,0.3006,-124.0197
1788793586.133350,37.8521,362.86,43.8698,178.1343,0.3001,-124.0195
1788793586.153425,37.8531,362.8622,43.8699,178.134,0.3004,-124.0197
1788793586.173508,37.8534,362.8603,43.8712,178.1342,0.3003,-124.0199
1788793586.193593,37.8548,362.8602,43.8712,178.1342,0.3003,-124.0199
1788793586.233696,37.8536,362.8591,43.8703,178.1342,0.3003,-124.0197
1788793586.253762,37.8538,362.8609,43.8708,178.1342,0.3006,-124.0197
1788793586.273872,37.8539,362.8604,43.8711,178.1343,0.3004,-124.0197
1788793586.294055,37.8544,362.8609,43.8725,178.1343,0.3007,-124.0197
1788793586.314225,37.8531,362.862,43.8716,178.134,0.3005,-124.0195
1788793586.334401,37.8537,362.8584,43.8724,178.1343,0.3001,-124.0197
1788793586.354579,37.8552,362.8607,43.8725,178.1342,0.3006,-124.0199
1788793586.374673,37.8553,362.8602,43.8711,178.1343,0.3004,-124.0199
1788793586.394713,37.8534,362.8603,43.8712,178.1342,0.3003,-124.0197
1788793586.414794,37.8553,362.8601,43.8728,178.1343,0.3004,-124.0201
1788793586.434949,37.8562,362.86,43.8712,178.1342,0.3003,-124.0201
1788793586.455028,37.8551,362.8584,43.8707,178.1343,0.3001,-124.0199
1788793586.475113,37.8553,362.8602,43.8711,178.1343,0.3004,-124.0199
