probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,0,0,-7.312086196264341,-0.5410625991373621,383.3471564383866,269.8150701104335,0.15,0.12176849707383752,0.05320176479407053,ball4_x-7.31_y-0.54_d0.15.png,1789044570.8132362,0.015553667174042473,0.03976894258240069,-0.05320176479407053,31.8625144958496,358.6303100585937,37.3644790649414,0,0.0,None,12
ball4,0,0,-7.312086196264341,-0.5410625991373621,383.3471564383866,269.8150701104335,0.3,0.3048301535393314,0.2144583613772511,ball4_x-7.31_y-0.54_d0.30.png,1789044572.1773455,0.006239086363762425,0.04310525304586008,-0.2144583613772511,31.8580093383789,358.630126953125,37.22084426879883,0,0.0,None,12
ball4,1,0,-4.0053710477804465,-2.1840986505324747,671.6735782191934,269.8150701104335,0.15,0.19359563698280624,0.055968557645735474,ball4_x-4.01_y-2.18_d0.15.png,1789044575.4974508,0.026427808880044524,0.027797040645113923,-0.055968557645735474,35.55131912231445,358.8570556640625,37.31460571289062,783,15.787230310662732,"[639.0510855683269, 174.27586206896552]",12
ball4,1,0,-4.0053710477804465,-2.1840986505324747,671.6735782191934,269.8150701104335,0.3,0.37223904530086216,0.20917484701301986,ball4_x-4.01_y-2.18_d0.30.png,1789044576.8615525,0.02199150860405581,0.020129556883980725,-0.20917484701301986,35.55005645751953,358.8739624023437,37.17847824096679,8798,52.919659661084275,"[664.2210729711298, 180.11457149352125]",12
ball4,2,0,-0.6986558992965528,-3.8271347019275863,960.0,269.8150701104335,0.15,0.2603528610168766,0.0008634681210878625,ball4_x-0.70_y-3.83_d0.15.png,1789044580.373712,0.021682756768276336,0.0297955990690836,-0.0008634681210878625,39.23706436157226,359.0846252441406,37.27006530761718,2722,29.435344574036808,"[998.842762674504, 212.27516531961794]",12
ball4,2,0,-0.6986558992965528,-3.8271347019275863,960.0,269.8150701104335,0.3,0.4335840514649618,0.16691631950390046,ball4_x-0.70_y-3.83_d0.30.png,1789044581.7377524,0.02193740248317866,0.03220057520243778,-0.16691631950390046,39.23820495605468,359.0887756347656,37.13736343383789,14678,68.35314557067348,"[887.6495435345415, 287.7167870282055]",12
ball4,3,0,2.608059249187343,-5.4701707533227,1248.3264217808069,269.8150701104335,0.15,0.32877319478303235,0.0329428684980968,ball4_x+2.61_y-5.47_d0.15.png,1789044585.0538216,0.02735632185689525,0.03234438572248237,-0.0329428684980968,42.92665100097656,359.3119201660156,37.21998596191406,991,17.76077411624101,"[1272.0060544904138, 266.0625630676085]",12
ball4,3,0,2.608059249187343,-5.4701707533227,1248.3264217808069,269.8150701104335,0.3,0.5061660961906433,0.16457151137495316,ball4_x+2.61_y-5.47_d0.30.png,1789044586.4218833,0.02835167776267262,0.03375320938880488,-0.16457151137495316,42.92489624023437,359.314483642578,37.08350753784179,9043,53.65143335233476,"[1271.6213645913967, 282.5519186110804]",12
ball4,4,0,5.914774397671234,-7.1132068047178105,1536.6528435616133,269.8150701104335,0.15,0.399284729115319,0.014022275269095986,ball4_x+5.91_y-7.11_d0.15.png,1789044589.9341712,0.03030162133153702,0.03621908724559386,-0.014022275269095986,46.61133193969726,359.5440063476562,37.1774559020996,0,0.0,None,12
ball4,4,0,5.914774397671234,-7.1132068047178105,1536.6528435616133,269.8150701104335,0.3,0.5778340841449108,0.153275958868133,ball4_x+5.91_y-7.11_d0.30.png,1789044591.2982233,0.021327273108161293,0.03322891932098795,-0.153275958868133,46.61053466796875,359.5404357910156,37.0319480895996,0,0.0,None,12
ball4,0,1,-5.772429935799593,2.557594107520945,383.3471564383866,540.0,0.15,0.016393963231607245,0.041132403930606645,ball4_x-5.77_y+2.56_d0.15.png,1789044598.3225362,0.001812285858584417,0.03772401055843648,-0.041132403930606645,31.65054512023926,362.0796508789062,37.41606521606445,0,0.0,None,12
ball4,0,1,-5.772429935799593,2.557594107520945,383.3471564383866,540.0,0.3,0.1970037787338974,0.19278349549866788,ball4_x-5.77_y+2.56_d0.30.png,1789044599.6866243,0.00027517757361934515,0.04477127116231845,-0.19278349549866788,31.64428329467773,362.084014892578,37.27165222167968,0,0.0,None,12
