t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788881282.449076,2026-09-09T00:28:02.449063,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788881551.319880,2026-09-09T00:32:31.319864,between normal and shear blocks,-0.03782,-0.02084,-0.10429,0.00127,0.00183,0.00085
1788881710.039325,2026-09-09T00:35:10.039313,end of collect,-0.06696,-0.04225,-0.1557,0.0018,0.00236,0.00086
