t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788872818.070586,2026-09-08T22:06:58.070575,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788873050.943815,2026-09-08T22:10:50.943805,between normal and shear blocks,0.00135,0.01321,-0.0139,0.00134,-0.00023,0.0002
1788873444.554806,2026-09-08T22:17:24.554796,end of collect,0.06065,0.04131,0.04753,0.00244,-0.00338,5e-05
