approach,depth_mm,force_N,force_N_raw,area_px,base_height_mm,step_mm,fine
1,0.3835836173826017,0.007268900273788511,0.017553888682224777,0,29.729763251371526,0.4,False
1,0.7909772635376697,0.004122179597983642,0.014209431908998482,0,29.729763251371526,0.4,False
1,1.1537290580347346,0.3699684168322485,0.3798562580719853,0,29.729763251371526,0.4,False
1,1.1674313412651998,0.3829682477941596,0.39271152891528516,0,29.729763251371526,0.02,True
1,1.2091049631123632,0.42902861044938606,0.43862671407993997,0,29.729763251371526,0.02,True
1,1.2552726830497747,0.4727668116689513,0.4822207608886326,0,29.729763251371526,0.02,True
1,1.250099072919852,0.4721107639312417,0.4814193655666088,0,29.729763251371526,0.02,True
1,1.2564313471660107,0.4734879699694094,0.482658896434953,0,29.729763251371526,0.02,True
1,1.267299202951758,0.47471081966837225,0.48374275660335425,0,29.729763251371526,0.02,True
1,1.2965048796641696,0.5177784731229118,0.526672400238521,0,29.729763251371526,0.02,True
1,1.3364329695318347,0.5694723942497143,0.5782215505174667,0,29.729763251371526,0.02,True
1,1.3312234568593198,0.5726300283566773,0.5812338777475397,0,29.729763251371526,0.02,True
1,1.3419285904546072,0.5540731003149648,0.5625374833374165,0,29.729763251371526,0.02,True
1,1.3691072426283881,0.600789378781984,0.6091146108106807,0,29.729763251371526,0.02,True
1,1.3864833221591866,0.6191298802358334,0.6273092218186646,380,29.729763251371526,0.02,True
1,1.4037432519577067,0.629447675695451,0.6374826248080913,739,29.729763251371526,0.02,True
1,1.4419738296485143,0.7196210378083099,0.7275109869320092,660,29.729763251371526,0.02,True
1,1.433482991078474,0.6907576528569604,0.6985029897191465,970,29.729763251371526,0.02,True
1,1.4395606815528907,0.697525369070076,0.7051332623488449,875,29.729763251371526,0.02,True
1,1.4582453055973694,0.7011348485148262,0.7086039913292493,1211,29.729763251371526,0.02,True
1,1.4857024680909383,0.7353495176669557,0.7426736748047654,1444,29.729763251371526,0.02,True
1,1.5196430383454107,0.7670123442728984,0.7741923214677939,4146,29.729763251371526,0.02,True
1,1.5238001598486797,0.7830063052856356,0.7900391862750062,6798,29.729763251371526,0.02,True
1,1.5349994875736854,0.7889558860011994,0.7958439084707164,5446,29.729763251371526,0.02,True
1,1.5617859134322565,0.8309801197806034,0.8377238179612689,10161,29.729763251371526,0.02,True
1,1.5813754580605952,0.8557605473712888,0.8623598976010136,10998,29.729763251371526,0.02,True
1,1.6076865123460777,0.8957435229566703,0.9021974333271245,12848,29.729763251371526,0.02,True
1,1.6188670175144395,0.915240172606138,0.9215489898496401,14841,29.729763251371526,0.02,True
