t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788897709.197478,2026-09-09T05:01:49.197466,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788897932.798381,2026-09-09T05:05:32.798366,between normal and shear blocks,0.01619,0.03135,0.01781,0.00158,-0.00092,-0.00044
1788898092.275661,2026-09-09T05:08:12.275651,end of collect,0.03858,0.07049,0.07509,0.00226,-0.00186,-0.00012
