sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_hard_2mm_r2,1,2026-09-03T23:32:33.281949,0001.png,N0.10,-0.00443,-0.02029,-0.08913,-0.000192,-6.2e-05,-0.000219,0.00692,-0.02122,-0.08875,0.09151,37.9232,362.7444,38.6168,-0.0,0.2084,-0.701,2.157,0.227,0.013
9DTact_hard_2mm_r2,2,2026-09-03T23:32:35.468848,0002.png,N0.20,-0.00171,-0.01193,-0.25123,-0.000503,-7.5e-05,0.000188,0.00622,-0.01521,-0.25098,0.25151,37.9245,362.7614,38.5229,0.0937,0.3021,-0.298,2.003,0.0479,0.013
9DTact_hard_2mm_r2,3,2026-09-03T23:32:38.378054,0003.png,N0.30,0.00272,-0.0106,-0.34133,-0.000234,0.000185,0.000217,0.01002,-0.01329,-0.3411,0.34151,37.9409,362.7583,38.4571,0.1596,0.368,0.543,0.686,0.032,0.013
9DTact_hard_2mm_r2,4,2026-09-03T23:32:40.463185,0004.png,N0.40,0.00232,-0.00865,-0.40244,-0.000345,0.000193,-9.5e-05,0.00912,-0.01278,-0.40223,0.40254,37.9395,362.7636,38.3876,0.2291,0.4374,0.48,0.858,0.0222,0.013
9DTact_hard_2mm_r2,5,2026-09-03T23:32:41.758511,0005.png,N0.50,0.00294,-0.00252,-0.49345,-0.000496,0.0001,5.4e-05,0.00722,-0.00862,-0.49333,0.49346,37.9415,362.7553,38.334,0.2827,0.4911,0.204,1.006,0.0078,0.013
9DTact_hard_2mm_r2,6,2026-09-03T23:32:43.076768,0006.png,N0.60,0.0009,-0.00373,-0.59022,-0.000434,6.7e-05,4.5e-05,0.00674,-0.01224,-0.59006,0.59023,37.9404,362.754,38.2796,0.3371,0.5455,0.114,0.735,0.0065,0.013
9DTact_hard_2mm_r2,7,2026-09-03T23:32:45.249921,0007.png,N0.70,0.00237,0.00622,-0.71614,-0.000474,0.000142,-0.000122,0.00391,-0.0049,-0.71614,0.71617,37.9388,362.7654,38.2011,0.4155,0.6238,0.198,0.662,0.0093,0.013
9DTact_hard_2mm_r2,8,2026-09-03T23:32:47.967249,0008.png,N0.80,0.00076,0.0032,-0.80705,-0.000426,0.000109,0.000193,0.00465,-0.00978,-0.80698,0.80705,37.9425,362.7526,38.154,0.4628,0.6712,0.135,0.528,0.0041,0.013
9DTact_hard_2mm_r2,9,2026-09-03T23:32:49.949316,0009.png,N0.90,0.00377,0.01192,-0.93101,-0.000487,0.00017,9.2e-05,0.00376,-0.00271,-0.93108,0.93109,37.9402,362.7607,38.088,0.5287,0.737,0.183,0.523,0.0134,0.013
9DTact_hard_2mm_r2,10,2026-09-03T23:32:51.243517,0010.png,N1.00,0.00554,0.01468,-1.0257,-0.000583,0.000132,0.000163,0.00457,-0.00095,-1.02581,1.02582,37.9401,362.7613,38.0458,0.5708,0.7792,0.128,0.569,0.0153,0.013
