sensor,scale_source,downscale,px_per_mm,zero_shift_mm,zero_shift_source,grey_levels_used,mm_per_grey_level,ball_deepest_mm,cyl4_raw_bias,cyl4_raw_mae,cyl4_raw_bias_deep,cyl4_raw_mae_deep,cyl4_raw_slope,cyl4_raw_rms_after_linear,cyl4_raw_size,cyl4_raw_size_err,cyl4_raw_flat,cyl4_corrected_bias,cyl4_corrected_mae,cyl4_corrected_bias_deep,cyl4_corrected_mae_deep,cyl4_corrected_slope,cyl4_corrected_rms_after_linear,cyl4_corrected_size,cyl4_corrected_size_err,cyl4_corrected_flat,cube4_raw_bias,cube4_raw_mae,cube4_raw_bias_deep,cube4_raw_mae_deep,cube4_raw_slope,cube4_raw_rms_after_linear,cube4_raw_size,cube4_raw_size_err,cube4_raw_flat,cube4_raw_squareness,cube4_raw_angle_deg,cube4_corrected_bias,cube4_corrected_mae,cube4_corrected_bias_deep,cube4_corrected_mae_deep,cube4_corrected_slope,cube4_corrected_rms_after_linear,cube4_corrected_size,cube4_corrected_size_err,cube4_corrected_flat,cube4_corrected_squareness,cube4_corrected_angle_deg
hard_1mm_r1,own,1,93.82314012650215,0.13593813563648638,own,18,0.039898885903692616,0.7181799462664671,-0.09379222555147332,0.09379222555147332,-0.10068076501522415,0.10068076501522415,0.9050226778931014,0.015903077676901547,3.9365487168368154,-0.0634512831631846,0.024740795087483194,-0.025462790709602064,0.027754339600687725,-0.014390297484735174,0.01782762082136367,1.0421240466909876,0.020787185064442545,4.08029244892718,0.0802924489271799,0.024889978683657117,-0.1640959752529204,0.1640959752529204,-0.18613513091515974,0.18613513091515974,0.8414589468737684,0.026947797828320234,4.133167443846698,0.13316744384669832,0.031204288825392723,0.8991520075762548,79.55217742919922,-0.10874784344726207,0.10874784344726207,-0.10766999700974897,0.10766999700974897,1.0374715609092189,0.022987982691893897,4.270411228755135,0.270411228755135,0.03252123792966207,0.9173693498230101,79.90647888183594
hard_1mm_r2,own,1,81.43887897119407,0.2027185698623235,own,13,0.06048697159182673,0.7863306306937474,-0.09735029457137084,0.09735029457137084,-0.09811819581620451,0.09811819581620451,0.9010191550428304,0.035072874170231375,4.1269189561267785,0.1269189561267785,0.01602070230162806,-0.026109797077047445,0.053770455639103425,0.0018807961202407335,0.03961019172284324,1.1256125224169653,0.050418821630778356,4.283425453193555,0.28342545319355494,0.0171513560667841,-0.09196988621897378,0.09196988621897378,-0.09140399928526487,0.09140399928526487,0.8888852660040163,0.037349228146331535,4.819102130887548,0.8191021308875479,0.011609899423395595,0.9606364139974047,79.95797729492188,-0.018176297702360938,0.0561850075701121,0.010504755272106273,0.04650830952952047,1.1057603800554,0.0547450360253228,4.981064552422265,0.9810645524222652,0.012136023724451661,0.9491851705647664,82.71597290039062
hard_2mm_r1,own,1,83.65845408788799,0.2858754465455071,own,19,0.04586445146715129,0.8714245778758745,-0.1282231596685247,0.1282231596685247,-0.1382859212560925,0.1382859212560925,0.9277236136138858,0.018918275657834834,3.799345571331698,-0.20065442866830185,0.029969010916021135,-0.042435246475633286,0.05235410021594154,-0.012464051435736123,0.02734233204619851,1.2702835663961172,0.02414055595424808,3.927404110521121,-0.07259588947887918,0.03380956562856833,-0.10538554653016811,0.10538554653016811,-0.10329634600226797,0.10329634600226797,0.9942159775074463,0.024273007025920987,4.53159681720954,0.5315968172095404,0.026611113144705694,0.9946475484637878,73.3007583618164,-0.014195557786887122,0.06247107701802376,0.029208854801011902,0.04320442404569305,1.3281816340798285,0.04133123195789795,4.708301516830159,0.7083015168301587,0.02817415337388714,0.987558747092776,80.17227935791016
hard_2mm_r2,own,1,85.91337826245143,0.24941276742730167,own,19,0.04367468878467325,0.8298190869087918,-0.0800700643423633,0.0800700643423633,-0.0761867572741493,0.0761867572741493,0.9645688839511388,0.025047216032978704,4.085955647452887,0.08595564745288709,0.020639598162637815,0.014506641370461766,0.05373660260507369,0.05118243298165159,0.05118243298165159,1.2202351202647344,0.041325293263631324,4.25698943696856,0.2569894369685599,0.02143385861482885,-0.13533221411490712,0.13533221411490712,-0.14200620851403117,0.14200620851403117,0.9238660293616342,0.018173963573026353,4.321114997793251,0.32111499779325126,0.029418228194117546,0.9878066400872391,74.25796508789062,-0.05481501786320678,0.05481501786320678,-0.023274400596674696,0.023274400596674696,1.2345906851456299,0.027939572032780156,4.443100232062628,0.44310023206262805,0.03249045896033446,0.9928874920753374,77.64464569091797
hard_3mm_r1,own,1,81.56297277303784,0.2688711990373953,own,14,0.0605941486509585,0.848318081113419,-0.11881755715416194,0.11881755715416194,-0.12394358730561418,0.12394358730561418,0.9308746263561313,0.01640299354537455,4.940773259093316,0.9407732590933158,0.03069604705605242,-0.0303927370634144,0.04766775726906954,0.00270490580551939,0.02320762450296332,1.2585971198258372,0.028442861051133615,5.170846556728817,1.1708465567288169,0.03613473744028144,-0.13141272990035502,0.13141272990035502,-0.14928829483080183,0.14928829483080183,0.8692699659009089,0.019426155662411827,4.930010697959433,0.9300106979594327,0.027276827643315,0.9218185989144887,76.86598205566406,-0.05030149924571303,0.052021523798954285,-0.03314665890622412,0.035726695736086,1.1920926095929123,0.020651611526432988,5.0790779213826065,1.0790779213826065,0.034005045580367245,0.898346716272151,76.75948333740234
hard_3mm_r2,own,1,76.03385173953693,0.20046365423674573,own,12,0.06438662942837296,0.7726395531404755,-0.14336715869140942,0.14336715869140942,-0.15480172299035289,0.15480172299035289,0.8645396044256262,0.01965343294756118,4.5748400340488935,0.5748400340488935,0.036775104908479586,-0.13077905093993394,0.13077905093993394,-0.1359205858179718,0.1359205858179718,0.7959247774730989,0.07474971461237041,4.74455890941045,0.7445589094104497,0.06933451609479056,-0.12714408660575074,0.12714408660575074,-0.13731877005557888,0.13731877005557888,0.8774414908202551,0.025029567891747522,5.453891586849647,1.4538915868496467,0.020610478706657887,0.8805801064737313,66.80140686035156,-0.12162419637932702,0.12162419637932702,-0.12990518159131878,0.12990518159131878,0.7385864914845994,0.09006826211546522,5.745225439309774,1.745225439309774,0.06093532716234525,0.9290651802655271,80.89266967773438
medium_1mm_r1,own,1,88.61377550187014,0.25150033536832694,own,21,0.03984481633448582,0.8367411430242022,-0.13775384623791923,0.13775384623791923,-0.16265412852133654,0.16265412852133654,0.7969761815034404,0.018626359911702903,3.840845894302099,-0.15915410569790112,0.02740518893632624,-0.012294026205799483,0.014339922120065863,-0.0063201567527188945,0.009389000624118465,1.0611692289226191,0.004421920192928151,4.128682915634184,0.128682915634184,0.029988952601949375,-0.20862884166841053,0.20862884166841053,-0.252146132405934,0.252146132405934,0.6281916363491928,0.024571646929109087,4.454911302153403,0.4549113021534028,0.025279436260461807,0.9952049430508726,78.83049774169922,-0.11560149882024122,0.11560149882024122,-0.12061029311650714,0.12061029311650714,0.9842336307957353,0.016790021796714998,4.577709617119946,0.5777096171199458,0.03182343083123366,0.9972173736635922,78.9964599609375
medium_1mm_r2,borrowed,1,85.39899355327775,0.16469734824123705,own,14,0.053219258289200155,0.7450696160488022,-0.10451934292004651,0.10451934292004651,-0.1081215608800668,0.1081215608800668,0.9220329059866135,0.022038207905566872,3.8750126205806126,-0.12498737941938742,0.022758572000182338,-0.04125089480060671,0.04487938070538275,-0.021108437943976974,0.026551166801141033,1.1102510014895506,0.0318177908904506,4.00270278806313,0.002702788063129624,0.023765707181559667,-0.10507457138638127,0.10507457138638127,-0.10665585860359705,0.10665585860359705,0.929492533113944,0.020420780684821532,4.370829912318455,0.3708299123184551,0.019916636558870476,0.9751880439866248,76.84246063232422,-0.04087188011323837,0.0420791069349023,-0.018963020441413292,0.020773860673909184,1.1155665459133015,0.032357263826719336,4.504876142260098,0.5048761422600982,0.020884123009939987,0.9743656573228461,77.125
medium_2mm_r2,borrowed,1,70.73606813554056,-0.055636181984315414,own,17,0.030927214683545652,0.5257626496202761,-0.045241060903178934,0.04741072922919739,-0.048519167039687894,0.05177366952871557,0.8408685532147554,0.04243897676280944,5.217485732532463,1.217485732532463,0.009514227082642416,-0.07180335913731715,0.07180335913731715,-0.08211889886249647,0.08211889886249647,0.7854221980315698,0.03764139131336146,5.17441357085705,1.17441357085705,0.009321294142864645,-0.03498495577128872,0.04928004029315678,-0.039635571829657906,0.06107819861246,0.7994235017106207,0.048760073288517794,5.844801586826928,1.8448015868269279,0.0071381482218081755,0.8432596382347933,74.32048034667969,-0.06258385152471209,0.06258385152471209,-0.07357181905923402,0.07357181905923402,0.7491587682869767,0.043699564096137546,5.822797782447925,1.8227977824479247,0.006999118796860178,0.8419461218127228,74.47589111328125
medium_3mm_r1,borrowed,1,82.22445172786455,0.03939971936793896,own,10,0.06159661679850146,0.6159661679850146,-0.1501831215750025,0.1501831215750025,-0.16576943501245753,0.16576943501245753,0.7822348136098212,0.021158178137038033,4.04037932718278,0.040379327182780145,0.016750473632580705,-0.14012729666771287,0.14012729666771287,-0.1510358373762347,0.1510358373762347,0.8242490710321815,0.0228527682913046,4.055823039024606,0.05582303902460595,0.01747216351537241,-0.1417649468061306,0.1417649468061306,-0.16101549354499767,0.16101549354499767,0.7472081355072249,0.02178368007156904,4.8907635986313425,0.8907635986313425,0.013798325943450132,0.9676018666054228,75.41107940673828,-0.13110766270776372,0.13110766270776372,-0.14602079031175563,0.14602079031175563,0.7858150134469044,0.023444637618464218,4.891875130034724,0.8918751300347241,0.014383299586673578,0.9676167916111095,75.34324645996094
medium_3mm_r2,borrowed,1,79.90882791538165,0.15293511625574752,own,15,0.04909379964996082,0.7364069947494123,-0.07774748634691003,0.07774748634691003,-0.07720529028883759,0.07720529028883759,0.9275342985135598,0.028869769445058042,4.322233178812226,0.32223317881222613,0.016233902217613325,-0.025637075973872974,0.040986492473564326,-0.005670765927545053,0.028694890677082096,1.082581352660281,0.039499740862761,4.413212979264333,0.4132129792643333,0.016884929604000516,-0.050908842567811384,0.05290983084722887,-0.051679305851268786,0.05468078827039502,0.8555250510111345,0.04375789612253172,5.16444190048469,1.1644419004846904,0.011338802054524422,0.9690036227800393,79.57928466796875,0.006311294799834513,0.048934479242438635,0.02222674328107832,0.06064191778233141,0.9837448479291377,0.054885199253538006,5.280629484482676,1.2806294844826764,0.011512714127699534,0.9632222210675533,78.9964599609375
soft_1mm_r1,own,1,101.80915744549826,0.17883306494644557,own,12,0.06365042048000606,0.7638050457600727,-0.12797377990691453,0.12797377990691453,-0.13854628697388566,0.13854628697388566,0.8298220922216228,0.020345821871367284,3.764259631617292,-0.23574036838270818,0.027171256434586313,-0.07991060539591897,0.07991060539591897,-0.07333167662574049,0.07333167662574049,0.9618278931388623,0.03058108433763303,3.8417512430623963,-0.15824875693760365,0.02735803835093975,-0.17208592136732706,0.17208592136732706,-0.18605250647450153,0.18605250647450153,0.8460908296466806,0.015670466986100265,4.026418945794017,0.026418945794016935,0.03062477707862854,0.8928711510942656,77.31961059570312,-0.1329332704286473,0.1329332704286473,-0.12376060119057361,0.12376060119057361,1.0302781412569166,0.022082118349797446,4.098965813392334,0.09896581339233368,0.03128104036053022,0.8963195731247344,77.57405853271484
soft_1mm_r2,borrowed,1,95.89186752111016,0.16773037619426745,own,14,0.05435602142632615,0.7609842999685661,-0.14559601584233778,0.14559601584233778,-0.17149150080081554,0.17149150080081554,0.768699121922564,0.011528161909069528,4.255322357189736,0.25532235718973606,0.04882023359338442,-0.08760125557986832,0.08760125557986832,-0.0974353597223434,0.0974353597223434,0.8990761183649166,0.00506312612473495,4.407180047421423,0.40718004742142266,0.050384403516848884,-0.2259557396463059,0.2259557396463059,-0.264585599642543,0.264585599642543,0.6860838362810556,0.02950720917973272,4.345155702798951,0.3451557027989507,0.029037550712625187,0.9610174590660533,77.3349380493164,-0.1899837299229207,0.1899837299229207,-0.20552922819211883,0.20552922819211883,0.9002362789463088,0.029780887812471284,4.3839968842504105,0.38399688425041045,0.03265381728609403,0.9723526124917931,76.80532836914062
soft_2mm_r1,own,1,88.89310786324532,0.18375845096878507,own,23,0.033679496844930226,0.7746284274333952,-0.10710430992073226,0.10710430992073226,-0.10913846878539779,0.10913846878539779,0.9728337792271946,0.01741028207290285,3.7367696015046246,-0.26323039849537544,0.024062868000732526,-0.02167718630728365,0.030728570608176083,0.0020433392293129674,0.011533737222025678,1.1709468715320765,0.020032665502182592,3.9317771236328403,-0.06822287636715973,0.02420032148559888,-0.16657725981553814,0.16657725981553814,-0.18595002696554008,0.18595002696554008,0.8778159515539931,0.03220752068383204,3.958532035479159,-0.041467964520840894,0.028870185216267902,0.9518786373616922,71.56504821777344,-0.09880670210463723,0.09880670210463723,-0.08612228103617968,0.08612228103617968,1.1503229468425007,0.028926174180440113,4.179638961175635,0.17963896117563483,0.030421386162439983,0.9319782211569256,72.45426940917969
soft_2mm_r2,borrowed,1,76.39049752220043,0.08956248564931713,own,18,0.03757662695818888,0.6763792852473998,-0.0896625689806662,0.0896625689806662,-0.09677637355720371,0.09677637355720371,0.8820026714906923,0.02502688334529125,4.662431460826228,0.6624314608262276,0.017929983273562457,-0.055100827090487414,0.055100827090487414,-0.04951773695345094,0.04951773695345094,0.9892322527630093,0.029892497285968815,4.698747961067233,0.6987479610672329,0.019020145396805473,-0.09349673902061535,0.09349673902061535,-0.09472652368180598,0.09472652368180598,0.9184362532683807,0.026435612697885684,5.191575310250705,1.1915753102507054,0.014675865415483713,0.9042411937350229,78.69007110595703,-0.0592458668109472,0.0592458668109472,-0.04702090687982882,0.04702090687982882,1.0312144504986094,0.03222105315424295,5.223172922552121,1.2231729225521208,0.015476657853772243,0.9010416485146119,80.02793884277344
