sensor,width_px,height_px,fz_mae,fz_mae_baseline,fz_r2,lat_mae,lat_mae_baseline,n_train,n_test,fz_range,tx_mae,ty_mae,tz_mae,epochs,batch,seconds
hard_1mm_r1,16,9,0.06914933025836945,0.41869986057281494,0.977109968662262,0.022712282836437225,0.08423195034265518,933,67,1.9910300970077515,0.0004051566356793046,0.000476712390081957,0.0001188335518236272,30,64,3.6
hard_1mm_r1,8,5,0.053512368351221085,0.41869986057281494,0.9843137860298157,0.015452582389116287,0.08423195034265518,933,67,1.9910300970077515,0.0003410940698813647,0.00028458950691856444,0.00012204505765112117,30,64,3.7
hard_1mm_r2,1920,1080,0.0433635488152504,0.30318084359169006,0.9856401681900024,0.027516305446624756,0.10874317586421967,916,84,1.8539299964904785,0.0005624508485198021,0.0005707864766009152,0.00011499173706397414,30,4,353.4
hard_1mm_r2,1280,720,0.0601264052093029,0.30318084359169006,0.9749400615692139,0.020410630851984024,0.10874317586421967,916,84,1.8539299964904785,0.0009249545400962234,0.0007008113316260278,0.00015985206118784845,30,11,155.2
hard_1mm_r2,854,480,0.04597537964582443,0.30318084359169006,0.9817640781402588,0.022323761135339737,0.10874317586421967,916,84,1.8539299964904785,0.0005890760221518576,0.0008564318995922804,0.00016504974337294698,30,24,72.5
hard_1mm_r2,640,360,0.03321315720677376,0.30318084359169006,0.991349458694458,0.019608035683631897,0.10874317586421967,916,84,1.8539299964904785,0.0004916609032079577,0.0007769832736812532,0.00016249802138190717,30,44,40.7
hard_1mm_r2,426,240,0.03540042042732239,0.30318084359169006,0.9896897673606873,0.016433466225862503,0.10874317586421967,916,84,1.8539299964904785,0.0005789345595985651,0.0007929012645035982,0.00013704066805075854,30,64,19.7
hard_1mm_r2,320,180,0.045798685401678085,0.30318084359169006,0.9834781885147095,0.017849477007985115,0.10874317586421967,916,84,1.8539299964904785,0.00046844364260323346,0.0004955199547111988,0.00012530649837572128,30,64,11.8
hard_1mm_r2,160,90,0.05160604044795036,0.30318084359169006,0.9786753058433533,0.0179236251860857,0.10874317586421967,916,84,1.8539299964904785,0.00042481973650865257,0.0010933333542197943,0.00011158223787788302,30,64,4.2
hard_1mm_r2,80,45,0.07112492620944977,0.30318084359169006,0.9636671543121338,0.018010051921010017,0.10874317586421967,916,84,1.8539299964904785,0.0003941492468584329,0.0003970405086874962,0.00013313705858308822,30,64,3.3
hard_1mm_r2,48,27,0.03604273870587349,0.30318084359169006,0.9891413450241089,0.02090943232178688,0.10874317586421967,916,84,1.8539299964904785,0.0004262840375304222,0.00042821100214496255,0.00011712090054061264,30,64,3.1
hard_1mm_r2,32,18,0.03414709120988846,0.30318084359169006,0.9878982305526733,0.020138490945100784,0.10874317586421967,916,84,1.8539299964904785,0.00041077708010561764,0.0005045816651545465,0.000107974061393179,30,64,3.1
hard_1mm_r2,16,9,0.037022706121206284,0.30318084359169006,0.9886961579322815,0.0267082080245018,0.10874317586421967,916,84,1.8539299964904785,0.0005656476714648306,0.0005383657990023494,0.00010253190703224391,30,64,3.6
hard_1mm_r2,8,5,0.053858883678913116,0.30318084359169006,0.9730505347251892,0.024433108046650887,0.10874317586421967,916,84,1.8539299964904785,0.0008152080117724836,0.0006988777313381433,9.353845962323248e-05,30,64,3.7
hard_2mm_r1,1920,1080,0.076503686606884,0.22909671068191528,0.9007421731948853,0.042016513645648956,0.12638811767101288,873,127,1.6808600425720215,0.00075879244832322,0.001398602151311934,0.00012789190805051476,30,4,333.8
hard_2mm_r1,1280,720,0.03134642541408539,0.22909671068191528,0.985026478767395,0.03319389745593071,0.12638811767101288,873,127,1.6808600425720215,0.0004864362708758563,0.0013067404506728053,0.00011265992361586541,30,11,148.1
hard_2mm_r1,854,480,0.08441320061683655,0.22909671068191528,0.9163234233856201,0.030784932896494865,0.12638811767101288,873,127,1.6808600425720215,0.0005108733894303441,0.0009578867466188967,0.00012821466953027993,30,24,68.8
hard_2mm_r1,640,360,0.04283147305250168,0.22909671068191528,0.972588062286377,0.03336211293935776,0.12638811767101288,873,127,1.6808600425720215,0.0006402340368367732,0.000783521740231663,0.00014038717199582607,30,44,38.7
hard_2mm_r1,426,240,0.03641864284873009,0.22909671068191528,0.9782332181930542,0.02453281171619892,0.12638811767101288,873,127,1.6808600425720215,0.0005061791744083166,0.000871313619427383,0.00013215967919677496,30,64,18.7
hard_2mm_r1,320,180,0.045085079967975616,0.22909671068191528,0.9721089601516724,0.03273942694067955,0.12638811767101288,873,127,1.6808600425720215,0.000827056122943759,0.0006307332660071552,0.00013723518350161612,30,64,11.3
hard_2mm_r1,160,90,0.09387046098709106,0.22909671068191528,0.9015770554542542,0.030895521864295006,0.12638811767101288,873,127,1.6808600425720215,0.0005742893554270267,0.000621449900791049,0.0001812815316952765,30,64,4.0
hard_2mm_r1,80,45,0.062087032943964005,0.22909671068191528,0.9512474536895752,0.027515584602952003,0.12638811767101288,873,127,1.6808600425720215,0.0006570015102624893,0.0008806381374597549,0.00012100608000764623,30,64,3.1
hard_2mm_r1,48,27,0.037718515843153,0.22909671068191528,0.9802934527397156,0.026620924472808838,0.12638811767101288,873,127,1.6808600425720215,0.0005192137323319912,0.00044034444727003574,0.00011501755943754688,30,64,3.0
hard_2mm_r1,32,18,0.06622550636529922,0.22909671068191528,0.9364731311798096,0.027104847133159637,0.12638811767101288,873,127,1.6808600425720215,0.0005181881133466959,0.0006122728227637708,0.0001258476113434881,30,64,3.0
hard_2mm_r1,16,9,0.060764238238334656,0.22909671068191528,0.895767867565155,0.025951603427529335,0.12638811767101288,873,127,1.6808600425720215,0.0007075482280924916,0.0007371061365120113,0.0001099284490919672,30,64,3.4
hard_2mm_r1,8,5,0.0731726661324501,0.22909671068191528,0.9194384813308716,0.03837665170431137,0.12638811767101288,873,127,1.6808600425720215,0.001092290971428156,0.0007688721525482833,0.0001330851373495534,30,64,3.5
hard_2mm_r2,1920,1080,0.022402120754122734,0.25353434681892395,0.9933774471282959,0.022249452769756317,0.13459326326847076,892,108,2.1476900577545166,0.0007129188743419945,0.0006257182685658336,0.00012180352496216074,30,4,341.4
hard_2mm_r2,1280,720,0.04826295003294945,0.25353434681892395,0.9776131510734558,0.023332910612225533,0.13459326326847076,892,108,2.1476900577545166,0.000642092025373131,0.0003985636285506189,0.00011676154099404812,30,11,151.8
hard_2mm_r2,854,480,0.07614187151193619,0.25353434681892395,0.9498242139816284,0.017894195392727852,0.13459326326847076,892,108,2.1476900577545166,0.00044629129115492105,0.0004947125562466681,9.959988528862596e-05,30,24,71.1
hard_2mm_r2,640,360,0.028713934123516083,0.25353434681892395,0.9901349544525146,0.04748015105724335,0.13459326326847076,892,108,2.1476900577545166,0.0015391510678455234,0.000676451250910759,0.0001081448353943415,30,44,39.7
hard_2mm_r2,426,240,0.039089497178792953,0.25353434681892395,0.9833064079284668,0.021447889506816864,0.13459326326847076,892,108,2.1476900577545166,0.0005910777254030108,0.0005311586428433657,0.0001089597208192572,30,64,19.4
hard_2mm_r2,320,180,0.04651273041963577,0.25353434681892395,0.9781279563903809,0.02279362641274929,0.13459326326847076,892,108,2.1476900577545166,0.0004977225326001644,0.00050087965792045,0.00011027506116079167,30,64,11.5
hard_2mm_r2,160,90,0.02807457000017166,0.25353434681892395,0.9913643002510071,0.02710719406604767,0.13459326326847076,892,108,2.1476900577545166,0.0005303224315866828,0.0004726238548755646,0.00011500823893584311,30,64,4.1
hard_2mm_r2,80,45,0.07767278701066971,0.25353434681892395,0.9356962442398071,0.022660449147224426,0.13459326326847076,892,108,2.1476900577545166,0.0004814406274817884,0.0004404757637530565,0.0001384222268825397,30,64,3.1
hard_2mm_r2,48,27,0.048538923263549805,0.25353434681892395,0.9715328216552734,0.036711376160383224,0.13459326326847076,892,108,2.1476900577545166,0.00046118663158267736,0.0005734388250857592,0.00012949945812579244,30,64,3.0
hard_2mm_r2,32,18,0.06427063792943954,0.25353434681892395,0.8972065448760986,0.040304217487573624,0.13459326326847076,892,108,2.1476900577545166,0.0005848900182172656,0.0007174706552177668,0.00014417390048038214,30,64,3.0
hard_2mm_r2,16,9,0.06352105736732483,0.25353434681892395,0.9469258785247803,0.026292094960808754,0.13459326326847076,892,108,2.1476900577545166,0.0006433686939999461,0.0007637712988071144,0.00012369979231152683,30,64,3.4
hard_2mm_r2,8,5,0.251753032207489,0.25353434681892395,-2.3645262718200684,0.18424853682518005,0.13459326326847076,892,108,2.1476900577545166,0.0024123021867126226,0.004133387468755245,0.00015107997751329094,30,64,3.7
hard_3mm_r1,1920,1080,0.05898657068610191,0.3619006872177124,0.9728744029998779,0.051053304225206375,0.13510479032993317,845,155,2.000200033187866,0.0016701000276952982,0.0013487667310982943,0.00014667071809526533,30,4,323.9
hard_3mm_r1,1280,720,0.09880659729242325,0.3619006872177124,0.9424043893814087,0.06418942660093307,0.13510479032993317,845,155,2.000200033187866,0.0009607450338080525,0.00323905935510993,0.00013553549069911242,30,11,143.1
hard_3mm_r1,854,480,0.12541045248508453,0.3619006872177124,0.9067701697349548,0.054267168045043945,0.13510479032993317,845,155,2.000200033187866,0.0011293413117527962,0.0010154210031032562,0.0001593608467373997,30,24,66.8
hard_3mm_r1,640,360,0.13014782965183258,0.3619006872177124,0.9042030572891235,0.03721074014902115,0.13510479032993317,845,155,2.000200033187866,0.0008232475374825299,0.0011816361220553517,0.0001243371661985293,30,44,37.5
hard_3mm_r1,426,240,0.0624316930770874,0.3619006872177124,0.9717463850975037,0.039120275527238846,0.13510479032993317,845,155,2.000200033187866,0.001268108026124537,0.001530796173028648,0.00013316917465999722,30,64,18.4
hard_3mm_r1,320,180,0.04619449004530907,0.3619006872177124,0.9840286374092102,0.050723303109407425,0.13510479032993317,845,155,2.000200033187866,0.0007694893283769488,0.0011695275316014886,0.0001373318227706477,30,64,11.1
hard_3mm_r1,160,90,0.08260537683963776,0.3619006872177124,0.9531857967376709,0.05622020736336708,0.13510479032993317,845,155,2.000200033187866,0.0010965144028887153,0.0010739010758697987,0.00014735649165231735,30,64,4.0
hard_3mm_r1,80,45,0.12368704378604889,0.3619006872177124,0.9083575010299683,0.04591285437345505,0.13510479032993317,845,155,2.000200033187866,0.0007580936071462929,0.0008038574014790356,0.00014553334040101618,30,64,3.1
hard_3mm_r1,48,27,0.07811960577964783,0.3619006872177124,0.9476827383041382,0.04988439008593559,0.13510479032993317,845,155,2.000200033187866,0.0010748214554041624,0.001004014047794044,0.00013660518743563443,30,64,3.0
hard_3mm_r1,32,18,0.057470206171274185,0.3619006872177124,0.9763615727424622,0.032499395310878754,0.13510479032993317,845,155,2.000200033187866,0.0007329708896577358,0.0007452458376064897,0.00013438014138955623,30,64,3.1
hard_3mm_r1,16,9,0.22891786694526672,0.3619006872177124,-1.1188507080078125,0.1419021487236023,0.13510479032993317,845,155,2.000200033187866,0.0011973974760621786,0.0016243401914834976,0.000170956933288835,30,64,3.4
hard_3mm_r1,8,5,0.09290371835231781,0.3619006872177124,0.9414253234863281,0.048182517290115356,0.13510479032993317,845,155,2.000200033187866,0.0008855632040649652,0.0010148100554943085,0.0001497681951150298,30,64,3.4
hard_3mm_r2,1920,1080,0.026459190994501114,0.3359476923942566,0.9938470125198364,0.04195920377969742,0.2397356927394867,891,109,2.090240001678467,0.0010911384597420692,0.0012635828461498022,0.00017500322428531945,30,4,341.3
hard_3mm_r2,1280,720,0.04981795698404312,0.3359476923942566,0.9791336059570312,0.03440803289413452,0.2397356927394867,891,109,2.090240001678467,0.0008281972259283066,0.0007648028549738228,0.00017849817231763154,30,11,151.1
hard_3mm_r2,854,480,0.06265277415513992,0.3359476923942566,0.9719697833061218,0.03646726533770561,0.2397356927394867,891,109,2.090240001678467,0.0012610646663233638,0.0007230883347801864,0.000162940748850815,30,24,71.7
hard_3mm_r2,640,360,0.03924131020903587,0.3359476923942566,0.9878146648406982,0.0396769642829895,0.2397356927394867,891,109,2.090240001678467,0.0010077434126287699,0.0006812427891418338,0.00016072236758191139,30,44,39.6
hard_3mm_r2,426,240,0.03899373859167099,0.3359476923942566,0.9877459406852722,0.05978865921497345,0.2397356927394867,891,109,2.090240001678467,0.0011374830501154065,0.001628301339223981,0.00017707026563584805,30,64,19.3
hard_3mm_r2,320,180,0.05024506524205208,0.3359476923942566,0.9794460535049438,0.03465138375759125,0.2397356927394867,891,109,2.090240001678467,0.0009738589869812131,0.0007271859212778509,0.00018511206144466996,30,64,11.5
hard_3mm_r2,160,90,0.06438072770833969,0.3359476923942566,0.9681940078735352,0.0465177483856678,0.2397356927394867,891,109,2.090240001678467,0.0010331803932785988,0.0005571295041590929,0.00018747156718745828,30,64,4.1
hard_3mm_r2,80,45,0.03535858914256096,0.3359476923942566,0.9891008138656616,0.03724392130970955,0.2397356927394867,891,109,2.090240001678467,0.0008619047584943473,0.0005669640377163887,0.00018412008648738265,30,64,3.1
hard_3mm_r2,48,27,0.03147541359066963,0.3359476923942566,0.9906972646713257,0.03870131075382233,0.2397356927394867,891,109,2.090240001678467,0.0008462232653982937,0.0009735942585393786,0.00016861906624399126,30,64,3.1
hard_3mm_r2,32,18,0.10853244364261627,0.3359476923942566,0.8406593799591064,0.0755019411444664,0.2397356927394867,891,109,2.090240001678467,0.0008740057237446308,0.0017877239733934402,0.00016841135220602155,30,64,3.0
hard_3mm_r2,16,9,0.09492075443267822,0.3359476923942566,0.9268682599067688,0.05485394597053528,0.2397356927394867,891,109,2.090240001678467,0.0012643582886084914,0.0014263871125876904,0.00015793491911608726,30,64,3.5
hard_3mm_r2,8,5,0.19162847101688385,0.3359476923942566,-1.476912498474121,0.15558645129203796,0.2397356927394867,891,109,2.090240001678467,0.0018256610492244363,0.004226477816700935,0.00024622800992801785,30,64,3.5
medium_1mm_r1,1920,1080,0.05090023949742317,0.23985648155212402,0.9606137871742249,0.03223107382655144,0.14833584427833557,891,109,1.872209906578064,0.0006309907184913754,0.0006604471709579229,0.00019755001994781196,30,4,341.7
medium_1mm_r1,1280,720,0.058986395597457886,0.23985648155212402,0.945842981338501,0.04288319870829582,0.14833584427833557,891,109,1.872209906578064,0.0011586862383410335,0.0005562592996284366,0.00027247710386291146,30,11,151.5
medium_1mm_r1,854,480,0.05812897905707359,0.23985648155212402,0.9539653062820435,0.033198174089193344,0.14833584427833557,891,109,1.872209906578064,0.0005999515997245908,0.0006827512988820672,0.00018019354320131242,30,24,71.4
medium_1mm_r1,640,360,0.0655018538236618,0.23985648155212402,0.9404123425483704,0.025965454056859016,0.14833584427833557,891,109,1.872209906578064,0.0005397993372753263,0.0008226106292568147,0.0002213011757703498,30,44,39.6
medium_1mm_r1,426,240,0.056418050080537796,0.23985648155212402,0.9549304842948914,0.025539515540003777,0.14833584427833557,891,109,1.872209906578064,0.0005454974598251283,0.0007633218192495406,0.00022432678088080138,30,64,19.5
medium_1mm_r1,320,180,0.04877757281064987,0.23985648155212402,0.9645434617996216,0.029456045478582382,0.14833584427833557,891,109,1.872209906578064,0.0006019401480443776,0.0005818010540679097,0.00020763638895004988,30,64,11.7
medium_1mm_r1,160,90,0.04978039115667343,0.23985648155212402,0.9616659879684448,0.024973459541797638,0.14833584427833557,891,109,1.872209906578064,0.0005480246618390083,0.000823942304123193,0.0002703474019654095,30,64,4.1
medium_1mm_r1,80,45,0.049436599016189575,0.23985648155212402,0.9602283239364624,0.023417487740516663,0.14833584427833557,891,109,1.872209906578064,0.0006420075660571456,0.0005996651598252356,0.00021481771545950323,30,64,3.1
medium_1mm_r1,48,27,0.053652118891477585,0.23985648155212402,0.9565649032592773,0.03236452117562294,0.14833584427833557,891,109,1.872209906578064,0.0006582639180123806,0.0005530662601813674,0.0001778675796231255,30,64,3.0
medium_1mm_r1,32,18,0.05306912213563919,0.23985648155212402,0.9576152563095093,0.024976734071969986,0.14833584427833557,891,109,1.872209906578064,0.0005470270989462733,0.0005270051187835634,0.00017953294445760548,30,64,3.1
medium_1mm_r1,16,9,0.06462596356868744,0.23985648155212402,0.9373726844787598,0.031239422038197517,0.14833584427833557,891,109,1.872209906578064,0.000605255423579365,0.0005254958523437381,0.00016527251864317805,30,64,3.4
medium_1mm_r1,8,5,0.22355803847312927,0.23985648155212402,-2.1674797534942627,0.10611781477928162,0.14833584427833557,891,109,1.872209906578064,0.0017705194186419249,0.001867322251200676,0.00021799789101351053,30,64,3.5
medium_1mm_r2,1920,1080,0.06408227235078812,0.3431377112865448,0.969012975692749,0.027846651151776314,0.11682936549186707,839,161,1.9746201038360596,0.0007219986291602254,0.0007628040621057153,0.00023487210273742676,30,4,321.8
medium_1mm_r2,1280,720,0.05473596975207329,0.3431377112865448,0.9743361473083496,0.045101795345544815,0.11682936549186707,839,161,1.9746201038360596,0.0008972421637736261,0.00065916235325858,0.000284150562947616,30,11,143.2
medium_1mm_r2,854,480,0.06683864444494247,0.3431377112865448,0.9653526544570923,0.036649301648139954,0.11682936549186707,839,161,1.9746201038360596,0.0006907592760398984,0.0007911827997304499,0.0002492901694495231,30,24,67.4
medium_1mm_r2,640,360,0.08731203526258469,0.3431377112865448,0.947201132774353,0.07909894734621048,0.11682936549186707,839,161,1.9746201038360596,0.0017750830156728625,0.0016610362799838185,0.00015992489352356642,30,44,37.6
medium_1mm_r2,426,240,0.06196051836013794,0.3431377112865448,0.9679925441741943,0.0606822744011879,0.11682936549186707,839,161,1.9746201038360596,0.0010328606003895402,0.0018589254468679428,0.000168259532074444,30,64,18.7
medium_1mm_r2,320,180,0.057914674282073975,0.3431377112865448,0.9729175567626953,0.044831808656454086,0.11682936549186707,839,161,1.9746201038360596,0.0012472214875742793,0.0008768298430368304,0.00016648239397909492,30,64,11.1
medium_1mm_r2,160,90,0.0505371168255806,0.3431377112865448,0.9789756536483765,0.060788437724113464,0.11682936549186707,839,161,1.9746201038360596,0.0012952684191986918,0.0012594782747328281,0.00020665278134401888,30,64,4.0
medium_1mm_r2,80,45,0.08254361152648926,0.3431377112865448,0.9499138593673706,0.0409688800573349,0.11682936549186707,839,161,1.9746201038360596,0.0011815867619588971,0.0006304997368715703,0.00020688047516159713,30,64,2.9
medium_1mm_r2,48,27,0.060991108417510986,0.3431377112865448,0.9695846438407898,0.02813544124364853,0.11682936549186707,839,161,1.9746201038360596,0.0017488561570644379,0.0008945856825448573,0.00018852573703043163,30,64,2.8
medium_1mm_r2,32,18,0.056712836027145386,0.3431377112865448,0.9732756018638611,0.037854455411434174,0.11682936549186707,839,161,1.9746201038360596,0.0007662923308089375,0.0011798001360148191,0.00019767209596466273,30,64,3.0
medium_1mm_r2,16,9,0.663352370262146,0.3431377112865448,-17.521726608276367,0.4350086450576782,0.11682936549186707,839,161,1.9746201038360596,0.006290530785918236,0.006950319278985262,0.00035559936077333987,30,64,3.4
medium_1mm_r2,8,5,0.07128655910491943,0.3431377112865448,0.9579896330833435,0.05518057942390442,0.11682936549186707,839,161,1.9746201038360596,0.0015039867721498013,0.001182355685159564,0.00018311748863197863,30,64,3.5
medium_2mm_r2,1920,1080,0.05173353850841522,0.2868969440460205,0.9677465558052063,0.04761806130409241,0.1477854698896408,911,89,1.9549399614334106,0.001128604169934988,0.0008780773496255279,0.00011290089605608955,30,4,348.7
medium_2mm_r2,1280,720,0.06633483618497849,0.2868969440460205,0.955474317073822,0.03241165727376938,0.1477854698896408,911,89,1.9549399614334106,0.0006578605389222503,0.000605880341026932,0.00012590376718435436,30,11,154.6
medium_2mm_r2,854,480,0.051923055201768875,0.2868969440460205,0.9664878249168396,0.03581174463033676,0.1477854698896408,911,89,1.9549399614334106,0.0008088444010354578,0.0006509613594971597,0.00014584018208552152,30,24,72.9
medium_2mm_r2,640,360,0.06841728091239929,0.2868969440460205,0.9553920030593872,0.03418996185064316,0.1477854698896408,911,89,1.9549399614334106,0.0007694525993429124,0.0005785568500868976,0.00013485914678312838,30,44,40.6
medium_2mm_r2,426,240,0.07170820981264114,0.2868969440460205,0.9530717134475708,0.03975730389356613,0.1477854698896408,911,89,1.9549399614334106,0.0011216477723792195,0.0007950953440740705,0.00012696733756456524,30,64,19.9
medium_2mm_r2,320,180,0.08008328080177307,0.2868969440460205,0.9460777044296265,0.03316604346036911,0.1477854698896408,911,89,1.9549399614334106,0.0009614209993742406,0.0006298646912910044,0.00012983102351427078,30,64,11.8
medium_2mm_r2,160,90,0.09191649407148361,0.2868969440460205,0.9297091364860535,0.038827866315841675,0.1477854698896408,911,89,1.9549399614334106,0.0012311198515817523,0.0012422582367435098,0.00016561170923523605,30,64,4.2
medium_2mm_r2,80,45,0.062219586223363876,0.2868969440460205,0.9621952176094055,0.02760717086493969,0.1477854698896408,911,89,1.9549399614334106,0.0005919335526414216,0.0007565650157630444,0.00012946561037097126,30,64,3.2
medium_2mm_r2,48,27,0.04670006036758423,0.2868969440460205,0.9749211072921753,0.026088053360581398,0.1477854698896408,911,89,1.9549399614334106,0.0006585936644114554,0.000612640636973083,0.00011986985191470012,30,64,3.2
medium_2mm_r2,32,18,0.05270101875066757,0.2868969440460205,0.9716533422470093,0.029817214235663414,0.1477854698896408,911,89,1.9549399614334106,0.0007797686266712844,0.0005189250805415213,0.00012932239042129368,30,64,3.0
medium_2mm_r2,16,9,0.06488266587257385,0.2868969440460205,0.9301302433013916,0.03818579390645027,0.1477854698896408,911,89,1.9549399614334106,0.0009129227255471051,0.0005912437336519361,0.00013380752352532,30,64,3.5
medium_2mm_r2,8,5,0.05305765941739082,0.2868969440460205,0.9660216569900513,0.033566124737262726,0.1477854698896408,911,89,1.9549399614334106,0.0011261658510193229,0.0005395863554440439,0.0001180604740511626,30,64,3.7
medium_3mm_r1,1920,1080,0.04427221044898033,0.3183075487613678,0.97520911693573,0.06734583526849747,0.16282376646995544,888,112,1.7433899641036987,0.0012377302628010511,0.0018686751136556268,0.00015004955639597028,30,4,339.8
medium_3mm_r1,1280,720,0.06746258586645126,0.3183075487613678,0.9547380208969116,0.025921015068888664,0.16282376646995544,888,112,1.7433899641036987,0.0007441607885994017,0.0007606932776980102,0.00015471719962079078,30,11,150.4
medium_3mm_r1,854,480,0.049205232411623,0.3183075487613678,0.972260594367981,0.029982877895236015,0.16282376646995544,888,112,1.7433899641036987,0.0006778991664759815,0.0007320277509279549,0.00018160913896281272,30,24,71.3
medium_3mm_r1,640,360,0.05301586911082268,0.3183075487613678,0.9705579280853271,0.03289801999926567,0.16282376646995544,888,112,1.7433899641036987,0.0008303684298880398,0.0008887904114089906,0.00019553114543668926,30,44,39.8
medium_3mm_r1,426,240,0.038514383137226105,0.3183075487613678,0.9819620847702026,0.02755780890583992,0.16282376646995544,888,112,1.7433899641036987,0.0007554389303550124,0.0006619160994887352,0.00019166836864314973,30,64,19.3
medium_3mm_r1,320,180,0.03851893171668053,0.3183075487613678,0.982471764087677,0.02728074975311756,0.16282376646995544,888,112,1.7433899641036987,0.0007294370443560183,0.0007565369596704841,0.00019101325597148389,30,64,11.7
medium_3mm_r1,160,90,0.04059675708413124,0.3183075487613678,0.9803263545036316,0.02403486706316471,0.16282376646995544,888,112,1.7433899641036987,0.0008118464611470699,0.0006991038681007922,0.00018932197417598218,30,64,4.1
medium_3mm_r1,80,45,0.05784210190176964,0.3183075487613678,0.9639871716499329,0.01862644962966442,0.16282376646995544,888,112,1.7433899641036987,0.0006935902056284249,0.0007706541218794882,0.0001831200934248045,30,64,3.1
medium_3mm_r1,48,27,0.04513796046376228,0.3183075487613678,0.9757395386695862,0.02581794373691082,0.16282376646995544,888,112,1.7433899641036987,0.000609086302574724,0.0004919346538372338,0.00015855686797294766,30,64,3.0
medium_3mm_r1,32,18,0.04776056483387947,0.3183075487613678,0.9671475291252136,0.02886796183884144,0.16282376646995544,888,112,1.7433899641036987,0.0007978581706993282,0.000662566046230495,0.00015258588246069849,30,64,3.0
medium_3mm_r1,16,9,0.04457029327750206,0.3183075487613678,0.9744422435760498,0.02840358577668667,0.16282376646995544,888,112,1.7433899641036987,0.0008452601032331586,0.0007355305715464056,0.00014971000200603157,30,64,3.4
medium_3mm_r1,8,5,0.1344205141067505,0.3183075487613678,-0.498651385307312,0.06724514812231064,0.16282376646995544,888,112,1.7433899641036987,0.003325020894408226,0.001213591662235558,0.0001392098783981055,30,64,3.5
medium_3mm_r2,1920,1080,0.07509070634841919,0.31171202659606934,0.9400549530982971,0.10951420664787292,0.14503635466098785,881,119,1.9430299997329712,0.0027428697794675827,0.004529186990112066,0.00026538115344010293,30,4,338.0
medium_3mm_r2,1280,720,0.056587837636470795,0.31171202659606934,0.9682810306549072,0.034521810710430145,0.14503635466098785,881,119,1.9430299997329712,0.000694515008945018,0.0008485804428346455,0.00017013814067468047,30,11,149.6
medium_3mm_r2,854,480,0.0627654418349266,0.31171202659606934,0.9628131985664368,0.03679852560162544,0.14503635466098785,881,119,1.9430299997329712,0.0015224030939862132,0.0008981393766589463,0.00020147724717389792,30,24,70.6
medium_3mm_r2,640,360,0.042533762753009796,0.31171202659606934,0.9801158308982849,0.03293456882238388,0.14503635466098785,881,119,1.9430299997329712,0.0006667107809334993,0.000964367063716054,0.00020128909090999514,30,44,39.6
medium_3mm_r2,426,240,0.04815327376127243,0.31171202659606934,0.9772248864173889,0.02559150755405426,0.14503635466098785,881,119,1.9430299997329712,0.0005273696151562035,0.0007150039309635758,0.00020299028255976737,30,64,19.2
medium_3mm_r2,320,180,0.05291794613003731,0.31171202659606934,0.9727041721343994,0.030639536678791046,0.14503635466098785,881,119,1.9430299997329712,0.00044734220136888325,0.001307980390265584,0.00019532615260686725,30,64,11.5
