t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788893389.025267,2026-09-09T03:49:49.025255,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788893627.864854,2026-09-09T03:53:47.864840,between normal and shear blocks,-0.01842,0.00641,0.05171,0.0016,0.00019,-0.00064
1788893786.985441,2026-09-09T03:56:26.985432,end of collect,-0.01403,0.00196,0.03721,0.00226,-0.00014,-0.00042
