principle,probe,measure,group_by,at_depth_mm,between,within_iqr,ratio,g_hard,g_medium,g_soft,spread_pct,monotone,g_1,g_2,g_3
DIGIT,ball4,diameter_px,hardness,1.614283499297117,32.18317570472618,26.799165688992048,1.2009021503958854,564.3842644302752,543.8396090285137,532.201088725549,5.9177697193142125,True,,,
DIGIT,ball4,diameter_px,thickness_mm,1.1494174374838377,154.696709468351,37.00058357925508,4.18092620450138,,,,31.02135403780591,True,609.8660064390947,498.6781340357394,455.1692969707437
DIGIT,ball4,level,hardness,1.614283499297117,2.319457078802346,2.9539652483119774,0.7852012071326104,17.834097701707996,15.51464062290565,15.856459139108171,14.627837516899762,False,,,
DIGIT,ball4,level,thickness_mm,1.1494174374838377,4.99886380292887,1.1401822396751307,4.384267381987272,,,,32.0285758052477,True,16.69483977137019,15.607511970950124,11.69597596844132
