principle,probe,measure,group_by,group,n_units,depth_mm,median,q1,q3
DIGIT,ball8,diameter_px,hardness,soft,6,0.15022246504819112,205.29809308101807,204.61201315523994,238.4324703144053
DIGIT,ball8,diameter_px,hardness,soft,6,0.19907661338467214,248.26716900891932,205.90358610149008,269.86235705799504
DIGIT,ball8,diameter_px,hardness,soft,6,0.24793076172115316,275.3360605479859,233.93429265051958,293.7853014599532
DIGIT,ball8,diameter_px,hardness,soft,6,0.2967849100576342,300.2051549818383,261.9649991995491,319.9080429671256
DIGIT,ball8,diameter_px,hardness,soft,6,0.34563905839411524,320.17497568894703,302.71124285588024,341.4725616047318
DIGIT,ball8,diameter_px,hardness,soft,6,0.39449320673059624,346.8286567290744,318.8071677833138,375.3058708709407
DIGIT,ball8,diameter_px,hardness,soft,6,0.44334735506707723,370.4993075101346,339.8901430088032,391.60699671870157
DIGIT,ball8,diameter_px,hardness,soft,6,0.4922015034035583,394.1699582911948,356.02617071492955,412.85507008582556
DIGIT,ball8,diameter_px,hardness,soft,6,0.5410556517400393,408.25443904060535,390.9833566411834,434.71562650028255
DIGIT,ball8,diameter_px,hardness,soft,6,0.5899098000765204,436.114170252406,398.85531071135927,452.79532282400777
DIGIT,ball8,diameter_px,hardness,soft,6,0.6387639484130013,458.9759812928014,404.29480408557316,466.79129300719995
DIGIT,ball8,diameter_px,hardness,soft,6,0.6876180967494824,473.7148179720706,406.86584146333075,491.7786935479748
DIGIT,ball8,diameter_px,hardness,soft,6,0.7364722450859634,494.55148230386817,430.1168367512779,520.2108081434012
DIGIT,ball8,diameter_px,hardness,soft,6,0.7853263934224444,510.7693614008971,466.45787454504045,519.732577167313
DIGIT,ball8,diameter_px,hardness,soft,6,0.8341805417589254,526.6178778516537,475.0704714529048,532.6818134694952
DIGIT,ball8,diameter_px,hardness,soft,6,0.8830346900954065,538.2428037071236,483.6830683607692,549.854640366964
DIGIT,ball8,diameter_px,hardness,soft,6,0.9318888384318875,561.1002442341733,495.3566480238919,569.5827418449641
DIGIT,ball8,diameter_px,hardness,soft,6,0.9807429867683686,575.7173697831115,524.9519874635539,607.0417994809618
DIGIT,ball8,diameter_px,hardness,soft,6,1.0295971351048494,586.6045019272985,535.4066366495435,621.2686692732211
DIGIT,ball8,diameter_px,hardness,soft,6,1.0784512834413307,597.4916340714858,545.2902685456265,635.8663508508721
DIGIT,ball8,diameter_px,hardness,soft,6,1.1273054317778115,612.6719908351796,537.6939516594899,616.1755638014549
DIGIT,ball8,diameter_px,hardness,soft,6,1.1761595801142926,627.1811194248997,547.9313586431175,631.5284670642676
DIGIT,ball8,diameter_px,hardness,soft,6,1.2250137284507736,634.0854849098779,559.796392189848,649.28887579303
DIGIT,ball8,diameter_px,hardness,soft,6,1.2738678767872547,640.9898503948559,568.4198144121107,657.9727603311505
DIGIT,ball8,diameter_px,hardness,soft,6,1.3227220251237357,615.1747454927072,570.1993673887896,656.7945167772745
DIGIT,ball8,diameter_px,hardness,soft,6,1.3715761734602168,627.5047895994171,578.8034588390619,671.1436522018485
DIGIT,ball8,diameter_px,hardness,soft,6,1.4204303217966978,638.7060141403531,590.5540583798478,681.5369320876389
DIGIT,ball8,diameter_px,hardness,soft,6,1.4692844701331786,650.9275277520928,603.8350915268395,690.6580022529004
