principle,probe,measure,group_by,at_depth_mm,between,within_iqr,ratio,g_hard,g_medium,g_soft,spread_pct,monotone,g_1,g_2,g_3
DIGIT,ball8,diameter_px,hardness,1.6158469151426218,40.88723555953209,53.97585442573211,0.757509741986405,725.8574682193956,700.4012443319416,684.9702326598635,5.83768745278733,True,,,
DIGIT,ball8,diameter_px,thickness_mm,1.0784512834413307,130.56298507214285,44.66942671013021,2.922871294485039,,,,21.318118744258776,True,671.1506937374692,612.4507825405797,540.5877086653263
DIGIT,ball8,level,hardness,1.6158469151426218,1.856546241122377,4.528861095059774,0.409936671086591,21.843227829521194,20.37069099080973,19.986681588398817,9.113810827330113,True,,,
DIGIT,ball8,level,thickness_mm,1.0784512834413307,6.516823330477264,2.560669335670724,2.5449687078672705,,,,34.590377114491666,True,20.344401628935632,18.839989251655297,13.827578298458368
