principle,probe,measure,group_by,group,n_units,x_name,x,median,q1,q3
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,0.7229221758357635,368.99359717496816,355.76919561827674,383.3221995206956
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,1.4418996575611422,437.2913273664485,423.3398129976807,446.98695441697066
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,2.160877139286521,476.6566507000382,470.8340951190364,481.79552778354173
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,2.8798546210119,510.9114687741376,494.3662389256557,516.3857805399707
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,3.598832102737279,530.3846583357683,504.4456947549147,535.7034615882226
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,4.317809584462657,555.6417698047069,527.040081626927,556.7510839509115
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,5.036787066188037,570.1267600221487,525.309487172242,572.6303087385761
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,5.755764547913415,584.3196897386885,538.4967073876356,585.6313735959693
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,6.474742029638794,599.6301709978914,553.5610439388213,601.1304758078331
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,7.193719511364173,611.744837244279,566.9325838415759,614.519923256704
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,7.912696993089551,622.5167437465144,580.5712389947234,626.8132661202264
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,8.631674474814929,632.4266485445221,611.3537416451711,633.8309311673036
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,9.350651956540307,640.1948481682414,620.87673137454,648.860112596275
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,10.069629438265688,646.6248078736605,627.7638017879433,655.1973938686671
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,10.788606919991066,658.4700927952083,636.6048808493183,662.2883291011518
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,11.507584401716445,667.5184125728302,644.2667631530269,669.15997851934
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,12.226561883441823,673.1636788488463,651.165072639044,675.0936740044167
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,12.945539365167201,678.8089451248625,658.0633821250613,682.4878917311394
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,13.664516846892582,685.1032894947688,665.2150453571951,689.8927744870938
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,14.38349432861796,693.0933244572618,672.8839150350411,695.6704020978589
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,15.102471810343339,698.2701905135606,677.2645677545977,699.7369377110139
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,15.821449292068717,691.4251164513855,658.8841633779923,704.8887495407402
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,16.540426773794096,692.440078696349,658.1085866907171,709.5969028593757
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,17.259404255519474,693.4550409413125,657.3330100034419,713.885529113784
DIGIT,ball8,diameter_px,hardness,soft,6,force_N,17.978381737244852,694.7159040286831,656.5574333161667,718.5430066318028
