t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788874914.373979,2026-09-08T22:41:54.373969,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788875194.679296,2026-09-08T22:46:34.679284,between normal and shear blocks,0.0416,0.08972,0.07958,0.00128,-0.00159,0.00097
