axis,offset_mm,force_N,achieved_x_mm,achieved_y_mm,height_mm,steps,file,Fx,Fy,Fz,Tx_Nmm,Ty_Nmm,Tz_Nmm,cop_x_mm,cop_y_mm,rotate_deg
x,-1.5,1.3310192408348,-1.4931157854534503,0.00771741729033471,24.788188607703553,13,ball4_x-1.50.png,0.03140280069425927,0.019109205610513057,-1.3310192408348,0.3817258860377398,-1.7845681370793343,-0.14683385735074772,-1.943438746955946,-0.6535379368568301,0.0
x,-0.75,1.3509516253411646,-0.7443671100352125,0.014111473658881376,24.78717366803811,14,ball4_x-0.75.png,0.02805445100833772,0.018291604545354546,-1.3509516253411646,0.5676000792462221,-0.7577435210045141,0.14105622461744183,-1.0913758490563434,-0.7660230605556195,0.0
x,0.0,1.3605543319151678,0.004455526782082135,0.007661388300399143,24.787971090234997,13,ball4_x+0.00.png,0.02530934840363628,0.011542412905167509,-1.3605543319151678,0.7627163853345248,0.02632874673667851,-0.0033053016458062245,-0.4558435496023276,-0.7773066590892208,0.0
x,0.75,1.374542384519387,0.7518159285238598,0.004757500099456672,24.78782001006714,13,ball4_x+0.75.png,0.016818088566168753,0.01034380740347789,-1.374542384519387,0.8818820158435187,1.009076823341043,-0.11043247191264705,0.4215641912171707,-0.8338157803070864,0.0
x,1.5,1.292328737400706,1.5009493813564685,0.017973397017831617,24.811117028354836,13,ball4_x+1.50.png,0.016644394948934504,0.033456526305247536,-1.292328737400706,0.2743898034473585,1.7295747429824453,-0.12363603048832773,1.0093351198392075,-0.873646565452619,0.0
y,-1.5,1.3690059930530594,0.009612759011931041,-1.4895437233670414,24.711139161083032,17,ball4_y-1.50.png,0.022883324016335395,0.018891960133048967,-1.3690059930530594,2.901384166084692,-0.012026969149359079,-0.11710426214066594,-0.43577801110439507,-2.471852072535538,0.0
y,-0.75,1.37724721848507,0.0003714258156224666,-0.7410949111896025,24.729689755795807,16,ball4_y-0.75.png,-0.008071475812529271,0.021617610861711968,-1.37724721848507,1.8482444977335144,-0.7198604761562533,-0.21350632826511173,-0.37297166884354904,-1.7429459974706472,0.0
y,0.0,1.2776903190274396,0.006006565256611612,0.015148663903625844,24.779821716279887,15,ball4_y+0.00.png,0.001064801511214597,0.04054946108791722,-1.2776903190274396,0.3734431822193407,-0.5288195333718826,-0.23923656811923877,-0.43517583002895377,-1.1029913275632885,0.0
y,0.75,1.41989483019984,-0.004635215105159536,0.7536371262648235,24.800588906309866,12,ball4_y+0.75.png,-0.018884556168788792,0.03687957239715054,-1.41989483019984,-0.420921059735721,-1.071034004110183,0.023682959071580356,-0.4145567623022494,-0.3670480268417843,0.0
y,1.5,1.349427169979603,-0.0026196392110311596,1.5158875815605761,24.845936288033972,10,ball4_y+1.50.png,-0.01358385641174067,0.05067434257331378,-1.349427169979603,-1.6888111826271923,-0.9468645659091585,-0.25270217623725166,-0.4445324938159073,0.2922220566425949,0.0
