axis,offset_mm,force_N,achieved_x_mm,achieved_y_mm,height_mm,steps,file,Fx,Fy,Fz,Tx_Nmm,Ty_Nmm,Tz_Nmm,cop_x_mm,cop_y_mm,rotate_deg
x,-1.5,0.9012572865000721,-1.5003678380886327,0.0063093830349270335,27.11855463853744,7,cube4_x-1.50.png,-0.020858540709418706,0.005370960788413015,-0.9012572865000721,0.49178167958054414,-1.9833761443279447,0.20818987939845712,-1.5583009030570016,-0.7110701476914935,0.0
x,-0.75,0.9085184712568235,-0.7451962491378056,-0.0026012040971936275,27.073588703919693,9,cube4_x-0.75.png,0.005984329404845568,-0.008415002969037744,-0.9085184712568235,0.8700814479504881,-0.8745394410946128,-0.20139147545168434,-1.145424667780098,-0.7006088262347033,0.0
x,0.0,0.8995796748062759,0.007325104921039998,0.01059120552940863,27.11089478510584,8,cube4_x+0.00.png,0.013482117147760065,0.006712287087367841,-0.8995796748062759,0.8383788954220567,0.07892248711915129,0.1691412286136007,-0.3282475881438777,-1.139069746129562,0.0
x,0.75,0.9055531060904002,0.7544884743790109,0.0027300316488891984,27.095031125426342,8,cube4_x+0.75.png,0.01513325405369308,0.008253150546874722,-0.9055531060904002,0.7920594434011524,0.5521996090120773,0.09061175501843266,0.14594791609395752,-1.1276340133781235,0.0
x,1.5,0.8727863473858406,1.5073636773315542,0.0031312710924211416,27.112128151398704,8,cube4_x+1.50.png,0.019316493005360515,0.014628772985215121,-0.8727863473858406,0.5272940045416424,1.251711119627283,0.18677337252994697,0.8198636861541605,-1.0693656437773997,0.0
y,-1.5,0.8861963367095769,8.223637683626604e-05,-1.4921024126745692,27.042303598297252,11,cube4_y-1.50.png,-0.019045193777557402,0.008201148265473534,-0.8861963367095769,2.101210519054847,-0.953421898267362,-0.18695278013667327,-0.47935962739132204,-2.6279054607569683,0.0
y,-0.75,0.8706074261350636,0.0020301616731581316,-0.7324802973004358,27.09095929855297,10,cube4_y-0.75.png,-0.007651754828026114,0.02395887053504069,-0.8706074261350636,1.0833817660889615,-0.7540748848161694,0.0034333996294488855,-0.6222024596635272,-2.0082301629007886,0.0
y,0.0,0.9097016143777722,0.000754865089021508,0.00980454584120209,27.086376730702327,8,cube4_y+0.00.png,-0.009031358387135313,0.026095145451664338,-0.9097016143777722,0.6131922212475105,-0.6578648657963093,-0.23928828259132118,-0.44761052990815103,-1.4702454186269363,0.0
y,0.75,0.8683522199181851,0.0052269343705534845,0.7614653497654623,27.147572739318516,7,cube4_y+0.75.png,0.00017318628641831423,0.035526243189138995,-0.8683522199181851,-0.35799593316767353,-0.5981455777463424,0.00808493492940876,-0.6943639838357666,-0.7232830220724591,0.0
y,1.5,0.8703837935961815,-0.0016454171599532164,1.4979008060403132,27.200322535554754,3,cube4_y+1.50.png,-0.0032860432592766386,0.03746464871497501,-0.8703837935961815,-0.8774796159586901,-0.7041200664908986,0.18441062164629152,-0.7041872957141143,-0.18656458179809418,0.0
