t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788794813.040232,2026-09-08T00:26:53.040223,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788795008.714865,2026-09-08T00:30:08.714853,between normal and shear blocks,0.05465,0.11037,0.12805,-0.00013,-0.00161,0.00117
1788795276.193794,2026-09-08T00:34:36.193783,end of collect,0.10498,0.20298,0.29757,-0.00083,-0.00311,0.00272
