sensor_id,index,at,image,label,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_base,Fy_base,Fz_base,Fmag,tcp_x,tcp_y,tcp_z,descent_mm,depth_corrected_mm,contact_x_sensor_mm,contact_y_sensor_mm,lateral_fraction,probe_tilt_deg
9DTact_soft_1mm_r1,1,2026-09-04T17:14:07.627393,0001.png,N0.10,-0.01383,-0.00811,-0.09104,-0.000308,0.000104,-0.000269,-0.00729,-0.01539,-0.09085,0.09244,37.9023,362.8129,37.5454,-0.0,-0.0604,1.138,3.382,0.1734,0.028
9DTact_soft_1mm_r1,2,2026-09-04T17:14:09.672920,0002.png,N0.20,-0.01273,-0.00452,-0.1951,-0.000242,0.000113,-0.000348,-0.00742,-0.0134,-0.19497,0.19557,37.9016,362.8171,37.3861,0.1592,0.0988,0.58,1.242,0.0691,0.028
9DTact_soft_1mm_r1,3,2026-09-04T17:14:11.972867,0003.png,N0.30,-0.00999,0.00202,-0.31054,-0.000338,9.5e-05,-0.000164,-0.00751,-0.00822,-0.3105,0.3107,37.9026,362.8144,37.261,0.2843,0.2239,0.307,1.089,0.0328,0.028
9DTact_soft_1mm_r1,4,2026-09-04T17:14:13.592032,0004.png,N0.40,-0.01202,-0.00234,-0.42575,-0.000262,6e-06,1.7e-05,-0.00629,-0.01486,-0.42562,0.42593,37.9048,362.802,37.1649,0.3806,0.3203,0.015,0.615,0.0288,0.028
9DTact_soft_1mm_r1,5,2026-09-04T17:14:14.444988,0005.png,N0.50,-0.01073,-0.0034,-0.46277,-0.000351,1.9e-05,-0.000223,-0.00439,-0.01572,-0.46262,0.46291,37.9034,362.807,37.1025,0.4428,0.3825,0.041,0.757,0.0243,0.028
9DTact_soft_1mm_r1,6,2026-09-04T17:14:16.506996,0006.png,N0.60,-0.00812,-0.00186,-0.5976,-0.000263,9e-06,-0.000518,-0.00196,-0.01524,-0.59746,0.59765,37.9043,362.7975,36.9598,0.5857,0.5253,0.015,0.441,0.0139,0.028
9DTact_soft_1mm_r1,7,2026-09-04T17:14:18.133336,0007.png,N0.70,-0.0027,0.00729,-0.77569,-0.000598,-4e-06,-0.000101,-0.0006,-0.00746,-0.77569,0.77573,37.9033,362.8132,36.8564,0.6889,0.6285,-0.005,0.771,0.01,0.028
9DTact_soft_1mm_r1,8,2026-09-04T17:14:19.387568,0008.png,N0.80,-0.00843,0.00426,-0.81667,-0.000394,-6e-06,-0.000299,-0.00376,-0.01361,-0.8166,0.81672,37.9056,362.8081,36.8195,0.7258,0.6655,-0.008,0.483,0.0116,0.028
9DTact_soft_1mm_r1,9,2026-09-04T17:14:20.195121,0009.png,N0.90,-0.00361,0.0049,-0.91666,-0.000374,3.1e-05,-0.000201,0.00078,-0.01225,-0.9166,0.91668,37.908,362.7978,36.7475,0.798,0.7376,0.034,0.408,0.0066,0.028
9DTact_soft_1mm_r1,10,2026-09-04T17:14:21.873091,0010.png,N1.00,-0.00483,0.00695,-1.07877,-0.000286,2.6e-05,-0.000195,-0.00017,-0.01368,-1.07871,1.0788,37.9085,362.7979,36.6414,0.9041,0.8437,0.024,0.265,0.0078,0.028
9DTact_soft_1mm_r1,11,2026-09-04T17:14:23.109254,0011.png,N1.10,-0.0065,0.00964,-1.14456,-0.000316,8.3e-05,-0.000145,-0.00251,-0.01324,-1.14453,1.14461,37.9075,362.8036,36.6191,0.9263,0.8659,0.073,0.276,0.0102,0.028
