probe,ix,iy,x_mm,y_mm,img_x_px,img_y_px,target_depth_mm,depth_mm,force_N,file,t_img,Fx,Fy,Fz,tcp_x,tcp_y,tcp_z,area_px,radius_px,centroid_px,diff_level
ball4,0,0,-6.321696406941288,0.7864190812882379,244.28320147894078,244.28320147894084,0.15,0.2103627167408888,0.4537709461449964,ball4_x-6.32_y+0.79_d0.15.png,1789039498.0356216,0.0017894557909574615,0.025219732503796343,-0.4537709461449964,32.06482315063476,360.2433166503906,35.45380783081054,3605,33.87487475537829,"[189.9861303744799, 254.01525658807213]",12
ball4,0,0,-6.321696406941288,0.7864190812882379,244.28320147894078,244.28320147894084,0.3,0.3868633109672075,1.15592563500945,ball4_x-6.32_y+0.79_d0.30.png,1789039499.3998036,0.00012116362732257357,0.044950131219948196,-1.15592563500945,32.0640296936035,360.2420043945312,35.30908584594726,13688,66.0077701644566,"[206.0469754529515, 243.42029514903564]",12
ball4,1,0,-3.5194011865178316,-0.8233618608023181,602.1416007394704,244.28320147894084,0.15,0.22918728222717633,0.36020557128916264,ball4_x-3.52_y-0.82_d0.15.png,1789039502.5238853,0.020097723208590424,0.013310739003828153,-0.36020557128916264,35.30470275878906,360.2496032714843,35.45824813842773,15049,69.21159929650423,"[582.5785766496113, 271.2463951093096]",12
ball4,1,0,-3.5194011865178316,-0.8233618608023181,602.1416007394704,244.28320147894084,0.3,0.4025097237356867,1.0056535029772278,ball4_x-3.52_y-0.82_d0.30.png,1789039503.888045,0.02850199731450793,0.03238908101932978,-1.0056535029772278,35.30374526977539,360.2518615722656,35.3159828186035,51907,128.5399208889675,"[523.885660893521, 287.7714181131639]",12
ball4,2,0,-0.7171059660943757,-2.433142802892874,960.0,244.28320147894084,0.15,0.24178937109792287,0.3275915865241757,ball4_x-0.72_y-2.43_d0.15.png,1789039507.4002895,0.02804344296200014,0.015923410893709366,-0.3275915865241757,38.54006576538086,360.2409057617187,35.46048355102539,42603,116.451518157077,"[905.4901298030655, 305.9351454122949]",12
ball4,2,0,-0.7171059660943757,-2.433142802892874,960.0,244.28320147894084,0.3,0.41760255245238653,0.9197438467517287,ball4_x-0.72_y-2.43_d0.30.png,1789039508.7643232,0.03407795022106299,0.042677935676167955,-0.9197438467517287,38.53612518310547,360.258056640625,35.32292556762695,72708,152.13045456006188,"[902.7392171425428, 320.53199097760904]",12
ball4,3,0,2.085189254329081,-4.0429237449834305,1317.8583992605297,244.28320147894084,0.15,0.2507812376308358,0.276073844329062,ball4_x+2.09_y-4.04_d0.15.png,1789039512.0845606,0.022618235356317483,0.024343910686921256,-0.276073844329062,41.77112579345703,360.255615234375,35.45704650878906,51622,128.18655524110025,"[1284.7514819263106, 298.75090077873773]",12
ball4,3,0,2.085189254329081,-4.0429237449834305,1317.8583992605297,244.28320147894084,0.3,0.43603111478836354,0.9046484162397519,ball4_x+2.09_y-4.04_d0.30.png,1789039513.8366702,0.029567961097828287,0.029851985673239233,-0.9046484162397519,41.76788330078125,360.2635498046875,35.33025741577148,82280,161.8349079624118,"[1284.7486631016043, 305.41981040350026]",12
ball4,4,0,4.887484474752537,-5.652704687073986,1675.7167985210592,244.28320147894084,0.15,0.2729737120726128,0.32095208885333193,ball4_x+4.89_y-5.65_d0.15.png,1789039517.3487542,0.029916200378717405,0.02282474506890253,-0.32095208885333193,45.00296783447265,360.2667846679687,35.47554779052734,6001,43.705578900054945,"[1665.8628561906348, 360.0208298616897]",12
ball4,4,0,4.887484474752537,-5.652704687073986,1675.7167985210592,244.28320147894084,0.3,0.4455622078437571,0.8067542214065838,ball4_x+4.89_y-5.65_d0.30.png,1789039518.7168384,0.04311120278785339,0.04888933804401567,-0.8067542214065838,45.0008964538574,360.2762756347656,35.33792114257812,23792,87.0243001240731,"[1656.8547410894419, 376.52820275722934]",12
ball4,0,1,-5.227957770906129,2.5462209553539954,244.28320147894078,540.0,0.15,0.1158684277025479,0.40575977803774493,ball4_x-5.23_y+2.55_d0.15.png,1789039524.9571986,-0.0019290137672090424,0.03159044554281074,-0.40575977803774493,32.13808441162109,362.3154907226562,35.50818634033203,268,9.23618154310838,"[209.7462686567164, 478.64925373134326]",12
ball4,0,1,-5.227957770906129,2.5462209553539954,244.28320147894078,540.0,0.3,0.3004052277640312,1.0860612508348482,ball4_x-5.23_y+2.55_d0.30.png,1789039526.3252811,0.0002001590061510683,0.05678226338346466,-1.0860612508348482,32.13415145874023,362.3175048828125,35.36586380004883,6196,44.40999949104669,"[225.99709489993543, 511.83085861846354]",12
ball4,1,1,-2.4256625504826728,0.9364400132634394,602.1416007394704,540.0,0.15,0.13416970792695082,0.32545801201767405,ball4_x-2.43_y+0.94_d0.15.png,1789039529.4455283,-0.003009229797021362,0.018437167856286685,-0.32545801201767405,35.36118698120117,362.3195495605468,35.51448822021484,16413,72.28015053895888,"[594.083287637848, 536.8611466520441]",12
ball4,1,1,-2.4256625504826728,0.9364400132634394,602.1416007394704,540.0,0.3,0.31545906737285634,0.9680629909816332,ball4_x-2.43_y+0.94_d0.30.png,1789039530.8136306,0.011215253053726925,0.043878968588244936,-0.9680629909816332,35.36772537231445,362.3206481933593,35.37361526489258,47562,123.04249187444739,"[547.5730625289096, 538.8448971868298]",12
ball4,2,1,0.37663266994078326,-0.6733409288271166,960.0,540.0,0.15,0.15835879136857756,0.27863548253725695,ball4_x+0.38_y-0.67_d0.15.png,1789039533.9338164,0.01412051187501433,0.01867195840022884,-0.27863548253725695,38.6040802001953,362.3277893066406,35.53307723999023,41735,115.25911287130621,"[904.9844495028154, 526.8214927518869]",12
ball4,2,1,0.37663266994078326,-0.6733409288271166,960.0,540.0,0.3,0.3294115156431481,0.8257405355789785,ball4_x+0.38_y-0.67_d0.30.png,1789039535.4939373,0.033626187337264926,0.034760163175951674,-0.8257405355789785,38.6055221557617,362.3272705078125,35.38058471679687,69676,148.92467770568382,"[905.5317899994259, 528.0992450772145]",12
ball4,3,1,3.1789278903642404,-2.2831218709176735,1317.8583992605297,540.0,0.15,0.1668285664316258,0.22689768520642986,ball4_x+3.18_y-2.28_d0.15.png,1789039539.0061412,0.0202894765153534,0.015028157623199156,-0.22689768520642986,41.837890625,362.3313598632812,35.52972412109375,46699,121.92109487244954,"[1287.466326902075, 525.6702498982847]",12
ball4,3,1,3.1789278903642404,-2.2831218709176735,1317.8583992605297,540.0,0.3,0.3491193942080315,0.8194112400928077,ball4_x+3.18_y-2.28_d0.30.png,1789039540.3701806,0.03099133677625261,0.028277840872474515,-0.8194112400928077,41.83901977539062,362.3326721191406,35.38559341430664,83338,162.87206419390878,"[1284.6288607837962, 528.1181813818426]",12
ball4,4,1,5.981223110787695,-3.8929028130082286,1675.7167985210592,540.0,0.15,0.1848306095933978,0.23166589822872935,ball4_x+5.98_y-3.89_d0.15.png,1789039543.6903644,0.0267373024711663,0.015118275612312538,-0.23166589822872935,45.07299423217773,362.3341674804687,35.53652954101562,11480,60.44995858881887,"[1708.9726480836237, 449.2999128919861]",12
ball4,4,1,5.981223110787695,-3.8929028130082286,1675.7167985210592,540.0,0.3,0.3651077039162409,0.7554260602658133,ball4_x+5.98_y-3.89_d0.30.png,1789039545.054464,0.03681554163587251,0.024829200275090457,-0.7554260602658133,45.07279968261718,362.3385925292968,35.39026260375976,21651,83.01642816795511,"[1713.510138099857, 428.4421042907949]",12
ball4,0,2,-4.13421913487097,4.306022829419754,244.28320147894078,835.7167985210592,0.15,0.035914833902943144,0.34492681237748857,ball4_x-4.13_y+4.31_d0.15.png,1789039551.2988465,0.0012812392382308246,0.04469838880932429,-0.34492681237748857,32.1965217590332,364.3907470703125,35.58163833618164,719,15.128278427043359,"[187.82336578581362, 773.0069541029208]",12
ball4,0,2,-4.13421913487097,4.306022829419754,244.28320147894078,835.7167985210592,0.3,0.2093398259616599,0.9799978404147651,ball4_x-4.13_y+4.31_d0.30.png,1789039552.6629405,0.0015000722651446808,0.06854056435380329,-0.9799978404147651,32.19686126708984,364.3863830566406,35.42463302612304,9267,54.311856120603984,"[221.6047264486889, 801.366569547858]",12
