step,depth_mm,commanded_mm,force_N,img_mean_abs_diff,slope_levels_per_N,area_px,radius_px,region_mean_diff,dark_area_px,dark_radius_px,dark_mean_diff,bright_area_px,bright_radius_px
1,0.10876650331686477,0.1,-0.004324638939118585,6.527891635894775,nan,2419,27.748722757607958,13.7208251953125,2419,27.748722757607958,-13.7208251953125,0,0.0
2,0.18408345971282358,0.2,0.12261854727980222,6.652803421020508,nan,16263,71.94910478252658,15.158597946166992,13219,64.86708244914001,-15.388978004455566,0,0.0
3,0.314130432087655,0.30000000000000004,0.5635886719949468,7.028438091278076,0.8737046468031284,30991,99.32140596428273,16.94319725036621,20709,81.19039002850104,-16.42969512939453,3785,34.71027109092707
4,0.35381281450059987,0.4,0.7949379749655264,7.329212665557861,0.9857143330670334,41205,114.52492680723745,17.985172271728516,23892,87.2069939896057,-16.856006622314453,7895,50.13039548438679
5,0.534482325032247,0.5,2.2223729915572563,8.212041854858398,0.6800208090891998,63626,142.3122792254058,19.60666275024414,27735,93.95916503091881,-17.26058006286621,13526,65.61600049166326
6,0.5555099961697287,0.6,2.652851709718985,8.630640029907227,0.6799127591146903,66381,145.3606843502266,21.017526626586914,22783,85.15899328271385,-17.999147415161133,23370,86.24906979275306
7,0.6925919993004932,0.7,4.193911881851721,9.561121940612793,0.6629121499100347,98491,177.06117304515897,21.283653259277344,23902,87.22524233021635,-17.86442756652832,33126,102.68560410166681
8,0.7359858941006081,0.7999999999999999,4.966613844887755,10.308591842651367,0.7079371811333708,115389,191.64931373960468,21.901647567749023,32581,101.8373919626484,-17.957416534423828,37780,109.66196925107451
9,0.9050954044116608,0.8999999999999999,7.571530185973541,11.887962341308594,0.6679209730831502,159331,225.20353566396233,23.13360023498535,40558,113.62223534080898,-20.59690284729004,55708,133.16308474771307
10,0.8755776931671733,0.9249999999999999,6.193372225671112,11.99128246307373,0.592353623721978,160531,226.05000406761798,23.347265243530273,40461,113.48628245247244,-20.800792694091797,56761,134.41572619927382
11,0.9383405063234633,0.95,8.16384549972447,12.591708183288574,0.23766336709200286,171540,233.67258691589703,23.94588851928711,45117,119.83817060917646,-21.42930793762207,62228,140.74014209686206
12,0.9319252790394117,0.975,7.30730686571683,12.6724853515625,0.31973058587482317,166875,230.47334391838044,24.38503646850586,43923,118.24180788050663,-21.516212463378906,63577,142.25746951885114
13,0.9523986041683195,1.0,7.881524104211124,12.910975456237793,-0.019578189818200958,171213,233.44976021231068,24.620864868164062,46968,122.27174135621149,-21.408357620239258,65407,144.29031403951964
14,1.0080748186182014,1.025,9.727426253214313,13.38826847076416,0.2866630497581333,153213,220.8375253254689,26.19940948486328,50809,127.17313791486086,-21.91446304321289,67503,146.58401088476336
15,0.9978058629956514,1.0499999999999998,8.82702866496724,13.456469535827637,0.2612250299629935,150591,218.93972702619143,26.312042236328125,50476,126.75570920086014,-21.74714469909668,66813,145.8329126966804
16,1.0507879637191593,1.0749999999999997,11.081902917636404,13.797185897827148,0.1631008215597268,179885,239.2888920868898,26.034517288208008,54132,131.26595430232837,-22.117206573486328,72635,152.05406467095722
17,1.0445186621386249,1.0999999999999996,10.013795399696885,13.732898712158203,0.15261158181941067,154190,221.54051853031012,26.664358139038086,50325,126.56597102775795,-22.44414710998535,69550,148.7899613014354
18,1.076230915777419,1.1249999999999996,11.740589163616761,13.838066101074219,0.06083461801673559,159137,225.06639099970013,26.581218719482422,52286,129.0083358120927,-22.408517837524414,71008,150.34143939093642
