axis,offset_mm,force_N,achieved_x_mm,achieved_y_mm,height_mm,steps,file,Fx,Fy,Fz,Tx_Nmm,Ty_Nmm,Tz_Nmm,cop_x_mm,cop_y_mm,rotate_deg
x,-1.5,1.7613610714625252,-1.4951095818189624,0.012052585223233247,23.53779749372691,11,ball8_x-1.50.png,0.05719690275226412,0.026488831074399144,-1.7613610714625252,1.651307448734346,-2.245012861823892,0.023655683927925608,-2.0498649550629997,-1.2965605895184478,0.0
x,-0.75,1.622272033662321,-0.7479721669681011,0.010514888366675423,23.54846299729957,30,ball8_x-0.75.png,0.04101829552803053,0.05027800772519644,-1.622272033662321,0.9921952212237239,-1.08269309750888,0.25819748918287644,-1.2710437130009156,-1.3515307259539828,0.0
x,0.0,1.7014891145496307,0.010209082791852448,0.005908192058630675,23.544242388175128,11,ball8_x+0.00.png,0.05540589099723654,0.06561741191997897,-1.7014891145496307,0.719376531358909,0.4655871074149609,0.4108364776954865,-0.5037899430920759,-1.3434997934831465,0.0
x,0.75,1.6207555345415556,0.7583540820203627,0.01269735527538,23.550218510746742,11,ball8_x+0.75.png,0.04289540575371333,0.07039231308860572,-1.6207555345415556,0.5991808353843969,1.452946540492378,0.35199807910761827,0.26459645122503045,-1.4065984912390588,0.0
x,1.5,1.702851474830291,1.5018520515704732,0.005022340889462529,23.54873934863396,30,ball8_x+1.50.png,0.057153546889949426,0.03382515473429652,-1.702851474830291,1.5961005330787204,3.1271017844938633,0.13971415939186826,1.0350858147354398,-1.411546752214982,0.0
y,-1.5,1.7051335107746781,0.006504654155789315,-1.4893006377283962,23.481719895040246,14,ball8_y-1.50.png,0.05715775959388836,0.03606076484788954,-1.7051335107746781,4.0739959981265645,0.6285229940500958,0.32397691332177736,-0.43168582120200993,-2.894156770890955,0.0
y,-0.75,1.6599874981435334,-0.000240324861252199,-0.7429986475181769,23.50812549212059,13,ball8_y-0.75.png,0.04741852944195415,0.03779299659957332,-1.6599874981435334,2.643089561688086,0.3053088128010806,0.11773153824483629,-0.4980629378684011,-2.1357830635446846,0.0
y,0.0,1.7661176874402371,0.003355045390566701,0.010526144361766557,23.53351651329767,11,ball8_y+0.00.png,0.06392387315271364,0.07290937610859434,-1.7661176874402371,0.9986290391659851,0.8092631407741468,0.0622954881290827,-0.40590638553967573,-1.5510256097764579,0.0
y,0.75,1.6701440417474345,0.0010408787677332696,0.7637553462105459,23.570581990474537,10,ball8_y+0.75.png,0.05213364662226745,0.07358275185207522,-1.6701440417474345,-0.4087681239474533,0.5233539779255558,-0.032446882473635696,-0.43188100788172956,-0.8070998557584158,0.0
y,1.5,1.5035331842141546,0.0006761262474856675,1.5181589611070918,23.619237537298602,8,ball8_y+1.50.png,0.04752656789999925,0.09394452163650797,-1.5035331842141546,-2.067329015310071,0.4306830171314391,0.14233129710481407,-0.46821939302618726,-0.11674923872245274,0.0
