axis,offset_mm,force_N,achieved_x_mm,achieved_y_mm,height_mm,steps,file,Fx,Fy,Fz,Tx_Nmm,Ty_Nmm,Tz_Nmm,cop_x_mm,cop_y_mm,rotate_deg
x,-1.5,1.5794773824424084,-1.5005862835637758,0.01843686265687619,23.327459027281062,11,ball4_x-1.50.png,0.005308376157432804,0.04139399270658935,-1.5794773824424084,0.24291918758014563,-2.4397495503134943,-0.27632960104111426,-1.6253866540309299,-0.7833221614013656,0.0
x,-0.75,1.597439867871475,-0.7390142896382822,0.010762636107809182,23.333095833025073,11,ball4_x-0.75.png,0.03363160326270496,0.005694325081562823,-1.597439867871475,0.9062878612069836,-0.6012983340147104,0.25625597762086727,-0.8821360521289611,-0.6529639239607165,0.0
x,0.0,1.5900833674492816,0.00893805485437947,0.01205431805506125,23.32919878126564,11,ball4_x+0.00.png,0.012309496211152649,0.023939918715872643,-1.5900833674492816,0.5778757167781728,0.13917963507098507,0.07041746068598975,-0.0984259027195364,-0.7250775896238372,0.0
x,0.75,1.6706115494594456,0.7578209614796695,0.003090863464639819,23.321971952564613,10,ball4_x+0.75.png,0.008323822867938802,0.00715768598580997,-1.6706115494594456,1.149166413519187,1.3589631537567453,-0.05222295527489429,0.6937684226684522,-0.7907884900446374,0.0
x,1.5,1.7029906490331854,1.5095123739286,0.004865321399247538,23.316266774029717,10,ball4_x+1.50.png,0.007286395559821912,0.007876687551054574,-1.7029906490331854,1.1412749696102564,2.71018190904089,-0.03440761326287678,1.4886495243706739,-0.7812608937909173,0.0
y,-1.5,1.6618071922160538,0.00517051109504309,-1.4943881949720603,23.264033120185182,13,ball4_y-1.50.png,-0.004727185364627573,0.01853565154716641,-1.6618071922160538,3.2104070671418268,0.002922922613987633,0.064467665146406,0.0700888236949542,-2.199803857026412,0.0
y,-0.75,1.619525640900008,-0.0007611683416758851,-0.7392745692078729,23.29432164782301,12,ball4_y-0.75.png,-0.024834553578276797,0.030636549085227928,-1.619525640900008,1.8363943749858058,-0.27392932010155135,-0.12222797524992225,0.1992056771996408,-1.5883116726081183,0.0
y,0.0,1.6980556750558633,-0.0013084357308612896,0.010325944295237541,23.317056334801826,10,ball4_y+0.00.png,-0.0312967821263392,0.023493845479949906,-1.6980556750558633,0.7997086636247291,-0.3512070582952109,0.028088288823324703,0.2358988788515346,-0.8033020984866491,0.0
y,0.75,1.6551465425071428,-0.002693687964108833,0.7642542764403398,23.348985148978212,9,ball4_y+0.75.png,-0.03440026602698829,0.0318914833610652,-1.6551465425071428,-0.6813745102615176,-0.4297275144520468,-0.2799757498574973,0.23961468174069925,-0.051166000952607024,0.0
y,1.5,1.6037697585956465,-0.001193689224257015,1.5187534208418012,23.385628586480774,8,ball4_y+1.50.png,-0.03805848629612747,0.03319092955554322,-1.6037697585956465,-1.7583740872266163,-0.35838307867465113,-0.3103603856417614,0.3465681672926613,0.5992746098103015,0.0
