index,file,missing,t_img,t_exposure_start,segment,cycle,axis,target_N,Fx_s,Fy_s,Fz_s,Tx_s,Ty_s,Tz_s,Fx_s_corr,Fy_s_corr,Fz_s_corr,Tx_s_corr,Ty_s_corr,Tz_s_corr,Fx_base,Fy_base,Fz_base,ft_chunks,tcp_x,tcp_y,tcp_z,rx,ry,rz,pose_gap_s,height_above_plane_mm,depth_mm
1,000001.png,False,1788879377.733656,1788879377.673656,normal_load,1,,2.0,-0.00408,-0.00574,0.02214,0.0001,-5e-05,-0.00015,-0.00426,-0.00622,0.02091,7e-05,-3e-05,-0.00014,-0.00082,-0.00666,0.02225,3,37.9255,362.8092,36.2066,179.195,1.1089,-97.1184,0.0087,23.8945,-0.0202
2,000002.png,False,1788879377.929590,1788879377.869591,normal_load,1,,2.0,-0.01342,-0.02157,0.00474,0.00068,-0.00011,-0.00023,-0.01361,-0.02206,0.00346,0.00065,-8e-05,-0.00022,-0.00088,-0.02531,0.00514,3,37.9328,362.7729,36.1981,179.1962,1.1051,-97.1184,0.0016,23.8854,-0.011
3,000003.png,False,1788879378.321734,1788879378.261734,normal_load,1,,2.0,-0.01055,-0.02422,-0.0014,0.00062,-0.00013,-0.0002,-0.01075,-0.02475,-0.00278,0.00059,-0.00011,-0.00018,0.00298,-0.02627,-0.00096,3,37.9406,362.7666,36.187,179.1956,1.1068,-97.1193,0.0055,23.8741,0.0003
4,000004.png,False,1788879378.513725,1788879378.453725,normal_load,1,,2.0,-0.00753,-0.02487,-0.03669,0.00067,-3e-05,-0.0002,-0.00773,-0.02541,-0.03811,0.00063,-1e-05,-0.00018,0.00616,-0.02588,-0.03624,3,37.9435,362.7659,36.1685,179.1942,1.1116,-97.1196,0.0054,23.8556,0.0188
5,000005.png,False,1788879378.709628,1788879378.649628,normal_load,1,,2.0,-0.0077,-0.0314,-0.07349,0.00089,-9e-05,-9e-05,-0.00792,-0.03196,-0.07496,0.00085,-6e-05,-7e-05,0.00952,-0.03222,-0.07292,3,37.9453,362.7578,36.1541,179.1949,1.1093,-97.1198,0.0053,23.8411,0.0333
6,000006.png,False,1788879378.905635,1788879378.845635,normal_load,1,,2.0,-0.00205,-0.02069,-0.10933,0.00051,-0.00016,2e-05,-0.00226,-0.02127,-0.11084,0.00048,-0.00013,4e-05,0.00933,-0.02069,-0.10895,3,37.9445,362.7676,36.1424,179.1939,1.1124,-97.12,0.0093,23.8296,0.0448
7,000007.png,False,1788879379.101645,1788879379.041645,normal_load,1,,2.0,0.00853,-0.01285,-0.6311,0.00046,-0.00017,9e-05,0.0083,-0.01345,-0.63266,0.00042,-0.00015,0.00011,0.01818,-0.01698,-0.6308,3,37.9435,362.7626,36.0304,179.195,1.1082,-97.1198,0.0035,23.7175,0.1569
8,000008.png,False,1788879379.293736,1788879379.233736,normal_load,1,,2.0,0.00635,-0.0081,-0.55983,0.00031,-0.00023,1e-05,0.00612,-0.00871,-0.56144,0.00027,-0.0002,3e-05,0.01343,-0.01281,-0.55962,3,37.9452,362.7639,36.0371,179.1952,1.1089,-97.12,0.0058,23.7242,0.1502
9,000009.png,False,1788879379.489797,1788879379.429797,normal_load,1,,2.0,0.01449,-0.00236,-0.6121,0.00028,-0.00015,-0.00019,0.01425,-0.00299,-0.61375,0.00024,-0.00012,-0.00017,0.01797,-0.0046,-0.612,3,37.9446,362.7692,36.0246,179.1944,1.1107,-97.1198,0.0091,23.7117,0.1626
10,000010.png,False,1788879379.685673,1788879379.625674,normal_load,1,,2.0,0.02019,0.01074,-0.72628,-7e-05,-0.00011,1e-05,0.01995,0.01009,-0.72798,-0.00011,-8e-05,3e-05,0.01716,0.00776,-0.7264,3,37.9443,362.7762,36.0124,179.1935,1.1139,-97.1202,0.0037,23.6997,0.1747
11,000011.png,False,1788879379.881833,1788879379.821833,normal_load,1,,2.0,0.03281,0.04749,-0.86558,-0.00083,0.00026,-2e-05,0.03256,0.04682,-0.86733,-0.00087,0.00029,-0.0,0.0107,0.04366,-0.86634,3,37.9416,362.7941,35.9948,179.1915,1.121,-97.1203,0.003,23.6824,0.1919
