unit,probe,depth_mm,diameter_px,level
medium_3mm_r2,ball8,0.7206489470172315,43.78925386862802,2.5206222534179688
medium_3mm_r2,ball8,0.7277971702637878,157.85213932812928,2.772463321685791
medium_3mm_r2,ball8,0.9098673422096047,221.55919617050307,3.186927556991577
medium_3mm_r2,ball8,0.9193352639917975,268.9877015937069,3.650249719619751
medium_3mm_r2,ball8,1.077508733238993,318.18091696474664,4.3195343017578125
medium_3mm_r2,ball8,1.0974573365943812,351.10909871484097,4.942285060882568
medium_3mm_r2,ball8,1.2749808269330458,409.4166411668976,6.671493053436279
medium_3mm_r2,ball8,1.2877885598636991,389.42652155999303,5.940492630004883
medium_3mm_r2,ball8,1.4735307604824044,454.4245028631457,8.726251602172852
medium_3mm_r2,ball8,1.4832234719371584,437.834381764756,7.887450695037842
medium_3mm_r2,ball8,1.6577401992605232,494.8775673953856,11.028910636901855
medium_3mm_r2,ball8,1.6781698171086037,477.76298820995623,10.063638687133787
medium_3mm_r2,ball8,1.8627323641113591,530.605830961622,13.811687469482422
medium_3mm_r2,ball8,1.873144708286798,516.934376348964,12.764670372009276
medium_3mm_r2,ball8,2.076868033714192,550.8409170584885,15.603805541992188
hard_1mm_r1,ball4,0.0968258454734041,105.00597343678362,4.360743522644043
hard_1mm_r1,ball4,0.179033360327665,174.85872705492912,5.1547956466674805
hard_1mm_r1,ball4,0.2782857587203153,216.1545704666027,6.228928089141846
hard_1mm_r1,ball4,0.3781233505922685,245.1363162677467,7.226327419281006
hard_1mm_r1,ball4,0.4857303633052048,272.7318356984168,8.156572341918945
hard_1mm_r1,ball4,0.5822418106299807,291.8622025227258,9.128973007202148
hard_1mm_r1,ball8,0.0980552065468458,19.149229459268767,1.801662564277649
hard_1mm_r1,ball8,0.20057568223881,24.016192740836935,1.8126590251922607
hard_1mm_r1,ball8,0.2890027322705819,20.590987552733097,1.819689154624939
hard_1mm_r1,ball8,0.4106200361223315,133.45439202872063,1.888644099235535
hard_1mm_r1,ball8,0.465940617743918,195.77947608139968,2.0164542198181152
hard_1mm_r1,ball8,0.6147161612436882,267.29013699382824,2.274676322937012
hard_1mm_r1,ball8,0.6553212634930219,304.6644646996727,2.539673328399658
hard_1mm_r1,ball8,0.796225505028314,340.77424479721947,2.941805839538574
hard_1mm_r1,ball8,0.8484812865178171,362.2764952791664,3.258270025253296
hard_1mm_r1,ball8,0.9987371341442924,389.89541603313927,3.785017251968384
hard_1mm_r1,ball8,1.037069159316939,409.16621866630413,4.202671527862549
hard_1mm_r1,ball8,1.2024069500911878,433.08450742837886,4.845149993896484
hard_1mm_r1,ball8,1.237781944240794,453.36556215281945,5.464279174804688
hard_1mm_r1,ball8,1.3816370128473956,473.3076501583597,6.263901710510254
hard_1mm_r1,ball8,1.426110917374256,490.9746193103923,6.954145908355713
hard_1mm_r1,ball8,1.587100008351623,510.8343351156188,7.952377796173096
hard_1mm_r1,ball8,1.6146448659727357,525.1692907842264,8.684317588806152
hard_1mm_r1,ball8,1.786322781711121,545.4449972096152,9.864362716674805
hard_2mm_r1,ball4,0.2806992507365251,126.31296344823964,6.407534122467041
hard_2mm_r1,ball4,0.3786666632657862,197.1792147718236,7.768536567687988
hard_2mm_r1,ball4,0.4809223025644975,248.1741656528214,8.983796119689941
hard_2mm_r1,ball4,0.5855491313303673,296.5169194534132,9.848236083984377
hard_2mm_r1,ball8,0.536337192781378,51.28852600165896,2.1236464977264404
hard_2mm_r1,ball8,0.7088660086013157,168.27988802722314,2.400190830230713
hard_2mm_r1,ball8,0.7278805475127719,257.0426938378079,2.8154819011688232
hard_2mm_r1,ball8,0.9013351292807704,320.8746106892986,3.430900812149048
hard_2mm_r1,ball8,0.9105720918072427,352.6920523657872,3.913116455078125
hard_2mm_r1,ball8,1.088673836635813,392.96928402001623,4.69210958480835
hard_2mm_r1,ball8,1.1042599561783677,418.6028178412468,5.317181587219238
hard_2mm_r1,ball8,1.2895314868650622,452.61368714358247,6.399560928344727
hard_2mm_r1,ball8,1.30388580491433,478.5897561174784,7.225617408752441
hard_2mm_r1,ball8,1.4605285558899332,504.8409251136813,8.329560279846191
hard_2mm_r2,ball4,0.2805870233330161,100.6030871350368,7.103191375732422
hard_2mm_r2,ball4,0.3826249017535303,179.2241257046012,8.497587203979492
hard_2mm_r2,ball4,0.4831266547423993,228.85799508041148,9.670486450195312
hard_2mm_r2,ball4,0.5804063194814901,271.26432314051044,10.83067226409912
hard_2mm_r2,ball8,0.5891732610641185,92.12716648852604,2.053866386413574
hard_2mm_r2,ball8,0.6566504102828965,187.9149422842287,2.306025505065918
hard_2mm_r2,ball8,0.799911254090599,243.46856110120305,2.701638698577881
hard_2mm_r2,ball8,0.8463224017190818,282.137666923964,3.061907291412353
hard_2mm_r2,ball8,0.9890254153647184,323.3096764777118,3.5982859134674072
hard_2mm_r2,ball8,1.0420483498800408,356.88547829526107,4.221415519714356
hard_2mm_r2,ball8,1.140528199078318,385.6003641007456,4.911866664886475
hard_2mm_r2,ball8,1.219359117588695,407.2292118489546,5.539793968200684
hard_2mm_r2,ball8,1.3738158776339375,430.5295186667873,6.442955493927002
hard_2mm_r2,ball8,1.4027830534806824,447.09879812394473,7.151300430297852
hard_2mm_r2,ball8,1.559974988433325,467.5671604696609,8.224492073059082
hard_3mm_r1,ball4,0.38345766309439,29.790064831759068,8.582025527954102
hard_3mm_r1,ball4,0.4791925906925414,129.5672157504865,9.116392135620115
hard_3mm_r1,ball4,0.5794468820760237,194.54971587319832,9.911972999572754
hard_3mm_r1,ball8,0.4618643655172434,81.86000075703129,2.8316409587860107
hard_3mm_r1,ball8,0.6004692576331969,195.00076667417392,3.300748586654663
hard_3mm_r1,ball8,0.6446724945243716,245.1129421254988,3.714374542236328
hard_3mm_r1,ball8,0.7882485016015792,322.3809099164409,4.52817440032959
hard_3mm_r1,ball8,0.834871460004468,355.63282145659434,5.148359298706055
hard_3mm_r1,ball8,0.9838988865179276,400.39497693739094,6.266725063323975
hard_3mm_r1,ball8,1.0286099533014017,436.1882451072878,7.089477062225342
hard_3mm_r1,ball8,1.169649971730749,479.168043448796,8.362893104553223
hard_3mm_r2,ball4,0.4732281680023824,59.782801892112765,7.78926420211792
hard_3mm_r2,ball4,0.5721758989037298,126.68537587814438,8.593753814697266
hard_3mm_r2,ball8,0.7231604435259058,67.57097755264677,2.526510238647461
hard_3mm_r2,ball8,0.9068944075666464,180.8014161214745,2.857484102249145
hard_3mm_r2,ball8,0.9070392860044548,236.99992091980056,3.222877264022827
hard_3mm_r2,ball8,1.086277333635298,296.63927281496603,3.781205654144287
hard_3mm_r2,ball8,1.0864045300861846,323.9057555619804,4.228703498840332
hard_3mm_r2,ball8,1.279493641094536,385.0270466767296,5.600186347961426
hard_3mm_r2,ball8,1.2884809091395226,359.81320624424114,5.009809970855713
hard_3mm_r2,ball8,1.4780358753266043,419.32610356132847,6.515843391418457
