unit,probe,depth_mm,diameter_px,level
soft_1mm_r1,ball4,0.1860915627423232,57.11426891426946,4.447747230529785
soft_1mm_r1,ball4,0.2833985249891526,134.38612168867567,4.842894554138184
soft_1mm_r1,ball4,0.3837646265548322,183.36769044018135,5.426403045654297
soft_1mm_r1,ball4,0.4879034724816229,217.98171154932135,6.169268131256104
soft_1mm_r1,ball4,0.5849719808136271,247.8558750442016,6.875953197479248
soft_1mm_r1,ball8,0.1035389597073752,46.029019134012735,1.4923770427703855
soft_1mm_r1,ball8,0.1887386708566616,163.7705437795399,1.6335656642913818
soft_1mm_r1,ball8,0.3228692212907234,232.76632562962232,1.858241319656372
soft_1mm_r1,ball8,0.3591976501955365,272.1359552126855,2.0842080116271973
soft_1mm_r1,ball8,0.5380582053709055,333.89347782939825,2.7551300525665283
soft_1mm_r1,ball8,0.5395117444903228,311.51440599358347,2.4505443572998047
soft_1mm_r1,ball8,0.7269912925375905,386.7642019541242,3.65286922454834
soft_1mm_r1,ball8,0.7365124322983725,365.4711950899034,3.262146234512329
soft_1mm_r1,ball8,0.9056373530475632,430.70101257211456,4.816382884979248
soft_1mm_r1,ball8,0.9169771486022142,412.99448259300897,4.328634738922119
soft_1mm_r1,ball8,1.09882998330891,476.64637982928554,6.262070178985596
soft_1mm_r1,ball8,1.1167605133125529,460.4077384289208,5.735862731933594
soft_1mm_r1,ball8,1.289154934515885,515.9630187232812,7.806506156921387
soft_1mm_r1,ball8,1.318970830878115,501.10199566005514,7.210731029510498
soft_1mm_r1,ball8,1.5211734543097286,593.6539956451272,8.893120765686035
soft_1mm_r2,ball4,0.0878189445673562,122.56296401762422,4.498737335205078
soft_1mm_r2,ball4,0.1894369042542827,173.9278538456757,5.1684417724609375
soft_1mm_r2,ball4,0.2960490064008105,213.5232109581455,6.344217300415039
soft_1mm_r2,ball4,0.3885645958674608,238.40331381386656,7.393403053283691
soft_1mm_r2,ball4,0.4855601462490675,262.11206113867524,8.406457901000977
soft_1mm_r2,ball4,0.5824705880956955,283.0927704203436,9.613550186157228
soft_1mm_r2,ball8,0.5345740158834502,210.34815763179776,1.8821161985397337
soft_1mm_r2,ball8,0.5640728356116078,149.35580612671222,1.7339110374450684
soft_1mm_r2,ball8,0.7397973269397689,309.0749800984303,2.375448226928711
soft_1mm_r2,ball8,0.746666818303293,275.1140213380295,2.146665096282959
soft_1mm_r2,ball8,0.938998637482257,350.597412495775,2.7899177074432373
soft_1mm_r2,ball8,0.9441234360808686,374.8274503872436,3.1886134147644043
soft_1mm_r2,ball8,1.1259160466835605,402.19555497291145,3.730937004089356
soft_1mm_r2,ball8,1.1279290155290482,422.5474900626104,4.222383499145508
soft_1mm_r2,ball8,1.3284552594760584,466.3865608097225,5.541039943695068
soft_1mm_r2,ball8,1.3293986264950777,448.5204285521575,5.003758430480957
soft_1mm_r2,ball8,1.535616716409951,491.8115386536632,6.475376129150391
soft_1mm_r2,ball8,1.541335663123462,509.61281029691605,7.1251726150512695
soft_1mm_r2,ball8,1.7066090652784285,530.6874109487763,8.005867004394531
soft_2mm_r1,ball4,0.1781349644040091,97.39422266375436,7.276873111724853
soft_2mm_r1,ball4,0.2819884647664281,155.6468079263945,8.693867683410645
soft_2mm_r1,ball4,0.3823838159005355,199.4775231750768,9.770336151123049
soft_2mm_r1,ball4,0.486386558734587,232.04864487084336,11.207660675048828
soft_2mm_r1,ball4,0.5908699764646101,258.21398490322235,12.651413917541504
soft_2mm_r1,ball8,0.1832700533574893,58.11974287780691,2.115206718444824
soft_2mm_r1,ball8,0.3448183047564228,156.17354679633416,2.3807296752929688
soft_2mm_r1,ball8,0.3517684544166322,219.4110006048842,2.6946632862091064
soft_2mm_r1,ball8,0.5281822447859277,271.09764477251196,3.1839280128479004
soft_2mm_r1,ball8,0.5308311177113225,303.85681757444627,3.659040927886963
soft_2mm_r1,ball8,0.7228921817931067,338.47613539992733,4.369897365570068
soft_2mm_r1,ball8,0.7346927442838904,365.45551751826054,5.0742506980896
soft_2mm_r1,ball8,0.8796819810121121,392.23472649606026,5.917754650115967
soft_2mm_r1,ball8,0.9092301986573011,410.5842936621237,6.717601776123047
soft_2mm_r1,ball8,1.0985142092402889,436.83287084255494,7.917909622192383
soft_2mm_r1,ball8,1.1185529823285414,455.5690274261525,8.888276100158691
soft_2mm_r1,ball8,1.2495932812430972,474.48310433573033,10.102675437927246
soft_2mm_r1,ball8,1.2954087269853929,488.7379988812978,11.084210395812988
soft_2mm_r1,ball8,1.4725125001652444,507.3655008333943,12.481078147888184
soft_2mm_r1,ball8,1.4999200037156264,523.5071337107688,13.61632251739502
soft_2mm_r1,ball8,1.6554905041402392,542.2211202773242,15.182631492614746
soft_2mm_r1,ball8,1.701842927368595,555.8650492679811,16.36619758605957
soft_2mm_r2,ball4,0.2804708312393487,27.662555311934447,6.605949878692627
soft_2mm_r2,ball4,0.3811990407202508,151.69881849092738,7.548491477966309
soft_2mm_r2,ball4,0.4834817719985445,205.6190465946086,8.995678901672363
soft_2mm_r2,ball4,0.5868167995980826,243.93094031735367,10.361527442932127
soft_2mm_r2,ball8,0.2010076939322722,20.27945691949017,2.279236078262329
soft_2mm_r2,ball8,0.2711398052354532,153.75796521365163,2.507474660873413
soft_2mm_r2,ball8,0.4242428278075394,233.380893058281,2.9428505897521973
soft_2mm_r2,ball8,0.4572808490907434,281.4101632206856,3.4216902256011963
soft_2mm_r2,ball8,0.6146407384731525,323.4455138546667,4.132066249847412
soft_2mm_r2,ball8,0.6509670813275861,354.9662780977039,4.793564796447754
soft_2mm_r2,ball8,0.8156795823381273,393.3384761238136,5.8403730392456055
soft_2mm_r2,ball8,0.8479870790006458,416.12108618207264,6.690731525421143
soft_2mm_r2,ball8,1.0002464870455192,444.2017621387301,7.808672428131103
soft_2mm_r2,ball8,1.0271844333267737,461.61466285997903,8.73633098602295
soft_2mm_r2,ball8,1.2053126653117907,484.9563101838364,10.314534187316896
soft_2mm_r2,ball8,1.227945939345517,501.64418001217933,11.462059020996094
soft_2mm_r2,ball8,1.4024366897492868,522.8585682273181,12.997122764587402
soft_2mm_r2,ball8,1.4450196004852742,540.6314117865466,14.56547737121582
soft_2mm_r2,ball8,1.5092959566503232,556.3241160107423,15.84115505218506
soft_2mm_r2,ball8,1.7007411607586107,576.0604966354404,17.674781799316406
soft_2mm_r2,ball8,1.7053944994217891,589.7182007457319,19.05152702331543
soft_2mm_r2,ball8,1.8957554255648008,604.8017601564422,20.911569595336918
soft_3mm_r1,ball4,0.2793804476875365,22.567583341910247,7.690468788146973
soft_3mm_r1,ball4,0.3845868682859645,98.91194397920297,8.243006706237793
soft_3mm_r1,ball4,0.4842214947415542,162.0707617304442,9.533562660217283
soft_3mm_r1,ball4,0.5836971195964367,200.02887964817103,11.04200839996338
soft_3mm_r1,ball8,0.6479480671669684,104.37964736623125,2.478976249694824
soft_3mm_r1,ball8,0.8140273179469872,187.12732018416352,2.8427836894989014
soft_3mm_r1,ball8,0.8418138635327495,239.31749037894636,3.214134454727173
soft_3mm_r1,ball8,1.0000681968575795,292.8812410659867,3.835861206054688
soft_3mm_r1,ball8,1.0307939233835626,323.84678676780993,4.419919967651367
soft_3mm_r1,ball8,1.1861399696189707,358.27948752554187,5.309707164764404
soft_3mm_r1,ball8,1.2191306836346598,379.0950987461422,5.95901346206665
soft_3mm_r1,ball8,1.3803172297680677,403.9455580341672,6.9631028175354
soft_3mm_r1,ball8,1.4106192565066635,427.7598955178418,7.881214618682861
soft_3mm_r1,ball8,1.562697364684471,453.8651850759956,9.167113304138184
soft_3mm_r1,ball8,1.591696134013613,468.7366377382228,10.11802577972412
soft_3mm_r1,ball8,1.767124401163947,490.75803182730897,11.630175590515137
soft_3mm_r1,ball8,1.7910713014230382,506.5077776568361,12.7839937210083
soft_3mm_r1,ball8,1.959989773741192,525.6672763599552,14.493966102600098
soft_3mm_r1,ball8,1.98926948640014,536.1297421926037,15.542656898498535
soft_3mm_r1,ball8,2.1655160072265858,553.9594769600841,17.58867835998535
soft_3mm_r1,ball8,2.1696297616869096,564.6869795054769,18.82530212402344
soft_3mm_r1,ball8,2.371538159515424,581.0878825649053,20.9993896484375
soft_3mm_r2,ball4,0.4787927283601156,86.77521920204958,8.360099792480469
soft_3mm_r2,ball4,0.5766094371753177,157.25816887332456,9.497393608093262
soft_3mm_r2,ball8,0.7091627834911378,42.84870387197383,2.483314037322998
soft_3mm_r2,ball8,0.716924454211167,149.10411024053187,2.7184488773345947
soft_3mm_r2,ball8,0.9008698088436056,210.3572369511585,3.098776340484619
soft_3mm_r2,ball8,0.9115453611217816,262.267458761524,3.55533766746521
soft_3mm_r2,ball8,1.0664683642764563,307.8221676864595,4.17539644241333
soft_3mm_r2,ball8,1.0879935577261115,342.36407412106536,4.810809135437012
soft_3mm_r2,ball8,1.271324268779377,373.3673499844607,5.803288459777832
soft_3mm_r2,ball8,1.2818697698869563,394.01119838148475,6.55531120300293
soft_3mm_r2,ball8,1.462291333056026,420.5434489827993,7.646768093109131
soft_3mm_r2,ball8,1.4771780628785258,439.9637047609693,8.545732498168945
soft_3mm_r2,ball8,1.6557776479644168,464.84702470441727,9.879677772521973
soft_3mm_r2,ball8,1.6694508412663076,481.42399978364847,10.933981895446776
soft_3mm_r2,ball8,1.8427247667773048,502.8179622472894,12.514217376708984
soft_3mm_r2,ball8,1.858476330106136,517.0193448797434,13.674832344055176
soft_3mm_r2,ball8,2.043403385529217,535.2871879900456,15.448634147644045
soft_3mm_r2,ball8,2.0647326700558786,549.0118372359152,16.80919647216797
soft_3mm_r2,ball8,2.2225414360888607,563.9017734498476,18.532670974731445
soft_3mm_r2,ball8,2.251690209925229,576.2781654497965,19.97366523742676
soft_3mm_r2,ball8,2.418852681725884,590.2383058996983,21.96885299682617
medium_1mm_r1,ball4,0.0913995049271356,195.21937929676164,4.574367523193359
medium_1mm_r1,ball4,0.1756745191240902,220.9463224058977,6.164238452911377
medium_1mm_r1,ball4,0.2830731714521732,244.29865005749832,7.38754940032959
medium_1mm_r1,ball4,0.3802359283868455,272.0985231249978,8.281146049499512
medium_1mm_r1,ball4,0.4863520723261807,291.75748450257333,9.401421546936035
medium_1mm_r1,ball4,0.5852408076558753,308.72462260117845,10.43988037109375
medium_1mm_r1,ball8,0.1035524853255083,216.68699705150425,2.320882558822632
medium_1mm_r1,ball8,0.1844137923619691,221.81477797297657,2.3236818313598637
medium_1mm_r1,ball8,0.3463362330269781,230.17275567805615,2.349787473678589
medium_1mm_r1,ball8,0.3470778402293923,221.3522174284652,2.4250693321228027
medium_1mm_r1,ball8,0.5340894484720984,313.0291394156036,2.904805421829224
medium_1mm_r1,ball8,0.53912499602324,275.7080834864634,2.684938430786133
medium_1mm_r1,ball8,0.7303001172626367,374.28355682488416,3.618085861206055
medium_1mm_r1,ball8,0.738236192944985,399.0459919135928,3.2820637226104736
medium_1mm_r1,ball8,0.9161181246336128,420.53587990161384,4.632289409637451
medium_1mm_r1,ball8,0.9497681464729588,396.66339632009453,4.162816047668457
medium_1mm_r1,ball8,1.1076912687174063,457.5045302924364,5.7707695960998535
medium_1mm_r1,ball8,1.154943519447741,442.4627808058872,5.300933361053467
medium_1mm_r1,ball8,1.3181973507149856,499.84649906129806,7.413730621337891
medium_1mm_r1,ball8,1.3456379392842095,482.0477534776004,6.724371910095215
medium_1mm_r1,ball8,1.5053603223811578,531.8545510344792,9.039441108703612
medium_1mm_r1,ball8,1.545073758738102,518.6114616842855,8.340498924255371
medium_1mm_r1,ball8,1.738566616772058,549.0315496375555,10.085086822509766
medium_2mm_r2,ball4,0.3799900491891357,66.02705658420037,6.719905853271484
medium_2mm_r2,ball4,0.4794592916681708,146.85411607688832,7.982576847076416
medium_2mm_r2,ball4,0.5813988316045915,193.789061538477,9.627163887023926
medium_2mm_r2,ball8,0.536205604301756,23.85661494212072,2.1356801986694336
medium_2mm_r2,ball8,0.5475881890943235,157.98114303896733,2.3839571475982666
medium_2mm_r2,ball8,0.6642084522894152,223.78066166221487,2.801871061325073
medium_2mm_r2,ball8,0.7144893284140892,270.1331241959446,3.2320683002471924
medium_2mm_r2,ball8,0.8995523295482002,340.5705548146215,4.4480485916137695
medium_2mm_r2,ball8,0.9190016410923968,314.3503158371182,3.896721363067627
medium_2mm_r2,ball8,1.0771148206666936,390.1745242911234,5.98922872543335
medium_2mm_r2,ball8,1.1047518621157906,369.3145539383262,5.318504333496094
medium_2mm_r2,ball8,1.2696606448168417,434.90783774104074,8.004392623901367
medium_2mm_r2,ball8,1.2992795106624726,418.7244658104072,7.274563312530518
medium_2mm_r2,ball8,1.4733789891836402,476.441985717064,10.407032012939451
medium_2mm_r2,ball8,1.4984800560244942,461.3539364667621,9.53195858001709
medium_2mm_r2,ball8,1.662914216986632,511.3649557596546,13.014386177062988
medium_2mm_r2,ball8,1.6920259672071438,499.7535153824039,12.095697402954102
medium_2mm_r2,ball8,1.8860617278320504,530.92008495742,14.88082504272461
medium_3mm_r1,ball8,0.9083109100005302,186.40127128396375,2.9144415855407715
medium_3mm_r1,ball8,0.9417316148165612,133.99235358896615,2.645399332046509
medium_3mm_r1,ball8,1.0863471021763509,263.4735152126411,3.6991543769836426
medium_3mm_r1,ball8,1.1085873928972951,228.22845960816431,3.32099723815918
medium_3mm_r1,ball8,1.288109082287093,347.6268666693629,4.88621711730957
medium_3mm_r1,ball8,1.2939354119051778,316.2120300164777,4.344428539276123
medium_3mm_r1,ball8,1.4729234417378727,406.7802984828318,6.5618977546691895
medium_3mm_r1,ball8,1.4782449879286688,380.8593114707233,5.727977275848389
medium_3mm_r1,ball8,1.6474318801691652,433.53995759716247,7.633678436279297
medium_3mm_r1,ball8,1.6528577053320994,452.0098782383161,8.528799057006836
medium_3mm_r1,ball8,1.849972364075324,478.657591475753,9.965417861938477
medium_3mm_r1,ball8,1.8539666532965668,495.6475332314998,11.113207817077637
medium_3mm_r1,ball8,2.030383514924388,516.2343938463251,12.810916900634766
medium_3mm_r1,ball8,2.061096388278329,530.4522345968082,14.292479515075684
medium_3mm_r1,ball8,2.1997842678118182,548.2634019509244,16.144012451171875
medium_3mm_r2,ball4,0.3759552820844192,23.642169108157916,7.622392654418945
medium_3mm_r2,ball4,0.4747288733133423,112.40265122499122,8.359918594360352
medium_3mm_r2,ball4,0.5832936258201293,171.65462284558822,9.73690700531006
