principle,probe,measure,group_by,group,n_units,depth_mm,median,q1,q3
9DTact,ball4,diameter_px,thickness_mm,2,4,0.44157758781051887,213.17705541175857,202.1360276041066,220.64990927503766
9DTact,ball4,diameter_px,thickness_mm,2,4,0.4546603040636962,218.45616910489295,208.7060062671433,225.35388962011046
9DTact,ball4,diameter_px,thickness_mm,2,4,0.4677430203168734,223.73528279802733,215.27598493018002,230.05786996518324
9DTact,ball4,diameter_px,thickness_mm,2,4,0.48082573657005073,229.01439649116173,221.8459635932167,234.76185031025608
9DTact,ball4,diameter_px,thickness_mm,2,4,0.493908452823228,233.74516852079782,227.53970758630578,238.99284257339082
9DTact,ball4,diameter_px,thickness_mm,2,4,0.5069911690764052,238.2348138575021,231.4902411405155,244.50060996486283
9DTact,ball4,diameter_px,thickness_mm,2,4,0.5200738853295825,242.72445919420647,235.16004602407196,250.2891060269883
9DTact,ball4,diameter_px,thickness_mm,2,4,0.5331566015827598,247.2141045309108,238.82985090762838,256.07760208911367
9DTact,ball4,diameter_px,thickness_mm,2,4,0.546239317835937,251.7037498676151,242.4996557911848,261.86609815123904
9DTact,ball4,diameter_px,thickness_mm,2,4,0.5593220340891143,256.1933952043195,246.1694606747412,267.6545942133644
9DTact,ball4,diameter_px,thickness_mm,2,4,0.5724047503422917,260.6830405410238,249.83926555829765,273.4430902754898
9DTact,ball4,diameter_px,thickness_mm,2,4,0.5854874665954689,256.8660657404168,250.15207514329137,276.6772465228796
9DTact,ball4,level,hardness,soft,5,0.1930059790001506,5.207803445846412,4.841814483052493,6.343789587045137
9DTact,ball4,level,hardness,soft,5,0.20608869525332785,5.35208666791919,4.940519457046704,6.505182585126569
9DTact,ball4,level,hardness,soft,5,0.21917141150650515,5.4963698899919695,5.039224431040915,6.666575583208003
9DTact,ball4,level,hardness,soft,5,0.2322541277596824,5.640653112064747,5.137929405035125,6.8279685812894355
9DTact,ball4,level,hardness,soft,5,0.2453368440128597,5.784936334137527,5.236634379029336,6.989361579370869
9DTact,ball4,level,hardness,soft,5,0.25841956026603696,5.929219556210304,5.335339353023546,7.150754577452301
9DTact,ball4,level,hardness,soft,5,0.27150227651921427,6.073502778283084,5.434044327017757,7.312147575533735
9DTact,ball4,level,hardness,soft,5,0.2845849927723915,6.6444472213040795,6.217786000355861,7.717802752076533
9DTact,ball4,level,hardness,soft,5,0.2976677090255688,6.766865800604364,6.362574419921257,7.786512406491024
9DTact,ball4,level,hardness,soft,5,0.3107504252787461,6.889284379904649,6.510940760997263,7.855222060905514
9DTact,ball4,level,hardness,soft,5,0.3238331415319234,7.011702959204934,6.659307102073269,7.923931715320005
9DTact,ball4,level,hardness,soft,5,0.33691585778510064,7.134121538505218,6.807673443149274,7.9926413697344945
9DTact,ball4,level,hardness,soft,5,0.34999857403827794,7.256540117805503,6.95603978422528,8.061351024148985
9DTact,ball4,level,hardness,soft,5,0.3630812902914552,7.378958697105787,7.104406125301286,8.130060678563476
9DTact,ball4,level,hardness,soft,5,0.3761640065446325,7.501377276406073,7.252772466377292,8.198770332977967
9DTact,ball4,level,hardness,soft,5,0.38924672279780975,7.662357270823754,7.400527421265829,8.303365270312108
9DTact,ball4,level,hardness,soft,5,0.40232943905098706,7.847463223636054,7.537167803937488,8.472824201964627
9DTact,ball4,level,hardness,soft,5,0.4154121553041643,8.032569176448353,7.673808186609148,8.642283133617148
9DTact,ball4,level,hardness,soft,5,0.4284948715573416,8.217675129260654,7.810448569280807,8.81174206526967
9DTact,ball4,level,hardness,soft,5,0.44157758781051887,8.402781082072952,7.947088951952466,8.981200996922189
9DTact,ball4,level,hardness,soft,5,0.4546603040636962,8.587887034885252,8.083729334624126,9.15065992857471
9DTact,ball4,level,hardness,soft,5,0.4677430203168734,8.772992987697553,8.220369717295785,9.32011886022723
9DTact,ball4,level,hardness,soft,5,0.48082573657005073,8.958098940509853,8.357010099967445,9.489577791879752
9DTact,ball4,level,hardness,soft,5,0.493908452823228,9.133495352931904,8.510442324843936,9.680455435917025
9DTact,ball4,level,hardness,soft,5,0.5069911690764052,9.306418410342472,8.67339737444624,9.878841398560652
9DTact,ball4,level,hardness,soft,5,0.5200738853295825,9.479341467753041,8.836352424048547,10.077227361204281
9DTact,ball4,level,hardness,soft,5,0.5331566015827598,9.65226452516361,8.999307473650852,10.275613323847908
9DTact,ball4,level,hardness,soft,5,0.546239317835937,9.825187582574177,9.162262523253158,10.473999286491537
9DTact,ball4,level,hardness,soft,5,0.5593220340891143,9.998110639984745,9.325217572855463,10.672385249135164
9DTact,ball4,level,hardness,soft,5,0.5724047503422917,10.171033697395314,9.48817262245777,10.870771211778795
9DTact,ball4,level,hardness,hard,4,0.2845849927723915,6.376687607832249,5.824967599078005,6.635593682112266
9DTact,ball4,level,hardness,hard,4,0.2976677090255688,6.532912364217056,5.947560046736973,6.8166017989148235
9DTact,ball4,level,hardness,hard,4,0.3107504252787461,6.689137120601863,6.0701524943959395,6.99760991571738
9DTact,ball4,level,hardness,hard,4,0.3238331415319234,6.84536187698667,6.192744942054907,7.178618032519937
9DTact,ball4,level,hardness,hard,4,0.33691585778510064,7.001586633371478,6.315337389713874,7.359626149322493
9DTact,ball4,level,hardness,hard,4,0.34999857403827794,7.157811389756285,6.437929837372843,7.54063426612505
9DTact,ball4,level,hardness,hard,4,0.3630812902914552,7.314036146141092,6.5605222850318095,7.721642382927606
9DTact,ball4,level,hardness,hard,4,0.3761640065446325,7.470260902525899,6.683114732690777,7.902650499730163
9DTact,ball4,level,hardness,hard,4,0.38924672279780975,7.608381338162268,6.797240214346685,8.064423335838777
9DTact,ball4,level,hardness,hard,4,0.40232943905098706,7.742671227674965,6.91126900810705,8.219204972475278
9DTact,ball4,level,hardness,hard,4,0.4154121553041643,7.876961117187662,7.025297801867415,8.373986609111782
9DTact,ball4,level,hardness,hard,4,0.4284948715573416,8.011251006700359,7.13932659562778,8.528768245748283
9DTact,ball4,level,hardness,hard,4,0.44157758781051887,8.145540896213056,7.253355389388144,8.683549882384785
9DTact,ball4,level,hardness,hard,4,0.4546603040636962,8.279830785725753,7.367384183148509,8.838331519021288
9DTact,ball4,level,hardness,hard,4,0.4677430203168734,8.41412067523845,7.481412976908874,8.99311315565779
9DTact,ball4,level,hardness,hard,4,0.48082573657005073,8.548410564751148,7.595441770669239,9.147894792294293
9DTact,ball4,level,hardness,hard,4,0.493908452823228,8.665029983393072,7.721563483110197,9.26808532388555
9DTact,ball4,level,hardness,hard,4,0.5069911690764052,8.784982928758598,7.853210014997396,9.388160681957206
9DTact,ball4,level,hardness,hard,4,0.5200738853295825,8.904935874124124,7.984856546884598,9.508236040028862
9DTact,ball4,level,hardness,hard,4,0.5331566015827598,9.02488881948965,8.116503078771798,9.62831139810052
9DTact,ball4,level,hardness,hard,4,0.546239317835937,9.144841764855176,8.248149610658997,9.748386756172176
9DTact,ball4,level,hardness,hard,4,0.5593220340891143,9.264794710220702,8.379796142546196,9.868462114243833
9DTact,ball4,level,hardness,hard,4,0.5724047503422917,9.38474765558623,8.511442674433397,9.988537472315489
9DTact,ball4,level,thickness_mm,1,5,0.10142696522790966,4.588419826830764,4.496803055108945,4.6759790499480065
9DTact,ball4,level,thickness_mm,1,5,0.11450968148108692,4.674640344868181,4.60309706714128,4.842493798724889
9DTact,ball4,level,thickness_mm,1,5,0.1275923977342642,4.760860862905598,4.709391079173615,5.00900854750177
9DTact,ball4,level,thickness_mm,1,5,0.14067511398744148,4.847081380943015,4.8156850912059515,5.175523296278652
9DTact,ball4,level,thickness_mm,1,5,0.15375783024061876,4.9333018989804325,4.921979103238286,5.342038045055535
9DTact,ball4,level,thickness_mm,1,5,0.16684054649379604,5.037023813523394,5.028273115270622,5.517303492085189
9DTact,ball4,level,thickness_mm,1,5,0.17992326274697332,5.164426376752551,5.135084655903908,5.688529806856813
9DTact,ball4,level,thickness_mm,1,5,0.1930059790001506,5.256907003938046,5.024808964449453,5.569920492495692
9DTact,ball4,level,thickness_mm,1,5,0.20608869525332785,5.399840707612999,5.1463030624829464,5.713362893186703
9DTact,ball4,level,thickness_mm,1,5,0.21917141150650515,5.542774411287953,5.267797160516443,5.856805293877713
9DTact,ball4,level,thickness_mm,1,5,0.2322541277596824,5.685708114962907,5.389291258549936,6.000247694568724
9DTact,ball4,level,thickness_mm,1,5,0.2453368440128597,5.828641818637861,5.5107853565834315,6.143690095259735
9DTact,ball4,level,thickness_mm,1,5,0.25841956026603696,5.971575522312813,5.632279454616925,6.287132495950745
9DTact,ball4,level,thickness_mm,1,5,0.27150227651921427,6.114509225987767,5.75377355265042,6.4305748966417555
9DTact,ball4,level,thickness_mm,1,5,0.2845849927723915,6.217786000355861,4.84979244113021,6.291858811990096
9DTact,ball4,level,thickness_mm,1,5,0.2976677090255688,6.362574419921257,4.925852743430874,6.4225580023717646
9DTact,ball4,level,thickness_mm,1,5,0.3107504252787461,6.510940760997263,5.001913045731539,6.553257192753433
9DTact,ball4,level,thickness_mm,1,5,0.3238331415319234,6.659307102073269,5.077973348032204,6.683956383135102
9DTact,ball4,level,thickness_mm,1,5,0.33691585778510064,6.807673443149274,5.1540336503328685,6.814655573516769
9DTact,ball4,level,thickness_mm,1,5,0.34999857403827794,6.945354763898439,5.230093952633533,6.95603978422528
9DTact,ball4,level,thickness_mm,1,5,0.3630812902914552,7.076053954280106,5.306154254934198,7.104406125301286
9DTact,ball4,level,thickness_mm,1,5,0.3761640065446325,7.206753144661775,5.382214557234862,7.252772466377292
9DTact,ball4,level,thickness_mm,1,5,0.38924672279780975,7.322487142108929,5.465509085850669,7.400527421265829
9DTact,ball4,level,thickness_mm,1,5,0.40232943905098706,7.435585071899967,5.55883346488357,7.537167803937488
9DTact,ball4,level,thickness_mm,1,5,0.4154121553041643,7.548683001691005,5.652157843916471,7.673808186609148
9DTact,ball4,level,thickness_mm,1,5,0.4284948715573416,7.661780931482043,5.745482222949372,7.810448569280807
9DTact,ball4,level,thickness_mm,1,5,0.44157758781051887,7.774878861273081,5.838806601982273,7.947088951952466
9DTact,ball4,level,thickness_mm,1,5,0.4546603040636962,7.887976791064119,5.932130981015174,8.083729334624126
9DTact,ball4,level,thickness_mm,1,5,0.4677430203168734,8.001074720855158,6.025455360048075,8.220369717295785
9DTact,ball4,level,thickness_mm,1,5,0.48082573657005073,8.114172650646195,6.118779739080976,8.357010099967445
9DTact,ball4,level,thickness_mm,1,5,0.493908452823228,8.238970647078647,6.212986016729952,8.510442324843936
9DTact,ball4,level,thickness_mm,1,5,0.5069911690764052,8.370785497450651,6.308231739164804,8.67339737444624
9DTact,ball4,level,thickness_mm,1,5,0.5200738853295825,8.502600347822657,6.431625144070419,8.836352424048547
9DTact,ball4,level,thickness_mm,1,5,0.5331566015827598,8.634415198194661,6.5627667205032045,8.999307473650852
9DTact,ball4,level,thickness_mm,1,5,0.546239317835937,8.766230048566666,6.693908296935991,9.162262523253158
9DTact,ball4,level,thickness_mm,1,5,0.5593220340891143,8.89804489893867,6.825049873368776,9.325217572855463
9DTact,ball4,level,thickness_mm,1,5,0.5724047503422917,9.029859749310676,6.956191449801564,9.48817262245777
9DTact,ball4,level,thickness_mm,2,4,0.2845849927723915,6.901136369364971,6.59871451689666,7.548796243064992
9DTact,ball4,level,thickness_mm,2,4,0.2976677090255688,7.051736409038307,6.73596603196886,7.717951550485932
9DTact,ball4,level,thickness_mm,2,4,0.3107504252787461,7.202336448711644,6.87321754704106,7.887106857906872
9DTact,ball4,level,thickness_mm,2,4,0.3238331415319234,7.35293648838498,7.010469062113261,8.056262165327814
9DTact,ball4,level,thickness_mm,2,4,0.33691585778510064,7.5307346054188,7.174918654545943,8.225417472748752
9DTact,ball4,level,thickness_mm,2,4,0.34999857403827794,7.711000516635968,7.341836041161974,8.394572780169694
9DTact,ball4,level,thickness_mm,2,4,0.3630812902914552,7.891266427853134,7.508753427778005,8.563728087590633
9DTact,ball4,level,thickness_mm,2,4,0.3761640065446325,8.071532339070302,7.675670814394036,8.732883395011573
9DTact,ball4,level,thickness_mm,2,4,0.38924672279780975,8.234571137461947,7.836295968367644,8.897445545818117
9DTact,ball4,level,thickness_mm,2,4,0.40232943905098706,8.388652561500596,7.9991838434964855,9.057157287726682
9DTact,ball4,level,thickness_mm,2,4,0.4154121553041643,8.542733985539243,8.162071718625327,9.216869029635246
9DTact,ball4,level,thickness_mm,2,4,0.4284948715573416,8.696815409577892,8.32495959375417,9.376580771543814
9DTact,ball4,level,thickness_mm,2,4,0.44157758781051887,8.850896833616542,8.487847468883011,9.536292513452379
9DTact,ball4,level,thickness_mm,2,4,0.4546603040636962,9.004978257655189,8.650735344011853,9.696004255360943
9DTact,ball4,level,thickness_mm,2,4,0.4677430203168734,9.159059681693837,8.813623219140695,9.855715997269508
9DTact,ball4,level,thickness_mm,2,4,0.48082573657005073,9.313141105732488,8.976511094269537,10.015427739178076
9DTact,ball4,level,thickness_mm,2,4,0.493908452823228,9.466284344675806,9.122893844625803,10.177204578976582
9DTact,ball4,level,thickness_mm,2,4,0.5069911690764052,9.63076002898583,9.27960889777349,10.339420098763043
9DTact,ball4,level,thickness_mm,2,4,0.5200738853295825,9.795235713295856,9.43632395092118,10.501635618549507
9DTact,ball4,level,thickness_mm,2,4,0.5331566015827598,9.959711397605883,9.593039004068867,10.663851138335971
9DTact,ball4,level,thickness_mm,2,4,0.546239317835937,10.124187081915908,9.749754057216554,10.826066658122436
9DTact,ball4,level,thickness_mm,2,4,0.5593220340891143,10.288662766225933,9.906469110364242,10.988282177908898
9DTact,ball4,level,thickness_mm,2,4,0.5724047503422917,10.45313845053596,10.06318416351193,11.150497697695362
9DTact,ball4,level,thickness_mm,2,4,0.5854874665954689,10.343956754805882,10.095841678513356,11.460497540037462
