principle,probe,measure,group_by,at_depth_mm,between,within_iqr,ratio,g_hard,g_soft,spread_pct,monotone,g_1,g_2
9DTact,ball4,diameter_px,hardness,0.5724047503422917,34.856151586810654,18.982862014344192,1.8361905365203615,278.84428925428847,243.98813766747782,13.333584449621883,True,,
9DTact,ball4,diameter_px,thickness_mm,0.5724047503422917,20.230517695819117,24.25925230458668,0.8339299761515794,,,7.470695990879577,True,280.9135582368429,260.6830405410238
9DTact,ball4,level,hardness,0.5724047503422917,0.7862860418090847,1.4298466936015588,0.5499093331667284,9.38474765558623,10.171033697395314,8.041468940735571,True,,
9DTact,ball4,level,thickness_mm,0.5724047503422917,1.4232787012252839,1.8096473534198187,0.7864950585734913,,,14.610468949655681,True,9.029859749310676,10.45313845053596
