sensor,axis,density_px_per_mm2,median,min,max,suspect_hardware
soft_1mm_r1,Fx,0.1731653342341389,0.0359735488891601,0.0277181714773178,0.0466204211115837,False
soft_1mm_r1,Fx,0.6926613369365556,0.0283115077763795,0.0265834722667932,0.032729621976614,False
soft_1mm_r1,Fx,2.7706453477462225,0.0259518455713987,0.0256595984101295,0.0296765994280576,False
soft_1mm_r1,Fx,6.233952032429001,0.0238798931241035,0.0210637506097555,0.0260093118995428,False
soft_1mm_r1,Fx,17.31653342341389,0.0229709930717945,0.0204043891280889,0.0330126695334911,False
soft_1mm_r1,Fx,69.26613369365556,0.0314257144927978,0.0267958082258701,0.0420912615954875,False
soft_1mm_r1,Fx,277.06453477462225,0.0297810547053813,0.0260562449693679,0.0387010015547275,False
soft_1mm_r1,Fx,491.02112805429056,0.0293292682617902,0.0267761200666427,0.0355398841202259,False
soft_1mm_r1,Fx,1108.258139098489,0.0248471722006797,0.023007582873106,0.043226771056652,False
soft_1mm_r1,Fx,1973.316389098519,0.0299030728638172,0.0294171683490276,0.0395967029035091,False
soft_1mm_r1,Fx,4433.032556393956,0.0285361018031835,0.0246622394770383,0.0306790210306644,False
soft_1mm_r1,Fx,9974.3232518864,0.0293268579989671,0.024091737344861,0.0312464777380228,False
soft_1mm_r1,Fy,0.1731653342341389,0.0327279604971408,0.0293290019035339,0.0407897680997848,False
soft_1mm_r1,Fy,0.6926613369365556,0.0268432423472404,0.0262943245470523,0.0496661774814128,False
soft_1mm_r1,Fy,2.7706453477462225,0.028681518509984,0.0233508218079805,0.0292385164648294,False
soft_1mm_r1,Fy,6.233952032429001,0.0215416681021451,0.0212174225598573,0.0219575129449367,False
soft_1mm_r1,Fy,17.31653342341389,0.0255957227200269,0.0213389322161674,0.0300892777740955,False
soft_1mm_r1,Fy,69.26613369365556,0.0299115180969238,0.0222279280424118,0.0303068347275257,False
soft_1mm_r1,Fy,277.06453477462225,0.0217413827776908,0.0201533548533916,0.0265763215720653,False
soft_1mm_r1,Fy,491.02112805429056,0.0340785980224609,0.0272034779191017,0.0360194966197013,False
soft_1mm_r1,Fy,1108.258139098489,0.0223409850150346,0.0222709905356168,0.0259907655417919,False
soft_1mm_r1,Fy,1973.316389098519,0.0279100108891725,0.021931393072009,0.0442562587559223,False
soft_1mm_r1,Fy,4433.032556393956,0.022764166817069,0.0219457913190126,0.031071038916707,False
soft_1mm_r1,Fy,9974.3232518864,0.0244096778333187,0.0190482828766107,0.0342343933880329,False
soft_1mm_r1,Fz,0.1731653342341389,0.0974958389997482,0.0946028009057045,0.113274410367012,False
soft_1mm_r1,Fz,0.6926613369365556,0.0757422372698783,0.0601751916110515,0.0871229544281959,False
soft_1mm_r1,Fz,2.7706453477462225,0.0584669895470142,0.0442997366189956,0.0611259825527668,False
soft_1mm_r1,Fz,6.233952032429001,0.0497544556856155,0.0493463687598705,0.0580461174249649,False
soft_1mm_r1,Fz,17.31653342341389,0.0449190288782119,0.0433565713465213,0.0478770285844802,False
soft_1mm_r1,Fz,69.26613369365556,0.0571305565536022,0.0490146204829216,0.0609489306807518,False
soft_1mm_r1,Fz,277.06453477462225,0.0533456839621067,0.0503219291567802,0.1115155816078186,False
soft_1mm_r1,Fz,491.02112805429056,0.0502798371016979,0.0447238832712173,0.0561786852777004,False
soft_1mm_r1,Fz,1108.258139098489,0.0471390560269355,0.0462533943355083,0.0543002001941204,False
soft_1mm_r1,Fz,1973.316389098519,0.0533271059393882,0.0474916100502014,0.0567573830485343,False
soft_1mm_r1,Fz,4433.032556393956,0.049292653799057,0.0421518273651599,0.054000336676836,False
soft_1mm_r1,Fz,9974.3232518864,0.0446228422224521,0.0443940199911594,0.0649178475141525,False
soft_1mm_r2,Fx,0.1699653274295905,0.0440719984471797,0.0389381498098373,0.0822791084647178,False
soft_1mm_r2,Fx,0.679861309718362,0.0497310422360897,0.0432528741657733,0.0509108901023864,False
soft_1mm_r2,Fx,2.719445238873448,0.0467809364199638,0.0368280112743377,0.048715554177761,False
soft_1mm_r2,Fx,6.118751787465258,0.0431970618665218,0.0350059680640697,0.0541000254452228,False
soft_1mm_r2,Fx,16.996532742959047,0.0551600567996501,0.0454103350639343,0.063380442559719,False
soft_1mm_r2,Fx,67.98613097183619,0.056608997285366,0.0556299574673175,0.0569776706397533,False
soft_1mm_r2,Fx,271.94452388734476,0.0468525066971778,0.0432399399578571,0.0761984437704086,False
soft_1mm_r2,Fx,481.9473087595681,0.0498575381934642,0.0355931855738163,0.0739369317889213,False
