unit,probe,source,depth_mm,diameter_px,level,suspect_hardware
medium_3mm_r1,ball4,20260905_passA_ball4,0.5862857609782033,0.0,0.0,False
soft_1mm_r2,ball4,20260905_passA_ball4,0.0878189445673562,122.56296401762422,4.498737335205078,False
soft_1mm_r2,ball4,20260905_passA_ball4,0.1894369042542827,173.9278538456757,5.1684417724609375,False
soft_1mm_r2,ball4,20260905_passA_ball4,0.2960490064008105,213.5232109581455,6.344217300415039,False
soft_1mm_r2,ball4,20260905_passA_ball4,0.3885645958674608,238.40331381386656,7.393403053283691,False
soft_1mm_r2,ball4,20260905_passA_ball4,0.4855601462490675,262.11206113867524,8.406457901000977,False
soft_1mm_r2,ball4,20260905_passA_ball4,0.5824705880956955,283.0927704203436,9.613550186157228,False
hard_3mm_r2,ball4,20260905_passA_ball4,0.078784911357097,0.0,0.0,False
hard_3mm_r2,ball4,20260905_passA_ball4,0.17454281325249,0.0,0.0,False
hard_3mm_r2,ball4,20260905_passA_ball4,0.2718444358983696,0.0,0.0,False
hard_3mm_r2,ball4,20260905_passA_ball4,0.3741924578477871,0.0,0.0,False
hard_3mm_r2,ball4,20260905_passA_ball4,0.4732281680023824,59.782801892112765,7.78926420211792,False
hard_3mm_r2,ball4,20260905_passA_ball4,0.5721758989037298,126.68537587814438,8.593753814697266,False
soft_2mm_r1,ball4,20260905_passA_ball4,0.0854248240344333,0.0,0.0,False
soft_2mm_r1,ball4,20260905_passA_ball4,0.1781349644040091,97.39422266375436,7.276873111724853,False
soft_2mm_r1,ball4,20260905_passA_ball4,0.2819884647664281,155.6468079263945,8.693867683410645,False
soft_2mm_r1,ball4,20260905_passA_ball4,0.3823838159005355,199.4775231750768,9.770336151123049,False
soft_2mm_r1,ball4,20260905_passA_ball4,0.486386558734587,232.04864487084336,11.207660675048828,False
soft_2mm_r1,ball4,20260905_passA_ball4,0.5908699764646101,258.21398490322235,12.651413917541504,False
soft_3mm_r2,ball4,20260905_passA_ball4,0.0824427726592311,0.0,0.0,False
soft_3mm_r2,ball4,20260905_passA_ball4,0.1838128486816579,0.0,0.0,False
soft_3mm_r2,ball4,20260905_passA_ball4,0.2866199977007042,0.0,0.0,False
soft_3mm_r2,ball4,20260905_passA_ball4,0.3757393281330863,0.0,0.0,False
soft_3mm_r2,ball4,20260905_passA_ball4,0.4787927283601156,86.77521920204958,8.360099792480469,False
soft_3mm_r2,ball4,20260905_passA_ball4,0.5766094371753177,157.25816887332456,9.497393608093262,False
medium_1mm_r1,ball4,20260905_passA_ball4,0.0913995049271356,195.21937929676164,4.574367523193359,False
medium_1mm_r1,ball4,20260905_passA_ball4,0.1756745191240902,220.9463224058977,6.164238452911377,False
medium_1mm_r1,ball4,20260905_passA_ball4,0.2830731714521732,244.29865005749832,7.38754940032959,False
medium_1mm_r1,ball4,20260905_passA_ball4,0.3802359283868455,272.0985231249978,8.281146049499512,False
medium_1mm_r1,ball4,20260905_passA_ball4,0.4863520723261807,291.75748450257333,9.401421546936035,False
medium_1mm_r1,ball4,20260905_passA_ball4,0.5852408076558753,308.72462260117845,10.43988037109375,False
hard_1mm_r2,ball4,20260905_passA_ball4,0.083352395929598,0.0,0.0,True
hard_1mm_r2,ball4,20260905_passA_ball4,0.1812869976663442,0.0,0.0,True
hard_1mm_r2,ball4,20260905_passA_ball4,0.2836433978170944,104.31253591638304,4.4172210693359375,True
hard_1mm_r2,ball4,20260905_passA_ball4,0.3814688818881322,180.67813560988736,5.152047634124756,True
hard_1mm_r2,ball4,20260905_passA_ball4,0.4817838280957218,230.5347952843354,6.047804355621338,True
hard_1mm_r2,ball4,20260905_passA_ball4,0.5836120608314239,269.25973734724926,7.068533897399902,True
soft_2mm_r2,ball4,20260905_passA_ball4,0.0843976174943783,0.0,0.0,False
soft_2mm_r2,ball4,20260905_passA_ball4,0.1848181817451077,0.0,0.0,False
soft_2mm_r2,ball4,20260905_passA_ball4,0.2804708312393487,27.662555311934447,6.605949878692627,False
soft_2mm_r2,ball4,20260905_passA_ball4,0.3811990407202508,151.69881849092738,7.548491477966309,False
soft_2mm_r2,ball4,20260905_passA_ball4,0.4834817719985445,205.6190465946086,8.995678901672363,False
soft_2mm_r2,ball4,20260905_passA_ball4,0.5868167995980826,243.93094031735367,10.361527442932127,False
soft_1mm_r1,ball4,20260905_passA_ball4,0.0926743756623835,0.0,0.0,False
soft_1mm_r1,ball4,20260905_passA_ball4,0.1860915627423232,57.11426891426946,4.447747230529785,False
soft_1mm_r1,ball4,20260905_passA_ball4,0.2833985249891526,134.38612168867567,4.842894554138184,False
soft_1mm_r1,ball4,20260905_passA_ball4,0.3837646265548322,183.36769044018135,5.426403045654297,False
soft_1mm_r1,ball4,20260905_passA_ball4,0.4879034724816229,217.98171154932135,6.169268131256104,False
soft_1mm_r1,ball4,20260905_passA_ball4,0.5849719808136271,247.8558750442016,6.875953197479248,False
medium_2mm_r2,ball4,20260905_passA_ball4,0.0765643152846315,0.0,0.0,False
medium_2mm_r2,ball4,20260905_passA_ball4,0.1740516037053545,0.0,0.0,False
medium_2mm_r2,ball4,20260905_passA_ball4,0.2771931095437452,0.0,0.0,False
medium_2mm_r2,ball4,20260905_passA_ball4,0.3799900491891357,66.02705658420037,6.719905853271484,False
medium_2mm_r2,ball4,20260905_passA_ball4,0.4794592916681708,146.85411607688832,7.982576847076416,False
medium_2mm_r2,ball4,20260905_passA_ball4,0.5813988316045915,193.789061538477,9.627163887023926,False
hard_1mm_r1,ball8,20260907_passB_ball8,0.0980552065468458,19.149229459268767,1.801662564277649,False
hard_1mm_r1,ball8,20260907_passB_ball8,0.20057568223881,24.016192740836935,1.8126590251922607,False
hard_1mm_r1,ball8,20260907_passB_ball8,0.2890027322705819,20.590987552733097,1.819689154624939,False
hard_1mm_r1,ball8,20260907_passB_ball8,0.4106200361223315,133.45439202872063,1.888644099235535,False
hard_1mm_r1,ball8,20260907_passB_ball8,0.465940617743918,195.77947608139968,2.0164542198181152,False
hard_1mm_r1,ball8,20260907_passB_ball8,0.6147161612436882,267.29013699382824,2.274676322937012,False
hard_1mm_r1,ball8,20260907_passB_ball8,0.6553212634930219,304.6644646996727,2.539673328399658,False
hard_1mm_r1,ball8,20260907_passB_ball8,0.796225505028314,340.77424479721947,2.941805839538574,False
hard_1mm_r1,ball8,20260907_passB_ball8,0.8484812865178171,362.2764952791664,3.258270025253296,False
hard_1mm_r1,ball8,20260907_passB_ball8,0.9987371341442924,389.89541603313927,3.785017251968384,False
hard_1mm_r1,ball8,20260907_passB_ball8,1.037069159316939,409.16621866630413,4.202671527862549,False
hard_1mm_r1,ball8,20260907_passB_ball8,1.2024069500911878,433.08450742837886,4.845149993896484,False
hard_1mm_r1,ball8,20260907_passB_ball8,1.237781944240794,453.36556215281945,5.464279174804688,False
hard_1mm_r1,ball8,20260907_passB_ball8,1.3816370128473956,473.3076501583597,6.263901710510254,False
hard_1mm_r1,ball8,20260907_passB_ball8,1.426110917374256,490.9746193103923,6.954145908355713,False
hard_1mm_r1,ball8,20260907_passB_ball8,1.587100008351623,510.8343351156188,7.952377796173096,False
hard_1mm_r1,ball8,20260907_passB_ball8,1.6146448659727357,525.1692907842264,8.684317588806152,False
hard_1mm_r1,ball8,20260907_passB_ball8,1.786322781711121,545.4449972096152,9.864362716674805,False
hard_2mm_r2,ball8,20260907_passB_ball8,0.0944172405905909,0.0,1.8974088430404663,False
hard_2mm_r2,ball8,20260907_passB_ball8,0.1916172072314026,0.0,1.8983397483825684,False
hard_2mm_r2,ball8,20260907_passB_ball8,0.2924246094220812,0.0,1.8982322216033936,False
hard_2mm_r2,ball8,20260907_passB_ball8,0.3784761533272487,0.0,1.9030215740203855,False
hard_2mm_r2,ball8,20260907_passB_ball8,0.4787531116249575,0.0,1.9116244316101076,False
hard_2mm_r2,ball8,20260907_passB_ball8,0.5891732610641185,92.12716648852604,2.053866386413574,False
hard_2mm_r2,ball8,20260907_passB_ball8,0.6566504102828965,187.9149422842287,2.306025505065918,False
hard_2mm_r2,ball8,20260907_passB_ball8,0.799911254090599,243.46856110120305,2.701638698577881,False
hard_2mm_r2,ball8,20260907_passB_ball8,0.8463224017190818,282.137666923964,3.061907291412353,False
hard_2mm_r2,ball8,20260907_passB_ball8,0.9890254153647184,323.3096764777118,3.5982859134674072,False
hard_2mm_r2,ball8,20260907_passB_ball8,1.0420483498800408,356.88547829526107,4.221415519714356,False
hard_2mm_r2,ball8,20260907_passB_ball8,1.140528199078318,385.6003641007456,4.911866664886475,False
hard_2mm_r2,ball8,20260907_passB_ball8,1.219359117588695,407.2292118489546,5.539793968200684,False
hard_2mm_r2,ball8,20260907_passB_ball8,1.3738158776339375,430.5295186667873,6.442955493927002,False
hard_2mm_r2,ball8,20260907_passB_ball8,1.4027830534806824,447.09879812394473,7.151300430297852,False
hard_2mm_r2,ball8,20260907_passB_ball8,1.559974988433325,467.5671604696609,8.224492073059082,False
medium_1mm_r2,ball8,20260907_passB_ball8,0.1027704782257004,151.2912003247513,1.6704944372177124,True
medium_1mm_r2,ball8,20260907_passB_ball8,0.1708863067513135,158.04560540747227,1.6730519533157349,True
medium_1mm_r2,ball8,20260907_passB_ball8,0.3279033379897065,175.22605862510417,1.683701515197754,True
medium_1mm_r2,ball8,20260907_passB_ball8,0.3503537853318264,174.10345729338638,1.692001223564148,True
medium_1mm_r2,ball8,20260907_passB_ball8,0.522807713614899,181.420071192258,1.735706448554993,True
medium_1mm_r2,ball8,20260907_passB_ball8,0.5313583293868192,191.56209676972145,1.844021916389465,True
medium_1mm_r2,ball8,20260907_passB_ball8,0.7035430002410124,198.6299921278468,2.045642375946045,True
medium_1mm_r2,ball8,20260907_passB_ball8,0.7102088485106997,266.1563986652026,2.292896509170532,True
medium_1mm_r2,ball8,20260907_passB_ball8,0.8846054861635224,307.97517212512633,2.65423846244812,True
medium_1mm_r2,ball8,20260907_passB_ball8,0.8857699539562773,334.2688778922197,2.958592414855957,True
medium_1mm_r2,ball8,20260907_passB_ball8,1.0895011620096504,370.1720046734261,3.4380288124084477,True
medium_1mm_r2,ball8,20260907_passB_ball8,1.070632405324396,398.9470676800741,3.894500732421875,True
medium_1mm_r2,ball8,20260907_passB_ball8,1.277170591202296,424.883829829137,4.493606090545654,True
medium_1mm_r2,ball8,20260907_passB_ball8,1.2661463634336876,441.2380976133562,4.937509536743164,True
medium_1mm_r2,ball8,20260907_passB_ball8,1.4558836677433362,463.72951830521856,5.616493225097656,True
medium_1mm_r2,ball8,20260907_passB_ball8,1.4438573169484066,476.1318873795794,6.073089122772217,True
medium_1mm_r2,ball8,20260907_passB_ball8,1.6597672728633697,492.6845098494368,6.855529308319092,True
hard_2mm_r1,ball8,20260907_passB_ball8,0.096921474315458,0.0,2.0643320083618164,False
hard_2mm_r1,ball8,20260907_passB_ball8,0.1862358024194002,0.0,2.068466663360596,False
hard_2mm_r1,ball8,20260907_passB_ball8,0.306028238135891,0.0,2.0796048641204834,False
hard_2mm_r1,ball8,20260907_passB_ball8,0.3602501944288399,0.0,2.0788779258728027,False
hard_2mm_r1,ball8,20260907_passB_ball8,0.5186478710313231,0.0,2.056887626647949,False
hard_2mm_r1,ball8,20260907_passB_ball8,0.536337192781378,51.28852600165896,2.1236464977264404,False
hard_2mm_r1,ball8,20260907_passB_ball8,0.7088660086013157,168.27988802722314,2.400190830230713,False
hard_2mm_r1,ball8,20260907_passB_ball8,0.7278805475127719,257.0426938378079,2.8154819011688232,False
hard_2mm_r1,ball8,20260907_passB_ball8,0.9013351292807704,320.8746106892986,3.430900812149048,False
hard_2mm_r1,ball8,20260907_passB_ball8,0.9105720918072427,352.6920523657872,3.913116455078125,False
hard_2mm_r1,ball8,20260907_passB_ball8,1.088673836635813,392.96928402001623,4.69210958480835,False
hard_2mm_r1,ball8,20260907_passB_ball8,1.1042599561783677,418.6028178412468,5.317181587219238,False
hard_2mm_r1,ball8,20260907_passB_ball8,1.2895314868650622,452.61368714358247,6.399560928344727,False
hard_2mm_r1,ball8,20260907_passB_ball8,1.30388580491433,478.5897561174784,7.225617408752441,False
hard_2mm_r1,ball8,20260907_passB_ball8,1.4605285558899332,504.8409251136813,8.329560279846191,False
hard_3mm_r1,ball8,20260907_passB_ball8,0.0945879999382306,0.0,2.123013973236084,False
hard_3mm_r1,ball8,20260907_passB_ball8,0.195198902985151,0.0,2.189492464065552,False
hard_3mm_r1,ball8,20260907_passB_ball8,0.2837299488783209,0.0,2.317962408065796,False
hard_3mm_r1,ball8,20260907_passB_ball8,0.3962880694862143,0.0,2.5616750717163086,False
hard_3mm_r1,ball8,20260907_passB_ball8,0.4618643655172434,81.86000075703129,2.8316409587860107,False
hard_3mm_r1,ball8,20260907_passB_ball8,0.6004692576331969,195.00076667417392,3.300748586654663,False
hard_3mm_r1,ball8,20260907_passB_ball8,0.6446724945243716,245.1129421254988,3.714374542236328,False
hard_3mm_r1,ball8,20260907_passB_ball8,0.7882485016015792,322.3809099164409,4.52817440032959,False
hard_3mm_r1,ball8,20260907_passB_ball8,0.834871460004468,355.63282145659434,5.148359298706055,False
hard_3mm_r1,ball8,20260907_passB_ball8,0.9838988865179276,400.39497693739094,6.266725063323975,False
hard_3mm_r1,ball8,20260907_passB_ball8,1.0286099533014017,436.1882451072878,7.089477062225342,False
hard_3mm_r1,ball8,20260907_passB_ball8,1.169649971730749,479.168043448796,8.362893104553223,False
soft_3mm_r1,ball8,20260907_passB_ball8,0.0936333178342039,0.0,2.1593568325042725,False
soft_3mm_r1,ball8,20260907_passB_ball8,0.1843624524236453,0.0,2.156795024871826,False
soft_3mm_r1,ball8,20260907_passB_ball8,0.286503104028128,0.0,2.1566267013549805,False
soft_3mm_r1,ball8,20260907_passB_ball8,0.380913916943836,0.0,2.1603806018829346,False
soft_3mm_r1,ball8,20260907_passB_ball8,0.4761308760873319,0.0,2.1920485496521,False
soft_3mm_r1,ball8,20260907_passB_ball8,0.5772607517788977,0.0,2.306516647338867,False
soft_3mm_r1,ball8,20260907_passB_ball8,0.6479480671669684,104.37964736623125,2.478976249694824,False
soft_3mm_r1,ball8,20260907_passB_ball8,0.8140273179469872,187.12732018416352,2.8427836894989014,False
soft_3mm_r1,ball8,20260907_passB_ball8,0.8418138635327495,239.31749037894636,3.214134454727173,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.0000681968575795,292.8812410659867,3.835861206054688,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.0307939233835626,323.84678676780993,4.419919967651367,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.1861399696189707,358.27948752554187,5.309707164764404,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.2191306836346598,379.0950987461422,5.95901346206665,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.3803172297680677,403.9455580341672,6.9631028175354,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.4106192565066635,427.7598955178418,7.881214618682861,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.562697364684471,453.8651850759956,9.167113304138184,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.591696134013613,468.7366377382228,10.11802577972412,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.767124401163947,490.75803182730897,11.630175590515137,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.7910713014230382,506.5077776568361,12.7839937210083,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.959989773741192,525.6672763599552,14.493966102600098,False
soft_3mm_r1,ball8,20260907_passB_ball8,1.98926948640014,536.1297421926037,15.542656898498535,False
soft_3mm_r1,ball8,20260907_passB_ball8,2.1655160072265858,553.9594769600841,17.58867835998535,False
soft_3mm_r1,ball8,20260907_passB_ball8,2.1696297616869096,564.6869795054769,18.82530212402344,False
soft_3mm_r1,ball8,20260907_passB_ball8,2.371538159515424,581.0878825649053,20.9993896484375,False
medium_3mm_r2,ball8,20260907_passB_ball8,0.0977137999390258,0.0,2.266679525375366,False
medium_3mm_r2,ball8,20260907_passB_ball8,0.1834596259874175,0.0,2.269711971282959,False
medium_3mm_r2,ball8,20260907_passB_ball8,0.319539993186293,0.0,2.2932229042053223,False
medium_3mm_r2,ball8,20260907_passB_ball8,0.3549751791138185,0.0,2.275193929672241,False
medium_3mm_r2,ball8,20260907_passB_ball8,0.5285612112050941,0.0,2.260538101196289,False
medium_3mm_r2,ball8,20260907_passB_ball8,0.5318575951250075,0.0,2.326605796813965,False
medium_3mm_r2,ball8,20260907_passB_ball8,0.7206489470172315,43.78925386862802,2.5206222534179688,False
medium_3mm_r2,ball8,20260907_passB_ball8,0.7277971702637878,157.85213932812928,2.772463321685791,False
medium_3mm_r2,ball8,20260907_passB_ball8,0.9098673422096047,221.55919617050307,3.186927556991577,False
medium_3mm_r2,ball8,20260907_passB_ball8,0.9193352639917975,268.9877015937069,3.650249719619751,False
medium_3mm_r2,ball8,20260907_passB_ball8,1.077508733238993,318.18091696474664,4.3195343017578125,False
medium_3mm_r2,ball8,20260907_passB_ball8,1.0974573365943812,351.10909871484097,4.942285060882568,False
medium_3mm_r2,ball8,20260907_passB_ball8,1.2877885598636991,389.42652155999303,5.940492630004883,False
medium_3mm_r2,ball8,20260907_passB_ball8,1.2749808269330458,409.4166411668976,6.671493053436279,False
medium_3mm_r2,ball8,20260907_passB_ball8,1.4832234719371584,437.834381764756,7.887450695037842,False
medium_3mm_r2,ball8,20260907_passB_ball8,1.4735307604824044,454.4245028631457,8.726251602172852,False
medium_3mm_r2,ball8,20260907_passB_ball8,1.6781698171086037,477.76298820995623,10.063638687133787,False
medium_3mm_r2,ball8,20260907_passB_ball8,1.6577401992605232,494.8775673953856,11.028910636901855,False
medium_3mm_r2,ball8,20260907_passB_ball8,1.873144708286798,516.934376348964,12.764670372009276,False
medium_3mm_r2,ball8,20260907_passB_ball8,1.8627323641113591,530.605830961622,13.811687469482422,False
medium_3mm_r2,ball8,20260907_passB_ball8,2.076868033714192,550.8409170584885,15.603805541992188,False
medium_3mm_r1,ball8,20260907_passB_ball8,0.1086087663855934,0.0,2.0663037300109863,False
medium_3mm_r1,ball8,20260907_passB_ball8,0.1659325675351013,0.0,2.067054271697998,False
medium_3mm_r1,ball8,20260907_passB_ball8,0.3852165207607925,0.0,2.08211350440979,False
medium_3mm_r1,ball8,20260907_passB_ball8,0.3549471121695582,0.0,2.066795587539673,False
medium_3mm_r1,ball8,20260907_passB_ball8,0.5604125664844837,0.0,2.062333106994629,False
medium_3mm_r1,ball8,20260907_passB_ball8,0.526126595968087,0.0,2.0941531658172607,False
medium_3mm_r1,ball8,20260907_passB_ball8,0.7514474485861946,0.0,2.206568717956543,False
medium_3mm_r1,ball8,20260907_passB_ball8,0.7202373650822835,0.0,2.3580188751220703,False
medium_3mm_r1,ball8,20260907_passB_ball8,0.9417316148165612,133.99235358896615,2.645399332046509,False
medium_3mm_r1,ball8,20260907_passB_ball8,0.9083109100005302,186.40127128396375,2.9144415855407715,False
medium_3mm_r1,ball8,20260907_passB_ball8,1.1085873928972951,228.22845960816431,3.32099723815918,False
medium_3mm_r1,ball8,20260907_passB_ball8,1.0863471021763509,263.4735152126411,3.6991543769836426,False
medium_3mm_r1,ball8,20260907_passB_ball8,1.2939354119051778,316.2120300164777,4.344428539276123,False
medium_3mm_r1,ball8,20260907_passB_ball8,1.288109082287093,347.6268666693629,4.88621711730957,False
medium_3mm_r1,ball8,20260907_passB_ball8,1.4782449879286688,380.8593114707233,5.727977275848389,False
medium_3mm_r1,ball8,20260907_passB_ball8,1.4729234417378727,406.7802984828318,6.5618977546691895,False
medium_3mm_r1,ball8,20260907_passB_ball8,1.6474318801691652,433.53995759716247,7.633678436279297,False
medium_3mm_r1,ball8,20260907_passB_ball8,1.6528577053320994,452.0098782383161,8.528799057006836,False
medium_3mm_r1,ball8,20260907_passB_ball8,1.849972364075324,478.657591475753,9.965417861938477,False
medium_3mm_r1,ball8,20260907_passB_ball8,1.8539666532965668,495.6475332314998,11.113207817077637,False
medium_3mm_r1,ball8,20260907_passB_ball8,2.030383514924388,516.2343938463251,12.810916900634766,False
medium_3mm_r1,ball8,20260907_passB_ball8,2.061096388278329,530.4522345968082,14.292479515075684,False
medium_3mm_r1,ball8,20260907_passB_ball8,2.1997842678118182,548.2634019509244,16.144012451171875,False
soft_1mm_r2,ball8,20260907_passB_ball8,0.1137304177699185,0.0,1.6005816459655762,False
soft_1mm_r2,ball8,20260907_passB_ball8,0.1832406995495077,0.0,1.6067816019058228,False
soft_1mm_r2,ball8,20260907_passB_ball8,0.3774473498916819,0.0,1.6075100898742676,False
soft_1mm_r2,ball8,20260907_passB_ball8,0.3401690755909108,0.0,1.6497085094451904,False
soft_1mm_r2,ball8,20260907_passB_ball8,0.5640728356116078,149.35580612671222,1.7339110374450684,False
soft_1mm_r2,ball8,20260907_passB_ball8,0.5345740158834502,210.34815763179776,1.8821161985397337,False
soft_1mm_r2,ball8,20260907_passB_ball8,0.746666818303293,275.1140213380295,2.146665096282959,False
soft_1mm_r2,ball8,20260907_passB_ball8,0.7397973269397689,309.0749800984303,2.375448226928711,False
soft_1mm_r2,ball8,20260907_passB_ball8,0.938998637482257,350.597412495775,2.7899177074432373,False
soft_1mm_r2,ball8,20260907_passB_ball8,0.9441234360808686,374.8274503872436,3.1886134147644043,False
soft_1mm_r2,ball8,20260907_passB_ball8,1.1259160466835605,402.19555497291145,3.730937004089356,False
soft_1mm_r2,ball8,20260907_passB_ball8,1.1279290155290482,422.5474900626104,4.222383499145508,False
soft_1mm_r2,ball8,20260907_passB_ball8,1.3293986264950777,448.5204285521575,5.003758430480957,False
soft_1mm_r2,ball8,20260907_passB_ball8,1.3284552594760584,466.3865608097225,5.541039943695068,False
soft_1mm_r2,ball8,20260907_passB_ball8,1.535616716409951,491.8115386536632,6.475376129150391,False
soft_1mm_r2,ball8,20260907_passB_ball8,1.541335663123462,509.61281029691605,7.1251726150512695,False
soft_1mm_r2,ball8,20260907_passB_ball8,1.7066090652784285,530.6874109487763,8.005867004394531,False
hard_3mm_r2,ball8,20260907_passB_ball8,0.0963721203102316,0.0,2.0932164192199707,False
hard_3mm_r2,ball8,20260907_passB_ball8,0.1726539060888363,0.0,2.094765901565552,False
hard_3mm_r2,ball8,20260907_passB_ball8,0.3309539901669609,0.0,2.1055946350097656,False
hard_3mm_r2,ball8,20260907_passB_ball8,0.345331749467217,0.0,2.107008457183838,False
hard_3mm_r2,ball8,20260907_passB_ball8,0.5243965351666979,0.0,2.104046583175659,False
hard_3mm_r2,ball8,20260907_passB_ball8,0.5341162822135672,0.0,2.153423547744751,False
hard_3mm_r2,ball8,20260907_passB_ball8,0.7212840158211371,0.0,2.3126819133758545,False
hard_3mm_r2,ball8,20260907_passB_ball8,0.7231604435259058,67.57097755264677,2.526510238647461,False
hard_3mm_r2,ball8,20260907_passB_ball8,0.9068944075666464,180.8014161214745,2.857484102249145,False
hard_3mm_r2,ball8,20260907_passB_ball8,0.9070392860044548,236.99992091980056,3.222877264022827,False
hard_3mm_r2,ball8,20260907_passB_ball8,1.086277333635298,296.63927281496603,3.781205654144287,False
hard_3mm_r2,ball8,20260907_passB_ball8,1.0864045300861846,323.9057555619804,4.228703498840332,False
