unit,probe,source,depth_mm,diameter_px,level,suspect_hardware
hard_3mm_r2,ball8,20260907_passB_ball8,1.2884809091395226,359.81320624424114,5.009809970855713,False
hard_3mm_r2,ball8,20260907_passB_ball8,1.279493641094536,385.0270466767296,5.600186347961426,False
hard_3mm_r2,ball8,20260907_passB_ball8,1.4780358753266043,419.32610356132847,6.515843391418457,False
soft_2mm_r1,ball8,20260907_passB_ball8,0.1056086879227429,0.0,1.998765468597412,False
soft_2mm_r1,ball8,20260907_passB_ball8,0.1832700533574893,58.11974287780691,2.115206718444824,False
soft_2mm_r1,ball8,20260907_passB_ball8,0.3448183047564228,156.17354679633416,2.3807296752929688,False
soft_2mm_r1,ball8,20260907_passB_ball8,0.3517684544166322,219.4110006048842,2.6946632862091064,False
soft_2mm_r1,ball8,20260907_passB_ball8,0.5281822447859277,271.09764477251196,3.1839280128479004,False
soft_2mm_r1,ball8,20260907_passB_ball8,0.5308311177113225,303.85681757444627,3.659040927886963,False
soft_2mm_r1,ball8,20260907_passB_ball8,0.7228921817931067,338.47613539992733,4.369897365570068,False
soft_2mm_r1,ball8,20260907_passB_ball8,0.7346927442838904,365.45551751826054,5.0742506980896,False
soft_2mm_r1,ball8,20260907_passB_ball8,0.8796819810121121,392.23472649606026,5.917754650115967,False
soft_2mm_r1,ball8,20260907_passB_ball8,0.9092301986573011,410.5842936621237,6.717601776123047,False
soft_2mm_r1,ball8,20260907_passB_ball8,1.0985142092402889,436.83287084255494,7.917909622192383,False
soft_2mm_r1,ball8,20260907_passB_ball8,1.1185529823285414,455.5690274261525,8.888276100158691,False
soft_2mm_r1,ball8,20260907_passB_ball8,1.2495932812430972,474.48310433573033,10.102675437927246,False
soft_2mm_r1,ball8,20260907_passB_ball8,1.2954087269853929,488.7379988812978,11.084210395812988,False
soft_2mm_r1,ball8,20260907_passB_ball8,1.4725125001652444,507.3655008333943,12.481078147888184,False
soft_2mm_r1,ball8,20260907_passB_ball8,1.4999200037156264,523.5071337107688,13.61632251739502,False
soft_2mm_r1,ball8,20260907_passB_ball8,1.6554905041402392,542.2211202773242,15.182631492614746,False
soft_2mm_r1,ball8,20260907_passB_ball8,1.701842927368595,555.8650492679811,16.36619758605957,False
soft_3mm_r2,ball8,20260907_passB_ball8,0.1033386911311424,0.0,2.248257160186768,False
soft_3mm_r2,ball8,20260907_passB_ball8,0.179288140951769,0.0,2.248715877532959,False
soft_3mm_r2,ball8,20260907_passB_ball8,0.3228114447040937,0.0,2.247366189956665,False
soft_3mm_r2,ball8,20260907_passB_ball8,0.3396060081190377,0.0,2.2538509368896484,False
soft_3mm_r2,ball8,20260907_passB_ball8,0.523432823446786,0.0,2.2520506381988525,False
soft_3mm_r2,ball8,20260907_passB_ball8,0.5336220560627325,0.0,2.309643507003784,False
soft_3mm_r2,ball8,20260907_passB_ball8,0.7091627834911378,42.84870387197383,2.483314037322998,False
soft_3mm_r2,ball8,20260907_passB_ball8,0.716924454211167,149.10411024053187,2.7184488773345947,False
soft_3mm_r2,ball8,20260907_passB_ball8,0.9008698088436056,210.3572369511585,3.098776340484619,False
soft_3mm_r2,ball8,20260907_passB_ball8,0.9115453611217816,262.267458761524,3.55533766746521,False
soft_3mm_r2,ball8,20260907_passB_ball8,1.0664683642764563,307.8221676864595,4.17539644241333,False
soft_3mm_r2,ball8,20260907_passB_ball8,1.0879935577261115,342.36407412106536,4.810809135437012,False
soft_3mm_r2,ball8,20260907_passB_ball8,1.271324268779377,373.3673499844607,5.803288459777832,False
soft_3mm_r2,ball8,20260907_passB_ball8,1.2818697698869563,394.01119838148475,6.55531120300293,False
soft_3mm_r2,ball8,20260907_passB_ball8,1.462291333056026,420.5434489827993,7.646768093109131,False
soft_3mm_r2,ball8,20260907_passB_ball8,1.4771780628785258,439.9637047609693,8.545732498168945,False
soft_3mm_r2,ball8,20260907_passB_ball8,1.6557776479644168,464.84702470441727,9.879677772521973,False
soft_3mm_r2,ball8,20260907_passB_ball8,1.6694508412663076,481.42399978364847,10.933981895446776,False
soft_3mm_r2,ball8,20260907_passB_ball8,1.8427247667773048,502.8179622472894,12.514217376708984,False
soft_3mm_r2,ball8,20260907_passB_ball8,1.858476330106136,517.0193448797434,13.674832344055176,False
soft_3mm_r2,ball8,20260907_passB_ball8,2.043403385529217,535.2871879900456,15.448634147644045,False
soft_3mm_r2,ball8,20260907_passB_ball8,2.0647326700558786,549.0118372359152,16.80919647216797,False
soft_3mm_r2,ball8,20260907_passB_ball8,2.2225414360888607,563.9017734498476,18.532670974731445,False
soft_3mm_r2,ball8,20260907_passB_ball8,2.251690209925229,576.2781654497965,19.97366523742676,False
soft_3mm_r2,ball8,20260907_passB_ball8,2.418852681725884,590.2383058996983,21.96885299682617,False
medium_1mm_r1,ball8,20260907_passB_ball8,0.1035524853255083,216.68699705150425,2.320882558822632,False
medium_1mm_r1,ball8,20260907_passB_ball8,0.1844137923619691,221.81477797297657,2.3236818313598637,False
medium_1mm_r1,ball8,20260907_passB_ball8,0.3463362330269781,230.17275567805615,2.349787473678589,False
medium_1mm_r1,ball8,20260907_passB_ball8,0.3470778402293923,221.3522174284652,2.4250693321228027,False
medium_1mm_r1,ball8,20260907_passB_ball8,0.53912499602324,275.7080834864634,2.684938430786133,False
medium_1mm_r1,ball8,20260907_passB_ball8,0.5340894484720984,313.0291394156036,2.904805421829224,False
medium_1mm_r1,ball8,20260907_passB_ball8,0.738236192944985,399.0459919135928,3.2820637226104736,False
medium_1mm_r1,ball8,20260907_passB_ball8,0.7303001172626367,374.28355682488416,3.618085861206055,False
medium_1mm_r1,ball8,20260907_passB_ball8,0.9497681464729588,396.66339632009453,4.162816047668457,False
medium_1mm_r1,ball8,20260907_passB_ball8,0.9161181246336128,420.53587990161384,4.632289409637451,False
medium_1mm_r1,ball8,20260907_passB_ball8,1.154943519447741,442.4627808058872,5.300933361053467,False
medium_1mm_r1,ball8,20260907_passB_ball8,1.1076912687174063,457.5045302924364,5.7707695960998535,False
medium_1mm_r1,ball8,20260907_passB_ball8,1.3456379392842095,482.0477534776004,6.724371910095215,False
medium_1mm_r1,ball8,20260907_passB_ball8,1.3181973507149856,499.84649906129806,7.413730621337891,False
medium_1mm_r1,ball8,20260907_passB_ball8,1.545073758738102,518.6114616842855,8.340498924255371,False
medium_1mm_r1,ball8,20260907_passB_ball8,1.5053603223811578,531.8545510344792,9.039441108703612,False
medium_1mm_r1,ball8,20260907_passB_ball8,1.738566616772058,549.0315496375555,10.085086822509766,False
hard_1mm_r2,ball8,20260907_passB_ball8,0.1036720629743257,0.0,1.4814119338989258,True
hard_1mm_r2,ball8,20260907_passB_ball8,0.1646572105315193,0.0,1.4845993518829346,True
hard_1mm_r2,ball8,20260907_passB_ball8,0.3835144555160958,0.0,1.4828163385391235,True
hard_1mm_r2,ball8,20260907_passB_ball8,0.3437752663865154,0.0,1.492713212966919,True
hard_1mm_r2,ball8,20260907_passB_ball8,0.5659332697952557,0.0,1.5788702964782717,True
hard_1mm_r2,ball8,20260907_passB_ball8,0.5204062318921174,176.50389565270214,1.7647367715835571,True
hard_1mm_r2,ball8,20260907_passB_ball8,0.7669764495603459,247.69400619031651,2.073083639144897,True
hard_1mm_r2,ball8,20260907_passB_ball8,0.731200091691381,310.7204663329693,2.3937339782714844,True
hard_1mm_r2,ball8,20260907_passB_ball8,0.9518296059453668,353.49257723445004,2.9060747623443604,True
hard_1mm_r2,ball8,20260907_passB_ball8,0.9322064267994854,384.60684318956385,3.318100929260254,True
hard_1mm_r2,ball8,20260907_passB_ball8,1.1469593182649618,413.6583238568371,3.9349477291107178,True
hard_1mm_r2,ball8,20260907_passB_ball8,1.1335861718344695,433.3284531840802,4.391907215118408,True
hard_1mm_r2,ball8,20260907_passB_ball8,1.3477605204199357,458.67051705569185,5.1538190841674805,True
hard_1mm_r2,ball8,20260907_passB_ball8,1.3325339755294685,480.6299239964625,5.754640579223633,True
hard_1mm_r2,ball8,20260907_passB_ball8,1.544673110869983,501.18456742491344,6.5762619972229,True
soft_2mm_r2,ball8,20260907_passB_ball8,0.0922083841598073,0.0,2.1421055793762207,False
soft_2mm_r2,ball8,20260907_passB_ball8,0.2010076939322722,20.27945691949017,2.279236078262329,False
soft_2mm_r2,ball8,20260907_passB_ball8,0.2711398052354532,153.75796521365163,2.507474660873413,False
soft_2mm_r2,ball8,20260907_passB_ball8,0.4242428278075394,233.380893058281,2.9428505897521973,False
soft_2mm_r2,ball8,20260907_passB_ball8,0.4572808490907434,281.4101632206856,3.4216902256011963,False
soft_2mm_r2,ball8,20260907_passB_ball8,0.6146407384731525,323.4455138546667,4.132066249847412,False
soft_2mm_r2,ball8,20260907_passB_ball8,0.6509670813275861,354.9662780977039,4.793564796447754,False
soft_2mm_r2,ball8,20260907_passB_ball8,0.8156795823381273,393.3384761238136,5.8403730392456055,False
soft_2mm_r2,ball8,20260907_passB_ball8,0.8479870790006458,416.12108618207264,6.690731525421143,False
soft_2mm_r2,ball8,20260907_passB_ball8,1.0002464870455192,444.2017621387301,7.808672428131103,False
soft_2mm_r2,ball8,20260907_passB_ball8,1.0271844333267737,461.61466285997903,8.73633098602295,False
soft_2mm_r2,ball8,20260907_passB_ball8,1.2053126653117907,484.9563101838364,10.314534187316896,False
soft_2mm_r2,ball8,20260907_passB_ball8,1.227945939345517,501.64418001217933,11.462059020996094,False
soft_2mm_r2,ball8,20260907_passB_ball8,1.4024366897492868,522.8585682273181,12.997122764587402,False
soft_2mm_r2,ball8,20260907_passB_ball8,1.4450196004852742,540.6314117865466,14.56547737121582,False
soft_2mm_r2,ball8,20260907_passB_ball8,1.5092959566503232,556.3241160107423,15.84115505218506,False
soft_2mm_r2,ball8,20260907_passB_ball8,1.7007411607586107,576.0604966354404,17.674781799316406,False
soft_2mm_r2,ball8,20260907_passB_ball8,1.7053944994217891,589.7182007457319,19.05152702331543,False
soft_2mm_r2,ball8,20260907_passB_ball8,1.8957554255648008,604.8017601564422,20.911569595336918,False
soft_1mm_r1,ball8,20260907_passB_ball8,0.1035389597073752,46.029019134012735,1.4923770427703855,False
soft_1mm_r1,ball8,20260907_passB_ball8,0.1887386708566616,163.7705437795399,1.6335656642913818,False
soft_1mm_r1,ball8,20260907_passB_ball8,0.3228692212907234,232.76632562962232,1.858241319656372,False
soft_1mm_r1,ball8,20260907_passB_ball8,0.3591976501955365,272.1359552126855,2.0842080116271973,False
soft_1mm_r1,ball8,20260907_passB_ball8,0.5395117444903228,311.51440599358347,2.4505443572998047,False
soft_1mm_r1,ball8,20260907_passB_ball8,0.5380582053709055,333.89347782939825,2.7551300525665283,False
soft_1mm_r1,ball8,20260907_passB_ball8,0.7365124322983725,365.4711950899034,3.262146234512329,False
soft_1mm_r1,ball8,20260907_passB_ball8,0.7269912925375905,386.7642019541242,3.65286922454834,False
soft_1mm_r1,ball8,20260907_passB_ball8,0.9169771486022142,412.99448259300897,4.328634738922119,False
soft_1mm_r1,ball8,20260907_passB_ball8,0.9056373530475632,430.70101257211456,4.816382884979248,False
soft_1mm_r1,ball8,20260907_passB_ball8,1.1167605133125529,460.4077384289208,5.735862731933594,False
soft_1mm_r1,ball8,20260907_passB_ball8,1.09882998330891,476.64637982928554,6.262070178985596,False
soft_1mm_r1,ball8,20260907_passB_ball8,1.318970830878115,501.10199566005514,7.210731029510498,False
soft_1mm_r1,ball8,20260907_passB_ball8,1.289154934515885,515.9630187232812,7.806506156921387,False
soft_1mm_r1,ball8,20260907_passB_ball8,1.5211734543097286,593.6539956451272,8.893120765686035,False
medium_2mm_r2,ball8,20260907_passB_ball8,0.1105935138189835,0.0,1.9977198839187624,False
medium_2mm_r2,ball8,20260907_passB_ball8,0.172573702008222,0.0,2.0101752281188965,False
medium_2mm_r2,ball8,20260907_passB_ball8,0.3443696868230859,0.0,2.0073258876800537,False
medium_2mm_r2,ball8,20260907_passB_ball8,0.3424895984168543,0.0,2.0215823650360107,False
medium_2mm_r2,ball8,20260907_passB_ball8,0.536205604301756,23.85661494212072,2.1356801986694336,False
medium_2mm_r2,ball8,20260907_passB_ball8,0.5475881890943235,157.98114303896733,2.3839571475982666,False
medium_2mm_r2,ball8,20260907_passB_ball8,0.6642084522894152,223.78066166221487,2.801871061325073,False
medium_2mm_r2,ball8,20260907_passB_ball8,0.7144893284140892,270.1331241959446,3.2320683002471924,False
medium_2mm_r2,ball8,20260907_passB_ball8,0.9190016410923968,314.3503158371182,3.896721363067627,False
medium_2mm_r2,ball8,20260907_passB_ball8,0.8995523295482002,340.5705548146215,4.4480485916137695,False
medium_2mm_r2,ball8,20260907_passB_ball8,1.1047518621157906,369.3145539383262,5.318504333496094,False
medium_2mm_r2,ball8,20260907_passB_ball8,1.0771148206666936,390.1745242911234,5.98922872543335,False
medium_2mm_r2,ball8,20260907_passB_ball8,1.2992795106624726,418.7244658104072,7.274563312530518,False
medium_2mm_r2,ball8,20260907_passB_ball8,1.2696606448168417,434.90783774104074,8.004392623901367,False
medium_2mm_r2,ball8,20260907_passB_ball8,1.4984800560244942,461.3539364667621,9.53195858001709,False
medium_2mm_r2,ball8,20260907_passB_ball8,1.4733789891836402,476.441985717064,10.407032012939451,False
medium_2mm_r2,ball8,20260907_passB_ball8,1.6920259672071438,499.7535153824039,12.095697402954102,False
medium_2mm_r2,ball8,20260907_passB_ball8,1.662914216986632,511.3649557596546,13.014386177062988,False
medium_2mm_r2,ball8,20260907_passB_ball8,1.8860617278320504,530.92008495742,14.88082504272461,False
