principle,measure,sensor,probe,width_px,density_px_per_mm2,mae_mm
9DTact,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,32,1.659521036810376,2.1887188032853864
9DTact,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,48,3.733922332823346,1.0579532472093378
9DTact,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,80,10.37200648006485,1.1559526154194597
9DTact,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,160,41.4880259202594,1.236952975169066
9DTact,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,320,165.9521036810376,1.2386119677709573
9DTact,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,426,294.1047262462889,1.2670146146162198
9DTact,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,640,663.8084147241505,1.2784226398512564
9DTact,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,854,1181.9484809398402,1.0482399792278052
9DTact,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,1280,2655.233658896602,1.009275945845535
9DTact,shape_size_err_vs_resolution,hard_3mm_r1,cyl4,1920,5974.275732517353,0.9731522022413656
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,8,0.153586488697355,-1.4306027449725556
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,16,0.6143459547894203,0.288272312604267
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,32,2.4573838191576813,-0.7273711298546384
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,48,5.529113593104783,-0.0876200018087351
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,80,15.358648869735507,0.1993968388591049
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,160,61.43459547894204,0.4025324581723781
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,320,245.73838191576812,0.4858419656762258
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,426,435.50408785689393,0.5546713060216337
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,640,982.9535276630726,0.6006235156537478
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,854,1750.2044311062532,0.4510223615266939
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,1280,3931.8141106522894,0.4578428244017596
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cube4,1920,8846.581748967654,0.4549113021534028
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,8,0.153586488697355,1.7985086691307277
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,16,0.6143459547894203,43.5414850250932
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,32,2.4573838191576813,-0.3145396126652295
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,48,5.529113593104783,-0.0416907340480654
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,80,15.358648869735507,-0.3120280131633581
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,160,61.43459547894204,-0.0628833272188638
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,320,245.73838191576812,-0.0467711969347846
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,426,435.50408785689393,-0.0358249504391046
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,640,982.9535276630726,-0.0375832071917057
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,854,1750.2044311062532,-0.0833769913743527
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,1280,3931.8141106522894,-0.1089443162867991
9DTact,shape_size_err_vs_resolution,medium_1mm_r1,cyl4,1920,8846.581748967654,-0.1408886906197262
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,16,0.5437167309244376,1.937564966082351
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,32,2.1748669236977505,2.220306154943416
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,48,4.893450578319937,1.8311629355235688
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,80,13.59291827311094,1.7218654962995332
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,160,54.37167309244376,1.8370076455036788
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,320,217.48669236977503,1.9900494140507488
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,426,385.4356932079813,2.041096694465562
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,640,869.9467694791002,2.10629736923893
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,854,1548.989497386278,1.91322058116056
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,1280,3479.787077916401,1.8824762519947065
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cube4,1920,7829.520925311901,1.844801586826928
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,16,0.5437167309244376,2.880400027644604
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,32,2.1748669236977505,2.239739734502101
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,48,4.893450578319937,1.6274775802536174
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,80,13.59291827311094,1.4115418087444276
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,160,54.37167309244376,1.411283358570352
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,320,217.48669236977503,1.421112287040895
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,426,385.4356932079813,1.4214874593606952
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,640,869.9467694791002,1.4311201113411238
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,854,1548.989497386278,1.3117959246361617
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,1280,3479.787077916401,1.2783217722560574
9DTact,shape_size_err_vs_resolution,medium_2mm_r2,cyl4,1920,7829.520925311901,1.2367844596287174
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,16,0.4700433639337182,1259.7257568831255
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,32,1.880173455734873,0.447328670953742
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,48,4.230390275403463,1.1174568707501005
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,80,11.751084098342956,1.2485698288191722
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,160,47.00433639337182,1.49276822767105
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,320,188.0173455734873,1.2247552883895283
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,426,333.20933403607586,1.2829272605213573
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,640,752.0693822939492,1.333381015984077
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,854,1339.1021328542329,1.0383309039650577
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,1280,3008.2775291757966,0.914490252131821
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cube4,1920,6768.624440645542,0.8156026590619314
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,16,0.4700433639337182,1423.548175251709
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,32,1.880173455734873,0.4044763724850293
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,48,4.230390275403463,0.7760136400160826
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,80,11.751084098342956,0.7705561885816206
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,160,47.00433639337182,0.7691310375025981
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,320,188.0173455734873,0.4228812041205172
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,426,333.20933403607586,0.4324216270633281
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,640,752.0693822939492,0.4642961012674753
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,854,1339.1021328542329,0.2418925455231333
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,1280,3008.2775291757966,0.1261854511334466
9DTact,shape_size_err_vs_resolution,medium_3mm_r1,cyl4,1920,6768.624440645542,0.0144707326608193
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,16,0.6926613369365556,-1.018159864053343
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,32,2.7706453477462225,-1.103555918770701
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,48,6.233952032429001,-0.2888920167163906
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,80,17.31653342341389,-0.1114899025758937
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,160,69.26613369365556,0.0627094779914196
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,320,277.06453477462225,0.1347912916389608
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,426,491.02112805429056,0.1762531552747512
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,640,1108.258139098489,0.2394883436507111
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,854,1973.316389098519,0.0632531474438824
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,1280,4433.032556393956,0.0434016894230717
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cube4,1920,9974.3232518864,0.0264189457940169
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cyl4,32,2.7706453477462225,-0.4539342489654094
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cyl4,48,6.233952032429001,-0.1231575437966889
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cyl4,80,17.31653342341389,-0.1468663396091716
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cyl4,160,69.26613369365556,-0.0411742636629077
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cyl4,320,277.06453477462225,-0.0347731593531586
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cyl4,426,491.02112805429056,-0.0291094527533846
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cyl4,640,1108.258139098489,-0.0268078698782567
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cyl4,854,1973.316389098519,-0.1631257302204378
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cyl4,1280,4433.032556393956,-0.1900642640943846
9DTact,shape_size_err_vs_resolution,soft_1mm_r1,cyl4,1920,9974.3232518864,-0.2205334101613405
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,16,0.5459389030218897,1.3997437094722835
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,32,2.183755612087559,-0.4338712170883512
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,48,4.913450127197007,-0.2528793364743982
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,80,13.648472575547242,-0.2176560150662463
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,160,54.59389030218897,-0.0210055263151596
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,320,218.37556120875587,0.0876157791707417
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,426,387.01097017500166,0.1426592999653833
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,640,873.5022448350235,0.1282032282458232
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,854,1555.3202226418462,-0.0011436212400268
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,1280,3494.008979340094,-0.0395811522200144
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cube4,1920,7861.5202035152115,-0.0414679645208408
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,16,0.5459389030218897,2.182010623603966
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,32,2.183755612087559,-0.5278141428680878
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,48,4.913450127197007,0.0061097607170124
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,80,13.648472575547242,-0.0382743965373211
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,160,54.59389030218897,-0.0727947623355995
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,320,218.37556120875587,-0.0722124195408486
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,426,387.01097017500166,-0.1344648840682571
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,640,873.5022448350235,-0.1255119929297752
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,854,1555.3202226418462,-0.1870192045904479
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,1280,3494.008979340094,-0.2124485338009298
9DTact,shape_size_err_vs_resolution,soft_2mm_r1,cyl4,1920,7861.5202035152115,-0.2458298480372756
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,16,0.447397496037187,0.9164029073394806
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,32,1.789589984148748,0.817479271197441
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,48,4.026577464334683,0.5980590041273617
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,80,11.184937400929671,0.6588204203624786
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,160,44.73974960371869,0.927189689760782
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,320,178.95899841487477,1.079808304565281
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,426,317.1558905892365,0.9550187767320396
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,640,715.8359936594991,1.201177261617321
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,854,1274.5865321088163,0.9106983775339872
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,1280,2863.3439746379963,0.9009125360793186
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cube4,1920,6442.523942935493,0.8860780049726777
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,16,0.447397496037187,2.1154059539926457
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,32,1.789589984148748,0.9338226391522816
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,48,4.026577464334683,0.6007929961596234
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,80,11.184937400929671,0.3869923064982066
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,160,44.73974960371869,0.6006582853399358
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,320,178.95899841487477,0.6141963609794381
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,426,317.1558905892365,0.4988922711602521
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,640,715.8359936594991,0.6303588366850619
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,854,1274.5865321088163,0.4407066236370944
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,1280,2863.3439746379963,0.4002067060043552
9DTact,shape_size_err_vs_resolution,soft_3mm_r1,cyl4,1920,6442.523942935493,0.3549846968294607
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,8,0.2144471284296946,0.1055243959415157
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,16,0.8577885137187786,0.0744799761642465
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,32,3.4311540548751145,0.0683425439126358
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,48,7.720096623469007,0.0706960919485345
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,80,21.44471284296947,0.0716949473714839
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,160,85.77885137187788,0.073370592474386
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,320,343.1154054875115,0.073961089073905
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,426,608.0782356079261,0.0739335807154339
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,640,1372.461621950046,0.0721709653344699
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,854,2443.745654966113,0.0722983829519474
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,1280,5489.846487800184,0.0743098869956172
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cube4,1920,12352.154597550414,0.0741134501680805
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,8,0.2144471284296946,0.0642744625208322
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,16,0.8577885137187786,0.0245590964466742
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,32,3.4311540548751145,0.0314136335011895
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,48,7.720096623469007,0.0369150747862036
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,80,21.44471284296947,0.0391747140642579
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,160,85.77885137187788,0.0400376619156773
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,320,343.1154054875115,0.0401793816443856
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,426,608.0782356079261,0.0401830670740779
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,640,1372.461621950046,0.0394908425715144
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,854,2443.745654966113,0.0394205031302149
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,1280,5489.846487800184,0.0402813588586028
DIGIT,shape_mae_vs_resolution,hard_1mm_r1,cyl4,1920,12352.154597550414,0.0402785868700917
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,8,0.1873050124230148,0.0732717175303632
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,16,0.7492200496920595,0.0440599956816667
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,32,2.996880198768238,0.0320753658922994
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,48,6.742980447228534,0.0314923998701059
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,80,18.73050124230149,0.0318647831479692
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,160,74.92200496920594,0.0318167734692478
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,320,299.6880198768238,0.0316658987464988
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,426,531.1150692887351,0.0316541352110588
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,640,1198.752079507295,0.0279489419224345
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,854,2134.4459756297424,0.0278945415082061
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,1280,4795.00831802918,0.0314979444990539
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cube4,1920,10788.76871556566,0.0301513987394655
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,8,0.1873050124230148,0.0120906477477404
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,16,0.7492200496920595,0.0223477227934651
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,32,2.996880198768238,0.0379906083544313
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,48,6.742980447228534,0.0332327234783037
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,80,18.73050124230149,0.0290086928047998
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,160,74.92200496920594,0.0263902413883073
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,320,299.6880198768238,0.026152549240814
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,426,531.1150692887351,0.025816881213413
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,640,1198.752079507295,0.0282684269585473
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,854,2134.4459756297424,0.0283200684227807
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,1280,4795.00831802918,0.0259711305835111
DIGIT,shape_mae_vs_resolution,hard_2mm_r2,cyl4,1920,10788.76871556566,0.0270850378312928
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,8,0.1325404262367185,0.1583960639958791
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,16,0.5301617049468742,0.1384114832642389
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,32,2.120646819787497,0.1174716376724554
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,48,4.771455344521867,0.1110148316584738
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,80,13.25404262367186,0.1094723056716434
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,160,53.01617049468744,0.1050909718834075
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,320,212.06468197874975,0.1031925738814187
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,426,375.8266623708553,0.1022023966871413
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,640,848.2587279149991,0.0960321946405085
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,854,1510.372710957166,0.0953210913601232
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,1280,3393.0349116599964,0.1018929579320264
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cube4,1920,7634.328551234989,0.0985386804702592
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,8,0.1325404262367185,0.182174955064208
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,16,0.5301617049468742,0.1135929313374317
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,32,2.120646819787497,0.0929946445745981
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,48,4.771455344521867,0.0894751309303201
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,80,13.25404262367186,0.086953834898547
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,160,53.01617049468744,0.084590376622752
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,320,212.06468197874975,0.084369776107148
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,426,375.8266623708553,0.0844380513650931
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,640,848.2587279149991,0.080701694160477
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,854,1510.372710957166,0.0804642348436273
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,1280,3393.0349116599964,0.0847534046394385
DIGIT,shape_mae_vs_resolution,hard_3mm_r1,cyl4,1920,7634.328551234989,0.0829522780028737
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,8,0.2105932207992063,0.0417760102641423
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,16,0.8423728831968254,0.0409487240488047
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,32,3.3694915327873014,0.0408263381205344
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,48,7.581355948771427,0.0435755025230193
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,80,21.05932207992063,0.0458300288401389
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,160,84.23728831968252,0.0470145817480826
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,320,336.9491532787301,0.0471239175282264
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,426,597.1502396524494,0.0474249060831809
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,640,1347.7966131149203,0.0456643413387084
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,854,2399.8282096936555,0.045845369585588
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,1280,5391.186452459681,0.0474248792610908
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cube4,1920,12130.169518034289,0.0470402430377746
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,8,0.2105932207992063,0.0552224278164594
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,16,0.8423728831968254,0.0347541883302419
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,32,3.3694915327873014,0.0373029947764599
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,48,7.581355948771427,0.0407930180914128
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,80,21.05932207992063,0.042311285484525
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,160,84.23728831968252,0.0433438815660203
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,320,336.9491532787301,0.0432679795212472
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,426,597.1502396524494,0.0430749163515294
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,640,1347.7966131149203,0.0401779227442468
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,854,2399.8282096936555,0.0400463849789822
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,1280,5391.186452459681,0.0433922455198491
DIGIT,shape_mae_vs_resolution,medium_1mm_r1,cyl4,1920,12130.169518034289,0.0412790023274148
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,8,0.1736710977330496,0.0686377926710235
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,16,0.6946843909321986,0.0414929639528679
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,32,2.7787375637287943,0.0211794346551584
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,48,6.252159518389789,0.0188294321279215
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,80,17.367109773304964,0.0243340628202247
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,160,69.46843909321986,0.0261936521138238
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,320,277.8737563728794,0.0268860740567731
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,426,492.45525206567055,0.0269255941714334
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,640,1111.4950254915177,0.0201069844867276
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,854,1979.079848660576,0.0199966305847454
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,1280,4445.980101966071,0.0263569409008312
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cube4,1920,10003.45522942366,0.0238637005890893
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,8,0.1736710977330496,0.129914453058273
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,16,0.6946843909321986,0.0804088308739032
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,32,2.7787375637287943,0.0488223485096846
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,48,6.252159518389789,0.051342125399118
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,80,17.367109773304964,0.0498613557226512
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,160,69.46843909321986,0.0519030029333684
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,320,277.8737563728794,0.0517423755558385
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,426,492.45525206567055,0.0515243277954115
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,640,1111.4950254915177,0.0441841520748589
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,854,1979.079848660576,0.0433732637894207
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,1280,4445.980101966071,0.0505177208291544
DIGIT,shape_mae_vs_resolution,medium_2mm_r1,cyl4,1920,10003.45522942366,0.0470043595018043
